% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.109205271e+01 +1.109205271e+01 +1.796205271e+01 +1.796205271e+01 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
3 +5.290747208e+00 +5.290747208e+00 +1.216074721e+01 +1.216074721e+01 -6.1256e-01 -1.1844e+00 +2.6552e+00 +2.9520e+00 -3.1313e+00 -1.0236e-01 -5.4414e-01 +1.4631e+00 +2.0936e+00 +2.5469e+00 -2.2397e+00 +1.7970e+00 +1.5510e+00 -3.3739e+00 -3.8100e+00 -1.6359e-02 +4.5974e+00 -1.5961e+00 +8.5268e-01 -2.7619e+00
1068 +3.251745661e+00 +3.251745661e+00 +1.012174566e+01 +1.012174566e+01 -2.0125e-02 +3.1976e+00 +2.0025e+00 +3.6911e+00 -3.4006e+00 -5.0684e+00 -1.3626e+00 +4.0307e+00 -1.4513e+00 +4.6338e+00 -1.1273e+00 -2.4408e-01 +3.6271e+00 -1.0291e+00 -4.8505e-02 +1.9403e+00 +9.3359e-01 -3.4063e+00 -4.0408e+00 +7.1216e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e-02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.400401900e+01 +1.400401900e+01 +1.401401900e+01 +1.401401900e+01 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
11 +9.317445065e+00 +9.317445065e+00 +9.327445065e+00 +9.327445065e+00 +1.4432e+00 -1.2139e+00 +3.1158e+00 +3.2826e-01 -1.4927e+00 +4.3900e+00 +3.7594e+00 +5.0156e-01 +1.2248e+00 +8.7045e-01 -2.9226e+00 -1.9875e+00 -2.9077e-01 -2.6951e+00 +3.4431e+00 -3.0524e+00 -2.7408e+00 -3.2929e+00 -2.7234e+00 -6.4301e-01
172 +6.306335856e+00 +6.306335856e+00 +6.316335856e+00 +6.316335856e+00 -1.2979e+00 +2.2493e-01 +2.6338e+00 +2.3735e+00 -3.8299e+00 -1.8933e+00 +4.1740e+00 -3.8888e+00 -4.6816e+00 -3.1891e+00 +9.4896e-01 -2.3779e+00 -3.5326e+00 -5.1102e+00 +3.3864e+00 -4.7517e+00 +1.2269e+00 -2.6103e+00 -2.1612e+00 +7.8583e-02
1247 +3.874752456e+00 +3.874752456e+00 +3.884752456e+00 +3.884752456e+00 +3.5477e+00 -8.8724e-01 +1.2731e+00 -4.1012e+00 +1.2175e+00 +5.2990e+00 +1.4403e+00 -4.7494e+00 -2.4013e+00 +3.0007e+00 -4.1033e+00 +1.1219e+00 +1.1462e+00 +6.5415e-01 -1.6571e+00 -3.9774e+00 +3.5371e-01 +7.9705e-01 -3.2756e+00 +2.0380e-01
% function evaluation | noise-free fitness - Fopt (-1.306100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.329440870e+01 +1.329440870e+01 -1.173155913e+02 -1.173155913e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
5 +9.920355268e+00 +9.920355268e+00 -1.206896447e+02 -1.206896447e+02 -1.4834e+00 +3.3083e+00 +8.5264e-01 +4.9724e-01 +4.1719e+00 -2.1416e+00 +2.5720e+00 +2.5373e+00 -1.1955e+00 +6.7822e-01 -4.2415e+00 -4.4605e+00 +3.0798e-01 +2.7917e+00 +4.3401e+00 -3.7009e+00 +6.8824e-01 -3.0609e-01 -4.8810e+00 -1.6288e+00
8 +5.376643257e+00 +5.376643257e+00 -1.252333567e+02 -1.252333567e+02 +3.5303e+00 +1.2206e+00 -1.4905e+00 +1.3250e-01 -9.8192e-01 -4.2403e+00 -2.6008e+00 -3.7668e+00 -3.1609e+00 -2.6005e+00 -8.2733e-01 -4.5035e+00 +4.0272e+00 +4.4479e+00 -9.1359e-02 -1.0747e-01 -1.6228e+00 +4.0005e+00 -1.3075e+00 -3.8880e+00
1064 +3.782754186e+00 +3.782754186e+00 -1.268272458e+02 -1.268272458e+02 +2.1606e+00 -3.7551e+00 +5.9129e-01 -1.8641e+00 -3.4314e+00 +3.3048e+00 +4.2423e+00 +1.1795e+00 +3.5307e+00 -4.2616e+00 +3.7399e+00 +4.1035e-01 +3.9505e+00 -1.0455e+00 +4.8175e+00 -4.5472e+00 +2.8424e+00 +3.4370e+00 +2.3064e+00 -1.5160e-01
% function evaluation | noise-free fitness - Fopt (-2.231200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.511007348e+00 +8.511007348e+00 -2.146089927e+02 -2.146089927e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
2 +6.233053034e+00 +6.233053034e+00 -2.168869470e+02 -2.168869470e+02 +1.5574e+00 -4.6429e+00 +3.4913e+00 +4.3399e+00 +1.7874e+00 +2.5774e+00 +2.4313e+00 -1.0777e+00 +1.5548e+00 -3.2881e+00 +2.0605e+00 -4.6817e+00 -2.2308e+00 -4.5383e+00 -4.0287e+00 +3.2346e+00 +1.9483e+00 -1.8290e+00 +4.5022e+00 -4.6555e+00
1211 +3.339883002e+00 +3.339883002e+00 -2.197801170e+02 -2.197801170e+02 +1.5385e-02 -2.6185e+00 +4.0068e+00 -4.6860e+00 +2.1730e+00 +4.3900e+00 +1.6253e+00 -5.2832e+00 -8.3833e-02 -7.4384e-01 +2.9574e+00 +1.6134e+00 +2.8621e-01 -2.6951e+00 -1.3505e+00 -4.2591e+00 +1.6397e+00 -3.0221e+00 -2.4754e+00 +1.4364e+00
% function evaluation | noise-free fitness - Fopt (-4.443000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.728515303e+01 +1.728515303e+01 -2.714484697e+01 -2.714484697e+01 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
2 +1.324866609e+01 +1.324866609e+01 -3.118133391e+01 -3.118133391e+01 +1.5574e+00 -4.6429e+00 +3.4913e+00 +4.3399e+00 +1.7874e+00 +2.5774e+00 +2.4313e+00 -1.0777e+00 +1.5548e+00 -3.2881e+00 +2.0605e+00 -4.6817e+00 -2.2308e+00 -4.5383e+00 -4.0287e+00 +3.2346e+00 +1.9483e+00 -1.8290e+00 +4.5022e+00 -4.6555e+00
3 +6.027408433e+00 +6.027408433e+00 -3.840259157e+01 -3.840259157e+01 -6.1256e-01 -1.1844e+00 +2.6552e+00 +2.9520e+00 -3.1313e+00 -1.0236e-01 -5.4414e-01 +1.4631e+00 +2.0936e+00 +2.5469e+00 -2.2397e+00 +1.7970e+00 +1.5510e+00 -3.3739e+00 -3.8100e+00 -1.6359e-02 +4.5974e+00 -1.5961e+00 +8.5268e-01 -2.7619e+00
976 +2.701875126e+00 +2.701875126e+00 -4.172812487e+01 -4.172812487e+01 -2.9198e+00 -1.9661e+00 -4.1634e+00 +2.9736e+00 +2.3984e+00 +4.2535e+00 -3.1112e+00 +3.3787e+00 +2.3020e+00 +3.0288e+00 -4.0407e-03 +2.9524e+00 +4.7297e+00 +4.7063e-01 -4.4739e+00 -3.8390e+00 +7.2630e-01 +2.2608e+00 +1.9066e-01 -3.6683e+00
% function evaluation | noise-free fitness - Fopt (8.539000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.555259058e+01 +2.555259058e+01 +1.109425906e+02 +1.109425906e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
