% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.654267177e+06 +5.654267177e+06 +5.654343447e+06 +5.654343447e+06 +4.2817e+00 -1.7588e-01 +5.1447e-01 +3.4356e+00 +3.2804e+00 +4.8613e+00 +1.5224e+00 +4.8880e+00 +5.0555e-01 -3.2675e+00 -2.1586e+00 +6.9105e-01 -3.9156e+00 -1.0029e+00 +2.8868e+00 +4.1990e+00 -7.8546e-01 +2.4801e-01 +2.4233e+00 -3.6707e-01
5 +2.849130672e+06 +2.849130672e+06 +2.849206942e+06 +2.849206942e+06 +4.2868e+00 +8.2450e-01 -3.0114e+00 -2.0092e+00 +4.0833e+00 +2.6260e+00 +4.2259e+00 +2.0549e+00 -3.1874e-01 -9.5589e-01 +3.1021e+00 -4.3088e+00 +7.4200e-01 -3.7697e+00 +1.2286e+00 +2.7656e+00 -3.6193e+00 -2.2203e+00 -4.7725e+00 +4.1314e+00
8 +9.260741037e+04 +9.260741037e+04 +9.268368037e+04 +9.268368037e+04 +4.1557e+00 -2.6074e-03 -2.0331e+00 +1.3990e+00 +2.5845e-01 +3.7909e+00 +3.5463e+00 +4.5085e+00 -1.5495e+00 -5.7662e-01 -2.4203e+00 +2.8515e+00 -4.0748e+00 -4.7704e-02 +4.5533e-01 +2.4753e+00 -3.7895e+00 -2.5432e+00 -9.0182e-01 -9.8983e-01
9 +4.984465341e+04 +4.984465341e+04 +4.992092341e+04 +4.992092341e+04 +4.2477e+00 +1.5279e+00 -2.3331e+00 -3.3181e+00 -3.2257e+00 +1.3500e+00 +7.5062e-02 -3.2512e+00 +3.2597e-01 -8.6465e-01 -2.2981e+00 -2.5709e+00 +3.9571e-01 +1.9064e+00 +4.9715e-01 -3.4897e+00 -6.1570e-01 -4.8006e+00 -4.7966e+00 +1.0189e+00
128 +4.223538410e+02 +4.223538410e+02 +4.986238410e+02 +4.986238410e+02 -4.2234e+00 -3.8996e+00 -3.4877e-01 +2.9737e+00 -2.7389e+00 +9.3890e-01 +1.1062e+00 +1.4435e+00 +2.8196e+00 +4.2364e+00 -3.3432e+00 +4.3242e+00 -2.5822e+00 -1.5998e+00 +1.4040e+00 -3.5425e+00 -2.3807e+00 +3.7349e+00 -4.8883e-01 +1.2953e+00
199 +2.882953242e+02 +2.882953242e+02 +3.645653242e+02 +3.645653242e+02 +3.4118e-01 -2.5014e+00 +5.0740e-01 +3.0970e+00 -4.7755e+00 -4.4292e+00 -6.2829e-01 +1.8497e+00 +4.2480e+00 +2.8597e+00 +2.2147e+00 +6.9268e-01 +2.9426e+00 -4.9647e-01 +1.0783e+00 +2.7389e+00 +4.1376e+00 +2.0873e+00 -3.2583e+00 +1.3827e+00
1105 +2.283985332e+02 +2.283985332e+02 +3.046685332e+02 +3.046685332e+02 -4.0193e+00 +8.7909e-01 +2.4902e+00 -2.5363e+00 -4.8063e+00 +2.1028e+00 +1.4631e+00 +1.9437e+00 +1.4445e+00 +4.7238e+00 -7.2513e-01 +2.2446e+00 -4.5180e+00 +2.8641e+00 -4.7274e+00 +2.9322e+00 +4.2353e+00 -9.4531e-01 +4.4151e-01 +2.5935e+00
2965 +1.428757000e+02 +1.428757000e+02 +2.191457000e+02 +2.191457000e+02 +3.2515e+00 +9.6679e-02 -3.9258e+00 +1.6433e+00 -4.7101e+00 -1.7270e+00 -1.1850e+00 +1.5860e-01 -9.7072e-01 +1.2797e+00 -2.1708e+00 +4.1137e-01 -4.7195e+00 +1.8327e+00 +1.8642e+00 +3.7103e+00 +2.2576e+00 -1.8949e+00 +1.9666e+00 -1.2577e+00
% function evaluation | noise-free fitness - Fopt (-2.255000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.960239137e+07 +1.960239137e+07 +1.960236882e+07 +1.960236882e+07 -3.4916e+00 +4.5326e+00 -3.7515e+00 +3.2881e+00 -2.1839e+00 -4.7591e+00 -3.9833e+00 +9.3246e-01 +3.7926e+00 -5.6079e-01 -1.2924e+00 +9.0201e-01 -2.7865e+00 -1.1274e+00 -3.3277e+00 -2.6113e+00 +4.5947e+00 -2.3533e+00 +2.8593e-01 -2.7711e-01
2 +7.782111066e+06 +7.782111066e+06 +7.782088516e+06 +7.782088516e+06 +3.1188e+00 -6.4655e-01 +4.5052e+00 +4.3240e-01 +2.9560e+00 +4.5286e+00 -4.0697e+00 +2.4595e+00 -1.2941e-01 -4.8805e+00 +2.8014e-01 -4.7461e+00 +1.3304e+00 -2.1035e+00 +3.3322e+00 +3.0649e+00 -1.7240e+00 -4.6166e+00 +1.8449e+00 -1.9856e+00
3 +7.354845377e+05 +7.354845377e+05 +7.354619877e+05 +7.354619877e+05 -9.2023e-01 -3.3680e+00 +3.2290e+00 +2.0073e+00 -1.5688e-01 +1.2560e+00 -3.8861e+00 +1.0456e+00 +4.1242e+00 -4.7195e+00 +3.3903e+00 -2.9964e+00 +4.8966e+00 -1.1956e+00 -4.2173e+00 -1.8763e+00 +1.0820e+00 -1.1991e+00 +3.1296e+00 -3.4721e+00
6 +1.518839389e+05 +1.518839389e+05 +1.518613889e+05 +1.518613889e+05 +4.0128e+00 -2.7386e+00 -1.3227e+00 -1.7997e+00 -3.0931e+00 +6.8548e-01 +3.4408e+00 +5.8757e-01 -1.9806e+00 +4.9738e+00 +4.9119e+00 -1.9210e-01 +4.3438e+00 +4.3903e+00 +3.3806e+00 -2.6383e+00 +4.7219e+00 +2.9584e+00 -4.5700e+00 +4.2057e+00
14 +2.250083438e+04 +2.250083438e+04 +2.247828438e+04 +2.247828438e+04 +4.2278e+00 +1.1025e+00 +1.1941e+00 -2.6856e+00 +3.3045e-01 -2.3069e+00 -3.5197e+00 -3.8994e+00 -3.1818e-01 -3.6911e+00 -4.2452e+00 +4.8397e-01 +2.6933e+00 +2.0623e+00 -2.6341e+00 -2.8930e+00 -5.5958e-01 +1.5994e+00 +3.8005e+00 -2.1257e-01
64 +6.134499698e+03 +6.134499698e+03 +6.111949698e+03 +6.111949698e+03 -5.8397e-01 -2.2051e-01 +2.7649e-01 +5.9405e-01 +4.4151e+00 -2.3187e+00 +8.6248e-02 +3.5503e-01 +3.7620e+00 -3.3326e+00 +2.5815e+00 -1.7618e-01 +2.8153e+00 -4.3245e+00 +1.7409e+00 -2.5637e+00 -2.0089e+00 -3.0034e-01 +1.1856e+00 +2.7325e+00
91 +2.894542682e+02 +2.894542682e+02 +2.669042682e+02 +2.669042682e+02 +4.0850e+00 +4.5902e+00 +2.8472e+00 +4.7064e+00 -4.6405e-01 -4.6338e+00 +4.5281e-01 -3.9051e+00 -4.5002e+00 -3.1770e+00 -2.7693e+00 +2.2223e+00 -4.2929e+00 +4.9820e+00 -3.1642e+00 +4.6960e+00 +1.7839e+00 -2.1610e+00 -4.4734e+00 +8.3139e-01
667 +1.923726017e+02 +1.923726017e+02 +1.698226017e+02 +1.698226017e+02 +4.5567e+00 +4.2582e+00 -4.1715e+00 -3.3804e+00 -1.5863e-01 -2.2270e+00 +1.4889e+00 -2.5782e+00 +2.3437e+00 -4.5676e+00 +4.2633e+00 -1.1951e+00 +1.0608e+00 -4.4758e+00 -3.3315e+00 -4.7321e+00 -1.4766e+00 +7.8864e-01 +2.8239e+00 +1.3344e+00
% function evaluation | noise-free fitness - Fopt (1.366000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.108782662e+05 +5.108782662e+05 +5.108919262e+05 +5.108919262e+05 -3.3786e+00 -2.7021e+00 -1.4279e+00 -4.2468e+00 -3.3521e+00 -3.5815e+00 +4.6410e+00 -3.1155e+00 +1.4650e-01 +2.8345e+00 -1.7443e-01 -6.2057e-01 +4.7325e-01 -3.0962e+00 +5.7541e-01 +6.0052e-01 -3.7276e+00 +2.1519e+00 -2.0434e-01 +5.9892e-01
7 +4.681931112e+04 +4.681931112e+04 +4.683297112e+04 +4.683297112e+04 +5.8227e-01 +2.9026e+00 +3.0638e+00 -3.8353e+00 -1.1955e+00 -2.0465e+00 -2.9487e+00 +4.0138e+00 -4.6379e+00 +3.5387e+00 +1.0680e+00 +2.7884e-01 +4.0964e-01 -4.5249e+00 +3.6541e+00 -8.3072e-01 +4.5235e+00 -1.2989e+00 +3.6194e+00 +6.1118e-02
13 +3.887385411e+04 +3.887385411e+04 +3.888751411e+04 +3.888751411e+04 -2.8345e+00 +6.3235e-01 -2.6329e+00 +4.3658e+00 +2.1052e+00 -2.3399e+00 -1.3929e+00 +3.0253e+00 -1.3591e+00 -2.3301e-01 +2.0908e+00 -3.1672e+00 +1.6780e+00 -3.7257e+00 +2.5119e+00 -2.4851e+00 -2.3882e+00 -2.7918e+00 +4.6071e+00 +3.8713e-01
33 +4.204863765e+03 +4.204863765e+03 +4.218523765e+03 +4.218523765e+03 -4.1962e+00 -1.2010e+00 -4.8165e+00 -4.4271e+00 -3.4486e+00 +3.3144e+00 +4.5781e+00 -3.2716e+00 -2.1292e+00 +3.3507e+00 +3.0382e+00 -1.2845e+00 +4.9115e+00 +2.1898e+00 -1.6427e+00 +5.6076e-01 +1.8244e+00 +3.2985e+00 -3.0923e+00 +6.7869e-01
149 +5.556856863e+02 +5.556856863e+02 +5.693456863e+02 +5.693456863e+02 -1.9011e+00 +3.2285e-01 -2.7103e+00 +4.3366e+00 +3.4606e+00 -2.0126e+00 -4.7909e+00 -1.6467e+00 -4.9685e+00 +1.6422e+00 -1.2359e+00 +2.1935e+00 +9.4495e-01 -1.6314e+00 +1.8987e+00 +1.8275e+00 -3.8071e+00 +2.7710e+00 +4.4432e+00 -3.8550e+00
349 +3.565998398e+02 +3.565998398e+02 +3.702598398e+02 +3.702598398e+02 -3.9328e+00 -2.8726e+00 +4.6844e+00 +9.1319e-01 -4.2918e+00 -1.7397e+00 -3.9367e+00 -4.3000e+00 -1.4174e+00 +3.8595e+00 -2.5622e+00 +1.7450e+00 +2.9132e+00 +3.9980e+00 +4.4153e+00 +3.5803e+00 +4.3408e-01 +3.5051e+00 +8.2377e-01 -2.9804e+00
1660 +2.503687772e+02 +2.503687772e+02 +2.640287772e+02 +2.640287772e+02 +4.3168e+00 -9.7498e-01 -3.4622e+00 -3.8215e+00 -3.7289e+00 +3.0733e+00 -9.8746e-02 -1.8653e+00 -8.2431e-01 -4.7396e-01 -5.8906e-01 -4.8868e+00 -1.9295e+00 +1.2304e+00 +1.5523e+00 +1.5569e+00 -1.9648e+00 -4.2212e+00 +4.8968e+00 -5.2720e-02
% function evaluation | noise-free fitness - Fopt (9.378400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.381453664e+05 +1.381453664e+05 +1.390832064e+05 +1.390832064e+05 -2.7089e+00 +1.0679e+00 +2.3591e+00 +1.4150e-01 -4.1662e+00 -2.3588e+00 -9.4470e-01 -6.7125e-01 +2.8974e+00 -2.7828e+00 -4.2628e+00 +4.8984e+00 -3.0437e+00 -3.0503e+00 -3.3359e+00 -1.1146e+00 -3.5510e+00 +4.3806e+00 -4.4322e+00 +9.4589e-01
17 +6.250081457e+04 +6.250081457e+04 +6.343865457e+04 +6.343865457e+04 +3.1628e+00 +4.9641e+00 +1.4420e+00 +3.8303e+00 -1.6971e+00 -1.6893e+00 -1.9283e+00 +8.0791e-01 -7.8841e-01 +4.7356e+00 -3.5207e+00 +2.8471e+00 +1.4223e+00 +2.7832e+00 -4.6814e-01 +2.4714e+00 -3.2895e+00 -3.5982e+00 +3.1037e+00 -1.3824e-01
47 +3.579479963e+04 +3.579479963e+04 +3.673263963e+04 +3.673263963e+04 +2.0535e+00 +3.8874e+00 +3.1364e+00 +3.2227e+00 -1.5702e-01 +1.7812e+00 +1.3825e+00 +2.1672e+00 +3.9302e-01 -3.5053e+00 +4.9536e-01 -1.7018e+00 +8.2481e-01 +5.4957e-01 +1.6351e+00 +2.8079e+00 +4.4152e+00 +3.4139e+00 +4.0050e-01 +1.5097e-01
80 +3.134357344e+03 +3.134357344e+03 +4.072197344e+03 +4.072197344e+03 -1.9785e+00 -2.7766e-01 +1.1336e+00 +1.0315e+00 +3.7484e+00 +2.4608e+00 +2.5082e+00 -3.1053e+00 +9.6003e-02 -3.2610e+00 -5.6946e-01 -4.1094e+00 -4.8856e+00 -2.1146e+00 -4.8144e+00 +3.0823e+00 +1.4193e+00 +9.3725e-01 -3.5092e+00 +9.7617e-01
136 +5.172539470e+02 +5.172539470e+02 +1.455093947e+03 +1.455093947e+03 -4.5779e+00 -2.3327e+00 +2.6640e+00 +2.0440e+00 +4.3247e+00 -4.5597e+00 +3.7918e+00 -2.4431e+00 +2.0181e+00 +4.7945e+00 +2.1985e+00 -1.9831e-01 +2.9192e+00 +4.7312e+00 +4.6502e+00 -3.7581e+00 +1.1747e+00 +9.1503e-01 -4.5773e+00 -4.1137e+00
