% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.652700017e+01 +8.652700017e+01 -9.134729998e+02 -9.134729998e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
500 +6.111989394e+01 +6.111989394e+01 -9.388801061e+02 -9.388801061e+02 -3.0133e-01 -3.0973e+00 +1.9264e+00 -5.8794e+00 +1.4545e-01 -9.8502e-01 -2.0478e+00 -2.9928e+00 +1.8281e+00 +1.6342e+00 +2.3421e+00 -1.4201e+00 +3.4604e+00 -7.8527e-02 +1.5824e+00 -3.0255e+00 -2.1092e-01 +1.6062e+00 -4.0221e-01 -2.1541e+00
750 +3.959010174e+01 +3.959010174e+01 -9.604098983e+02 -9.604098983e+02 -2.7091e+00 -9.8447e-01 +9.6422e-01 -4.3658e+00 +1.5172e+00 -2.5222e+00 -1.9124e+00 -3.2773e+00 +6.0444e-01 +2.8441e+00 +2.4570e+00 -7.6395e-01 +5.2734e-01 -1.7851e+00 -8.3809e-01 -4.7923e+00 -9.5233e-01 -2.1046e+00 -5.6094e-02 -1.2238e+00
925 +1.404247755e+01 +1.404247755e+01 -9.859575225e+02 -9.859575225e+02 -2.6664e+00 -2.2202e+00 +2.0890e+00 -2.8798e+00 +7.0603e-01 -3.5929e+00 -3.5757e-01 -3.9992e+00 +1.7094e+00 +2.6569e+00 +3.5214e+00 -1.5671e+00 +1.2295e+00 -1.8924e+00 -1.2361e+00 -4.4984e+00 +1.8035e+00 +2.0098e+00 +6.1358e-01 -2.0587e+00
1212 +9.170640628e+00 +9.170640628e+00 -9.908293594e+02 -9.908293594e+02 -3.9751e+00 -1.9403e+00 +1.4865e+00 -4.4290e+00 +5.5923e-01 -3.9395e+00 -1.2780e+00 -5.0248e+00 +3.0186e+00 +1.5378e+00 +3.8709e+00 -2.6678e+00 +9.5414e-01 -1.6951e+00 -3.1230e+00 -4.4389e+00 +1.6907e+00 -9.9323e-01 -4.3173e-01 -2.3288e+00
1353 +4.919205769e+00 +4.919205769e+00 -9.950807942e+02 -9.950807942e+02 -4.0366e+00 -2.6151e+00 +1.5319e+00 -4.4661e+00 +1.5887e+00 -3.9153e+00 -1.3371e+00 -4.1997e+00 +2.9967e+00 +2.2900e+00 +3.7792e+00 -1.4136e+00 +1.0257e+00 -1.2338e+00 -1.1376e+00 -2.9805e+00 +1.9294e+00 -1.2625e+00 -1.0632e-01 -2.1635e+00
1570 +3.217569952e+00 +3.217569952e+00 -9.967824300e+02 -9.967824300e+02 -3.7810e+00 -2.2094e+00 +1.9411e+00 -4.2870e+00 +1.9520e-01 -3.4625e+00 -5.5792e-01 -5.1228e+00 +2.3554e+00 +2.1226e+00 +3.5652e+00 -1.6015e+00 +7.6410e-01 -1.3050e+00 -1.7788e+00 -3.1259e+00 +2.0312e+00 -2.0556e-01 +2.3721e-01 -1.9078e+00
1704 +2.343313677e+00 +2.343313677e+00 -9.976566863e+02 -9.976566863e+02 -3.5332e+00 -2.2440e+00 +1.9128e+00 -4.4214e+00 +9.6197e-01 -3.5009e+00 -5.5929e-01 -5.0941e+00 +2.4978e+00 +2.1240e+00 +3.7857e+00 -1.6573e+00 +1.6010e+00 -1.2196e+00 -1.7454e+00 -2.9379e+00 +2.0622e+00 -5.2444e-01 +1.2612e-01 -1.9640e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.646578105e+01 +8.646578105e+01 +1.086465781e+03 +1.086465781e+03 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
602 +6.044175848e+01 +6.044175848e+01 +1.060441758e+03 +1.060441758e+03 -3.8107e+00 -2.8037e+00 +1.4562e-01 -1.5158e+00 -1.0830e+00 -4.4475e+00 -1.2573e-01 -3.0307e-02 -4.7395e+00 -2.1518e+00 -1.6680e+00 -1.5590e+00 -1.0950e+00 -1.8011e+00 -5.4269e+00 -5.1907e+00 +9.0455e-01 -1.7735e+00 +3.8974e+00 +2.1451e+00
719 +2.349294376e+01 +2.349294376e+01 +1.023492944e+03 +1.023492944e+03 -3.4304e+00 -3.3560e+00 -8.1791e-01 -2.8822e+00 -1.1847e+00 -3.9848e+00 +7.9245e-01 +5.2331e-01 -1.1649e+00 -4.0558e+00 -4.2689e+00 -2.8562e+00 -1.5548e+00 -3.4450e+00 -1.7336e+00 -3.9808e+00 +3.7200e+00 -3.8575e+00 +1.6905e+00 +2.4692e+00
1023 +1.561080039e+01 +1.561080039e+01 +1.015610800e+03 +1.015610800e+03 -2.0026e+00 -3.6145e+00 -5.5788e-01 -2.7074e+00 +7.4657e-01 -3.2035e+00 +4.8152e-01 +1.5913e+00 -3.4247e+00 -2.3619e+00 -4.6297e+00 -2.7083e+00 -2.6096e-01 -3.0023e+00 -2.3828e+00 -4.4358e+00 +4.0597e+00 -4.6510e+00 +1.9706e+00 +2.5275e+00
1239 +8.285626447e+00 +8.285626447e+00 +1.008285626e+03 +1.008285626e+03 -2.1618e+00 -4.1456e+00 +1.1089e+00 -2.8822e+00 +5.7308e-01 -2.9363e+00 +2.3611e-01 -8.1661e-02 -3.7725e+00 -3.7935e+00 -4.5816e+00 -2.2687e+00 -1.1775e-01 -3.1367e+00 -1.9134e+00 -3.9808e+00 +2.7611e+00 -3.4359e+00 +2.2934e+00 +1.9436e+00
1344 +5.524266635e+00 +5.524266635e+00 +1.005524267e+03 +1.005524267e+03 -2.7192e+00 -4.5252e+00 +7.5104e-01 -3.1245e+00 +6.5921e-01 -3.5314e+00 +2.0181e-03 +3.9595e-01 -3.3373e+00 -3.8154e+00 -3.8585e+00 -2.6191e+00 -6.7074e-01 -3.4319e+00 -2.4483e+00 -4.5142e+00 +2.5769e+00 -3.2967e+00 +3.1089e+00 +1.7421e+00
1501 +3.758164272e+00 +3.758164272e+00 +1.003758164e+03 +1.003758164e+03 -2.4691e+00 -4.1945e+00 +1.0022e+00 -2.6512e+00 +1.0723e+00 -3.4321e+00 +5.2227e-01 +7.0044e-01 -2.2943e+00 -4.0162e+00 -3.2766e+00 -2.6153e+00 -4.8431e-01 -3.5779e+00 -2.3302e+00 -4.9134e+00 +3.0350e+00 -3.4761e+00 +3.1129e+00 +2.6658e+00
2134 +2.505889809e+00 +2.505889809e+00 +1.002505890e+03 +1.002505890e+03 -2.6911e+00 -4.2013e+00 +8.2078e-01 -2.6511e+00 +1.1440e+00 -3.3813e+00 +5.0429e-01 +5.5756e-01 -3.0768e+00 -3.5398e+00 -3.8321e+00 -2.6850e+00 -4.5811e-01 -3.5931e+00 -2.8734e+00 -4.9135e+00 +2.6334e+00 -3.6592e+00 +2.6750e+00 +2.5577e+00
% function evaluation | noise-free fitness - Fopt (-4.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.650766206e+01 +8.650766206e+01 +3.737766206e+01 +3.737766206e+01 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
998 +6.179242841e+01 +6.179242841e+01 +1.266242841e+01 +1.266242841e+01 +4.3538e+00 -1.7406e+00 -2.9353e+00 +3.7024e-01 -1.4984e-01 +2.4841e+00 +2.6428e+00 -1.1504e+00 +2.5439e+00 +3.8500e+00 -1.9515e+00 +4.4917e-01 +5.7163e-01 +1.4487e+00 -3.5332e+00 -4.4816e+00 +8.1579e-01 +8.5849e-01 -1.9685e+00 -2.0652e+00
