% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.432854601e+03 +3.432854601e+03 +3.462824601e+03 +3.462824601e+03 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
8 +2.429394881e+03 +2.429394881e+03 +2.459364881e+03 +2.459364881e+03 +3.5303e+00 +1.2206e+00 -1.4905e+00 +1.3250e-01 -9.8192e-01 -4.2403e+00 -2.6008e+00 -3.7668e+00 -3.1609e+00 -2.6005e+00 -8.2733e-01 -4.5035e+00 +4.0272e+00 +4.4479e+00 -9.1359e-02 -1.0747e-01 -1.6228e+00 +4.0005e+00 -1.3075e+00 -3.8880e+00
218 +1.542351973e+03 +1.542351973e+03 +1.572321973e+03 +1.572321973e+03 +1.5163e+00 +2.1381e+00 -1.4732e+00 +5.5154e-01 +6.9119e-01 +2.2284e+00 -2.2587e+00 +1.4274e+00 -9.5856e-02 +1.9179e+00 +1.0145e+00 -9.8901e-01 +1.2677e+00 +1.7323e+00 -1.0189e+00 -6.4460e-01 -5.8768e-01 -9.3475e-01 +1.9908e+00 -1.9376e+00
505 +9.891817490e+02 +9.891817490e+02 +1.019151749e+03 +1.019151749e+03 -3.1849e+00 -1.3990e+00 -2.5794e+00 -8.9279e-01 +3.3112e+00 +2.8923e+00 -1.9741e+00 -2.4971e+00 -1.7605e+00 -1.7950e+00 +1.4241e+00 -1.9700e+00 +3.3615e+00 +2.4668e+00 -1.3804e+00 +4.8192e-01 -2.5807e+00 -6.6662e-02 +1.0501e+00 -1.7253e+00
865 +5.809152398e+02 +5.809152398e+02 +6.108852398e+02 +6.108852398e+02 -1.3477e+00 -1.3283e+00 -3.8059e+00 -1.0646e+00 +4.1636e+00 +3.0196e+00 -2.7561e+00 -3.2060e+00 +9.6580e-01 -2.2741e+00 +6.9761e-01 -1.0249e+00 +4.8953e+00 +2.0566e+00 -4.0500e-01 +1.2321e+00 -3.7766e+00 -6.6229e-01 +2.0747e+00 -2.9881e+00
1487 +3.938968492e+02 +3.938968492e+02 +4.238668492e+02 +4.238668492e+02 +1.0930e-01 -1.4147e+00 -3.7890e+00 -2.3647e+00 +3.5748e+00 +3.6543e+00 -3.9141e+00 -3.3098e+00 +1.0000e+00 -2.0323e+00 +4.7194e-01 -2.1149e+00 +5.0000e+00 +2.3370e+00 -1.3142e+00 +2.1241e+00 -3.7112e+00 +1.5381e-01 +9.6915e-01 -3.6100e+00
2303 +2.273559282e+02 +2.273559282e+02 +2.573259282e+02 +2.573259282e+02 +5.8345e-01 -1.8088e+00 -3.1197e+00 -2.0139e+00 +3.0131e+00 +3.5040e+00 -4.3989e+00 -3.4175e+00 +7.7423e-01 -1.3066e+00 +7.8763e-01 -1.5763e+00 +5.0000e+00 +2.5265e+00 -1.1826e+00 +2.6380e+00 -2.6216e+00 -9.1533e-01 +1.6081e+00 -3.0870e+00
3422 +1.578068162e+02 +1.578068162e+02 +1.877768162e+02 +1.877768162e+02 +4.3921e-01 -1.9507e+00 -3.3601e+00 -1.9604e+00 +2.9973e+00 +3.4851e+00 -4.0609e+00 -3.3404e+00 +1.2300e+00 -1.6452e+00 +1.4859e+00 -1.6510e+00 +4.9996e+00 +2.5143e+00 -1.4717e+00 +2.7134e+00 -2.6308e+00 -9.5275e-01 +1.4315e+00 -3.2192e+00
% function evaluation | noise-free fitness - Fopt (-5.171000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.930477516e+03 +3.930477516e+03 +3.878767516e+03 +3.878767516e+03 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
24 +2.465937491e+03 +2.465937491e+03 +2.414227491e+03 +2.414227491e+03 -3.2413e+00 +2.2176e+00 -2.6514e-01 -3.4728e+00 -1.5888e+00 +1.0739e+00 -3.0825e+00 +2.3843e+00 -2.5715e+00 +4.1742e+00 -2.3094e+00 +2.6550e+00 -3.1134e+00 -2.1250e+00 -4.0889e+00 +7.6209e-01 +1.8336e+00 +4.6593e-01 -7.4271e-01 +1.4444e+00
335 +1.545238859e+03 +1.545238859e+03 +1.493528859e+03 +1.493528859e+03 -1.2218e+00 +1.0489e+00 -5.4778e-02 -3.7348e+00 +9.0718e-01 +5.7889e-01 -3.8502e+00 +2.3243e+00 -9.4511e-01 +2.6394e+00 +1.1217e+00 +1.3029e+00 +1.1103e+00 -2.2352e+00 -1.9859e+00 +6.7927e-01 +3.2984e-01 +7.7846e-01 +3.0177e-01 +2.1259e+00
692 +9.923167506e+02 +9.923167506e+02 +9.406067506e+02 +9.406067506e+02 +1.5186e+00 +1.4280e+00 -1.1637e+00 -5.0000e+00 +1.7837e+00 +5.6277e-01 -3.6717e+00 +4.7617e+00 -2.2659e+00 +5.9343e-01 +2.1466e+00 +2.2862e+00 +2.0284e+00 -1.7128e+00 -1.6451e+00 +2.3712e+00 -1.3261e+00 +3.0743e+00 +3.8506e+00 +2.6616e+00
1001 +6.299948109e+02 +6.299948109e+02 +5.782848109e+02 +5.782848109e+02 +1.9270e+00 +1.8548e+00 -2.6148e+00 -5.0000e+00 +5.2731e-01 +2.2068e+00 -2.8732e+00 +4.6552e+00 -1.7183e+00 +6.7012e-01 +2.6756e+00 +2.2288e+00 +3.1244e+00 -1.1916e+00 -2.8860e+00 +2.8923e+00 -3.0962e+00 +4.7246e+00 +1.4560e+00 +4.5589e+00
1428 +3.967090130e+02 +3.967090130e+02 +3.449990130e+02 +3.449990130e+02 +2.6474e+00 +2.4410e+00 -3.1754e+00 -5.0000e+00 +1.7236e+00 +1.7794e+00 -3.4017e+00 +3.7519e+00 -2.0780e+00 +9.9026e-01 +3.5785e+00 +1.7049e+00 +3.6647e+00 -1.1317e+00 -2.5803e+00 +2.0823e+00 -3.8296e+00 +3.5929e+00 +2.1414e+00 +3.9333e+00
2462 +2.495664463e+02 +2.495664463e+02 +1.978564463e+02 +1.978564463e+02 +2.4833e+00 +2.4411e+00 -3.5560e+00 -5.0000e+00 +1.2257e+00 +9.3446e-01 -3.7542e+00 +2.8081e+00 -2.9123e+00 +6.7485e-01 +3.7219e+00 +1.7974e+00 +3.2307e+00 -5.2796e-01 -3.9262e+00 +2.5368e+00 -4.4194e+00 +3.9823e+00 +1.5323e+00 +3.7876e+00
% function evaluation | noise-free fitness - Fopt (-2.799500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
