% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.252566600e+01 +1.252566600e+01 -9.002433400e+01 -9.002433400e+01 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
5 +9.990032348e+00 +9.990032348e+00 -9.255996765e+01 -9.255996765e+01 +1.0668e+00 +6.3938e-01 +1.5701e-01 +7.5002e-01 +7.2342e-01 -8.2558e-02 +4.2549e-01 +7.6869e-01 +1.4711e+00 +9.0665e-01 -4.8389e-01 +7.1872e-01 +1.3635e+00 +1.6373e-01 +1.0886e+00 +1.7910e-01 +8.5277e-01 +3.2747e-01 +7.3290e-01 +5.9714e-01
79 +5.998414383e+00 +5.998414383e+00 -9.655158562e+01 -9.655158562e+01 +3.2810e-01 +6.0238e-01 +1.1836e+00 +5.0974e-01 +9.3639e-01 +4.5288e-02 +5.6177e-01 +6.0679e-01 +1.6042e+00 +1.2179e+00 -4.3067e-01 +1.1494e+00 +9.9218e-01 +2.1645e-01 +5.4804e-01 -1.0991e-01 +3.9192e-01 +5.6913e-01 +4.1868e-01 +4.8992e-01
3845 +3.605748734e+00 +3.605748734e+00 -9.894425127e+01 -9.894425127e+01 +7.6888e-01 -1.2928e+00 +9.7837e-01 +4.9661e-01 +1.0768e+00 +9.9794e-01 +2.5672e-01 +1.6273e+00 -3.7766e-01 -1.4686e+00 +1.2920e+00 +3.6245e-01 +9.0929e-01 +2.5511e-01 +1.3950e+00 -2.0569e+00 +1.6572e-01 -9.6026e-01 -1.6066e+00 +1.0922e+00
% function evaluation | noise-free fitness - Fopt (7.169000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.020442539e+01 +1.020442539e+01 +8.189442539e+01 +8.189442539e+01 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
3 +9.924050749e+00 +9.924050749e+00 +8.161405075e+01 +8.161405075e+01 +4.8800e-01 +9.1556e-01 +2.9274e-01 +1.2436e+00 +1.0956e+00 +1.2332e-01 -1.6898e-01 +3.2419e-01 +6.3903e-01 +1.6700e+00 -2.7067e-02 +1.1950e+00 +8.9944e-01 +7.5196e-01 +5.7083e-01 -2.7879e-01 -4.9515e-03 +1.0622e+00 +7.3899e-01 +9.0068e-01
224 +5.642571704e+00 +5.642571704e+00 +7.733257170e+01 +7.733257170e+01 +9.0036e-01 +2.7471e-01 -2.5698e-01 +1.6947e+00 -2.2475e-01 -4.4564e-01 -6.6511e-01 +1.0439e-01 +6.0814e-01 +1.1998e+00 -2.1415e-01 +2.4226e-01 -2.0816e-01 +1.1109e+00 +1.5053e+00 +3.0460e-01 +4.0601e-01 +1.8814e+00 +1.0068e+00 +1.3952e+00
4418 +3.952551887e+00 +3.952551887e+00 +7.564255189e+01 +7.564255189e+01 +1.2864e+00 +1.2008e-01 -1.2163e+00 +5.3990e-01 -1.2794e-01 +1.0018e+00 -1.4577e+00 +5.5898e-01 -7.4378e-01 +2.4600e-01 +6.0655e-02 +1.4648e+00 +1.5976e+00 +1.2996e+00 +1.1286e+00 +2.2545e+00 -8.0505e-01 +2.3966e+00 +4.2141e-01 -1.0116e+00
% function evaluation | noise-free fitness - Fopt (2.140100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
