% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.762406607e+03 +3.762406607e+03 +3.300316607e+03 +3.300316607e+03 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
3 +2.118860262e+03 +2.118860262e+03 +1.656770262e+03 +1.656770262e+03 -6.1256e-01 -1.1844e+00 +2.6552e+00 +2.9520e+00 -3.1313e+00 -1.0236e-01 -5.4414e-01 +1.4631e+00 +2.0936e+00 +2.5469e+00 -2.2397e+00 +1.7970e+00 +1.5510e+00 -3.3739e+00 -3.8100e+00 -1.6359e-02 +4.5974e+00 -1.5961e+00 +8.5268e-01 -2.7619e+00
9 +1.270621986e+03 +1.270621986e+03 +8.085319861e+02 +8.085319861e+02 +2.8025e+00 -1.1026e+00 -2.5831e+00 -9.6088e-01 -4.0355e+00 -3.6803e+00 +4.4205e+00 +4.5613e+00 +7.5209e-01 -4.4022e+00 -2.6522e+00 -1.4684e+00 +3.2119e+00 -4.8460e+00 -4.5698e+00 -3.3101e+00 +1.4912e+00 +2.3172e+00 +1.4775e+00 -4.9076e-01
19 +9.187000752e+02 +9.187000752e+02 +4.566100752e+02 +4.566100752e+02 -4.6740e+00 +6.1200e-01 +3.8187e+00 +1.6918e+00 -3.0957e+00 -1.3108e+00 -3.9274e-01 +4.8164e+00 -3.4360e+00 +3.5552e+00 +1.4476e+00 -1.2373e+00 -3.0908e+00 -7.1747e-01 -1.7978e-01 -3.7939e+00 +8.9507e-01 -2.7381e+00 -1.1538e+00 +8.2986e-01
59 +5.998247813e+02 +5.998247813e+02 +1.377347813e+02 +1.377347813e+02 -3.6740e+00 -3.8800e-01 +3.7931e+00 +2.6918e+00 -2.0957e+00 -3.1083e-01 +6.0726e-01 +3.8164e+00 -2.8559e+00 +2.5552e+00 +4.4765e-01 -2.2373e+00 -2.0908e+00 -1.7175e+00 -6.1297e-01 -2.7939e+00 +1.0290e+00 -1.7381e+00 -2.1538e+00 +1.8299e+00
176 +3.913308901e+02 +3.913308901e+02 -7.075910985e+01 -7.075910985e+01 -1.2058e+00 -1.4562e+00 -5.7569e-01 -2.8555e-01 +4.1621e-01 -3.2700e-02 +1.0028e+00 +2.5607e+00 -8.7611e-01 +4.3100e-01 -2.3355e+00 -3.7567e+00 +1.9479e+00 -2.4366e+00 -9.4838e-01 -3.2027e+00 +1.8447e+00 +1.2364e-02 -2.1628e+00 +3.1897e-01
251 +2.172932939e+02 +2.172932939e+02 -2.447967061e+02 -2.447967061e+02 -2.5239e+00 -5.3695e-01 +2.0000e+00 +1.7121e+00 +2.2935e+00 +1.1642e+00 +1.9472e+00 +1.9887e+00 +6.1431e-01 +8.5297e-01 -1.7087e+00 -4.3614e+00 +1.3738e+00 -2.5068e+00 -2.5569e+00 -2.9228e+00 +1.0208e+00 +1.1022e+00 -1.6693e+00 +1.7778e+00
1873 +1.561972747e+02 +1.561972747e+02 -3.058927253e+02 -3.058927253e+02 -2.4433e+00 -5.8855e-01 +2.1216e+00 +1.6839e+00 +2.2598e+00 +1.3415e+00 +2.0388e+00 +1.8831e+00 +6.7315e-01 +6.9569e-01 -1.7141e+00 -4.3546e+00 +1.3911e+00 -2.5055e+00 -2.5468e+00 -2.8341e+00 +1.0384e+00 +1.1549e+00 -1.6594e+00 +1.8322e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.226184772e+04 +1.226184772e+04 +1.233950772e+04 +1.233950772e+04 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
2 +5.979719885e+02 +5.979719885e+02 +6.756319885e+02 +6.756319885e+02 +1.5574e+00 -4.6429e+00 +3.4913e+00 +4.3399e+00 +1.7874e+00 +2.5774e+00 +2.4313e+00 -1.0777e+00 +1.5548e+00 -3.2881e+00 +2.0605e+00 -4.6817e+00 -2.2308e+00 -4.5383e+00 -4.0287e+00 +3.2346e+00 +1.9483e+00 -1.8290e+00 +4.5022e+00 -4.6555e+00
162 +3.802047315e+02 +3.802047315e+02 +4.578647315e+02 +4.578647315e+02 +5.1468e-01 -2.5097e+00 +1.7872e+00 +3.5776e+00 -4.8640e-01 +8.7369e-01 +1.3118e+00 -1.2686e+00 -1.7236e-01 -3.0726e+00 +7.6084e-02 -3.7200e+00 -3.6337e+00 -2.5105e+00 -2.6297e+00 +2.2582e+00 +6.4477e-01 -2.0748e+00 +2.6741e+00 -3.1461e+00
808 +2.357455321e+02 +2.357455321e+02 +3.134055321e+02 +3.134055321e+02 -8.8188e-01 +3.0639e-02 -6.3244e-01 +3.2473e+00 +5.4227e-01 +2.1533e-01 +2.5453e+00 +1.3074e-01 +1.3785e-01 -2.8274e+00 +2.1769e-01 -2.9044e+00 -7.3953e-01 -6.9078e-01 -1.1479e+00 +1.2850e+00 +1.2796e-01 -2.1715e+00 +3.5637e+00 -4.9426e+00
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.225863794e+03 +5.225863794e+03 +5.341543794e+03 +5.341543794e+03 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
2 +1.557697822e+03 +1.557697822e+03 +1.673377822e+03 +1.673377822e+03 +1.5574e+00 -4.6429e+00 +3.4913e+00 +4.3399e+00 +1.7874e+00 +2.5774e+00 +2.4313e+00 -1.0777e+00 +1.5548e+00 -3.2881e+00 +2.0605e+00 -4.6817e+00 -2.2308e+00 -4.5383e+00 -4.0287e+00 +3.2346e+00 +1.9483e+00 -1.8290e+00 +4.5022e+00 -4.6555e+00
33 +8.136233562e+02 +8.136233562e+02 +9.293033562e+02 +9.293033562e+02 +5.2291e-01 +1.2988e+00 -4.6801e+00 +1.1471e+00 -1.3759e+00 -4.5047e+00 -1.0430e-01 -3.0749e+00 -3.7692e+00 -2.9451e+00 -3.5349e+00 -3.1093e+00 -4.5735e+00 +1.3520e+00 -2.1813e+00 +3.8597e-01 +1.9516e+00 -8.8399e-03 +3.5801e-01 -5.4817e-01
73 +6.018447207e+02 +6.018447207e+02 +7.175247207e+02 +7.175247207e+02 +1.5229e+00 +2.9883e-01 -4.5625e+00 +2.1471e+00 -3.7589e-01 -3.5047e+00 -1.1043e+00 -2.0749e+00 -2.7692e+00 -2.4387e+00 -2.5349e+00 -4.1093e+00 -3.9013e+00 +1.9818e+00 -1.1813e+00 +8.8109e-01 +1.6694e+00 +9.9116e-01 +1.3580e+00 -1.5482e+00
174 +3.381189286e+02 +3.381189286e+02 +4.537989286e+02 +4.537989286e+02 -7.3481e-01 -3.6125e-02 +2.4506e-01 +2.6264e+00 -1.2507e-01 -2.9083e+00 -2.1956e+00 +4.1894e-01 -4.7945e-01 -1.6755e+00 -4.4577e-02 -2.3502e+00 -3.9461e+00 +2.0550e+00 -1.7374e+00 +1.4940e-01 +2.1420e-02 +2.2294e+00 +2.3750e+00 -1.4936e+00
