% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.204942134e+06 +1.204942134e+06 +1.204978034e+06 +1.204978034e+06 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
5 +9.429520078e+05 +9.429520078e+05 +9.429879078e+05 +9.429879078e+05 -1.4834e+00 +3.3083e+00 +8.5264e-01 +4.9724e-01 +4.1719e+00 -2.1416e+00 +2.5720e+00 +2.5373e+00 -1.1955e+00 +6.7822e-01 -4.2415e+00 -4.4605e+00 +3.0798e-01 +2.7917e+00 +4.3401e+00 -3.7009e+00 +6.8824e-01 -3.0609e-01 -4.8810e+00 -1.6288e+00
8 +5.802160900e+05 +5.802160900e+05 +5.802519900e+05 +5.802519900e+05 +3.5303e+00 +1.2206e+00 -1.4905e+00 +1.3250e-01 -9.8192e-01 -4.2403e+00 -2.6008e+00 -3.7668e+00 -3.1609e+00 -2.6005e+00 -8.2733e-01 -4.5035e+00 +4.0272e+00 +4.4479e+00 -9.1359e-02 -1.0747e-01 -1.6228e+00 +4.0005e+00 -1.3075e+00 -3.8880e+00
25 +3.810415928e+05 +3.810415928e+05 +3.810774928e+05 +3.810774928e+05 +1.4762e+00 +1.7902e+00 +1.3579e+00 +4.4517e+00 -2.9107e+00 +2.0928e+00 -2.6377e+00 -3.8060e+00 +1.0730e+00 -4.9862e-01 -4.1275e-01 +1.6194e+00 +2.7029e+00 -1.4978e+00 +1.6201e+00 -8.3841e-01 +3.4193e+00 +3.3292e+00 -2.4356e+00 +1.1346e+00
202 +1.881464439e+05 +1.881464439e+05 +1.881823439e+05 +1.881823439e+05 +3.4917e+00 +9.2066e-01 +4.5817e+00 -5.3018e-01 -3.6988e+00 -8.2525e-01 +3.8464e-01 -4.0399e+00 -2.0295e+00 -3.5557e+00 +1.6246e+00 +2.3792e-01 +5.6016e-01 +2.7097e+00 -3.5335e-01 -4.4412e+00 +1.9727e+00 +5.2775e+00 -4.7917e-01 -2.7389e+00
339 +1.484767935e+05 +1.484767935e+05 +1.485126935e+05 +1.485126935e+05 +2.1884e+00 -1.7233e-01 +2.0018e+00 +4.2268e+00 -4.4397e+00 -3.6086e+00 +6.2639e-01 -5.7375e+00 -2.8138e+00 -6.9382e+00 +8.1794e-01 +1.5034e+00 -1.3641e-02 +3.2581e+00 -2.9338e-01 -3.7982e+00 +4.9788e-01 +5.9274e+00 +1.8500e-01 -2.6286e+00
416 +5.965715607e+04 +5.965715607e+04 +5.969305607e+04 +5.969305607e+04 +3.2765e+00 +1.0265e+00 +2.5292e+00 -3.7894e-01 -2.1580e+00 -5.4226e+00 +6.3908e-01 -4.6246e+00 +1.4947e-01 -6.4212e+00 -3.9050e-02 +7.5321e-01 +4.1281e+00 +8.6108e-01 -4.2044e-02 -4.8013e+00 -1.0063e+00 +6.3716e+00 -3.7366e+00 -1.9499e+00
578 +3.748447959e+04 +3.748447959e+04 +3.752037959e+04 +3.752037959e+04 +1.7596e+00 +2.9572e-01 +5.2230e+00 +3.8040e+00 -1.0888e+00 -5.2373e+00 -1.0875e+00 -2.1150e+00 -1.7839e+00 -6.9723e+00 -1.7088e+00 +2.0889e+00 -6.7726e-02 -1.6603e-01 +1.7823e+00 -4.7804e+00 -1.9177e+00 +3.7531e+00 -4.0070e-01 -2.7003e+00
691 +1.409827466e+04 +1.409827466e+04 +1.413417466e+04 +1.413417466e+04 +1.2807e-01 +1.0924e+00 +5.3420e+00 +3.4368e+00 -3.0243e+00 -3.5649e+00 -2.8914e+00 -3.3332e+00 +1.8837e+00 -3.0343e+00 -1.1865e-01 +3.1807e-01 +2.7919e-01 +3.3778e-01 -6.1688e-02 -3.7815e+00 +5.4151e-01 +3.9574e+00 -3.6345e+00 -4.7191e+00
786 +4.586290076e+03 +4.586290076e+03 +4.622190076e+03 +4.622190076e+03 +2.8052e+00 +2.7454e+00 +2.4829e+00 +8.8730e-01 -3.5643e+00 -3.5580e+00 -6.7518e-01 -4.0952e+00 -9.8797e-01 -6.9024e+00 +1.3898e+00 -1.6883e+00 +1.5666e+00 -1.5943e+00 -4.9915e-03 -4.5229e+00 +2.1830e+00 +6.5952e+00 -3.9030e+00 -4.1292e+00
