% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.762406607e+03 +3.762406607e+03 +3.300316607e+03 +3.300316607e+03 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
3 +2.118860262e+03 +2.118860262e+03 +1.656770262e+03 +1.656770262e+03 -6.1256e-01 -1.1844e+00 +2.6552e+00 +2.9520e+00 -3.1313e+00 -1.0236e-01 -5.4414e-01 +1.4631e+00 +2.0936e+00 +2.5469e+00 -2.2397e+00 +1.7970e+00 +1.5510e+00 -3.3739e+00 -3.8100e+00 -1.6359e-02 +4.5974e+00 -1.5961e+00 +8.5268e-01 -2.7619e+00
9 +1.270621986e+03 +1.270621986e+03 +8.085319861e+02 +8.085319861e+02 +2.8025e+00 -1.1026e+00 -2.5831e+00 -9.6088e-01 -4.0355e+00 -3.6803e+00 +4.4205e+00 +4.5613e+00 +7.5209e-01 -4.4022e+00 -2.6522e+00 -1.4684e+00 +3.2119e+00 -4.8460e+00 -4.5698e+00 -3.3101e+00 +1.4912e+00 +2.3172e+00 +1.4775e+00 -4.9076e-01
19 +9.187000752e+02 +9.187000752e+02 +4.566100752e+02 +4.566100752e+02 -4.6740e+00 +6.1200e-01 +3.8187e+00 +1.6918e+00 -3.0957e+00 -1.3108e+00 -3.9274e-01 +4.8164e+00 -3.4360e+00 +3.5552e+00 +1.4476e+00 -1.2373e+00 -3.0908e+00 -7.1747e-01 -1.7978e-01 -3.7939e+00 +8.9507e-01 -2.7381e+00 -1.1538e+00 +8.2986e-01
131 +5.659194379e+02 +5.659194379e+02 +1.038294379e+02 +1.038294379e+02 +7.4880e-01 -2.5480e+00 +4.8007e+00 +2.3283e+00 -4.9796e-01 +2.8616e+00 +1.7594e+00 +5.0156e-01 -7.7525e-01 +9.3323e-01 -2.9226e+00 -3.8310e+00 +9.9215e-01 -8.0377e-01 +1.4431e+00 -1.7691e+00 -1.4022e+00 -1.2929e+00 -2.7234e+00 +1.3570e+00
283 +3.444902697e+02 +3.444902697e+02 -1.175997303e+02 -1.175997303e+02 -3.6409e+00 -5.2013e-01 +2.0601e+00 +1.7186e+00 +6.8573e-01 +1.1124e+00 +1.5503e+00 +3.3427e+00 -1.5642e+00 +3.3993e-01 -1.8965e+00 -2.1168e+00 +7.5497e-01 -2.8282e+00 +1.8998e-01 -2.9137e+00 +1.1544e+00 +1.2772e+00 -3.1473e+00 +1.2381e+00
632 +2.489105879e+02 +2.489105879e+02 -2.131794121e+02 -2.131794121e+02 -2.3233e+00 +8.2157e-01 +4.0432e+00 +6.7417e-01 +1.5925e+00 +1.0204e+00 +1.3923e+00 +7.5742e-01 -1.8443e+00 +6.0548e-01 -1.6818e+00 -3.9104e+00 -1.5006e-01 -4.1036e+00 -1.6397e+00 -3.0468e+00 +5.3468e-01 +9.4594e-01 -3.6627e+00 +2.6048e+00
1263 +1.465476524e+02 +1.465476524e+02 -3.155423476e+02 -3.155423476e+02 -1.2211e+00 +1.4143e+00 +3.1384e+00 +1.5834e+00 +1.1613e+00 +2.1456e+00 +1.1507e+00 +1.9336e+00 -2.8288e-01 -5.0049e-01 -2.8981e+00 -3.7945e+00 -1.3013e-01 -2.9657e+00 -1.2957e+00 -4.0885e+00 -2.5708e-01 +2.1514e+00 -3.2047e+00 +1.5766e+00
3801 +9.677563314e+01 +9.677563314e+01 -3.653143669e+02 -3.653143669e+02 -1.3470e+00 +1.3147e+00 +3.0645e+00 +1.6165e+00 +8.7176e-01 +2.1343e+00 +1.2648e+00 +1.6532e+00 +8.0312e-02 -2.0833e-02 -2.1673e+00 -3.6948e+00 -1.2879e-01 -2.4203e+00 -1.4130e+00 -4.7045e+00 -6.3753e-01 +1.8867e+00 -3.1305e+00 +1.8196e+00
4159 +5.608908297e+01 +5.608908297e+01 -4.060009170e+02 -4.060009170e+02 -1.3477e+00 +1.3194e+00 +3.1623e+00 +1.6027e+00 +8.3640e-01 +2.1340e+00 +1.2666e+00 +1.8945e+00 +7.9832e-02 +9.2383e-03 -2.2213e+00 -3.6774e+00 -1.2103e-01 -2.4806e+00 -1.4260e+00 -4.2951e+00 -3.8687e-01 +1.8671e+00 -3.1444e+00 +1.8089e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.226184772e+04 +1.226184772e+04 +1.233950772e+04 +1.233950772e+04 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
2 +5.979719885e+02 +5.979719885e+02 +6.756319885e+02 +6.756319885e+02 +1.5574e+00 -4.6429e+00 +3.4913e+00 +4.3399e+00 +1.7874e+00 +2.5774e+00 +2.4313e+00 -1.0777e+00 +1.5548e+00 -3.2881e+00 +2.0605e+00 -4.6817e+00 -2.2308e+00 -4.5383e+00 -4.0287e+00 +3.2346e+00 +1.9483e+00 -1.8290e+00 +4.5022e+00 -4.6555e+00
294 +3.877508417e+02 +3.877508417e+02 +4.654108417e+02 +4.654108417e+02 -7.4720e-01 -2.3730e-02 +2.5746e-01 +1.7670e+00 -3.5820e-01 -2.2567e+00 -7.4155e-01 -1.1082e+00 -5.0762e-01 -1.6631e+00 -5.6972e-02 -2.3378e+00 +2.8995e-01 -1.0849e+00 -1.7250e+00 +1.2552e+00 +3.3815e-02 -3.6678e-01 +3.8499e+00 -2.9078e+00
482 +2.467458782e+02 +2.467458782e+02 +3.244058782e+02 +3.244058782e+02 -7.0074e-01 +1.2671e-01 +1.5185e-02 +2.9237e+00 -7.9462e-01 +6.8654e-01 -1.6827e+00 +2.1354e-01 -1.0342e+00 -2.4341e+00 +1.8128e-01 -1.9489e-01 -5.8876e-02 -1.7041e+00 -2.0128e+00 +1.4838e+00 -3.0062e-02 -2.6162e+00 +2.7853e+00 -3.6907e+00
1485 +1.380523625e+02 +1.380523625e+02 +2.157123625e+02 +2.157123625e+02 +1.8076e-01 -1.2223e-01 -1.4260e+00 +3.2980e+00 -1.1527e+00 -7.8791e-01 -1.5144e+00 +1.8618e-01 -8.8632e-01 -2.2833e+00 +7.8792e-01 -3.9528e-01 +3.0378e-01 -1.6333e+00 -2.7724e+00 +4.9122e-01 +1.2810e-01 -2.7059e+00 +3.1231e+00 -4.0738e+00
3041 +9.718970215e+01 +9.718970215e+01 +1.748497021e+02 +1.748497021e+02 +4.7927e-01 -7.6435e-01 -1.4668e+00 +3.3445e+00 -1.0565e+00 -3.8818e-01 -6.3857e-01 -6.3557e-02 -4.6495e-01 -3.2762e+00 +1.9673e+00 +5.7943e-01 -6.2551e-01 -1.1569e+00 -2.3195e+00 +1.3314e+00 +1.8637e-01 -2.7417e+00 +3.5267e+00 -3.1074e+00
4761 +6.304956949e+01 +6.304956949e+01 +1.407095695e+02 +1.407095695e+02 +5.2327e-01 -7.7936e-01 -1.2978e+00 +3.3592e+00 -1.0492e+00 -4.1614e-01 -6.4135e-01 -1.0771e-01 -4.6400e-01 -3.2699e+00 +1.9250e+00 +6.5256e-01 -6.7601e-01 -1.1235e+00 -2.8096e+00 +1.3625e+00 +1.4956e-01 -2.7291e+00 +3.5338e+00 -3.1238e+00
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
