% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.468611613e+05 +2.468611613e+05 +2.463146613e+05 +2.463146613e+05 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
3 +1.366574470e+05 +1.366574470e+05 +1.361109470e+05 +1.361109470e+05 -6.1256e-01 -1.1844e+00 +2.6552e+00 +2.9520e+00 -3.1313e+00 -1.0236e-01 -5.4414e-01 +1.4631e+00 +2.0936e+00 +2.5469e+00 -2.2397e+00 +1.7970e+00 +1.5510e+00 -3.3739e+00 -3.8100e+00 -1.6359e-02 +4.5974e+00 -1.5961e+00 +8.5268e-01 -2.7619e+00
4 +9.344113616e+04 +9.344113616e+04 +9.289463616e+04 +9.289463616e+04 +2.5127e+00 -2.4490e+00 +5.9571e-02 +1.9908e+00 +3.9090e+00 +4.5929e+00 +4.7216e-01 -3.6138e+00 -3.5071e+00 -2.4249e+00 +3.4072e+00 -2.4572e+00 +3.1428e+00 -2.5648e+00 +4.2926e+00 -1.5002e+00 -3.0340e+00 -2.4892e+00 +1.1604e+00 -2.6711e-01
13 +4.720881247e+04 +4.720881247e+04 +4.666231247e+04 +4.666231247e+04 -4.1448e+00 -2.3752e+00 +3.0101e+00 -4.7078e+00 +4.2885e+00 +2.3033e+00 -1.1391e-01 +7.8525e-01 -2.6272e+00 -4.1151e-01 +4.6309e+00 +4.6806e-01 +2.1136e-01 -2.6841e+00 -1.1102e-01 +1.2406e+00 +1.7914e+00 -1.0448e+00 -1.3256e+00 +4.8798e+00
44 +3.946288240e+04 +3.946288240e+04 +3.891638240e+04 +3.891638240e+04 +1.5127e+00 -2.4717e+00 +1.0596e+00 +9.9077e-01 +3.6510e+00 +3.5929e+00 +1.3677e-01 -2.6138e+00 -2.9409e+00 -1.4249e+00 +4.3987e+00 -1.4572e+00 +2.1428e+00 -2.4529e+00 +3.2926e+00 -5.0016e-01 -2.0340e+00 -1.4892e+00 +1.6045e-01 +7.3289e-01
59 +1.477940638e+04 +1.477940638e+04 +1.423290638e+04 +1.423290638e+04 -3.7752e+00 -3.8800e-01 +3.4613e+00 +6.9175e-01 -2.0957e+00 -3.1083e-01 -2.2011e-02 +3.8164e+00 -2.5227e+00 +2.5552e+00 +2.4476e+00 -2.3728e-01 -2.0908e+00 -1.7175e+00 +4.6666e-01 -2.7939e+00 +1.8951e+00 -2.6352e+00 -1.5074e+00 +1.8299e+00
95 +5.386501855e+03 +5.386501855e+03 +4.840001855e+03 +4.840001855e+03 -4.1647e+00 +4.4074e-01 +2.0002e+00 -9.8734e-01 +3.2072e+00 +9.0621e-01 +3.3987e-02 +2.4148e+00 +1.0549e+00 +2.3340e+00 -1.1708e+00 -6.0068e-01 +1.8651e+00 -2.7133e+00 +1.2131e-01 -1.7021e+00 +2.7868e+00 +1.2694e-01 -1.7075e+00 +1.7109e+00
135 +1.684140811e+03 +1.684140811e+03 +1.137640811e+03 +1.137640811e+03 -3.6860e+00 -4.5113e-01 +2.8921e+00 -7.9699e-01 +2.3154e+00 +3.0300e-01 -6.8549e-01 +2.2546e+00 +1.6302e-01 +3.2259e+00 -2.7891e-01 +2.9119e-01 +9.7325e-01 -1.8214e+00 +3.9477e-01 -1.1505e+00 +1.8949e+00 -7.6493e-01 -2.5994e+00 +2.6028e+00
158 +9.247764731e+02 +9.247764731e+02 +3.782764731e+02 +3.782764731e+02 +1.0446e+00 -1.3878e+00 +3.2218e-01 -3.1018e+00 +7.4520e-01 -1.9673e+00 +1.0759e+00 -1.3426e-01 -1.1678e+00 +5.2004e-01 +2.4467e+00 -1.0885e+00 +2.0597e+00 -1.1534e+00 +8.6565e-01 -1.4862e+00 +8.8024e-01 -1.6390e+00 -6.5567e-01 +2.7060e+00
213 +5.195746028e+02 +5.195746028e+02 -2.692539723e+01 -2.692539723e+01 -1.8940e+00 -3.6432e-01 +5.4027e-01 -1.1998e+00 +8.3655e-01 -3.9944e-01 +1.4010e+00 +8.4945e-01 -3.4868e-01 +7.0304e-01 +1.3830e+00 -2.1242e-01 +2.2044e+00 -1.1403e+00 +1.7231e+00 -1.5299e+00 +7.7917e-01 -1.3543e+00 -6.3117e-01 +1.1163e+00
236 +2.232901198e+02 +2.232901198e+02 -3.232098802e+02 -3.232098802e+02 -4.0967e-01 -1.4590e+00 +1.4356e+00 -2.1586e+00 +5.4239e-01 +3.2687e-01 +1.0004e+00 +1.6835e+00 -1.0151e+00 +1.1816e+00 +1.4135e+00 -1.2584e-01 +2.1961e+00 -5.0838e-03 +2.3118e+00 -1.3828e+00 +1.2253e+00 -1.9499e+00 -1.1821e+00 +1.0022e+00
251 +8.027989242e+01 +8.027989242e+01 -4.662201076e+02 -4.662201076e+02 -2.0883e-01 -1.6298e+00 +1.1685e+00 -2.6630e+00 +7.8720e-01 +1.6926e-01 +8.3165e-01 +1.4764e+00 -7.6324e-01 +9.7477e-01 +1.7486e+00 -1.7448e-01 +1.3994e+00 -2.9452e-01 +1.3055e+00 -1.3466e+00 +1.3173e+00 -1.9773e+00 -5.8521e-01 +2.5628e+00
255 +4.872215867e+01 +4.872215867e+01 -4.977778413e+02 -4.977778413e+02 -2.6860e+00 -5.5766e-01 +2.0991e+00 -1.1144e+00 +1.7830e+00 +3.9650e-01 +1.8344e-01 +2.2451e+00 -4.6294e-01 +2.1552e+00 +7.1199e-01 -5.3314e-02 +1.6423e+00 -1.7470e+00 +1.0430e+00 -1.3736e+00 +1.4768e+00 -9.1082e-01 -1.6206e+00 +2.1325e+00
287 +2.331210820e+01 +2.331210820e+01 -5.231878918e+02 -5.231878918e+02 -2.1010e+00 -3.8102e-01 +4.1825e-01 -1.7554e+00 +8.8097e-01 +5.3403e-01 +5.9115e-01 +2.0440e+00 -1.2624e+00 +1.5351e+00 +1.3441e+00 +3.1804e-01 +1.7155e+00 -1.0879e+00 +1.4554e+00 -1.3974e+00 +1.4673e+00 -1.2669e+00 -1.3807e+00 +8.6496e-01
292 +3.818015296e+00 +3.818015296e+00 -5.426819847e+02 -5.426819847e+02 -1.8477e+00 -1.3447e+00 +1.8589e+00 -1.9416e+00 +9.5774e-01 +3.4161e-01 +1.0361e-01 +2.6453e+00 -1.3160e+00 +1.8188e+00 +1.3480e+00 +4.0627e-01 +1.6689e+00 -9.4393e-01 +2.1222e+00 -1.8381e+00 +1.1760e+00 -1.7788e+00 -1.3420e+00 +1.4000e+00
