% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.245845230e+07 +2.245845230e+07 +2.245824242e+07 +2.245824242e+07 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
6 +1.341454719e+07 +1.341454719e+07 +1.341433731e+07 +1.341433731e+07 -3.3782e+00 +2.9428e+00 -1.8878e+00 +2.8533e-01 -3.3435e+00 +1.0198e+00 -2.3703e+00 +1.5408e+00 +1.8921e+00 +2.4815e+00 -4.9458e-01 -4.1618e+00 -2.7102e+00 +4.1334e+00 -3.4762e+00 +3.2582e+00 +3.8342e-01 +4.9613e+00 -4.2182e+00 -5.7322e-01
24 +7.041546273e+06 +7.041546273e+06 +7.041336393e+06 +7.041336393e+06 -3.2413e+00 +2.2176e+00 -2.6514e-01 -3.4728e+00 -1.5888e+00 +1.0739e+00 -3.0825e+00 +2.3843e+00 -2.5715e+00 +4.1742e+00 -2.3094e+00 +2.6550e+00 -3.1134e+00 -2.1250e+00 -4.0889e+00 +7.6209e-01 +1.8336e+00 +4.6593e-01 -7.4271e-01 +1.4444e+00
70 +4.000899357e+06 +4.000899357e+06 +4.000689477e+06 +4.000689477e+06 +7.4616e-02 -1.0460e+00 +8.8026e-01 +1.6746e+00 -3.0014e+00 -9.3045e-01 +4.6068e+00 +4.0154e+00 +2.8996e+00 -1.8148e+00 +3.4064e-01 -4.1005e+00 +8.4578e-01 -3.9759e-01 +1.7865e+00 -4.8230e-02 -3.1029e+00 +2.2835e+00 -3.5239e+00 +6.2421e-01
126 +2.486801320e+06 +2.486801320e+06 +2.486591440e+06 +2.486591440e+06 -1.1239e+00 -1.5378e+00 -2.5940e+00 -4.4448e+00 -9.1161e-01 +1.0491e+00 -2.0564e+00 -2.8724e+00 +1.8921e+00 -2.3918e+00 -1.8395e+00 -2.3866e+00 +4.8875e-02 -1.9750e+00 -3.4762e+00 -3.4521e+00 -1.1937e+00 +4.9613e+00 -9.0281e-01 +2.1878e+00
271 +1.036911100e+06 +1.036911100e+06 +1.036701220e+06 +1.036701220e+06 +3.5071e+00 +8.3311e-01 +1.3172e+00 -1.2016e+00 +8.2791e-01 +1.8784e+00 +2.2353e+00 +4.8891e+00 -2.5572e+00 +3.6544e+00 -5.5228e+00 -2.2737e+00 +2.1439e+00 +2.0992e-01 +3.2911e+00 -2.5648e+00 -3.2602e+00 +2.6142e+00 -2.6097e+00 +1.6019e+00
343 +5.106401449e+05 +5.106401449e+05 +5.104302649e+05 +5.104302649e+05 -4.9559e+00 -8.5388e-01 -1.4356e+00 -6.1326e-01 -8.2069e+00 +3.3614e+00 +3.7437e+00 -6.8844e-01 -2.4084e+00 -3.4509e+00 -4.3547e+00 +1.5336e+00 +2.6807e+00 -2.4775e+00 -7.6807e-01 -3.0630e+00 -2.3554e+00 +3.5463e+00 -2.2547e+00 +2.4262e+00
516 +3.961429216e+05 +3.961429216e+05 +3.959330416e+05 +3.959330416e+05 -2.5764e+00 +1.1181e+00 -3.0239e+00 -4.0294e+00 +7.4463e+00 +1.7932e+00 -3.0042e+00 +6.6463e+00 -9.0689e-01 -3.7627e+00 -6.1292e+00 +1.0902e+00 +2.7770e+00 -8.7975e-01 -4.1873e+00 -3.7183e+00 -2.8332e+00 +2.7431e+00 -2.6550e+00 +1.7228e+00
596 +2.366490446e+05 +2.366490446e+05 +2.364391646e+05 +2.364391646e+05 -4.4477e+00 +1.1181e+00 -2.2746e+00 -1.1933e+00 +7.4463e+00 +3.4920e+00 -3.0042e+00 -3.0968e+00 -2.4967e+00 -4.6982e+00 -4.5880e+00 +1.0902e+00 +3.1123e+00 -2.4618e+00 -1.5179e+00 -3.7183e+00 -2.2563e+00 +3.4752e+00 -2.3166e+00 +1.7228e+00
705 +1.055332623e+05 +1.055332623e+05 +1.053233823e+05 +1.053233823e+05 -3.6914e+00 -3.6933e-01 -6.7821e-01 -1.9282e+00 -1.5624e+00 +3.2879e+00 -7.7739e+00 +8.5337e-01 +4.9097e-01 +1.2300e+00 -1.2484e+00 +9.4981e-01 +3.2643e+00 -2.2268e+00 -7.5689e-01 -3.2097e+00 -3.1098e+00 +3.3404e+00 -2.4644e+00 +1.7815e+00
