% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.343684230e+09 +1.343684230e+09 +1.343683608e+09 +1.343683608e+09 +2.9874e+00 -1.5134e+00 +3.9523e+00 +4.2732e-01 +2.4162e+00 +2.1398e-01 -3.6730e+00 +1.3009e+00 +2.3321e+00 +2.2985e+00 -4.0582e+00 +2.8087e+00 +3.4654e+00 +2.8567e+00 -2.1625e+00 +1.6828e+00 -1.4083e+00 +3.4502e+00 +1.3919e+00 -1.3962e+00
2 +3.640495427e+08 +3.640495427e+08 +3.640489216e+08 +3.640489216e+08 +3.3313e-01 +3.0651e+00 -4.6171e+00 -1.2052e+00 -2.8696e-01 +4.6162e+00 -3.5767e+00 -1.2335e-01 +4.9625e+00 +3.1911e+00 +1.6572e+00 +4.8478e-01 +1.6634e+00 -8.8902e-01 -3.4715e+00 -4.4814e+00 -2.3689e+00 -1.3678e+00 +3.7702e+00 +1.4315e+00
7 +2.385931177e+08 +2.385931177e+08 +2.385924966e+08 +2.385924966e+08 -4.2194e-01 +1.6966e-02 -1.6647e-01 +3.2262e-01 -4.6484e+00 -3.2356e+00 +3.2610e+00 +3.7061e+00 -9.6507e-02 +1.7487e+00 -3.0000e+00 -1.4969e+00 -2.9995e+00 +8.9352e-01 +1.7186e+00 -4.9999e+00 -2.5219e+00 +3.9883e+00 +3.3884e+00 +1.4277e-01
127 +1.410843162e+08 +1.410843162e+08 +1.410836951e+08 +1.410836951e+08 -2.8275e+00 +2.8800e+00 -1.6617e-01 -8.7015e-01 -1.2520e-01 -2.4176e+00 +1.8660e+00 +3.6418e+00 -2.1333e+00 +9.8367e-01 +6.8160e-01 +3.7296e+00 -3.9797e+00 +1.8423e+00 +3.5544e+00 -5.6296e-01 -6.7918e-02 +4.9113e+00 +2.4427e+00 -8.1562e-01
843 +8.542557576e+07 +8.542557576e+07 +8.542495465e+07 +8.542495465e+07 -1.9585e+00 +2.1518e+00 +1.3014e+00 -1.1412e+00 +2.9803e+00 -3.5124e+00 +1.4382e+00 +2.1036e+00 +3.9048e-02 -2.2612e+00 +1.1491e-01 +2.1804e+00 +4.3584e+00 +1.4931e+00 +4.0080e+00 -1.2289e+00 +2.2393e+00 +3.7028e+00 -1.6076e+00 -6.3181e-01
% function evaluation | noise-free fitness - Fopt (-2.548200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.929629408e+10 +1.929629408e+10 +1.929629383e+10 +1.929629383e+10 +2.8790e+00 -2.0708e+00 -6.3547e-01 -3.8345e+00 -2.0004e-01 +1.7981e+00 +2.8881e+00 -4.1387e+00 -1.6915e+00 +3.6761e+00 +2.7630e+00 -2.2828e+00 +1.6685e+00 -4.0279e+00 -6.2869e-01 +4.9043e+00 +4.0583e+00 +6.7460e-01 -8.0841e-01 -4.3409e+00
2 +4.279402329e+09 +4.279402329e+09 +4.279402074e+09 +4.279402074e+09 -1.1471e+00 -3.8681e+00 -2.5333e+00 +8.0291e-01 +2.2161e+00 +2.7094e+00 +4.8836e+00 -3.7481e+00 -2.3588e+00 +1.8395e+00 -2.0623e+00 -5.2884e-01 -1.2822e-01 +4.7715e+00 -3.8620e+00 +1.4324e+00 +1.2365e+00 +2.0187e+00 -4.7181e+00 +4.9187e+00
3 +4.360991884e+08 +4.360991884e+08 +4.360989335e+08 +4.360989335e+08 +2.6036e+00 +1.9354e+00 +4.5293e+00 +2.1751e+00 -3.9073e+00 -2.9619e+00 -1.1577e+00 +5.7109e-01 -2.0198e+00 -3.7740e+00 +8.4094e-01 +5.8794e-01 -1.1548e-01 +4.9116e+00 -4.0285e+00 -3.3553e+00 +2.6879e+00 +3.4263e+00 +2.7407e+00 -3.7160e-01
8 +3.027900310e+08 +3.027900310e+08 +3.027897762e+08 +3.027897762e+08 +3.7771e-01 +1.4102e+00 +2.7648e+00 -2.7591e+00 +3.9406e-01 +1.9210e+00 -1.1158e-01 +2.1444e+00 -4.7866e-01 +2.9170e+00 -1.4885e+00 +4.1399e+00 -4.7331e+00 -2.8024e+00 +3.4363e+00 -3.8862e+00 -8.8611e-01 -3.3927e+00 -2.0416e-01 +3.6072e+00
