% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.341803011e+03 +2.341803011e+03 +3.341803011e+03 +3.341803011e+03 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
2 +1.327317486e+03 +1.327317486e+03 +2.327317486e+03 +2.327317486e+03 +1.5574e+00 -4.6429e+00 +3.4913e+00 +4.3399e+00 +1.7874e+00 +2.5774e+00 +2.4313e+00 -1.0777e+00 +1.5548e+00 -3.2881e+00 +2.0605e+00 -4.6817e+00 -2.2308e+00 -4.5383e+00 -4.0287e+00 +3.2346e+00 +1.9483e+00 -1.8290e+00 +4.5022e+00 -4.6555e+00
5 +9.367597779e+02 +9.367597779e+02 +1.936759778e+03 +1.936759778e+03 -1.4834e+00 +3.3083e+00 +8.5264e-01 +4.9724e-01 +4.1719e+00 -2.1416e+00 +2.5720e+00 +2.5373e+00 -1.1955e+00 +6.7822e-01 -4.2415e+00 -4.4605e+00 +3.0798e-01 +2.7917e+00 +4.3401e+00 -3.7009e+00 +6.8824e-01 -3.0609e-01 -4.8810e+00 -1.6288e+00
14 +6.104805813e+02 +6.104805813e+02 +1.610480581e+03 +1.610480581e+03 -4.6226e+00 +3.8517e+00 +4.1329e+00 +2.9618e+00 -4.0129e+00 -2.3813e+00 -1.6464e+00 +1.7973e+00 -3.6345e+00 +2.2123e+00 -3.9324e+00 +1.5376e+00 -5.8261e-02 +2.7905e+00 +2.1504e+00 +4.0372e+00 +3.9092e+00 -1.6584e+00 +1.9875e+00 -3.0219e+00
380 +3.089596168e+02 +3.089596168e+02 +1.308959617e+03 +1.308959617e+03 +1.6450e+00 +3.7778e+00 +1.0639e+00 +8.0014e-01 +4.2357e+00 -3.7204e+00 -9.5416e-01 +1.4184e+00 -3.3840e+00 +2.1321e+00 -7.6528e-01 -1.8299e+00 +1.9984e+00 -1.1534e+00 +2.7357e+00 +4.4988e-01 +4.3273e+00 -3.1683e-01 +1.2737e+00 -2.4404e+00
727 +2.446322099e+02 +2.446322099e+02 +1.244632210e+03 +1.244632210e+03 -1.4056e-01 +2.9793e+00 +1.8636e+00 +1.9970e+00 +2.9798e+00 -1.5321e+00 +3.8472e-01 -6.4456e-01 -2.3254e+00 +9.3477e-01 -1.3992e-01 -2.0884e+00 -2.6245e+00 -1.6745e+00 +3.2367e+00 +1.4316e+00 +3.1739e+00 -1.6758e+00 -2.6454e-01 +8.5100e-01
3365 +1.522187317e+02 +1.522187317e+02 +1.152218732e+03 +1.152218732e+03 -1.4995e+00 +1.5830e+00 +3.1891e+00 +3.9230e+00 +3.7464e+00 -3.5786e+00 -5.9293e-01 +8.2948e-01 -1.8971e+00 +3.3241e-01 -1.8644e+00 -1.0380e+00 +2.4299e-02 -3.5443e+00 +3.1392e+00 +1.9630e+00 +3.0074e+00 -6.1632e-01 -2.7570e-01 -1.7739e-01
% function evaluation | noise-free fitness - Fopt (7.003000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.332542856e+03 +2.332542856e+03 +2.402572856e+03 +2.402572856e+03 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
5 +1.127139485e+03 +1.127139485e+03 +1.197169485e+03 +1.197169485e+03 -1.4834e+00 +3.3083e+00 +8.5264e-01 +4.9724e-01 +4.1719e+00 -2.1416e+00 +2.5720e+00 +2.5373e+00 -1.1955e+00 +6.7822e-01 -4.2415e+00 -4.4605e+00 +3.0798e-01 +2.7917e+00 +4.3401e+00 -3.7009e+00 +6.8824e-01 -3.0609e-01 -4.8810e+00 -1.6288e+00
8 +9.721619513e+02 +9.721619513e+02 +1.042191951e+03 +1.042191951e+03 +3.5303e+00 +1.2206e+00 -1.4905e+00 +1.3250e-01 -9.8192e-01 -4.2403e+00 -2.6008e+00 -3.7668e+00 -3.1609e+00 -2.6005e+00 -8.2733e-01 -4.5035e+00 +4.0272e+00 +4.4479e+00 -9.1359e-02 -1.0747e-01 -1.6228e+00 +4.0005e+00 -1.3075e+00 -3.8880e+00
209 +4.969977754e+02 +4.969977754e+02 +5.670277754e+02 +5.670277754e+02 -1.2124e+00 -4.8160e+00 -2.5108e+00 -1.5881e-01 -3.4602e+00 -4.9455e+00 -5.3103e-01 +6.2555e-01 -2.2299e+00 +2.3966e+00 -2.6522e+00 +1.2626e+00 +1.3772e+00 -5.6625e+00 -2.1688e+00 -2.7705e+00 +3.5753e+00 +2.3172e+00 -1.0577e+00 -4.9076e-01
348 +3.867693054e+02 +3.867693054e+02 +4.567993054e+02 +4.567993054e+02 +8.4668e-02 -1.2507e+00 -2.2598e+00 -1.4407e+00 -2.6381e-01 -1.1903e+00 -5.9795e-01 +1.7785e+00 -3.9619e+00 -1.8026e+00 +6.6828e-01 -1.0529e+00 +5.4560e+00 +8.5543e-01 -1.9113e+00 -4.6858e+00 -1.6914e+00 +4.4478e+00 -1.8585e+00 +4.3870e-01
834 +2.448186483e+02 +2.448186483e+02 +3.148486483e+02 +3.148486483e+02 -1.4655e+00 -2.3133e+00 -2.2856e+00 +1.0758e-01 +2.6948e-01 -5.3566e+00 -9.2403e-03 +1.3069e+00 -1.6791e+00 -1.8423e+00 -1.4053e-01 -1.2099e+00 +4.6644e+00 -1.8189e+00 -2.0771e+00 -2.4359e+00 +1.6907e+00 +3.5252e+00 -2.7940e+00 +9.2835e-01
2315 +1.571748408e+02 +1.571748408e+02 +2.272048408e+02 +2.272048408e+02 -9.0872e-01 -1.4281e+00 -2.1072e+00 -2.2052e+00 -1.2850e+00 -2.8125e+00 -7.7172e-01 +1.3174e+00 -2.6092e+00 -1.8758e-01 -8.0142e-01 -1.5553e+00 +3.5911e+00 -1.1527e+00 -9.0901e-01 -1.7355e+00 +1.5356e+00 +4.4763e+00 -3.2355e+00 -6.0865e-01
% function evaluation | noise-free fitness - Fopt (-4.822000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.313099729e+03 +3.313099729e+03 +3.264879729e+03 +3.264879729e+03 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
3 +2.096959892e+03 +2.096959892e+03 +2.048739892e+03 +2.048739892e+03 -6.1256e-01 -1.1844e+00 +2.6552e+00 +2.9520e+00 -3.1313e+00 -1.0236e-01 -5.4414e-01 +1.4631e+00 +2.0936e+00 +2.5469e+00 -2.2397e+00 +1.7970e+00 +1.5510e+00 -3.3739e+00 -3.8100e+00 -1.6359e-02 +4.5974e+00 -1.5961e+00 +8.5268e-01 -2.7619e+00
6 +1.233993534e+03 +1.233993534e+03 +1.185773534e+03 +1.185773534e+03 -3.3782e+00 +2.9428e+00 -1.8878e+00 +2.8533e-01 -3.3435e+00 +1.0198e+00 -2.3703e+00 +1.5408e+00 +1.8921e+00 +2.4815e+00 -4.9458e-01 -4.1618e+00 -2.7102e+00 +4.1334e+00 -3.4762e+00 +3.2582e+00 +3.8342e-01 +4.9613e+00 -4.2182e+00 -5.7322e-01
19 +8.389469470e+02 +8.389469470e+02 +7.907269470e+02 +7.907269470e+02 -4.6740e+00 +6.1200e-01 +3.8187e+00 +1.6918e+00 -3.0957e+00 -1.3108e+00 -3.9274e-01 +4.8164e+00 -3.4360e+00 +3.5552e+00 +1.4476e+00 -1.2373e+00 -3.0908e+00 -7.1747e-01 -1.7978e-01 -3.7939e+00 +8.9507e-01 -2.7381e+00 -1.1538e+00 +8.2986e-01
