% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.672498265e+02 +7.672498265e+02 +1.767249826e+03 +1.767249826e+03 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00
2 +5.600177573e+02 +5.600177573e+02 +1.560017757e+03 +1.560017757e+03 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
15 +3.889935202e+02 +3.889935202e+02 +1.388993520e+03 +1.388993520e+03 +3.5303e+00 +1.2206e+00 -1.4905e+00 +1.3250e-01 -9.8192e-01 -4.2403e+00 -2.6008e+00 -3.7668e+00 -3.1609e+00 -2.6005e+00
135 +2.236078252e+02 +2.236078252e+02 +1.223607825e+03 +1.223607825e+03 +1.3148e+00 +3.8005e+00 -1.4905e+00 +3.9495e+00 +1.9798e+00 -3.2363e+00 -4.0567e-01 +8.1918e-01 -3.1609e+00 -2.6005e+00
253 +1.500148609e+02 +1.500148609e+02 +1.150014861e+03 +1.150014861e+03 -5.6670e-01 +2.6975e+00 +3.0725e+00 +8.8285e-01 +2.5294e+00 -3.5685e+00 -7.4872e-01 +1.3730e+00 -3.7184e+00 -2.6439e+00
792 +9.835481765e+01 +9.835481765e+01 +1.098354818e+03 +1.098354818e+03 -2.7544e+00 +2.3272e+00 +2.4104e+00 +1.4899e+00 +9.1479e-01 -2.2759e+00 -1.9464e+00 +1.2543e+00 -1.2134e+00 -5.6316e-01
1347 +5.268043535e+01 +5.268043535e+01 +1.052680435e+03 +1.052680435e+03 -1.2274e+00 +2.6584e+00 +3.6322e+00 +3.6274e+00 +2.3493e+00 -3.4753e+00 -7.4839e-01 +2.6560e-01 -1.5814e+00 -3.2975e-01
% function evaluation | noise-free fitness - Fopt (7.003000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.279046554e+02 +9.279046554e+02 +9.979346554e+02 +9.979346554e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00
12 +6.053197255e+02 +6.053197255e+02 +6.753497255e+02 +6.753497255e+02 -4.9458e-01 -4.1618e+00 -2.7102e+00 +4.1334e+00 -3.4762e+00 +3.2582e+00 +3.8342e-01 +4.9613e+00 -4.2182e+00 -5.7322e-01
22 +3.881528251e+02 +3.881528251e+02 +4.581828251e+02 +4.581828251e+02 -2.9226e+00 -1.9875e+00 -2.9077e-01 -2.6951e+00 +3.4431e+00 -3.0524e+00 -2.7408e+00 -3.2929e+00 -2.7234e+00 -6.4301e-01
166 +2.483632014e+02 +2.483632014e+02 +3.183932014e+02 +3.183932014e+02 +1.1429e+00 -9.7164e-01 -1.7198e+00 -1.2868e+00 -1.5303e+00 -4.0260e+00 -4.1351e+00 -1.5961e+00 -2.0391e+00 +1.1504e+00
343 +1.340817240e+02 +1.340817240e+02 +2.041117240e+02 +2.041117240e+02 -7.0012e-01 -2.7965e+00 -2.7844e+00 -2.3810e+00 -2.3172e+00 -2.3040e+00 +4.1960e-01 -2.1516e+00 -2.1006e+00 +5.5818e-01
765 +8.664337752e+01 +8.664337752e+01 +1.566733775e+02 +1.566733775e+02 -2.4114e+00 -1.0086e+00 -3.8294e+00 -1.9685e+00 -1.0676e+00 -3.3580e+00 -9.0747e-01 -4.7190e-01 -2.7881e+00 +1.9911e+00
2398 +4.658794612e+01 +4.658794612e+01 +1.166179461e+02 +1.166179461e+02 -1.1430e+00 -2.8178e+00 -3.0945e+00 -1.4890e+00 -1.8408e+00 -4.3807e+00 -6.5393e-01 +1.3135e+00 -4.7020e+00 +3.7045e-01
% function evaluation | noise-free fitness - Fopt (-4.822000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.572562971e+03 +3.572562971e+03 +3.524342971e+03 +3.524342971e+03 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00
3 +1.569307389e+03 +1.569307389e+03 +1.521087389e+03 +1.521087389e+03 +1.5574e+00 -4.6429e+00 +3.4913e+00 +4.3399e+00 +1.7874e+00 +2.5774e+00 +2.4313e+00 -1.0777e+00 +1.5548e+00 -3.2881e+00
5 +7.356693612e+02 +7.356693612e+02 +6.874493612e+02 +6.874493612e+02 -6.1256e-01 -1.1844e+00 +2.6552e+00 +2.9520e+00 -3.1313e+00 -1.0236e-01 -5.4414e-01 +1.4631e+00 +2.0936e+00 +2.5469e+00
7 +5.193256912e+02 +5.193256912e+02 +4.711056912e+02 +4.711056912e+02 +2.5127e+00 -2.4490e+00 +5.9571e-02 +1.9908e+00 +3.9090e+00 +4.5929e+00 +4.7216e-01 -3.6138e+00 -3.5071e+00 -2.4249e+00
11 +3.648928358e+02 +3.648928358e+02 +3.166728358e+02 +3.166728358e+02 -3.3782e+00 +2.9428e+00 -1.8878e+00 +2.8533e-01 -3.3435e+00 +1.0198e+00 -2.3703e+00 +1.5408e+00 +1.8921e+00 +2.4815e+00
155 +2.445627161e+02 +2.445627161e+02 +1.963427161e+02 +1.963427161e+02 -3.0004e+00 +4.2033e+00 -4.4732e+00 +2.3786e+00 -3.3164e+00 +1.7453e+00 -2.8487e+00 +1.3545e+00 -8.2256e-01 +4.8305e+00
300 +1.461710771e+02 +1.461710771e+02 +9.795107714e+01 +9.795107714e+01 -5.1233e-01 -1.1435e+00 -3.6924e+00 +2.2835e+00 -3.6231e+00 +1.0859e+00 -3.3627e+00 +4.1986e+00 -1.4085e+00 +3.0124e+00
702 +9.764884104e+01 +9.764884104e+01 +4.942884104e+01 +4.942884104e+01 -7.5089e-01 +1.3862e-01 -2.7433e+00 +1.7275e+00 -3.2448e+00 +5.1375e+00 -3.2860e+00 -4.1237e-01 -1.6164e+00 +1.8682e+00
1067 +5.646709019e+01 +5.646709019e+01 +8.247090186e+00 +8.247090186e+00 -1.7664e+00 -8.8508e-01 -3.2250e+00 +1.1388e-01 -3.5076e+00 +4.7758e+00 -4.0791e+00 +2.0690e-01 -2.0026e+00 +2.5529e+00
1360 +3.883806699e+01 +3.883806699e+01 -9.381933014e+00 -9.381933014e+00 -1.4648e+00 -1.0927e+00 -2.5363e+00 +1.1287e+00 -4.6095e+00 +4.1938e+00 -3.7429e+00 +1.1866e+00 -2.3484e+00 +2.9357e+00
4912 +2.501312386e+01 +2.501312386e+01 -2.320687614e+01 -2.320687614e+01 -1.8535e+00 -1.2060e+00 -2.3954e+00 +1.3038e+00 -3.9988e+00 +3.2410e+00 -3.6633e+00 +2.3047e+00 -2.3224e+00 +2.8933e+00
% function evaluation | noise-free fitness - Fopt (2.547000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.041501212e+03 +2.041501212e+03 +2.066971212e+03 +2.066971212e+03 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00
2 +9.006676603e+02 +9.006676603e+02 +9.261376603e+02 +9.261376603e+02 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
