% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.210002562e+01 +8.210002562e+01 +1.534500256e+02 +1.534500256e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
7 +6.196589965e+01 +6.196589965e+01 +1.333158997e+02 +1.333158997e+02 -3.9335e+00 +4.6190e+00 -4.9537e+00 +2.7491e+00 +3.1730e+00 +3.6869e+00 -4.1556e+00 -1.0022e+00 -2.4013e+00 +3.0007e+00 -6.8586e-01 +4.1065e+00 -3.1815e+00 -2.3620e+00 -3.5446e+00 -3.6393e+00 +3.6929e+00 +7.9705e-01 +4.9860e-01 -3.5505e+00
75 +3.935128242e+01 +3.935128242e+01 +1.107012824e+02 +1.107012824e+02 +3.3784e+00 -3.3660e+00 +3.6418e+00 +3.3441e+00 +4.1248e+00 +2.5894e+00 +3.4739e+00 +1.1338e+00 -2.2661e+00 -2.0141e+00 -2.6607e+00 -3.6911e+00 +3.3914e+00 -1.0755e+00 -1.0447e+00 -1.6048e+00 +6.7068e-01 +4.8198e-01 -3.7477e+00 +3.5432e+00
2945 +2.357823440e+01 +2.357823440e+01 +9.492823440e+01 +9.492823440e+01 +9.8059e-01 -2.8171e+00 +2.3367e+00 +1.0751e+00 +9.2586e-01 +1.1453e+00 +1.7639e+00 +1.4207e+00 -6.9800e-02 -2.3787e+00 +2.2488e+00 -3.3638e+00 +4.9954e+00 -8.5661e-01 +3.1270e+00 -8.1200e-01 +3.2592e-01 -4.1704e-01 -2.1003e+00 -1.1076e+00
4467 +1.582941580e+01 +1.582941580e+01 +8.717941580e+01 +8.717941580e+01 +9.3723e-01 -2.7930e+00 +2.4046e+00 +1.0439e+00 +9.1157e-01 +1.0804e+00 +1.9698e+00 +1.4066e+00 -3.1230e-02 -2.3287e+00 +1.6590e+00 -3.0842e+00 +5.0000e+00 -9.3227e-01 +3.3226e+00 -8.7986e-01 +3.6138e-01 -4.1505e-01 -2.0593e+00 -1.1223e+00
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.105476916e+01 +9.105476916e+01 -2.641652308e+02 -2.641652308e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
19 +5.243162893e+01 +5.243162893e+01 -3.027883711e+02 -3.027883711e+02 -4.6740e+00 +6.1200e-01 +3.8187e+00 +1.6918e+00 -3.0957e+00 -1.3108e+00 -3.9274e-01 +4.8164e+00 -3.4360e+00 +3.5552e+00 +1.4476e+00 -1.2373e+00 -3.0908e+00 -7.1747e-01 -1.7978e-01 -3.7939e+00 +8.9507e-01 -2.7381e+00 -1.1538e+00 +8.2986e-01
66 +3.825426105e+01 +3.825426105e+01 -3.169657390e+02 -3.169657390e+02 +1.1510e+00 -5.9261e-01 +2.6994e+00 -1.3522e+00 -8.1926e-01 -2.8079e+00 +3.3983e+00 +2.4555e+00 -1.0134e+00 +3.9317e-01 +6.7268e-01 +4.7311e-01 -5.6114e-01 +2.3436e+00 +1.2250e+00 +4.6659e+00 -1.8132e+00 -2.9420e+00 -2.9043e+00 -3.3641e+00
2144 +2.257582067e+01 +2.257582067e+01 -3.326441793e+02 -3.326441793e+02 -1.6059e+00 +1.6930e+00 -3.2838e-01 +1.4555e+00 -6.9747e-02 +2.1131e+00 -1.6070e+00 +2.8200e+00 +7.6491e-01 +2.6202e+00 -1.4840e+00 -5.0000e+00 -3.4602e+00 +4.9641e+00 -1.9071e+00 +3.6136e+00 +5.7285e-01 +2.9536e+00 -3.4372e+00 -1.7324e+00
2797 +1.364544555e+01 +1.364544555e+01 -3.415745545e+02 -3.415745545e+02 -1.8967e+00 +1.8147e+00 -3.0900e-01 +1.5511e+00 +6.7356e-02 +2.0617e+00 -1.5084e+00 +2.6630e+00 +8.2844e-01 +2.6069e+00 -1.4870e+00 -5.0000e+00 -3.4352e+00 +4.9551e+00 -1.8863e+00 +3.4928e+00 +5.9771e-01 +3.2101e+00 -3.3961e+00 -1.7090e+00
3968 +9.425680777e+00 +9.425680777e+00 -3.457943192e+02 -3.457943192e+02 -1.8956e+00 +2.2520e+00 -5.0249e-01 +1.5219e+00 -1.4883e-02 +2.0953e+00 -1.4535e+00 +2.6462e+00 +8.1355e-01 +2.6441e+00 -1.3733e+00 -5.0000e+00 -3.5786e+00 +5.0000e+00 -1.9034e+00 +3.5280e+00 +5.7361e-01 +3.2157e+00 -3.4791e+00 -1.7186e+00
% function evaluation | noise-free fitness - Fopt (9.917000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.123818999e+01 +7.123818999e+01 +1.704081900e+02 +1.704081900e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
14 +5.253180296e+01 +5.253180296e+01 +1.517018030e+02 +1.517018030e+02 -4.6226e+00 +3.8517e+00 +4.1329e+00 +2.9618e+00 -4.0129e+00 -2.3813e+00 -1.6464e+00 +1.7973e+00 -3.6345e+00 +2.2123e+00 -3.9324e+00 +1.5376e+00 -5.8261e-02 +2.7905e+00 +2.1504e+00 +4.0372e+00 +3.9092e+00 -1.6584e+00 +1.9875e+00 -3.0219e+00
50 +3.808978348e+01 +3.808978348e+01 +1.372597835e+02 +1.372597835e+02 -5.2991e-01 -2.2069e+00 +1.4469e+00 -2.1104e+00 +1.8666e+00 -2.1649e+00 -3.1515e-01 +2.2562e+00 +1.8023e+00 -3.2468e+00 +3.4798e+00 +1.7571e+00 +5.2736e-01 +3.5859e-01 +4.6784e-01 -1.4679e+00 -7.6974e-01 +8.2161e-02 +2.1763e+00 +1.9483e+00
2372 +2.351943828e+01 +2.351943828e+01 +1.226894383e+02 +1.226894383e+02 +7.0102e-01 +1.0789e+00 -5.1263e-01 -2.6068e+00 +2.6838e+00 +6.1453e-01 +1.6843e+00 +7.6610e-01 -3.6386e+00 -8.0474e-01 +1.0949e+00 -1.3794e+00 +1.3980e+00 +1.1901e+00 +5.8159e-02 -1.0426e+00 -6.2565e-01 -1.6910e+00 +2.7126e+00 +2.8146e+00
% function evaluation | noise-free fitness - Fopt (-5.179100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.088915083e+02 +1.088915083e+02 -4.090184917e+02 -4.090184917e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
2 +6.304179693e+01 +6.304179693e+01 -4.548682031e+02 -4.548682031e+02 +1.5574e+00 -4.6429e+00 +3.4913e+00 +4.3399e+00 +1.7874e+00 +2.5774e+00 +2.4313e+00 -1.0777e+00 +1.5548e+00 -3.2881e+00 +2.0605e+00 -4.6817e+00 -2.2308e+00 -4.5383e+00 -4.0287e+00 +3.2346e+00 +1.9483e+00 -1.8290e+00 +4.5022e+00 -4.6555e+00
78 +3.247618422e+01 +3.247618422e+01 -4.854338158e+02 -4.854338158e+02 +2.9494e+00 -3.7018e+00 -1.5751e+00 -5.0000e+00 +4.1722e-01 -3.8672e+00 +2.9719e+00 -2.0334e+00 -3.0663e+00 -9.2633e-01 +5.6058e-01 -3.4276e+00 +3.9539e+00 -2.4295e+00 -1.3979e+00 -3.7299e+00 -1.0176e+00 -3.5365e+00 -9.4572e-01 +3.6143e+00
3730 +2.503750194e+01 +2.503750194e+01 -4.928724981e+02 -4.928724981e+02 +2.8815e+00 -2.2362e+00 +3.9470e-01 -3.4593e+00 +1.9729e+00 -2.5371e+00 +2.5001e+00 -9.8559e-01 -2.4117e+00 -1.5342e+00 +1.5054e-01 +2.7017e+00 +4.5964e+00 -1.7884e+00 -1.3062e+00 -2.8336e+00 +7.8718e-01 -1.0271e+00 +1.7932e+00 +3.9765e+00
% function evaluation | noise-free fitness - Fopt (-5.721000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.982252880e+01 +9.982252880e+01 +4.261252880e+01 +4.261252880e+01 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
7 +6.190916798e+01 +6.190916798e+01 +4.699167982e+00 +4.699167982e+00 -3.9335e+00 +4.6190e+00 -4.9537e+00 +2.7491e+00 +3.1730e+00 +3.6869e+00 -4.1556e+00 -1.0022e+00 -2.4013e+00 +3.0007e+00 -6.8586e-01 +4.1065e+00 -3.1815e+00 -2.3620e+00 -3.5446e+00 -3.6393e+00 +3.6929e+00 +7.9705e-01 +4.9860e-01 -3.5505e+00
66 +3.938101546e+01 +3.938101546e+01 -1.782898454e+01 -1.782898454e+01 -1.7751e-01 +1.4074e+00 +2.6994e+00 -1.8926e+00 -8.1926e-01 -2.8079e+00 +3.6188e+00 +4.5552e-01 -1.2054e+00 +3.9317e-01 +3.5307e-01 +4.7311e-01 +2.9069e-01 +2.6523e+00 -7.7505e-01 +3.9370e+00 -1.8132e+00 -2.9420e+00 -3.7716e+00 -3.3641e+00
2621 +2.411235940e+01 +2.411235940e+01 -3.309764060e+01 -3.309764060e+01 -1.3544e+00 -4.0174e-01 +2.3994e-01 -2.1683e+00 -4.2021e-01 +3.9941e+00 +7.0103e-02 -1.1167e+00 -1.8045e+00 -1.0877e+00 -1.3390e+00 +2.0684e+00 -1.5323e+00 +3.0162e+00 -7.7535e-01 +2.6351e+00 -1.4595e+00 -1.5181e+00 -2.5630e+00 +1.8108e+00
% function evaluation | noise-free fitness - Fopt (-2.778000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
