% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.254725026e+07 +1.254725026e+07 +1.254732653e+07 +1.254732653e+07 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
3 +3.358515621e+06 +3.358515621e+06 +3.358591891e+06 +3.358591891e+06 -6.1256e-01 -1.1844e+00 +2.6552e+00 +2.9520e+00 -3.1313e+00 -1.0236e-01 -5.4414e-01 +1.4631e+00 +2.0936e+00 +2.5469e+00 -2.2397e+00 +1.7970e+00 +1.5510e+00 -3.3739e+00 -3.8100e+00 -1.6359e-02 +4.5974e+00 -1.5961e+00 +8.5268e-01 -2.7619e+00
4 +1.788951059e+06 +1.788951059e+06 +1.789027329e+06 +1.789027329e+06 +2.5127e+00 -2.4490e+00 +5.9571e-02 +1.9908e+00 +3.9090e+00 +4.5929e+00 +4.7216e-01 -3.6138e+00 -3.5071e+00 -2.4249e+00 +3.4072e+00 -2.4572e+00 +3.1428e+00 -2.5648e+00 +4.2926e+00 -1.5002e+00 -3.0340e+00 -2.4892e+00 +1.1604e+00 -2.6711e-01
7 +5.356112033e+05 +5.356112033e+05 +5.356874733e+05 +5.356874733e+05 -3.9335e+00 +4.6190e+00 -4.9537e+00 +2.7491e+00 +3.1730e+00 +3.6869e+00 -4.1556e+00 -1.0022e+00 -2.4013e+00 +3.0007e+00 -6.8586e-01 +4.1065e+00 -3.1815e+00 -2.3620e+00 -3.5446e+00 -3.6393e+00 +3.6929e+00 +7.9705e-01 +4.9860e-01 -3.5505e+00
9 +4.408880821e+03 +4.408880821e+03 +4.485150821e+03 +4.485150821e+03 +2.8025e+00 -1.1026e+00 -2.5831e+00 -9.6088e-01 -4.0355e+00 -3.6803e+00 +4.4205e+00 +4.5613e+00 +7.5209e-01 -4.4022e+00 -2.6522e+00 -1.4684e+00 +3.2119e+00 -4.8460e+00 -4.5698e+00 -3.3101e+00 +1.4912e+00 +2.3172e+00 +1.4775e+00 -4.9076e-01
21 +2.783537214e+02 +2.783537214e+02 +3.546237214e+02 +3.546237214e+02 -7.7114e-01 -4.0577e+00 +9.8524e-01 -2.9076e-01 +1.9595e+00 +1.9989e+00 +1.3853e+00 -4.6640e+00 -4.3119e+00 -1.8040e+00 +3.0864e-01 +1.5445e+00 -9.2381e-01 +3.1998e+00 +2.1836e+00 +4.6865e+00 +3.1334e-01 -1.7485e+00 -3.9437e+00 +1.1096e+00
49 +2.005637482e+02 +2.005637482e+02 +2.768337482e+02 +2.768337482e+02 +1.8025e+00 -2.1026e+00 -1.5831e+00 -2.3020e-01 -3.0355e+00 -2.6803e+00 +3.4205e+00 +3.5613e+00 -2.4791e-01 -3.4022e+00 -1.6522e+00 -4.6841e-01 +2.2119e+00 -3.8460e+00 -3.5698e+00 -2.3101e+00 +8.1653e-01 +1.3172e+00 +4.7746e-01 +5.0924e-01
136 +1.265030455e+02 +1.265030455e+02 +2.027730455e+02 +2.027730455e+02 -1.4074e+00 -1.1199e+00 -1.6592e+00 -1.3426e+00 -7.5617e-01 -1.1569e+00 +2.8726e+00 +3.1467e+00 -6.7921e-01 -2.5473e+00 -1.3268e+00 -8.5145e-01 +1.8250e+00 +3.1982e-01 +8.0872e-01 -1.3998e+00 +1.1524e+00 +3.6286e-01 -1.6044e+00 -7.2232e-01
2879 +9.923152934e+01 +9.923152934e+01 +1.755015293e+02 +1.755015293e+02 -1.5427e+00 -5.1691e-01 -9.2471e-01 -1.4786e+00 +9.7710e-01 +5.3174e-01 +1.5510e+00 +6.2922e-01 -1.9493e+00 -1.9222e+00 -1.7451e-02 -1.2044e+00 +1.1088e+00 +1.8716e+00 -1.2274e-03 -1.4442e+00 +4.8260e-02 -8.6122e-01 -1.9049e+00 +1.7308e-01
% function evaluation | noise-free fitness - Fopt (-2.255000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
