% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.819793302e+02 +3.819793302e+02 +3.296293302e+02 +3.296293302e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
2 +4.373500035e+01 +4.373500035e+01 -8.614999654e+00 -8.614999654e+00 +1.5574e+00 -4.6429e+00 +3.4913e+00 +4.3399e+00 +1.7874e+00 +2.5774e+00 +2.4313e+00 -1.0777e+00 +1.5548e+00 -3.2881e+00 +2.0605e+00 -4.6817e+00 -2.2308e+00 -4.5383e+00 -4.0287e+00 +3.2346e+00 +1.9483e+00 -1.8290e+00 +4.5022e+00 -4.6555e+00
23 +3.402609153e+01 +3.402609153e+01 -1.832390847e+01 -1.832390847e+01 -2.4521e+00 -2.7596e+00 +1.6783e+00 +3.4439e+00 -1.5554e+00 +2.8052e+00 +1.7533e+00 -4.9328e+00 +1.0217e+00 -1.1323e+00 +4.1599e+00 -4.9885e+00 -3.7551e-01 -7.5651e-01 -3.9084e-01 +2.7016e+00 -1.7753e+00 +2.8474e+00 -2.8643e-01 -4.6424e+00
143 +2.387132854e+01 +2.387132854e+01 -2.847867146e+01 -2.847867146e+01 -2.4521e+00 -2.7596e+00 +1.6783e+00 -5.9681e-01 -1.5554e+00 +2.8052e+00 +1.7533e+00 -4.9328e+00 +1.3375e+00 -1.1323e+00 -2.4777e+00 -1.2221e-01 -1.3487e-01 -2.6979e+00 +1.1428e+00 +2.7016e+00 -1.7753e+00 +2.8474e+00 -2.8643e-01 -4.3466e+00
824 +1.384567162e+01 +1.384567162e+01 -3.850432838e+01 -3.850432838e+01 +2.5919e-01 -4.1700e+00 +2.3152e+00 -6.8726e-01 -3.5334e+00 +2.9917e+00 +1.4702e+00 +3.6034e-01 +2.0062e+00 -1.1556e+00 +1.6531e+00 -8.2776e-01 -1.5397e-03 -2.3861e-01 +1.7918e-03 +1.5028e+00 +1.4971e+00 +2.6374e+00 +3.2171e+00 -3.7699e+00
1172 +9.711805899e+00 +9.711805899e+00 -4.263819410e+01 -4.263819410e+01 +1.1610e+00 -3.3038e+00 +2.3505e+00 -1.7689e+00 -2.8336e+00 -7.5978e-01 -1.4179e+00 -2.2671e+00 +1.4714e+00 -7.7249e-01 +9.4896e-01 -9.1497e-01 +1.9081e+00 +1.0609e-01 -2.1645e-01 +8.6095e-01 -9.1087e-01 +2.1128e+00 +3.0564e+00 -4.3191e+00
1561 +6.079470163e+00 +6.079470163e+00 -4.627052984e+01 -4.627052984e+01 +5.1284e-01 -3.2737e+00 +1.3450e+00 -1.7505e+00 -2.2402e+00 +2.9409e+00 -2.0231e+00 -4.9466e-01 +1.5943e+00 -1.4558e+00 +3.0890e+00 -2.3853e+00 +1.8818e+00 -2.9919e-01 +2.3885e-01 +1.2476e+00 -2.0042e-01 +2.0936e+00 +2.2338e+00 -4.3237e+00
2137 +3.638195474e+00 +3.638195474e+00 -4.871180453e+01 -4.871180453e+01 +2.5129e-01 -3.1065e+00 +1.7052e+00 -1.7343e+00 -1.9400e+00 +3.0985e+00 -1.8558e+00 -6.3800e-01 +2.6651e+00 -1.7235e+00 +2.3645e+00 -9.4547e-01 +2.2925e+00 -5.3677e-01 -2.3191e+00 +1.4522e+00 -5.8149e-01 +1.6833e+00 +3.7033e+00 -4.2993e+00
2859 +2.507592795e+00 +2.507592795e+00 -4.984240720e+01 -4.984240720e+01 +1.4233e-01 -3.0333e+00 +1.9682e+00 -2.4339e+00 -1.6491e+00 +3.5456e+00 -2.6047e+00 -4.5990e-01 +2.5065e+00 -1.4707e+00 +2.8284e+00 -8.0180e-01 +2.6270e+00 -5.7369e-01 -1.7800e+00 +1.8232e+00 -6.4976e-01 +1.9601e+00 +3.3980e+00 -4.3761e+00
% function evaluation | noise-free fitness - Fopt (-1.795400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.550249016e+02 +1.550249016e+02 -2.451509837e+01 -2.451509837e+01 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
25 +7.830402361e+01 +7.830402361e+01 -1.012359764e+02 -1.012359764e+02 +1.4762e+00 +1.7902e+00 +1.3579e+00 +4.4517e+00 -2.9107e+00 +2.0928e+00 -2.6377e+00 -3.8060e+00 +1.0730e+00 -4.9862e-01 -4.1275e-01 +1.6194e+00 +2.7029e+00 -1.4978e+00 +1.6201e+00 -8.3841e-01 +3.4193e+00 +3.3292e+00 -2.4356e+00 +1.1346e+00
27 +3.756444855e+01 +3.756444855e+01 -1.419755514e+02 -1.419755514e+02 -9.5420e-01 -5.1627e-01 -1.3418e+00 +2.6350e+00 +1.2790e+00 +2.7198e+00 +4.3285e+00 +4.7274e+00 -3.0797e+00 -3.6113e+00 +1.9627e+00 -4.0618e+00 +2.5404e-01 +3.0344e-01 +3.6114e+00 -1.5147e-01 -1.0654e+00 +1.7143e+00 +2.4126e+00 +2.0052e-01
354 +1.869356264e+01 +1.869356264e+01 -1.608464374e+02 -1.608464374e+02 +7.1865e-01 +9.4257e-01 -3.1138e+00 +2.9269e+00 +4.0112e+00 -2.1609e-01 +3.2093e+00 +1.9013e+00 -9.7645e-01 -1.2543e+00 +6.7601e-01 +1.6895e+00 +1.4741e-03 +1.9330e-01 +1.9671e+00 -1.9345e+00 +2.3681e+00 -1.4086e-01 +3.5360e+00 +1.7159e+00
