% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.417263542e+02 +9.417263542e+02 +1.044336354e+03 +1.044336354e+03 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
13 +6.270984611e+02 +6.270984611e+02 +7.297084611e+02 +7.297084611e+02 -4.1448e+00 -2.3752e+00 +3.0101e+00 -4.7078e+00 +4.2885e+00 +2.3033e+00 -1.1391e-01 +7.8525e-01 -2.6272e+00 -4.1151e-01 +4.6309e+00 +4.6806e-01 +2.1136e-01 -2.6841e+00 -1.1102e-01 +1.2406e+00 +1.7914e+00 -1.0448e+00 -1.3256e+00 +4.8798e+00
250 +3.959979085e+02 +3.959979085e+02 +4.986079085e+02 +4.986079085e+02 -8.2195e-01 -8.6726e-01 +6.2895e-01 -3.1104e+00 +1.5098e+00 +1.6245e+00 -1.2968e+00 +2.9218e+00 +8.1058e-01 -2.7818e+00 +1.0710e+00 +1.4528e+00 -8.9689e-02 +3.8185e-01 -5.3216e-01 -1.9365e+00 -9.9786e-01 +2.1977e+00 -4.4718e+00 -3.4097e+00
726 +2.316828730e+02 +2.316828730e+02 +3.342928730e+02 +3.342928730e+02 -4.5979e-03 +9.0099e-01 -1.3941e+00 -1.2686e+00 -4.1051e+00 -1.9478e+00 -6.8647e-01 -1.8012e+00 -2.6774e+00 +3.9933e+00 -1.9293e+00 -3.3755e-01 -4.5278e-01 +2.0841e+00 -1.4334e+00 -1.1849e+00 -2.5107e+00 -2.6925e-01 +6.5273e-01 +9.5145e-01
% function evaluation | noise-free fitness - Fopt (9.330000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.136156822e+03 +1.136156822e+03 +1.229456822e+03 +1.229456822e+03 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
2 +9.914422781e+02 +9.914422781e+02 +1.084742278e+03 +1.084742278e+03 +1.5574e+00 -4.6429e+00 +3.4913e+00 +4.3399e+00 +1.7874e+00 +2.5774e+00 +2.4313e+00 -1.0777e+00 +1.5548e+00 -3.2881e+00 +2.0605e+00 -4.6817e+00 -2.2308e+00 -4.5383e+00 -4.0287e+00 +3.2346e+00 +1.9483e+00 -1.8290e+00 +4.5022e+00 -4.6555e+00
10 +5.933891277e+02 +5.933891277e+02 +6.866891277e+02 +6.866891277e+02 +4.7009e-01 -2.0368e+00 +2.4469e+00 -3.1104e+00 +1.8678e+00 -3.1649e+00 -1.3152e+00 +1.2562e+00 +2.8023e+00 -4.1887e+00 +4.2939e+00 +2.7571e+00 -1.3208e-01 -6.4141e-01 -5.3216e-01 -1.9365e+00 +8.5087e-02 +1.0772e-01 +3.1763e+00 +2.9483e+00
148 +3.714338908e+02 +3.714338908e+02 +4.647338908e+02 +4.647338908e+02 -1.5229e+00 -3.5000e+00 -2.6132e+00 -3.2473e+00 -4.5555e+00 +2.5493e+00 +5.2943e-01 +1.5441e+00 +1.8780e+00 -1.4077e+00 -3.1641e-01 -1.0529e+00 +1.8342e+00 +2.0405e+00 -1.8224e+00 +7.4429e-02 -2.4860e+00 -7.5691e-01 -1.3590e+00 -3.0295e+00
600 +2.497015487e+02 +2.497015487e+02 +3.430015487e+02 +3.430015487e+02 +2.0427e+00 -2.6722e+00 -2.6858e+00 +5.0344e-02 -7.3462e-01 +1.6339e+00 +1.0292e+00 +2.4125e+00 -4.1875e+00 -7.8251e-01 +2.1068e+00 +1.1089e+00 -1.0786e-01 +2.9796e+00 -3.3077e-01 -3.4314e+00 -2.0562e+00 +1.2541e+00 +1.1372e-02 -1.0970e+00
2334 +1.413705749e+02 +1.413705749e+02 +2.346705749e+02 +2.346705749e+02 +4.9920e-01 -1.9322e+00 -2.1695e+00 -1.8698e+00 -1.4292e+00 +2.6341e+00 -1.0936e+00 +1.6860e+00 -8.6000e-01 -9.3546e-01 +2.8485e+00 +1.1167e+00 +1.0026e+00 +1.3349e+00 -2.7947e+00 -6.9254e-01 -2.4665e-01 -1.5822e-02 -7.1716e-01 -1.8714e+00
% function evaluation | noise-free fitness - Fopt (1.364000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.800399656e+02 +8.800399656e+02 +8.936799656e+02 +8.936799656e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
10 +6.046851658e+02 +6.046851658e+02 +6.183251658e+02 +6.183251658e+02 +4.7009e-01 -2.0368e+00 +2.4469e+00 -3.1104e+00 +1.8678e+00 -3.1649e+00 -1.3152e+00 +1.2562e+00 +2.8023e+00 -4.1887e+00 +4.2939e+00 +2.7571e+00 -1.3208e-01 -6.4141e-01 -5.3216e-01 -1.9365e+00 +8.5087e-02 +1.0772e-01 +3.1763e+00 +2.9483e+00
394 +3.006126702e+02 +3.006126702e+02 +3.142526702e+02 +3.142526702e+02 +2.6157e-01 +3.0465e-01 -8.6345e-01 +3.3276e+00 +1.7873e+00 -2.0057e+00 -1.7376e+00 +8.0436e-02 -2.6538e+00 -1.7041e+00 -2.3418e+00 +3.3016e-01 -1.6458e+00 -1.6005e+00 +9.2245e-01 -1.3383e+00 -2.2198e+00 -3.3673e+00 +4.5332e+00 +7.7412e-03
721 +2.407899194e+02 +2.407899194e+02 +2.544299194e+02 +2.544299194e+02 +2.9646e-01 -2.6760e-01 +9.2542e-01 +2.1290e+00 +1.6383e+00 -1.5369e+00 -1.5708e+00 +4.5548e-01 -1.4974e+00 -1.3939e+00 +1.8167e-02 -2.1488e+00 +1.9592e+00 -1.2458e+00 +1.8281e+00 +8.1486e-02 -1.7081e+00 -2.3546e+00 +5.5348e-01 +3.1696e+00
3032 +1.575903666e+02 +1.575903666e+02 +1.712303666e+02 +1.712303666e+02 -1.2763e+00 +1.2343e+00 +7.3491e-01 +1.4432e+00 +6.4245e-01 -1.5977e+00 -6.1538e-01 -1.7013e-01 -2.0975e+00 -1.4888e+00 -1.6539e+00 +1.3142e+00 +9.4051e-01 -2.9023e-01 +1.1084e+00 -1.0653e+00 -1.6770e+00 -9.5532e-01 +1.1251e+00 +1.4832e+00
% function evaluation | noise-free fitness - Fopt (1.948000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
