% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.628982707e+01 +8.628982707e+01 +1.270698271e+02 +1.270698271e+02 -4.5222e-01 +3.7355e+00 -7.4606e-01 -4.9494e+00 -3.4200e+00 +1.7272e+00 -3.0272e+00 +3.7318e+00 -4.6302e+00 -4.3001e+00 -4.0805e+00 +1.3468e+00 -2.1466e+00 +3.4024e+00 -4.4651e+00 -1.8217e+00 +1.8363e+00 -2.6376e+00 -6.2483e-01 +1.1471e+00
% function evaluation | noise-free fitness - Fopt (-1.600000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.572071887e+01 +8.572071887e+01 +8.412071887e+01 +8.412071887e+01 +1.0682e+00 -3.7268e+00 -2.9295e+00 -3.1369e+00 +2.8511e+00 -3.3836e-01 -2.9819e+00 +4.3508e+00 +4.8520e+00 -1.7359e+00 -3.4111e+00 +3.9897e+00 +1.0102e+00 +3.5552e+00 +3.4593e+00 -4.1857e-01 +4.6032e+00 +4.4212e-01 +3.3042e+00 -4.2917e+00
% function evaluation | noise-free fitness - Fopt (-3.708400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.862982434e+01 +7.862982434e+01 -2.922101757e+02 -2.922101757e+02 +2.7574e+00 +1.3263e+00 +4.1993e+00 -3.7446e+00 +2.0025e+00 +4.9318e+00 -1.8823e+00 +4.3760e+00 -3.1832e+00 +3.4555e-01 +4.1504e+00 +5.4833e-01 +1.1533e+00 -6.8973e-01 +3.8887e+00 -2.1858e-01 +4.1466e+00 +4.7819e+00 +4.8286e-01 -3.3353e+00
% function evaluation | noise-free fitness - Fopt (-3.256000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.448435466e+01 +8.448435466e+01 +5.192435466e+01 +5.192435466e+01 -4.1596e+00 +1.3784e+00 +3.0699e+00 +2.4646e+00 -1.2405e-01 +1.9873e+00 -1.8447e+00 +4.6726e+00 -1.9383e+00 +3.9729e+00 -3.1413e+00 +4.6313e+00 +3.4902e+00 +1.6888e+00 +4.2305e+00 -2.6458e+00 -3.0856e+00 +3.1394e+00 +3.4817e+00 +4.6293e+00
% function evaluation | noise-free fitness - Fopt (5.154000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.483544574e+01 +8.483544574e+01 +6.002354457e+02 +6.002354457e+02 +8.6293e-01 +1.4753e+00 +4.3300e+00 +2.6618e+00 -9.2449e-03 -4.0205e-01 +1.8286e+00 -5.1614e-01 +2.0098e+00 -1.8065e+00 +6.1061e-01 +2.7391e+00 +2.9579e-01 +6.9664e-01 -6.7434e-01 +2.6406e+00 -4.7534e+00 -4.6017e+00 +2.8504e+00 -4.7283e+00
1996 +5.948051206e+01 +5.948051206e+01 +5.748805121e+02 +5.748805121e+02 -2.1759e+00 +4.3183e+00 -3.5716e+00 -1.4065e-01 +8.9804e-01 -8.1472e-01 -1.6488e+00 +2.0390e+00 -3.7312e+00 -3.3957e-01 +2.1427e+00 +3.0926e+00 -3.2101e+00 -1.3041e-01 +2.7097e+00 -1.0193e+00 +3.0942e+00 +3.8487e-01 -3.7201e+00 +4.0590e+00
