% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.652700017e+01 +8.652700017e+01 -9.134729998e+02 -9.134729998e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
446 +6.007015339e+01 +6.007015339e+01 -9.399298466e+02 -9.399298466e+02 -1.3288e+00 -1.0390e+00 -5.5376e-01 -2.3823e+00 +1.5932e+00 -8.3920e-01 -2.6325e+00 -3.3274e+00 +2.8578e+00 +1.5385e+00 +5.0000e+00 +1.4059e+00 +2.1553e-01 -2.5967e-01 -1.9886e+00 -2.6008e+00 +1.4683e-02 -8.5096e-01 +1.5363e+00 -8.2480e-01
659 +3.669504068e+01 +3.669504068e+01 -9.633049593e+02 -9.633049593e+02 -1.8121e+00 -7.9518e-01 +9.8310e-01 -4.3953e+00 +1.3704e+00 -1.5351e+00 -3.4777e+00 -3.9049e+00 +3.2102e+00 +1.4551e+00 +5.0000e+00 -2.3526e-01 +5.3174e-01 -1.1653e+00 -1.6529e+00 -1.9253e+00 +1.0629e+00 -8.1557e-01 +1.6683e+00 -7.2074e-01
846 +2.442437894e+01 +2.442437894e+01 -9.755756211e+02 -9.755756211e+02 -3.5504e+00 -2.5658e+00 +1.7350e+00 -4.7577e+00 +1.8920e+00 -1.9990e+00 -3.7756e+00 -3.7464e+00 +2.3698e+00 +2.4710e+00 +5.0000e+00 -9.9061e-01 +6.2795e-01 -1.4201e+00 -9.4443e-01 -3.0658e+00 +1.3789e+00 -4.7597e-01 +2.3385e+00 -7.8584e-01
951 +1.562158019e+01 +1.562158019e+01 -9.843784198e+02 -9.843784198e+02 -2.6524e+00 -2.1738e+00 +1.8306e+00 -4.4567e+00 +2.8398e+00 -2.5314e+00 -2.2553e+00 -4.9729e+00 +2.3637e+00 +7.2529e-01 +5.0000e+00 -1.4830e+00 +5.3065e-01 -9.6570e-01 -2.0689e+00 -4.2856e+00 +1.3009e+00 -1.2427e+00 +3.6429e-01 -1.0048e+00
1020 +9.209330300e+00 +9.209330300e+00 -9.907906697e+02 -9.907906697e+02 -2.8366e+00 -2.1318e+00 +2.0190e+00 -5.0000e+00 +3.2361e+00 -3.5530e+00 -2.0928e+00 -4.2635e+00 +2.3050e+00 +1.3043e+00 +5.0000e+00 -1.4893e+00 +1.0739e+00 -7.9635e-01 -2.1560e+00 -3.1252e+00 +2.4101e+00 -7.8407e-01 +9.0314e-01 -1.6259e+00
1432 +6.022863865e+00 +6.022863865e+00 -9.939771361e+02 -9.939771361e+02 -3.2020e+00 -1.7406e+00 +1.7500e+00 -4.8029e+00 +2.5312e+00 -4.0226e+00 -1.2273e+00 -4.4132e+00 +1.9621e+00 +1.4694e+00 +5.0000e+00 -8.2106e-01 +1.4298e+00 -1.0675e+00 -1.7646e+00 -3.0506e+00 +2.5263e+00 -5.4542e-01 +5.8534e-01 -2.1290e+00
1662 +3.895084050e+00 +3.895084050e+00 -9.961049160e+02 -9.961049160e+02 -3.5416e+00 -1.9911e+00 +1.8975e+00 -4.7226e+00 +1.9945e+00 -3.8074e+00 -1.2880e+00 -4.2671e+00 +2.1613e+00 +2.4695e+00 +5.0000e+00 -1.0282e+00 +1.7034e+00 -1.1804e+00 -1.7787e+00 -3.1083e+00 +2.6567e+00 -5.9850e-01 +3.4341e-01 -2.6059e+00
2011 +2.437944773e+00 +2.437944773e+00 -9.975620552e+02 -9.975620552e+02 -3.8035e+00 -1.9658e+00 +1.7386e+00 -4.7503e+00 +1.3358e+00 -3.6309e+00 -7.3226e-01 -5.0000e+00 +1.7621e+00 +2.3586e+00 +5.0000e+00 -1.4879e+00 +1.6831e+00 -7.8717e-01 -1.7591e+00 -3.6115e+00 +2.0651e+00 -7.0021e-01 +1.6918e-01 -2.2673e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
