% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.083611383e+03 +4.083611383e+03 +4.176551383e+03 +4.176551383e+03 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
2 +1.923155348e+03 +1.923155348e+03 +2.016095348e+03 +2.016095348e+03 +1.5574e+00 -4.6429e+00 +3.4913e+00 +4.3399e+00 +1.7874e+00 +2.5774e+00 +2.4313e+00 -1.0777e+00 +1.5548e+00 -3.2881e+00 +2.0605e+00 -4.6817e+00 -2.2308e+00 -4.5383e+00 -4.0287e+00 +3.2346e+00 +1.9483e+00 -1.8290e+00 +4.5022e+00 -4.6555e+00
3 +1.164685047e+03 +1.164685047e+03 +1.257625047e+03 +1.257625047e+03 -6.1256e-01 -1.1844e+00 +2.6552e+00 +2.9520e+00 -3.1313e+00 -1.0236e-01 -5.4414e-01 +1.4631e+00 +2.0936e+00 +2.5469e+00 -2.2397e+00 +1.7970e+00 +1.5510e+00 -3.3739e+00 -3.8100e+00 -1.6359e-02 +4.5974e+00 -1.5961e+00 +8.5268e-01 -2.7619e+00
23 +9.075003203e+02 +9.075003203e+02 +1.000440320e+03 +1.000440320e+03 -2.4521e+00 -2.7596e+00 +1.6783e+00 +3.4439e+00 -1.5554e+00 +2.8052e+00 +1.7533e+00 -4.9328e+00 +1.0217e+00 -1.1323e+00 +4.1599e+00 -4.9885e+00 -3.7551e-01 -7.5651e-01 -3.9084e-01 +2.7016e+00 -1.7753e+00 +2.8474e+00 -2.8643e-01 -4.6424e+00
105 +5.817307255e+02 +5.817307255e+02 +6.746707255e+02 +6.746707255e+02 -1.4735e-01 +3.0727e+00 +1.3579e+00 -1.3632e+00 -1.7430e+00 +2.0928e+00 +9.0431e-01 -3.8060e+00 +3.4668e+00 +1.1680e+00 -3.2529e+00 -3.6665e+00 +2.7029e+00 -1.4978e+00 +6.8062e-01 -3.1594e+00 +3.4193e+00 +8.6319e-01 -2.4356e+00 +1.1346e+00
319 +3.963342785e+02 +3.963342785e+02 +4.892742785e+02 +4.892742785e+02 +7.2167e-01 -4.1011e+00 +9.7421e-01 +2.7724e+00 +2.2013e+00 +2.1048e+00 +1.0253e-01 -4.7696e+00 +3.9768e+00 +2.7116e+00 +2.0318e+00 -3.2457e+00 +8.0100e-01 +3.5544e+00 +4.4815e-01 -5.3437e-01 +1.0718e+00 -1.2480e+00 -3.8432e+00 -1.0896e+00
365 +2.305247037e+02 +2.305247037e+02 +3.234647037e+02 +3.234647037e+02 -3.7938e+00 -1.8480e+00 -5.2293e-01 +3.4034e+00 +1.0452e+00 +5.0855e+00 -8.2802e-01 +9.5700e-02 +3.3268e+00 +2.4912e+00 -2.0230e+00 -9.5836e-01 +2.9295e+00 +1.0963e+00 +4.2562e-01 +8.6731e-02 +6.1741e+00 -3.0609e-01 +3.9187e+00 +1.2140e+00
720 +1.485576773e+02 +1.485576773e+02 +2.414976773e+02 +2.414976773e+02 +5.7046e-01 -1.3560e+00 +6.5701e-01 +3.7052e+00 -1.0234e+00 +4.5807e+00 +1.0505e-01 +1.0423e+00 +3.0734e+00 +3.3116e+00 -5.2191e-01 -3.1621e+00 -1.1461e+00 +9.3955e-01 +1.1197e+00 -4.7819e-01 +4.1514e+00 -3.4911e+00 +1.6398e+00 -1.2910e+00
800 +8.387827609e+01 +8.387827609e+01 +1.768182761e+02 +1.768182761e+02 +5.7046e-01 +9.4686e-01 -6.9737e-01 +3.7052e+00 +1.4664e+00 +5.4803e+00 +2.9561e+00 +1.0423e+00 +2.1544e+00 +3.3116e+00 -1.8304e+00 -1.3547e+00 -1.1461e+00 +9.3955e-01 +1.7596e+00 -2.0400e+00 +4.1514e+00 -3.4911e+00 +1.6398e+00 -1.2910e+00
1115 +6.195768523e+01 +6.195768523e+01 +1.548976852e+02 +1.548976852e+02 -7.1403e-02 +6.6865e-01 +5.9912e-01 +3.1732e+00 +1.5668e+00 +5.3829e+00 -9.7583e-01 -1.7519e+00 +1.7189e+00 +3.5010e+00 -4.9140e-01 -1.5372e+00 -2.5594e+00 +1.1602e+00 +1.5451e+00 -1.4551e+00 +3.8078e+00 -2.2219e+00 +2.3778e+00 -1.5035e+00
