% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.292897258e+05 +5.292897258e+05 +5.294135558e+05 +5.294135558e+05 -3.5359e+00 +4.6844e+00 +1.9507e+00 +5.8078e-01 -2.6756e+00 +4.7866e+00 +1.3289e+00 +1.4724e+00 -3.4444e-01 +9.4812e-01 +1.2376e+00 +8.7301e-01 +3.1843e+00 -2.5356e+00 -3.7302e+00 -3.5645e+00 -2.8707e+00 -2.9341e+00 -6.3212e-02 +1.2639e+00
2 +3.825888445e+05 +3.825888445e+05 +3.827126745e+05 +3.827126745e+05 +1.5481e-01 -2.9548e+00 +4.7713e+00 +6.9287e-01 -2.7956e+00 +1.2152e+00 -2.6062e+00 -4.2561e+00 +4.7816e+00 -2.5420e+00 +4.5691e+00 +4.3090e+00 -3.8752e+00 -1.6430e+00 -9.9559e-01 +8.1277e-01 +2.7470e+00 +7.8855e-01 +4.7387e+00 +2.6665e-02
3 +2.092800462e+05 +2.092800462e+05 +2.094038762e+05 +2.094038762e+05 +3.7764e+00 -2.3152e+00 -2.3219e+00 -2.7372e+00 -2.0695e-01 +1.0130e-01 +2.5446e-01 +5.5975e-01 -1.0369e+00 +2.1444e+00 -3.3639e+00 +2.3583e+00 -4.6877e+00 -2.4483e-01 +7.5082e-01 -3.7434e+00 -4.0773e+00 -2.9352e+00 +4.3558e+00 +1.2640e+00
12 +1.021296844e+05 +1.021296844e+05 +1.022535144e+05 +1.022535144e+05 +1.5172e+00 -1.6066e+00 -1.7085e+00 -1.4228e+00 -4.4025e+00 -1.7115e+00 +1.5054e+00 +3.6392e+00 -5.9279e-01 +3.0546e-01 +3.4213e+00 -5.9188e-01 +1.9024e+00 +1.4540e+00 -3.7307e+00 +2.6382e+00 -2.5085e+00 +1.0189e+00 -1.9235e+00 +4.5741e+00
37 +8.100325384e+04 +8.100325384e+04 +8.112708384e+04 +8.112708384e+04 -2.6189e-01 -1.2381e+00 +4.9742e-01 -2.1129e+00 +4.9087e+00 +7.5323e-01 -8.2029e-01 -1.6029e-01 +2.8013e+00 -7.0578e-01 -3.0587e+00 +5.0628e-01 -2.7993e+00 -7.9376e-01 +1.6798e+00 -2.7193e+00 +7.5013e-01 -2.6551e+00 -3.5823e-01 +1.0208e+00
201 +4.063377532e+04 +4.063377532e+04 +4.075760532e+04 +4.075760532e+04 -1.2293e+00 +2.8529e+00 -1.4295e+00 +2.6197e+00 -1.1853e+00 +9.9200e-03 +1.2636e+00 +1.1472e+00 +6.6273e-01 +1.1689e+00 -4.1244e+00 -2.9241e+00 +2.3651e-01 -1.8274e+00 +2.7884e+00 -3.7841e+00 -1.1523e+00 -1.4097e-01 -1.8559e+00 -4.5855e+00
1294 +3.534215392e+04 +3.534215392e+04 +3.546598392e+04 +3.546598392e+04 +2.1215e+00 +5.4109e-01 +7.8037e-01 -4.7493e+00 -2.9447e+00 -4.0975e-01 -1.3994e+00 +1.9261e+00 +3.7501e+00 -3.3486e+00 +1.2989e+00 +4.7578e-01 +1.1883e+00 +1.3967e+00 -1.7055e+00 +4.7151e+00 +5.7475e-01 -1.1123e+00 -2.4316e+00 +4.7809e-01
% function evaluation | noise-free fitness - Fopt (4.751000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.671683588e+05 +2.671683588e+05 +2.672158688e+05 +2.672158688e+05 +2.8232e+00 +3.8395e+00 -1.9568e+00 -2.4593e+00 -1.5838e+00 +1.3976e-01 +9.6968e-01 -3.6787e+00 +4.7057e+00 +2.5604e+00 -2.1106e+00 +5.4945e-01 +3.8118e+00 -3.2031e+00 +3.1981e+00 +1.1838e+00 -3.8750e+00 -1.1470e-01 +4.6731e+00 +3.2458e+00
7 +2.496401626e+05 +2.496401626e+05 +2.496876726e+05 +2.496876726e+05 -1.0275e-01 +2.7533e+00 -2.3695e+00 +3.1430e+00 -3.7533e+00 +4.9786e-01 -7.5958e-01 +5.8294e-01 +9.6796e-01 +2.0633e+00 +4.7543e+00 -2.3984e+00 -4.0117e+00 -4.7130e+00 +4.3983e+00 +5.9093e-02 -6.0624e-01 +5.4146e-01 +4.9691e-04 +3.2641e+00
15 +1.524675743e+05 +1.524675743e+05 +1.525150843e+05 +1.525150843e+05 +3.0733e+00 -3.3084e+00 +2.9382e+00 +2.1983e+00 +1.9457e+00 +2.5329e+00 +3.5779e-01 -2.7709e+00 -3.9785e+00 +9.3828e-01 +4.0656e-01 +1.1708e+00 +2.6856e+00 -4.1194e+00 +2.9489e+00 -3.8716e+00 +1.1989e+00 -2.9595e+00 -3.7028e-01 +5.2336e-01
40 +9.789358012e+04 +9.789358012e+04 +9.794109012e+04 +9.794109012e+04 +3.1232e+00 +2.2194e+00 +3.2772e+00 -2.9618e+00 +1.6618e+00 +2.1547e+00 +5.6363e-01 -2.3898e-01 +1.8038e+00 -4.3289e+00 -6.2211e-01 -2.1327e+00 -2.2906e+00 +1.1020e+00 -2.2171e+00 -7.3983e-01 +1.8123e+00 -4.2705e-01 -2.6208e+00 +3.8117e+00
144 +6.037670686e+04 +6.037670686e+04 +6.042421686e+04 +6.042421686e+04 -4.4354e+00 -8.2622e-02 -7.8221e-01 +2.5116e+00 -1.0757e+00 +1.8673e+00 -7.4070e-01 +7.3621e-01 +2.8258e-02 +1.5623e+00 +4.1809e+00 -2.3544e+00 +3.6646e+00 -2.6128e+00 -6.6196e-01 -1.7342e+00 +1.2613e+00 -5.7683e-01 +2.2953e+00 +1.4527e-01
2805 +3.479128494e+04 +3.479128494e+04 +3.483879494e+04 +3.483879494e+04 -7.3067e-01 +1.3227e+00 +1.8566e+00 +4.6893e-01 +4.8518e-01 +3.3386e+00 -9.2359e-01 +7.5063e-01 +1.1588e-02 +8.6881e-01 -1.4896e-01 +4.6983e+00 +2.8793e-01 -2.4535e+00 +1.0740e+00 +1.0580e+00 -2.7770e+00 -1.4116e+00 +1.6721e+00 -8.2695e-01
% function evaluation | noise-free fitness - Fopt (5.534000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.723446551e+05 +4.723446551e+05 +4.723999951e+05 +4.723999951e+05 -1.3593e+00 +1.8500e+00 -1.2690e+00 -4.3935e+00 -2.8186e-01 -1.4324e+00 +2.6015e-01 +3.8339e+00 -3.5727e+00 -3.0509e+00 +3.5947e-01 -2.6468e+00 +4.6417e+00 -2.0244e+00 -3.5399e+00 -7.0016e-02 -4.4946e+00 -4.9220e+00 +3.4533e+00 +1.6570e+00
3 +2.478911041e+05 +2.478911041e+05 +2.479464441e+05 +2.479464441e+05 +1.9174e+00 -2.2660e+00 +4.4459e+00 +9.6975e-01 -4.5925e+00 -5.1551e-01 +3.4818e+00 +1.9401e+00 -4.3403e+00 +4.3463e+00 -7.4728e-01 +3.6379e-01 -1.5905e+00 -3.7261e+00 +3.3901e+00 -1.7740e+00 -3.4365e+00 +2.1309e+00 -2.0529e-01 -2.0476e-01
12 +8.842803345e+04 +8.842803345e+04 +8.848337345e+04 +8.848337345e+04 +4.3907e+00 +4.9768e+00 +4.1952e+00 +2.3263e-01 -2.5448e-01 -1.5220e+00 +3.9906e-01 -1.7051e+00 +3.0466e+00 +3.6848e+00 +4.0294e+00 -2.5385e-02 -2.6968e+00 -2.5778e+00 -3.8471e+00 -2.8067e+00 +1.0035e+00 +4.5251e+00 -4.5832e-01 +1.3719e+00
1478 +4.718934254e+04 +4.718934254e+04 +4.724468254e+04 +4.724468254e+04 +1.7900e+00 -2.1246e+00 -4.8420e-01 +1.7209e+00 +8.3910e-01 -3.7182e-01 +3.1868e+00 -5.7482e-01 +1.6130e+00 -2.2235e+00 +9.5695e-01 +2.5822e+00 +1.4351e+00 -4.3016e+00 +2.4429e+00 -1.5664e+00 +4.5442e-01 +1.9831e+00 +1.4715e+00 +7.3434e-02
3206 +3.707415689e+04 +3.707415689e+04 +3.712949689e+04 +3.712949689e+04 -1.1522e+00 -1.2215e+00 -3.1346e+00 +2.7682e+00 -1.0321e+00 +9.1258e-01 -4.1332e-01 +2.6232e+00 -2.2320e+00 -2.0755e+00 -7.3643e-01 +4.5240e-01 -2.1492e+00 +1.3184e+00 +1.2615e+00 -3.4917e+00 +1.9836e+00 -2.0198e+00 -5.2414e-01 +1.3369e+00
% function evaluation | noise-free fitness - Fopt (-9.033000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.126515977e+05 +4.126515977e+05 +4.125612677e+05 +4.125612677e+05 +4.9925e+00 +1.2752e-01 +4.3859e+00 -4.8464e+00 -1.0949e+00 +3.7798e+00 +2.0387e+00 -1.3131e+00 +3.1679e+00 -2.2844e+00 -1.5124e+00 -3.8014e+00 -1.1903e+00 +4.9012e+00 -1.5984e+00 -4.1228e+00 -2.7727e+00 +3.6357e-01 -4.6785e+00 -1.1964e+00
3 +3.735027884e+05 +3.735027884e+05 +3.734124584e+05 +3.734124584e+05 -4.2980e+00 -4.7357e+00 +3.1526e+00 +1.9743e-01 -3.4306e+00 -1.7043e-01 -3.3026e+00 -3.3193e+00 +3.4549e+00 -4.5579e+00 +1.9353e-01 -2.5885e+00 -1.9938e+00 -4.6671e+00 -1.3076e+00 -3.6686e+00 -9.1431e-01 -2.2819e+00 -1.9190e+00 -2.1910e+00
5 +1.204615319e+05 +1.204615319e+05 +1.203712019e+05 +1.203712019e+05 -3.9345e+00 -3.0862e+00 -1.7833e+00 +3.1688e+00 +4.3608e+00 +3.7585e+00 +1.5478e+00 -1.3851e+00 -3.6214e+00 -2.8056e+00 +7.3857e-01 -1.0065e+00 -3.6756e-01 -6.1854e-01 -1.6017e+00 +2.7561e+00 +1.1848e+00 +2.4033e+00 -1.8562e+00 +2.4793e+00
261 +6.359732504e+04 +6.359732504e+04 +6.350699504e+04 +6.350699504e+04 -2.2881e+00 +3.0306e+00 -2.6842e+00 +2.4469e+00 +4.2869e+00 -8.1812e-01 -1.4122e+00 -1.2668e-01 -3.2619e+00 -3.4720e+00 -1.9624e+00 +2.1498e+00 +4.4346e+00 -1.1263e+00 -2.2167e+00 +3.8173e+00 -1.8327e+00 +2.9185e+00 +1.9335e+00 +4.1734e+00
