% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.848629188e+08 +3.848629188e+08 +3.848622977e+08 +3.848622977e+08 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
16 +1.735216402e+08 +1.735216402e+08 +1.735210190e+08 +1.735210190e+08 -4.4038e+00 +1.8197e+00 -4.5757e+00 -4.2855e+00 +2.1650e-01 -4.0327e+00 +3.1815e+00 +3.1755e+00 +2.2244e+00 -3.5013e+00 +1.5961e+00 +1.8595e-01 +4.7297e+00 +1.4899e+00 +3.0033e+00 -4.6202e-01 -6.7608e-01 +3.2531e+00 -4.1653e+00 -3.6683e+00
90 +8.427954679e+07 +8.427954679e+07 +8.427892568e+07 +8.427892568e+07 -1.5299e+00 -3.6792e-02 +4.4693e-01 -4.4245e+00 -1.1422e-01 -4.0788e+00 +6.8485e-01 +3.2562e+00 +1.3919e+00 -2.3341e+00 +2.2939e+00 +7.5713e-01 +1.8679e+00 +1.3586e+00 +1.4678e+00 +2.2115e-02 +1.1570e-01 +2.1077e+00 +1.1763e+00 +9.4831e-01
170 +5.150607871e+07 +5.150607871e+07 +5.150545760e+07 +5.150545760e+07 -2.8251e+00 +7.5762e-01 -4.4828e-01 -4.0000e+00 +9.9877e-03 -3.4898e+00 +1.5608e+00 +3.1481e+00 +1.4585e+00 -1.7345e+00 +8.0844e-01 +3.6279e-01 +2.8307e+00 +1.2505e+00 +2.1595e+00 -1.2292e-01 +9.7198e-01 +2.5902e+00 -1.5736e-01 -1.7521e-01
223 +3.489337766e+07 +3.489337766e+07 +3.489275655e+07 +3.489275655e+07 -2.1570e+00 +1.6991e+00 -9.7356e-01 -1.5561e+00 +7.8815e-01 -2.1948e+00 +8.3655e-01 +6.7153e-02 +1.4971e+00 -2.4656e+00 -1.7297e-01 +1.1511e-02 +3.8831e+00 +1.0553e+00 +2.9936e+00 -1.2564e+00 +1.9405e+00 +2.0749e+00 +6.7505e-01 -2.0974e-02
326 +2.448765491e+07 +2.448765491e+07 +2.448703380e+07 +2.448703380e+07 -1.2107e+00 +2.4103e+00 -5.9417e-01 -3.2214e+00 +1.2331e+00 -3.0013e+00 +7.7577e-02 +1.2818e+00 +1.4834e+00 -2.4283e+00 -4.1864e-01 +1.6238e+00 +4.1731e+00 +8.3995e-01 +2.5237e+00 -1.9460e+00 +1.8074e+00 +2.6020e+00 +3.9929e-01 +1.6295e+00
485 +1.550460204e+07 +1.550460204e+07 +1.550398093e+07 +1.550398093e+07 -2.0148e+00 +2.0188e+00 -6.3875e-01 -4.0304e+00 +1.2266e-01 -2.5923e+00 +1.8120e-01 +5.3863e-01 +1.3688e+00 -2.1333e+00 +8.7565e-01 +1.3084e+00 +4.3541e+00 +2.0065e-01 +2.4439e+00 -1.7696e+00 +2.0709e+00 +2.5546e+00 -4.5777e-01 +1.0552e+00
631 +7.889228040e+06 +7.889228040e+06 +7.888606930e+06 +7.888606930e+06 -2.2164e+00 +2.6553e+00 +3.6660e-01 -4.0861e+00 -2.4596e-01 -2.2106e+00 +8.6243e-02 -5.0077e-02 +8.3371e-01 -1.2724e+00 +1.3645e+00 +1.9409e+00 +4.4644e+00 +6.1593e-01 +2.7932e+00 -2.5947e+00 +1.0663e+00 +1.2596e+00 -4.4794e-01 +1.1132e+00
731 +6.129096299e+06 +6.129096299e+06 +6.128475189e+06 +6.128475189e+06 -2.0584e+00 +3.5130e+00 +1.8863e-02 -4.1411e+00 -2.5921e-02 -1.8215e+00 -3.4202e-01 -1.1096e-01 +1.1016e+00 -9.0657e-01 +8.9881e-01 +1.8152e+00 +4.4493e+00 +7.5676e-01 +2.2532e+00 -2.4909e+00 +1.0757e+00 +1.6215e+00 -8.1664e-01 +1.0015e+00
937 +3.935876799e+06 +3.935876799e+06 +3.935255689e+06 +3.935255689e+06 -2.2994e+00 +3.3447e+00 +1.3454e-02 -5.0000e+00 +2.5238e-01 -1.5374e+00 +2.7767e-01 -4.1713e-01 +8.3609e-01 -8.9506e-01 +6.6100e-01 +2.0668e+00 +4.2932e+00 +1.2505e+00 +2.5867e+00 -2.2823e+00 +1.6170e+00 +1.1971e+00 -1.3674e+00 +8.8022e-01
1180 +2.459290580e+06 +2.459290580e+06 +2.458669470e+06 +2.458669470e+06 -2.1006e+00 +3.4729e+00 -5.8594e-01 -4.6462e+00 +9.5409e-02 -1.6393e+00 +3.5292e-01 -3.5359e-01 +9.4411e-01 -5.9373e-01 +7.7055e-01 +1.8919e+00 +4.2107e+00 +1.2711e+00 +2.9732e+00 -2.0864e+00 +1.5913e+00 +1.1241e+00 -8.1828e-01 +6.6466e-01
1604 +1.501950230e+06 +1.501950230e+06 +1.501329120e+06 +1.501329120e+06 -1.7860e+00 +3.5864e+00 -6.0972e-01 -4.7217e+00 +6.7052e-02 -1.9356e+00 +2.5263e-01 -4.0528e-01 +9.4724e-01 -4.5189e-01 +6.9318e-01 +2.3200e+00 +3.9873e+00 +8.3221e-01 +3.1013e+00 -2.1968e+00 +1.5345e+00 +1.2376e+00 -1.0610e+00 +7.1678e-01
