% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.747447124e+01 +2.747447124e+01 +1.053447124e+01 +1.053447124e+01 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00
9 +2.062838180e+01 +2.062838180e+01 +3.688381803e+00 +3.688381803e+00 -1.4834e+00 +3.3083e+00 +8.5264e-01 +4.9724e-01 +4.1719e+00 -2.1416e+00 +2.5720e+00 +2.5373e+00 -1.1955e+00 +6.7822e-01
41 +1.229885615e+01 +1.229885615e+01 -4.641143849e+00 -4.641143849e+00 +2.1472e+00 +3.1800e+00 -2.7301e+00 +3.3657e+00 +2.2369e+00 -3.2942e+00 -1.2150e+00 +3.6386e-02 +3.5751e+00 +3.6489e+00
166 +8.414455871e+00 +8.414455871e+00 -8.525544129e+00 -8.525544129e+00 +1.6661e+00 +3.3851e+00 -1.7610e+00 +6.2612e-01 +1.8998e-01 -3.2352e+00 +6.5795e-01 +1.0521e+00 +2.2397e+00 +6.0616e-01
236 +5.767964479e+00 +5.767964479e+00 -1.117203552e+01 -1.117203552e+01 +1.9366e+00 +3.5672e+00 -1.4544e+00 +2.0035e+00 +1.5494e+00 -3.1601e+00 +4.1942e-01 -4.6351e-01 +1.4151e+00 +1.2280e+00
1847 +3.968624861e+00 +3.968624861e+00 -1.297137514e+01 -1.297137514e+01 +1.9684e+00 +3.6615e+00 -1.3261e+00 +2.0034e+00 +1.5285e+00 -3.2929e+00 +4.8528e-01 -5.3111e-01 +1.5281e+00 +1.0549e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.410269772e+01 +3.410269772e+01 +5.291269772e+01 +5.291269772e+01 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00
8 +2.111238020e+01 +2.111238020e+01 +3.992238020e+01 +3.992238020e+01 +3.4072e+00 -2.4572e+00 +3.1428e+00 -2.5648e+00 +4.2926e+00 -1.5002e+00 -3.0340e+00 -2.4892e+00 +1.1604e+00 -2.6711e-01
9 +1.223775263e+01 +1.223775263e+01 +3.104775263e+01 +3.104775263e+01 -1.4834e+00 +3.3083e+00 +8.5264e-01 +4.9724e-01 +4.1719e+00 -2.1416e+00 +2.5720e+00 +2.5373e+00 -1.1955e+00 +6.7822e-01
