% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.194381176e+01 +7.194381176e+01 +5.500381176e+01 +5.500381176e+01 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
2 +3.534434520e+01 +3.534434520e+01 +1.840434520e+01 +1.840434520e+01 +1.5574e+00 -4.6429e+00 +3.4913e+00 +4.3399e+00 +1.7874e+00 +2.5774e+00 +2.4313e+00 -1.0777e+00 +1.5548e+00 -3.2881e+00 +2.0605e+00 -4.6817e+00 -2.2308e+00 -4.5383e+00 -4.0287e+00 +3.2346e+00 +1.9483e+00 -1.8290e+00 +4.5022e+00 -4.6555e+00
13 +2.101549403e+01 +2.101549403e+01 +4.075494032e+00 +4.075494032e+00 -4.1448e+00 -2.3752e+00 +3.0101e+00 -4.7078e+00 +4.2885e+00 +2.3033e+00 -1.1391e-01 +7.8525e-01 -2.6272e+00 -4.1151e-01 +4.6309e+00 +4.6806e-01 +2.1136e-01 -2.6841e+00 -1.1102e-01 +1.2406e+00 +1.7914e+00 -1.0448e+00 -1.3256e+00 +4.8798e+00
67 +1.515579398e+01 +1.515579398e+01 -1.784206020e+00 -1.784206020e+00 -1.9542e+00 -1.5163e+00 -3.4184e-01 +1.6350e+00 +2.2790e+00 +1.7301e+00 +3.3285e+00 +3.7274e+00 -3.1039e+00 -2.6113e+00 +2.9627e+00 -3.0618e+00 -1.9763e-01 -6.9656e-01 +2.6114e+00 +8.4853e-01 -6.5436e-02 +7.1431e-01 +1.4126e+00 +1.2005e+00
216 +9.526795371e+00 +9.526795371e+00 -7.413204629e+00 -7.413204629e+00 -3.4089e-01 -1.3663e+00 +6.7249e-02 -1.5065e+00 +3.7336e+00 -4.8653e-01 +2.0369e+00 +2.9318e+00 -1.1905e+00 -6.0954e-01 +4.5775e+00 -1.7806e+00 +9.7030e-01 -1.4157e+00 +1.4458e+00 +1.6330e+00 +1.6276e+00 -6.8406e-01 +3.1975e-01 +9.1149e-01
699 +6.245702490e+00 +6.245702490e+00 -1.069429751e+01 -1.069429751e+01 +5.0140e-01 -1.8593e+00 +1.0279e+00 -1.1853e+00 +3.3681e+00 -1.1805e+00 +2.1028e+00 +2.1714e+00 -1.7573e+00 -1.3264e+00 +4.1732e+00 -1.5431e+00 +3.1437e-01 -1.1549e+00 +1.8062e+00 +2.0984e+00 +2.4364e+00 -5.5868e-01 +1.1957e+00 +1.4249e+00
1696 +3.926267213e+00 +3.926267213e+00 -1.301373279e+01 -1.301373279e+01 +1.2676e+00 -1.7877e+00 -5.7997e-01 -4.8063e-01 +3.0483e+00 -1.3482e+00 +7.2297e-01 +1.4553e+00 -1.9256e+00 -1.0690e+00 +3.2534e+00 -9.7895e-01 +3.8511e-02 -2.6576e-01 +2.2278e+00 +2.3086e+00 +1.9984e+00 +4.0737e-01 +9.7926e-02 +9.5866e-01
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.424859177e+01 +1.424859177e+01 +3.305859177e+01 +3.305859177e+01 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
123 +9.901514778e+00 +9.901514778e+00 +2.871151478e+01 +2.871151478e+01 -1.6126e+00 -5.6567e-02 +2.8917e-01 +1.9520e+00 -1.3127e-01 -1.1024e+00 +2.3806e-01 +8.5339e-01 +2.6041e+00 +1.5469e+00 -1.2397e+00 +1.7058e+00 +2.5510e+00 -3.7388e-01 -8.1002e-01 -9.3230e-01 +1.5974e+00 +1.4039e+00 -1.4732e-01 -9.5025e-01
323 +6.120411875e+00 +6.120411875e+00 +2.493041188e+01 +2.493041188e+01 -1.7063e+00 +2.6109e+00 -1.5760e+00 -2.1234e+00 +1.2858e+00 -2.1204e+00 +3.3241e-01 +1.6037e+00 +8.7743e-01 +6.3879e-01 +3.5138e-01 +2.1914e+00 +3.2536e+00 +6.4903e-02 +1.5419e+00 -1.7232e+00 -1.4074e+00 +2.9360e+00 -6.2816e-01 +9.0545e-01
525 +3.668161675e+00 +3.668161675e+00 +2.247816168e+01 +2.247816168e+01 -1.2976e+00 +2.8313e+00 -2.0883e+00 -3.0094e+00 +1.3709e+00 -2.1743e+00 +1.0699e+00 +2.4911e+00 +4.9889e-01 +1.2348e+00 -9.3224e-01 +3.0794e+00 +2.7000e+00 -3.9641e-01 +1.2147e+00 -4.9519e-01 -2.6586e+00 +3.6679e+00 -9.0407e-01 +1.5499e+00
858 +2.463682055e+00 +2.463682055e+00 +2.127368205e+01 +2.127368205e+01 -1.1768e+00 +3.4191e+00 -2.1834e+00 -3.5268e+00 +1.3359e+00 -2.3106e+00 +1.4143e+00 +2.5662e+00 +5.9438e-01 +1.2979e+00 -1.1739e+00 +3.2509e+00 +2.9682e+00 -1.6172e-01 +1.0683e+00 -9.5588e-01 -3.3548e+00 +4.1660e+00 -1.2684e+00 +1.3519e+00
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.298439845e+01 +7.298439845e+01 +3.461343984e+02 +3.461343984e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
