% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.194381176e+01 +7.194381176e+01 +5.500381176e+01 +5.500381176e+01 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
2 +3.534434520e+01 +3.534434520e+01 +1.840434520e+01 +1.840434520e+01 +1.5574e+00 -4.6429e+00 +3.4913e+00 +4.3399e+00 +1.7874e+00 +2.5774e+00 +2.4313e+00 -1.0777e+00 +1.5548e+00 -3.2881e+00 +2.0605e+00 -4.6817e+00 -2.2308e+00 -4.5383e+00 -4.0287e+00 +3.2346e+00 +1.9483e+00 -1.8290e+00 +4.5022e+00 -4.6555e+00
13 +2.101549403e+01 +2.101549403e+01 +4.075494032e+00 +4.075494032e+00 -4.1448e+00 -2.3752e+00 +3.0101e+00 -4.7078e+00 +4.2885e+00 +2.3033e+00 -1.1391e-01 +7.8525e-01 -2.6272e+00 -4.1151e-01 +4.6309e+00 +4.6806e-01 +2.1136e-01 -2.6841e+00 -1.1102e-01 +1.2406e+00 +1.7914e+00 -1.0448e+00 -1.3256e+00 +4.8798e+00
67 +1.583998826e+01 +1.583998826e+01 -1.100011741e+00 -1.100011741e+00 -1.9542e+00 -1.5163e+00 -3.4184e-01 +1.6350e+00 +2.2790e+00 +1.9794e+00 +3.3285e+00 +3.7274e+00 -3.1445e+00 -2.6113e+00 +2.9627e+00 -3.0618e+00 -1.4724e-01 -6.9656e-01 +2.6114e+00 +8.4853e-01 -6.5436e-02 +7.1431e-01 +1.4126e+00 +1.2005e+00
170 +8.823238576e+00 +8.823238576e+00 -8.116761424e+00 -8.116761424e+00 -1.3673e+00 -1.1017e-02 +2.5956e-02 -1.1762e+00 +3.8678e+00 -1.1649e+00 +6.8485e-01 +1.2626e+00 +1.1360e+00 -1.6340e+00 +3.0354e+00 -2.2866e-01 +3.5065e-01 -2.6414e+00 -5.2069e-01 -2.9291e-01 +2.4592e+00 +5.3875e-01 +6.7479e-01 +3.9305e+00
707 +6.271441065e+00 +6.271441065e+00 -1.066855894e+01 -1.066855894e+01 +1.1812e+00 -1.9154e-01 +6.9002e-01 +1.3222e+00 +4.8806e+00 -2.1746e+00 +1.0350e+00 +1.5975e+00 -6.3491e-01 -1.8034e+00 +2.7861e+00 +6.9948e-01 +2.0496e+00 -2.1465e+00 +7.6515e-01 -2.2255e-01 +3.5679e+00 +8.4880e-01 -1.1996e+00 +2.6728e+00
1723 +3.736391816e+00 +3.736391816e+00 -1.320360818e+01 -1.320360818e+01 +4.0743e+00 +6.3093e-01 +2.5478e-01 +8.6755e-01 +3.4546e+00 -2.2117e+00 +2.8929e+00 -1.6390e-02 +5.1495e-01 -1.6213e+00 +3.7512e+00 -8.5914e-01 -2.8267e-01 -2.1952e+00 +1.7125e+00 +1.6413e+00 +3.3986e+00 +8.7045e-01 +1.7522e+00 +1.8515e+00
2450 +2.311586057e+00 +2.311586057e+00 -1.462841394e+01 -1.462841394e+01 +3.2603e+00 +9.6562e-01 -8.5800e-01 +1.2383e+00 +3.0504e+00 -1.9627e+00 +2.2185e+00 -9.5408e-01 +2.1157e-01 -2.5875e+00 +3.8022e+00 -7.0252e-01 -6.0099e-01 -2.2563e+00 +1.3956e+00 +1.6151e+00 +3.3797e+00 +2.2316e-01 +8.9766e-01 +2.0962e+00
3327 +1.401799299e+00 +1.401799299e+00 -1.553820070e+01 -1.553820070e+01 +3.6109e+00 +8.4670e-01 -1.5194e-01 +1.3111e+00 +3.5005e+00 -1.6839e+00 +2.5805e+00 -9.2048e-01 +5.5204e-01 -2.4792e+00 +3.4624e+00 -5.8788e-01 -5.2727e-01 -2.1697e+00 +2.2340e+00 +2.3022e+00 +2.7633e+00 +3.7958e-01 +1.1878e+00 +2.5377e+00
4297 +9.851709795e-01 +9.851709795e-01 -1.595482902e+01 -1.595482902e+01 +3.7018e+00 +9.7706e-01 -1.5144e-01 +1.7910e+00 +3.5557e+00 -1.5153e+00 +2.3748e+00 -1.0545e+00 +3.6065e-01 -2.7496e+00 +3.3845e+00 -1.2548e-01 -7.5062e-01 -2.2694e+00 +2.3278e+00 +2.1218e+00 +2.9967e+00 +4.3835e-01 +1.1825e+00 +2.8874e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.424859177e+01 +1.424859177e+01 +3.305859177e+01 +3.305859177e+01 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
214 +9.150703173e+00 +9.150703173e+00 +2.796070317e+01 +2.796070317e+01 -1.6226e+00 +1.7748e+00 +1.2578e+00 +1.8123e+00 -1.0129e+00 -1.6795e+00 +3.4182e-01 +2.2433e+00 -2.0973e+00 +3.2123e+00 -9.3238e-01 +2.5376e+00 +2.9417e+00 -2.0948e-01 +1.5896e+00 +1.0372e+00 +9.0923e-01 +2.3063e-01 +1.5704e+00 -7.2324e-01
294 +5.474065138e+00 +5.474065138e+00 +2.428406514e+01 +2.428406514e+01 -2.1448e+00 +1.0049e+00 +2.8168e-01 +8.1235e-01 -1.2877e-02 -2.0887e+00 +1.3418e+00 +3.2433e+00 -1.0973e+00 +2.2123e+00 -5.4667e-01 +1.5376e+00 +3.2092e+00 -8.3090e-01 +6.3361e-01 +3.7206e-02 -9.0775e-02 +1.2306e+00 +5.7035e-01 -4.4180e-01
