% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.067947246e+02 +1.067947246e+02 +1.781447246e+02 +1.781447246e+02 +1.9203e+00 -1.5553e+00 +3.1832e+00 +2.0487e+00 -4.7928e+00 -3.8561e+00 +3.1710e+00 -2.7111e+00 -4.4822e+00 +3.2815e+00 -7.9056e-01 -2.0183e+00 +3.1027e+00 +1.6070e+00 +2.5179e+00 +1.2549e+00 +1.1477e+00 +2.5827e+00 -1.1346e-01 -1.8287e+00
2 +9.713042308e+01 +9.713042308e+01 +1.684804231e+02 +1.684804231e+02 -4.5009e+00 -1.7023e+00 +3.0063e+00 +2.7569e+00 +7.8025e-01 -1.7900e+00 +2.6375e+00 +4.4260e-01 -3.8097e+00 +4.9073e+00 -1.0988e+00 +3.6685e+00 -4.5851e+00 +1.9057e+00 -4.7407e+00 +1.2432e+00 -1.4393e+00 +2.7647e+00 -1.0273e+00 +2.3944e+00
6 +4.887379146e+01 +4.887379146e+01 +1.202237915e+02 +1.202237915e+02 -3.1484e+00 +3.9776e+00 +2.2482e+00 -4.7503e+00 +2.2513e+00 +4.3153e+00 -1.4719e+00 -3.2290e+00 +3.9815e+00 -2.7620e+00 -1.1468e+00 +4.0057e+00 -3.0906e+00 +1.6142e+00 +2.1878e+00 +2.9439e+00 +3.2061e+00 +3.9647e+00 +4.7011e+00 -2.4094e+00
49 +3.358631286e+01 +3.358631286e+01 +1.049363129e+02 +1.049363129e+02 +1.7579e+00 +4.5163e+00 -4.2727e+00 -1.1460e+00 +7.5923e-01 -4.3769e+00 +9.3674e-01 -8.0815e-01 +2.0460e-01 +2.3172e+00 +3.2452e+00 -1.8208e+00 -2.1501e+00 -2.2011e+00 -1.0688e+00 -1.0765e+00 -4.7388e+00 -2.8541e-01 -3.7501e+00 -1.2657e+00
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.780084252e+01 +6.780084252e+01 -2.874191575e+02 -2.874191575e+02 +2.2969e+00 +4.8958e+00 +4.5162e+00 +2.9731e+00 +1.0589e+00 +4.4599e+00 -4.7023e+00 +3.1188e+00 +4.1632e+00 -3.8964e-01 -2.2177e+00 +2.3588e-02 -3.8844e-02 -3.1613e+00 -2.8853e+00 +4.1526e+00 -2.5415e+00 -1.8542e+00 +1.0005e+00 -2.3725e+00
3 +4.696011752e+01 +4.696011752e+01 -3.082598825e+02 -3.082598825e+02 +1.3120e+00 -2.8125e+00 +4.9324e-01 -3.1048e+00 -1.6363e+00 +1.6662e+00 +3.0784e+00 -2.9010e+00 -4.0532e-01 -4.0466e+00 +4.4737e+00 +4.5058e+00 -3.6096e-01 -4.6907e+00 -3.4112e-02 -3.6735e-01 +2.2807e+00 +1.0379e+00 +1.5699e+00 -2.6443e+00
49 +3.113412905e+01 +3.113412905e+01 -3.240858710e+02 -3.240858710e+02 +2.2771e+00 -6.7204e-01 +1.8654e+00 +7.0422e-01 -3.8984e+00 +2.7846e+00 +4.3280e+00 -2.5617e+00 +6.3728e-01 -1.7910e+00 -1.4096e+00 +2.8842e+00 -4.1782e-01 -3.8437e+00 -9.6892e-01 -3.3110e+00 +5.1525e-02 +1.4239e+00 -2.6167e+00 -5.1420e-01
% function evaluation | noise-free fitness - Fopt (9.917000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.413706558e+01 +9.413706558e+01 +1.933070656e+02 +1.933070656e+02 +8.8265e-01 -6.7928e-02 +4.4058e+00 -9.0844e-01 -2.7137e+00 +6.5778e-01 -2.0857e+00 -2.4705e-02 +6.7974e-02 -5.5388e-01 -4.8433e+00 -3.3861e+00 -6.3384e-01 -1.8767e+00 -5.5718e-01 -1.1979e+00 +1.4100e+00 -8.8097e-01 -4.6170e+00 +1.2093e-01
