% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.265853631e+01 +8.265853631e+01 -9.173414637e+02 -9.173414637e+02 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
172 +6.082370603e+01 +6.082370603e+01 -9.391762940e+02 -9.391762940e+02 +4.3223e+00 +3.1196e+00 +1.3763e-01 +2.8534e+00 +1.1522e+00 +4.8798e-01 +2.2862e+00 -6.9520e-01 +1.2185e+00 +1.8899e+00 +1.5214e+00 +2.2932e+00 +5.3213e-01 -1.8567e+00 -2.5541e-03 +2.4537e+00 -3.2432e-01 +5.0956e-01 +3.2904e-01 -1.2257e+00
327 +3.258646156e+01 +3.258646156e+01 -9.674135384e+02 -9.674135384e+02 +4.6426e+00 +4.3059e+00 -1.6017e-01 +3.0310e+00 +1.1650e+00 +7.3497e-02 +1.2893e+00 -2.0866e+00 +5.4718e-01 +2.6764e+00 +3.2441e+00 +4.6642e+00 +4.2299e-01 -3.3817e+00 -1.6528e+00 +4.0844e+00 +7.1609e-01 +1.0196e+00 -8.4534e-01 -4.3910e+00
385 +2.277045232e+01 +2.277045232e+01 -9.772295477e+02 -9.772295477e+02 +4.9525e+00 +3.5299e+00 -9.7783e-02 +2.5736e+00 +1.0327e+00 +3.6029e-01 +2.7513e+00 -2.2320e+00 +1.5683e+00 +3.1776e+00 +4.3239e+00 +4.1660e+00 -6.6185e-01 -3.8088e+00 -1.2112e+00 +3.4297e+00 -1.4930e+00 +1.3217e+00 -3.9152e-01 -2.9406e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.293025332e+01 +8.293025332e+01 +1.082930253e+03 +1.082930253e+03 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
134 +5.994848627e+01 +5.994848627e+01 +1.059948486e+03 +1.059948486e+03 -1.9035e+00 +2.7613e+00 -1.0586e+00 +2.1767e-01 +1.2458e+00 +1.3253e+00 -6.8744e-01 -1.5220e+00 +8.1839e-01 +4.3587e-02 -7.6322e-01 -7.9054e-01 +1.5917e+00 -7.1765e-01 +5.2972e-01 +1.4095e+00 +3.1196e-01 +4.0427e+00 -4.0403e-02 +6.0266e-02
305 +3.395236671e+01 +3.395236671e+01 +1.033952367e+03 +1.033952367e+03 -2.0058e+00 +3.1784e+00 -1.8929e+00 +1.4097e+00 -1.8654e+00 +2.4405e+00 -6.5888e-01 +2.6850e-01 -4.4694e-01 -2.8223e-01 -2.5046e+00 -8.1593e-01 +3.6906e+00 -1.0049e+00 -1.0248e-01 +1.2683e+00 +7.1208e-02 +4.3820e+00 +9.4707e-01 -5.7625e-01
441 +2.266871363e+01 +2.266871363e+01 +1.022668714e+03 +1.022668714e+03 -3.1491e+00 +3.4072e+00 -1.4356e+00 +1.2874e+00 -2.3957e+00 +2.4082e+00 -9.6014e-01 -1.0482e+00 -3.5060e-01 -7.4798e-02 -2.1530e+00 -2.0098e+00 +2.9777e+00 -2.7006e+00 -1.3922e+00 +2.7793e+00 +4.9643e-01 +4.4276e+00 +5.0238e-01 -7.4347e-01
660 +1.509534974e+01 +1.509534974e+01 +1.015095350e+03 +1.015095350e+03 -2.9937e+00 +3.2712e+00 -6.7923e-01 +1.6432e+00 -2.7583e+00 +2.3052e+00 -4.5275e-01 +4.2625e-01 -1.8506e+00 +8.6716e-01 -2.7789e+00 -2.6518e+00 +2.7665e+00 -4.0117e+00 -2.8641e+00 +2.1012e+00 +1.8367e-02 +4.7913e+00 -3.5355e-01 +1.7325e-01
