% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.335384510e+05 +5.335384510e+05 +5.336876010e+05 +5.336876010e+05 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
3 +1.560045604e+05 +1.560045604e+05 +1.561537104e+05 +1.561537104e+05 -6.1256e-01 -1.1844e+00 +2.6552e+00 +2.9520e+00 -3.1313e+00 -1.0236e-01 -5.4414e-01 +1.4631e+00 +2.0936e+00 +2.5469e+00 -2.2397e+00 +1.7970e+00 +1.5510e+00 -3.3739e+00 -3.8100e+00 -1.6359e-02 +4.5974e+00 -1.5961e+00 +8.5268e-01 -2.7619e+00
73 +9.176328127e+04 +9.176328127e+04 +9.191243127e+04 +9.191243127e+04 -1.7166e+00 -2.1085e+00 +3.3319e-01 +1.1471e+00 -5.4766e+00 -4.5047e+00 -1.0430e-01 -3.0749e+00 -3.7692e+00 -2.9451e+00 +1.6056e+00 -3.1093e+00 +4.2168e+00 +2.1736e+00 -9.7777e-02 +3.8597e-01 -2.1783e+00 -8.8399e-03 +3.5801e-01 -5.4817e-01
145 +5.071575038e+04 +5.071575038e+04 +5.086490038e+04 +5.086490038e+04 -2.0127e-01 +1.5532e+00 +1.3579e+00 +4.4517e+00 -2.9107e+00 -4.7427e+00 -2.6377e+00 -2.5706e+00 -1.6733e+00 -2.1753e+00 -4.1275e-01 +1.6194e+00 +3.3802e+00 -3.1284e-01 -2.2232e-01 -8.3841e-01 -3.9190e+00 +3.3292e+00 -2.4356e+00 -3.3265e+00
204 +3.809665456e+04 +3.809665456e+04 +3.824580456e+04 +3.824580456e+04 +7.4890e-01 -2.0671e+00 +5.9571e-02 -2.5249e-01 -4.3209e+00 +1.4297e-02 +2.0423e-01 -1.1036e+00 +1.2958e+00 -2.8606e+00 +3.2305e-01 -2.4350e+00 -1.0784e-01 -2.6867e+00 +1.2998e+00 -1.2605e+00 -2.1969e+00 +5.5836e-01 -8.2232e-01 -2.6711e-01
302 +2.099606194e+04 +2.099606194e+04 +2.114521194e+04 +2.114521194e+04 +4.2517e-01 -6.4446e-01 -3.1482e+00 -3.7963e-01 -3.4625e+00 -5.1195e+00 -9.4371e-01 +2.7143e-01 +1.5707e+00 +1.7440e-01 -2.9408e+00 -6.2867e-01 +1.5770e+00 -1.1451e+00 -1.0602e-01 -2.5506e+00 +1.3061e+00 -2.0605e-01 -1.6993e+00 +1.1784e+00
356 +1.188181020e+04 +1.188181020e+04 +1.203096020e+04 +1.203096020e+04 -1.0268e+00 -3.4492e+00 -3.4763e-01 +1.8260e+00 -4.7487e+00 -2.2326e+00 -4.0687e+00 -1.8481e+00 -5.6767e-01 +9.1472e-01 -1.5476e+00 +2.4504e+00 +3.1636e+00 -7.3696e-01 -9.7715e-01 -3.2340e-01 -2.3775e+00 +1.7579e+00 +3.3345e-01 +1.8507e+00
396 +7.609061717e+03 +7.609061717e+03 +7.758211717e+03 +7.758211717e+03 -1.1621e+00 -3.6840e-01 +7.4613e-01 +1.8260e+00 -2.9136e+00 -2.2326e+00 -4.0687e+00 -3.0213e-02 -5.6767e-01 +9.1472e-01 -1.5476e+00 -1.6411e+00 +3.1636e+00 -7.3696e-01 -9.7715e-01 -3.2340e-01 -2.3775e+00 -2.1848e+00 -7.3857e-01 +1.8507e+00
553 +6.003462533e+03 +6.003462533e+03 +6.152612533e+03 +6.152612533e+03 -1.7367e+00 -5.1040e-02 +8.8768e-01 +1.5174e+00 -3.9087e+00 -4.0446e+00 -8.0357e-01 -1.3765e+00 -2.2135e+00 -5.0798e-01 -2.1290e+00 +1.3076e+00 +5.7578e-01 +5.4872e-01 +1.2349e-01 -7.4174e-01 -1.8470e+00 +1.1526e+00 -1.3262e+00 -3.4810e+00
665 +3.271276751e+03 +3.271276751e+03 +3.420426751e+03 +3.420426751e+03 -1.4558e+00 -1.4509e+00 -3.3561e-01 +1.4603e+00 -3.9841e+00 -3.0098e+00 -2.6578e+00 -2.0608e+00 -1.8281e+00 -1.1558e-01 -2.8860e+00 +6.2535e-01 +2.0645e+00 +1.6145e-01 +2.4519e-01 -5.6785e-01 +1.3663e+00 +1.3734e+00 -8.4726e-01 +8.8428e-01
916 +1.630142722e+03 +1.630142722e+03 +1.779292722e+03 +1.779292722e+03 -4.4939e-01 -1.0218e+00 -2.1964e-01 +1.1742e+00 -4.0591e+00 -1.3289e+00 -2.1420e+00 -1.3866e+00 +2.8661e-01 +9.1472e-01 -2.1013e+00 +2.7219e-01 +3.1636e+00 -7.3696e-01 -9.7715e-01 -3.2340e-01 -1.8869e+00 +4.5376e-01 -1.0076e+00 +3.1846e-01
1036 +1.241816888e+03 +1.241816888e+03 +1.390966888e+03 +1.390966888e+03 +8.6137e-02 -1.0218e+00 -2.1964e-01 +1.1742e+00 -4.0591e+00 -1.2769e+00 -2.7663e+00 -1.3866e+00 +2.8661e-01 +9.1472e-01 -1.8229e+00 +2.7219e-01 +3.1636e+00 -7.3696e-01 -9.7715e-01 -6.3356e-01 -2.5587e-01 +4.5376e-01 -7.5275e-01 +3.1846e-01
1128 +7.257623071e+02 +7.257623071e+02 +8.749123071e+02 +8.749123071e+02 -2.8082e-01 +2.1683e-02 -2.1093e-01 +1.5955e+00 -3.7404e+00 -1.8554e+00 -9.5859e-01 -1.1757e+00 -5.7310e-01 -2.2897e-01 -2.2409e+00 +2.6105e-01 +1.6209e+00 -6.4475e-01 -1.1195e+00 -4.2211e-01 +7.1118e-01 +8.0248e-01 -1.3635e+00 -1.2199e+00
1407 +4.321957880e+02 +4.321957880e+02 +5.813457880e+02 +5.813457880e+02 -1.5101e+00 -7.5948e-01 -1.6264e+00 +1.4973e+00 -3.1712e+00 -2.0073e+00 -1.8413e+00 -2.2050e+00 -1.0161e+00 +6.0253e-01 -1.7567e+00 +2.8577e-01 +2.4254e+00 -1.3519e+00 -1.2752e+00 -4.1124e-01 +3.1695e-01 +7.2006e-01 -1.2274e+00 -1.0403e+00
1592 +3.851917877e+02 +3.851917877e+02 +5.343417877e+02 +5.343417877e+02 -2.1224e-01 -4.2725e-01 -3.4447e-01 +1.5577e+00 -2.9583e+00 -1.9381e+00 -1.2895e+00 -1.3362e+00 -4.8210e-01 +2.8665e-01 -2.1142e+00 +2.3857e-01 +1.4713e+00 -6.6185e-01 -9.1798e-01 -9.8127e-01 -6.6892e-01 +7.3673e-01 -1.1902e+00 -1.8370e+00
1755 +2.471530148e+02 +2.471530148e+02 +3.963030148e+02 +3.963030148e+02 -7.7952e-01 -6.9770e-01 -5.0190e-01 +1.3073e+00 -3.1657e+00 -1.8091e+00 -1.6738e+00 -2.2700e+00 -6.2504e-01 +1.2794e-01 -2.5110e+00 +2.0675e-01 +2.4158e+00 -1.3223e+00 -1.2896e+00 -8.5942e-01 +6.6304e-02 +7.7573e-01 -1.0266e+00 -8.9317e-01
2335 +1.538236626e+02 +1.538236626e+02 +3.029736626e+02 +3.029736626e+02 -1.7103e-01 -3.6897e-01 -2.0523e-01 +1.6061e+00 -3.3192e+00 -2.1895e+00 -2.0177e+00 -1.7815e+00 -3.4484e-01 +1.9790e-01 -1.7882e+00 +5.6390e-01 +2.3528e+00 -1.1379e+00 -1.0479e+00 -6.8164e-01 +1.4532e-01 +9.0146e-01 -1.3670e+00 -1.5278e+00
3305 +9.656284087e+01 +9.656284087e+01 +2.457128409e+02 +2.457128409e+02 -1.2567e-01 -5.8180e-01 -9.1433e-02 +1.6246e+00 -3.1823e+00 -1.9642e+00 -1.6886e+00 -1.8016e+00 -6.3071e-01 +9.9157e-02 -1.9611e+00 +4.5479e-01 +2.4561e+00 -7.4230e-01 -8.3844e-01 -5.8922e-01 +2.0179e-01 +7.7645e-01 -1.3739e+00 -1.8145e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.190199271e+06 +1.190199271e+06 +1.189199271e+06 +1.189199271e+06 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
2 +9.582809622e+05 +9.582809622e+05 +9.572809622e+05 +9.572809622e+05 +1.5574e+00 -4.6429e+00 +3.4913e+00 +4.3399e+00 +1.7874e+00 +2.5774e+00 +2.4313e+00 -1.0777e+00 +1.5548e+00 -3.2881e+00 +2.0605e+00 -4.6817e+00 -2.2308e+00 -4.5383e+00 -4.0287e+00 +3.2346e+00 +1.9483e+00 -1.8290e+00 +4.5022e+00 -4.6555e+00
3 +2.362980836e+05 +2.362980836e+05 +2.352980836e+05 +2.352980836e+05 -6.1256e-01 -1.1844e+00 +2.6552e+00 +2.9520e+00 -3.1313e+00 -1.0236e-01 -5.4414e-01 +1.4631e+00 +2.0936e+00 +2.5469e+00 -2.2397e+00 +1.7970e+00 +1.5510e+00 -3.3739e+00 -3.8100e+00 -1.6359e-02 +4.5974e+00 -1.5961e+00 +8.5268e-01 -2.7619e+00
97 +8.137213396e+04 +8.137213396e+04 +8.037213396e+04 +8.037213396e+04 -2.9623e-01 -2.3015e+00 +8.1800e-01 -3.6971e+00 -3.4899e+00 -1.0074e+00 -2.2573e+00 +2.0714e+00 +1.4124e+00 -6.7183e-01 -5.5765e-01 -2.3373e+00 -2.9245e+00 -4.0139e+00 +1.4285e+00 -1.6131e+00 +5.2213e-01 -3.2701e-01 -1.0312e-01 -4.6763e+00
197 +3.454559768e+04 +3.454559768e+04 +3.354559768e+04 +3.354559768e+04 -3.2188e+00 +1.3528e+00 +1.4251e+00 -3.0853e+00 -4.5795e+00 +2.9316e+00 -2.4296e+00 -2.5278e+00 +1.7539e+00 +1.9128e+00 -1.0550e+00 -2.2079e+00 +1.1833e-01 -3.2520e+00 -2.9920e+00 -1.8940e+00 +4.2623e-01 -4.6092e+00 -1.2283e+00 -5.0425e+00
452 +2.278979885e+04 +2.278979885e+04 +2.178979885e+04 +2.178979885e+04 -2.9623e+00 -1.5234e+00 +2.4646e-01 -2.1481e+00 -5.2358e+00 +4.1035e-02 -6.1130e-01 -2.2367e+00 +1.5211e+00 -1.1235e+00 +9.4896e-01 -2.7204e+00 -1.2019e+00 -2.7575e+00 -2.0114e-01 -3.1512e+00 -2.7688e-01 -4.4452e+00 -2.6271e+00 -5.6981e+00
