% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.109205271e+01 +1.109205271e+01 +1.796205271e+01 +1.796205271e+01 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
3 +5.290747208e+00 +5.290747208e+00 +1.216074721e+01 +1.216074721e+01 -6.1256e-01 -1.1844e+00 +2.6552e+00 +2.9520e+00 -3.1313e+00 -1.0236e-01 -5.4414e-01 +1.4631e+00 +2.0936e+00 +2.5469e+00 -2.2397e+00 +1.7970e+00 +1.5510e+00 -3.3739e+00 -3.8100e+00 -1.6359e-02 +4.5974e+00 -1.5961e+00 +8.5268e-01 -2.7619e+00
254 +3.881911736e+00 +3.881911736e+00 +1.075191174e+01 +1.075191174e+01 -3.6226e+00 +2.8517e+00 +3.3097e+00 +2.1230e+00 -3.7019e+00 -2.1375e+00 -6.4643e-01 +9.8050e-01 -3.0369e+00 +3.5227e+00 -4.1907e+00 +2.0393e+00 +2.3810e-01 +5.0000e+00 +1.1504e+00 +3.8272e+00 +4.8327e+00 -2.0237e+00 +1.0619e+00 -1.8160e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e-02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.400401900e+01 +1.400401900e+01 +1.401401900e+01 +1.401401900e+01 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
11 +9.317445065e+00 +9.317445065e+00 +9.327445065e+00 +9.327445065e+00 +1.4432e+00 -1.2139e+00 +3.1158e+00 +3.2826e-01 -1.4927e+00 +4.3900e+00 +3.7594e+00 +5.0156e-01 +1.2248e+00 +8.7045e-01 -2.9226e+00 -1.9875e+00 -2.9077e-01 -2.6951e+00 +3.4431e+00 -3.0524e+00 -2.7408e+00 -3.2929e+00 -2.7234e+00 -6.4301e-01
176 +4.810329125e+00 +4.810329125e+00 +4.820329125e+00 +4.820329125e+00 -2.4038e+00 -1.8028e-01 -5.0000e+00 -2.6736e+00 -1.3358e-01 -2.0327e+00 +1.1815e+00 +1.1755e+00 +2.2440e-01 -2.1025e-01 +2.0372e+00 -1.5584e-01 +2.7297e+00 -2.2426e+00 +1.1765e-01 -1.2845e+00 -2.5512e+00 +2.5174e+00 -2.7389e-01 -3.0631e+00
991 +3.534177624e+00 +3.534177624e+00 +3.544177624e+00 +3.544177624e+00 +5.0000e+00 +6.0560e-01 +5.0000e+00 -7.8010e-01 +8.2791e-01 +1.0064e+00 +3.7901e+00 +3.2607e+00 -4.1806e+00 +2.2482e+00 +1.2051e+00 +4.8995e+00 +1.2932e+00 -2.0477e-01 +4.1847e+00 -2.7216e+00 -1.9057e-02 +4.0085e+00 -1.1351e+00 +3.4518e+00
4614 +2.351493665e+00 +2.351493665e+00 +2.361493665e+00 +2.361493665e+00 +9.7099e-01 -1.5072e+00 +1.8183e+00 +2.1851e-01 +3.3417e-01 -6.6405e-01 +2.4338e+00 +2.6809e+00 -3.1869e+00 -1.9940e-01 +1.5153e+00 +2.8059e+00 +1.4758e+00 -3.3608e-01 +1.3177e+00 -1.2032e+00 +5.0776e-01 +1.4136e+00 +1.2842e-01 +3.5615e-01
% function evaluation | noise-free fitness - Fopt (-1.306100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.329440870e+01 +1.329440870e+01 -1.173155913e+02 -1.173155913e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
5 +9.920355268e+00 +9.920355268e+00 -1.206896447e+02 -1.206896447e+02 -1.4834e+00 +3.3083e+00 +8.5264e-01 +4.9724e-01 +4.1719e+00 -2.1416e+00 +2.5720e+00 +2.5373e+00 -1.1955e+00 +6.7822e-01 -4.2415e+00 -4.4605e+00 +3.0798e-01 +2.7917e+00 +4.3401e+00 -3.7009e+00 +6.8824e-01 -3.0609e-01 -4.8810e+00 -1.6288e+00
8 +5.376643257e+00 +5.376643257e+00 -1.252333567e+02 -1.252333567e+02 +3.5303e+00 +1.2206e+00 -1.4905e+00 +1.3250e-01 -9.8192e-01 -4.2403e+00 -2.6008e+00 -3.7668e+00 -3.1609e+00 -2.6005e+00 -8.2733e-01 -4.5035e+00 +4.0272e+00 +4.4479e+00 -9.1359e-02 -1.0747e-01 -1.6228e+00 +4.0005e+00 -1.3075e+00 -3.8880e+00
158 +3.903284875e+00 +3.903284875e+00 -1.267067151e+02 -1.267067151e+02 +2.7746e+00 -2.2855e+00 -9.0794e-01 -2.4625e+00 +5.7424e-01 -3.7844e+00 +1.9719e+00 -2.2019e+00 -2.0663e+00 -3.8865e+00 +3.0083e-02 -2.8298e+00 +3.7136e+00 +3.2093e-01 -3.9318e-01 -2.9580e+00 -7.8355e-02 -2.5365e+00 -9.6207e-01 +7.7257e-01
4701 +2.485892929e+00 +2.485892929e+00 -1.281241071e+02 -1.281241071e+02 -1.1917e+00 -3.1157e+00 -3.5035e+00 -2.0089e+00 +7.8685e-01 -1.8834e+00 +9.8507e-01 +4.6355e-01 -1.3152e+00 -2.8930e+00 +1.2319e+00 -2.3052e+00 +8.0848e-01 +1.1094e+00 -2.3166e+00 -2.0842e+00 +1.6896e-01 -2.3743e+00 -4.3679e-01 +1.5733e+00
% function evaluation | noise-free fitness - Fopt (-2.231200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.511007348e+00 +8.511007348e+00 -2.146089927e+02 -2.146089927e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
2 +6.233053034e+00 +6.233053034e+00 -2.168869470e+02 -2.168869470e+02 +1.5574e+00 -4.6429e+00 +3.4913e+00 +4.3399e+00 +1.7874e+00 +2.5774e+00 +2.4313e+00 -1.0777e+00 +1.5548e+00 -3.2881e+00 +2.0605e+00 -4.6817e+00 -2.2308e+00 -4.5383e+00 -4.0287e+00 +3.2346e+00 +1.9483e+00 -1.8290e+00 +4.5022e+00 -4.6555e+00
580 +3.978069662e+00 +3.978069662e+00 -2.191419303e+02 -2.191419303e+02 -3.0221e+00 -2.0956e+00 +3.6943e-01 -5.0000e+00 +1.0724e+00 +4.5139e+00 +8.0075e-01 -1.5612e+00 +4.4221e-01 -3.8967e+00 +4.0631e+00 +3.7965e+00 +3.1776e+00 +7.4745e-01 +2.6694e+00 -4.7749e+00 -7.4741e-01 -2.2765e+00 -5.0000e+00 -3.2123e+00
3301 +2.187084963e+00 +2.187084963e+00 -2.209329150e+02 -2.209329150e+02 +2.5506e-01 -7.2396e-01 +1.7564e-01 -2.9076e-01 +1.6951e+00 +1.9989e+00 +2.8892e+00 -2.6640e+00 -5.2984e-01 -2.5511e+00 +2.2641e+00 -4.5554e-01 -4.3206e+00 +1.6953e-01 -4.8741e-01 +3.8087e+00 +4.9189e-01 -3.3091e+00 -1.9437e+00 -3.6018e+00
% function evaluation | noise-free fitness - Fopt (-4.443000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.728515303e+01 +1.728515303e+01 -2.714484697e+01 -2.714484697e+01 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
2 +1.324866609e+01 +1.324866609e+01 -3.118133391e+01 -3.118133391e+01 +1.5574e+00 -4.6429e+00 +3.4913e+00 +4.3399e+00 +1.7874e+00 +2.5774e+00 +2.4313e+00 -1.0777e+00 +1.5548e+00 -3.2881e+00 +2.0605e+00 -4.6817e+00 -2.2308e+00 -4.5383e+00 -4.0287e+00 +3.2346e+00 +1.9483e+00 -1.8290e+00 +4.5022e+00 -4.6555e+00
3 +6.027408433e+00 +6.027408433e+00 -3.840259157e+01 -3.840259157e+01 -6.1256e-01 -1.1844e+00 +2.6552e+00 +2.9520e+00 -3.1313e+00 -1.0236e-01 -5.4414e-01 +1.4631e+00 +2.0936e+00 +2.5469e+00 -2.2397e+00 +1.7970e+00 +1.5510e+00 -3.3739e+00 -3.8100e+00 -1.6359e-02 +4.5974e+00 -1.5961e+00 +8.5268e-01 -2.7619e+00
