% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.245845230e+07 +2.245845230e+07 +2.245824242e+07 +2.245824242e+07 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
6 +1.341454719e+07 +1.341454719e+07 +1.341433731e+07 +1.341433731e+07 -3.3782e+00 +2.9428e+00 -1.8878e+00 +2.8533e-01 -3.3435e+00 +1.0198e+00 -2.3703e+00 +1.5408e+00 +1.8921e+00 +2.4815e+00 -4.9458e-01 -4.1618e+00 -2.7102e+00 +4.1334e+00 -3.4762e+00 +3.2582e+00 +3.8342e-01 +4.9613e+00 -4.2182e+00 -5.7322e-01
24 +7.041546273e+06 +7.041546273e+06 +7.041336393e+06 +7.041336393e+06 -3.2413e+00 +2.2176e+00 -2.6514e-01 -3.4728e+00 -1.5888e+00 +1.0739e+00 -3.0825e+00 +2.3843e+00 -2.5715e+00 +4.1742e+00 -2.3094e+00 +2.6550e+00 -3.1134e+00 -2.1250e+00 -4.0889e+00 +7.6209e-01 +1.8336e+00 +4.6593e-01 -7.4271e-01 +1.4444e+00
75 +3.484919313e+06 +3.484919313e+06 +3.484709433e+06 +3.484709433e+06 +2.6701e+00 -3.3660e+00 +2.6044e+00 +5.0000e+00 +3.8440e+00 +2.5894e+00 +1.8556e+00 -8.6623e-01 -2.2240e+00 -4.3809e-01 -2.6607e+00 -3.6911e+00 +3.3914e+00 -1.9542e+00 -1.0447e+00 -1.8077e+00 +6.7068e-01 +2.4820e+00 -3.7477e+00 +2.5941e+00
195 +2.152201881e+06 +2.152201881e+06 +2.151992001e+06 +2.151992001e+06 +2.4311e+00 -2.3300e+00 +3.7020e+00 +2.9695e+00 +2.9522e+00 +1.6976e+00 +3.3905e+00 -1.0234e+00 -2.8659e+00 -5.2901e-01 -2.0191e+00 -2.5495e+00 +4.5157e+00 -1.9249e+00 +1.5777e-01 -1.9299e+00 -1.3947e+00 +2.3950e+00 -2.8559e+00 +3.0160e+00
284 +1.303935305e+06 +1.303935305e+06 +1.303725425e+06 +1.303725425e+06 +2.8556e+00 -2.7472e+00 +3.0370e+00 +4.3540e+00 +2.1019e+00 +1.7612e+00 +2.4202e+00 -4.0980e-01 -3.0783e+00 +1.8201e-01 +3.3874e-01 -3.9765e+00 +3.7968e+00 -2.1448e+00 +8.3431e-01 -2.6838e+00 -1.6219e+00 +1.5108e+00 -2.6734e+00 +1.7368e+00
370 +9.252530330e+05 +9.252530330e+05 +9.250431530e+05 +9.250431530e+05 +3.8040e+00 -1.9968e+00 +1.8437e+00 +1.8896e+00 +2.7037e+00 +1.8351e+00 +1.7874e+00 -4.4534e-01 -2.1977e+00 +2.8994e-01 -7.0614e-01 -1.9513e+00 +2.8679e+00 -3.8996e+00 -9.1626e-03 -3.4946e+00 -1.1743e+00 +2.4519e+00 -1.8237e+00 +2.2723e+00
499 +5.950012608e+05 +5.950012608e+05 +5.947913808e+05 +5.947913808e+05 -2.1796e-01 -2.8483e+00 +4.0452e+00 +4.7762e+00 +2.1405e+00 +2.4319e+00 +3.0761e+00 -7.9137e-01 -3.8079e+00 -1.1608e+00 -4.5916e-01 -3.2373e+00 +2.0896e+00 -2.5413e+00 +8.5913e-01 -3.6903e+00 -2.3355e+00 +3.2260e+00 -2.2936e+00 +1.4333e+00
531 +3.525621274e+05 +3.525621274e+05 +3.523522474e+05 +3.523522474e+05 +2.5307e+00 -2.6213e+00 +2.4668e+00 +4.4555e+00 +1.7203e+00 +2.4978e-01 +3.1624e+00 -3.1643e-01 -3.7652e+00 +4.7671e-01 +4.0917e-02 -6.3195e-01 +1.5656e+00 -3.0237e+00 +9.0368e-01 -3.6280e+00 -2.4086e+00 +3.2187e+00 -2.1593e+00 +1.8920e+00
733 +2.483786221e+05 +2.483786221e+05 +2.481687421e+05 +2.481687421e+05 +9.1525e-01 -3.5791e+00 +2.8642e+00 +2.2383e+00 +1.1209e+00 +2.2026e+00 +3.7183e+00 -1.0677e+00 -3.1537e+00 +8.8591e-01 -1.3372e-02 -2.2584e+00 +3.6744e+00 -2.3757e+00 +1.2731e-01 -3.9047e+00 -2.4887e+00 +3.0878e+00 -2.7417e+00 +2.0374e+00
