% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.210002562e+01 +8.210002562e+01 +1.534500256e+02 +1.534500256e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
7 +6.196589965e+01 +6.196589965e+01 +1.333158997e+02 +1.333158997e+02 -3.9335e+00 +4.6190e+00 -4.9537e+00 +2.7491e+00 +3.1730e+00 +3.6869e+00 -4.1556e+00 -1.0022e+00 -2.4013e+00 +3.0007e+00 -6.8586e-01 +4.1065e+00 -3.1815e+00 -2.3620e+00 -3.5446e+00 -3.6393e+00 +3.6929e+00 +7.9705e-01 +4.9860e-01 -3.5505e+00
53 +3.959655247e+01 +3.959655247e+01 +1.109465525e+02 +1.109465525e+02 -3.1448e+00 -1.3752e+00 +4.0101e+00 -3.7078e+00 +3.2885e+00 +1.3033e+00 +8.8609e-01 +1.7853e+00 -1.6272e+00 -1.4115e+00 +3.6309e+00 +1.4681e+00 -7.8864e-01 -1.6841e+00 -5.1373e-01 +2.2406e+00 +2.7914e+00 -2.0448e+00 -3.2563e-01 +5.0000e+00
473 +2.166987073e+01 +2.166987073e+01 +9.301987073e+01 +9.301987073e+01 -1.8061e+00 +1.5651e+00 +2.7273e+00 -3.2109e+00 -1.0819e+00 +1.6472e+00 +1.0972e+00 +2.5389e+00 +3.4431e-01 -8.0973e-01 +2.2727e+00 -2.1812e+00 -2.0239e+00 -9.1835e-01 +6.1566e-01 +1.0816e+00 +8.7381e-01 -8.8218e-01 -1.4519e+00 -3.6850e-01
1850 +1.564438546e+01 +1.564438546e+01 +8.699438546e+01 +8.699438546e+01 -1.7174e+00 +1.4990e+00 +2.8300e+00 -3.1529e+00 -1.0454e+00 +1.6591e+00 +1.1197e+00 +2.5524e+00 +2.6539e-01 -7.9736e-01 +2.2128e+00 -2.2006e+00 -1.9391e+00 -9.3272e-01 +5.9252e-01 +1.0717e+00 +9.5068e-01 -8.4590e-01 -1.3641e+00 -3.0636e-01
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.105476916e+01 +9.105476916e+01 -2.641652308e+02 -2.641652308e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
19 +5.243162893e+01 +5.243162893e+01 -3.027883711e+02 -3.027883711e+02 -4.6740e+00 +6.1200e-01 +3.8187e+00 +1.6918e+00 -3.0957e+00 -1.3108e+00 -3.9274e-01 +4.8164e+00 -3.4360e+00 +3.5552e+00 +1.4476e+00 -1.2373e+00 -3.0908e+00 -7.1747e-01 -1.7978e-01 -3.7939e+00 +8.9507e-01 -2.7381e+00 -1.1538e+00 +8.2986e-01
83 +3.078244142e+01 +3.078244142e+01 -3.244375586e+02 -3.244375586e+02 +1.2149e+00 -3.1844e+00 +6.5517e-01 +2.8847e+00 -1.1313e+00 +4.7220e-01 -2.5441e+00 +3.4631e+00 +9.3648e-02 +5.4687e-01 -2.3975e-01 -2.0297e-01 -4.4902e-01 -1.3739e+00 -1.8100e+00 +4.1213e-01 +2.5974e+00 +4.0386e-01 +2.8527e+00 -2.7256e+00
452 +2.482516049e+01 +2.482516049e+01 -3.303948395e+02 -3.303948395e+02 +1.0806e+00 -2.9257e+00 +4.3170e-01 +2.6635e+00 -9.1077e-01 +5.6373e-01 -2.5527e+00 +3.2125e+00 +7.3177e-02 +4.2461e-01 -1.0671e-01 -4.2329e-01 -5.1067e-01 -1.1542e+00 -1.6378e+00 +3.3005e-01 +2.3790e+00 +5.2879e-01 +2.8044e+00 -2.6676e+00
1742 +1.510434015e+01 +1.510434015e+01 -3.401156598e+02 -3.401156598e+02 +1.1197e+00 -3.1249e+00 +5.1244e-01 +2.6645e+00 -7.8318e-01 +6.1882e-01 -2.5994e+00 +3.0230e+00 +8.2383e-02 +5.4284e-01 -1.1519e-01 -4.4300e-01 -5.1219e-01 -1.0921e+00 -1.5141e+00 +1.8308e-01 +2.3292e+00 +6.0928e-01 +2.8466e+00 -2.5220e+00
% function evaluation | noise-free fitness - Fopt (9.917000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.123818999e+01 +7.123818999e+01 +1.704081900e+02 +1.704081900e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
14 +5.253180296e+01 +5.253180296e+01 +1.517018030e+02 +1.517018030e+02 -4.6226e+00 +3.8517e+00 +4.1329e+00 +2.9618e+00 -4.0129e+00 -2.3813e+00 -1.6464e+00 +1.7973e+00 -3.6345e+00 +2.2123e+00 -3.9324e+00 +1.5376e+00 -5.8261e-02 +2.7905e+00 +2.1504e+00 +4.0372e+00 +3.9092e+00 -1.6584e+00 +1.9875e+00 -3.0219e+00
57 +3.695694355e+01 +3.695694355e+01 +1.361269435e+02 +1.361269435e+02 -2.6262e+00 -1.3283e+00 +2.3138e+00 +2.7832e+00 -3.3953e+00 -7.4223e-03 +1.2688e+00 +1.6799e-01 +5.6860e-01 +2.7973e-01 -1.0802e+00 -1.6835e+00 -3.8451e+00 +3.8406e+00 -2.3283e+00 -2.9378e+00 -9.2133e-01 -2.0188e+00 +8.9688e-01 -1.3557e+00
1120 +2.420401949e+01 +2.420401949e+01 +1.233740195e+02 +1.233740195e+02 +2.7771e-01 -5.0540e-01 -1.1958e-01 -2.2998e+00 +2.5693e-01 -1.0986e-01 +1.3438e+00 +1.7664e+00 -1.6214e+00 -2.2206e+00 +2.7966e-01 -1.8180e+00 +2.1647e+00 +3.8472e+00 +1.0532e+00 -2.1510e+00 -2.6865e+00 -1.9866e+00 +1.6994e+00 +2.0512e+00
2426 +1.580185102e+01 +1.580185102e+01 +1.149718510e+02 +1.149718510e+02 +3.3999e-01 -5.3707e-01 -1.1286e-01 -2.2271e+00 +3.6175e-01 -8.1845e-02 +1.3646e+00 +1.8412e+00 -1.6483e+00 -2.0470e+00 +3.1916e-01 -1.7768e+00 +2.0584e+00 +3.7967e+00 +1.1207e+00 -2.0892e+00 -2.5899e+00 -1.6550e+00 +1.7991e+00 +2.1047e+00
% function evaluation | noise-free fitness - Fopt (-5.179100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.088915083e+02 +1.088915083e+02 -4.090184917e+02 -4.090184917e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
2 +6.304179693e+01 +6.304179693e+01 -4.548682031e+02 -4.548682031e+02 +1.5574e+00 -4.6429e+00 +3.4913e+00 +4.3399e+00 +1.7874e+00 +2.5774e+00 +2.4313e+00 -1.0777e+00 +1.5548e+00 -3.2881e+00 +2.0605e+00 -4.6817e+00 -2.2308e+00 -4.5383e+00 -4.0287e+00 +3.2346e+00 +1.9483e+00 -1.8290e+00 +4.5022e+00 -4.6555e+00
271 +3.737276911e+01 +3.737276911e+01 -4.805372309e+02 -4.805372309e+02 +7.5582e-02 -1.2008e+00 +3.9336e+00 -3.3328e-02 +2.2738e+00 +1.3259e+00 +1.9399e+00 +2.9092e+00 -3.6552e+00 +3.9700e-01 +2.7217e+00 +1.3131e+00 -6.3060e-01 -6.9802e-01 +1.0005e+00 +3.6489e-01 +1.7461e+00 -3.2673e-01 +7.4661e-01 +5.0000e+00
1051 +2.208297395e+01 +2.208297395e+01 -4.958270260e+02 -4.958270260e+02 +3.6172e-01 -1.1270e+00 +4.2320e+00 +1.1051e-01 +2.2145e+00 +1.6589e+00 +2.3139e+00 +3.4110e+00 -3.8100e+00 +4.5357e-01 +2.4576e+00 +1.6560e+00 -1.0611e+00 -8.7350e-01 +1.4386e+00 -1.7152e-01 +1.3642e+00 +1.1161e-01 +7.6622e-01 +5.0000e+00
2412 +1.567020899e+01 +1.567020899e+01 -5.022397910e+02 -5.022397910e+02 +4.2589e-01 -1.3483e+00 +4.4072e+00 +2.7749e-01 +2.0063e+00 +1.6733e+00 +2.4679e+00 +3.3818e+00 -3.8242e+00 +5.2494e-01 +2.2779e+00 +1.7900e+00 -1.2472e+00 -1.1458e+00 +1.6744e+00 -2.7395e-01 +1.3909e+00 +3.1789e-01 +9.0134e-01 +5.0000e+00
% function evaluation | noise-free fitness - Fopt (-5.721000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.982252880e+01 +9.982252880e+01 +4.261252880e+01 +4.261252880e+01 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
7 +6.190916798e+01 +6.190916798e+01 +4.699167982e+00 +4.699167982e+00 -3.9335e+00 +4.6190e+00 -4.9537e+00 +2.7491e+00 +3.1730e+00 +3.6869e+00 -4.1556e+00 -1.0022e+00 -2.4013e+00 +3.0007e+00 -6.8586e-01 +4.1065e+00 -3.1815e+00 -2.3620e+00 -3.5446e+00 -3.6393e+00 +3.6929e+00 +7.9705e-01 +4.9860e-01 -3.5505e+00
161 +3.936434208e+01 +3.936434208e+01 -1.784565792e+01 -1.784565792e+01 -8.5276e-01 +4.3877e+00 -1.3918e-01 +1.3376e-01 +4.3796e+00 -2.4596e-02 -9.0746e-01 -3.5312e+00 +5.7507e-01 +6.4889e-01 +5.7613e-01 +7.0593e-01 +5.7167e-01 +2.0964e+00 -9.9720e-01 -3.3423e+00 -1.2694e+00 +1.5736e-01 -1.0779e+00 +5.9492e-01
