% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.931920582e+02 +3.931920582e+02 +3.839820582e+02 +3.839820582e+02 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
146 +2.439515961e+02 +2.439515961e+02 +2.347415961e+02 +2.347415961e+02 +1.0105e+00 +1.3540e+00 +1.4786e+00 +4.1876e+00 +1.1052e+00 -1.4110e+00 +2.1432e-01 +1.6691e+00 +2.6446e-01 -1.0526e-01 -4.3495e-01 -1.2413e+00 +1.7921e-01 +1.9155e+00 -1.7028e+00 -5.8084e-01 +1.4674e+00 +6.6698e+00 -1.9272e+00 +4.8333e+00
209 +1.507417017e+02 +1.507417017e+02 +1.415317017e+02 +1.415317017e+02 +2.0743e+00 +2.7342e+00 +3.7254e+00 +4.9226e+00 +1.6918e+00 -1.4423e+00 -8.3795e-01 +3.9187e+00 -2.8042e-01 -4.3702e+00 -1.3399e+00 -2.0931e+00 +3.5062e+00 +5.8455e+00 -5.1353e+00 +5.5788e-01 +1.1881e+00 +5.1573e+00 -6.1780e+00 +6.2864e+00
231 +8.860572914e+01 +8.860572914e+01 +7.939572914e+01 +7.939572914e+01 +2.8790e+00 -9.4450e-01 +4.9219e+00 +8.3987e+00 +3.0559e-01 +1.4224e+00 -5.5281e-01 +6.9230e+00 -1.6685e+00 -5.8335e+00 -6.0481e+00 -5.2169e+00 +3.0710e+00 +4.9739e+00 -3.6948e+00 -1.7648e+00 +5.3477e+00 +7.6948e+00 -5.8935e+00 +6.9703e+00
276 +5.461450882e+01 +5.461450882e+01 +4.540450882e+01 +4.540450882e+01 +4.7002e+00 +6.3954e-01 +3.2274e+00 +1.3920e+01 +1.4648e+00 +7.7565e+00 +3.6458e+00 +2.4405e+00 +3.1169e+00 -3.5625e+00 -1.3958e+01 -7.4447e+00 +5.7844e+00 +4.8837e+00 -8.3585e+00 -3.2206e+00 +5.3687e+00 +4.0963e+00 -6.9502e+00 +1.1793e+01
298 +2.628858354e+01 +2.628858354e+01 +1.707858354e+01 +1.707858354e+01 +3.6800e-01 -5.0359e+00 +3.9046e+00 +2.2573e+01 +5.0066e-01 +5.6783e+00 +1.0484e+01 +8.0781e+00 +6.0552e+00 -8.6834e+00 -1.2375e+01 -7.1031e+00 +9.2181e+00 +1.3126e+01 -1.1910e+01 -5.6525e+00 +9.3314e+00 +8.3695e+00 -7.4070e+00 +1.2328e+01
320 +2.261077073e+01 +2.261077073e+01 +1.340077073e+01 +1.340077073e+01 +6.3215e+00 +5.6624e+00 +3.7942e+00 +1.2517e+01 +3.0307e+00 +3.3103e+00 +7.1906e+00 +5.7086e+00 +5.4184e+00 -1.3438e+01 -1.7312e+01 -1.1850e+01 +6.3681e+00 +9.4809e+00 -1.4572e+01 -8.9811e+00 +8.2843e+00 +1.0741e+01 -4.4427e+00 +1.9854e+01
330 +1.511060844e+01 +1.511060844e+01 +5.900608438e+00 +5.900608438e+00 +7.7777e+00 +8.7738e+00 +5.4509e+00 +1.7752e+01 -3.1070e+00 +6.3511e+00 +5.7052e+00 +1.4052e+00 +4.6965e+00 -1.7110e+01 -2.0160e+01 -1.0485e+01 +4.3366e+00 +1.3727e+01 -1.7394e+01 -7.7262e+00 +9.9797e+00 +1.3633e+01 -1.1552e+01 +2.1399e+01
348 +2.204116670e+00 +2.204116670e+00 -7.005883330e+00 -7.005883330e+00 +1.5568e+01 +3.0474e+00 +1.6847e+01 +2.9634e+01 -8.1600e+00 +1.2228e+01 +5.1764e+00 +1.3097e+01 +5.1943e+00 -1.9661e+01 -2.4426e+01 -1.6965e+01 +8.2718e+00 +1.8375e+01 -2.0868e+01 -1.2485e+01 +2.1436e+01 +8.5376e+00 -8.8767e+00 +1.7505e+01
378 +2.131628207e-14 +2.131628207e-14 -9.210000000e+00 -9.210000000e+00 +8.4794e+00 +1.4077e+01 +1.5338e+01 +1.3812e+01 -1.3049e+01 +2.0694e+01 +1.2907e+01 +1.2972e+01 +1.0041e+01 -2.3973e+01 -3.2275e+01 -1.0501e+01 +1.6472e+01 +1.6919e+01 -1.7078e+01 -2.2309e+01 +1.4347e+01 +9.7944e+00 -9.6965e+00 +1.8465e+01
% function evaluation | noise-free fitness - Fopt (6.559900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.896604351e+02 +3.896604351e+02 +1.045650435e+03 +1.045650435e+03 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
