% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.417263542e+02 +9.417263542e+02 +1.044336354e+03 +1.044336354e+03 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
13 +6.270984611e+02 +6.270984611e+02 +7.297084611e+02 +7.297084611e+02 -4.1448e+00 -2.3752e+00 +3.0101e+00 -4.7078e+00 +4.2885e+00 +2.3033e+00 -1.1391e-01 +7.8525e-01 -2.6272e+00 -4.1151e-01 +4.6309e+00 +4.6806e-01 +2.1136e-01 -2.6841e+00 -1.1102e-01 +1.2406e+00 +1.7914e+00 -1.0448e+00 -1.3256e+00 +4.8798e+00
137 +3.736713752e+02 +3.736713752e+02 +4.762813752e+02 +4.762813752e+02 -1.2661e+00 +9.0938e-01 +1.3138e+00 +3.4259e+00 -2.3953e+00 -1.0074e+00 -1.7138e+00 -2.8320e+00 -4.3140e-01 +5.4259e-02 -2.6940e+00 -6.8349e-01 -4.4648e+00 +2.8406e+00 -1.3283e+00 -1.9378e+00 +7.2410e-01 -1.0188e+00 -9.1244e-02 -1.7362e+00
305 +2.435003780e+02 +2.435003780e+02 +3.461103780e+02 +3.461103780e+02 +1.5085e+00 +2.4324e+00 -3.9058e-01 +2.9578e+00 +5.7091e-01 -1.7990e+00 -1.0979e+00 -5.7080e-02 -1.2426e+00 +9.7449e-01 -3.2671e+00 -1.1103e+00 -6.1570e-01 +1.9360e+00 -1.7658e+00 +1.8762e-01 -1.3111e-01 -5.6264e-01 +1.4562e+00 -7.5720e-01
% function evaluation | noise-free fitness - Fopt (9.330000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.136156822e+03 +1.136156822e+03 +1.229456822e+03 +1.229456822e+03 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
2 +9.914422781e+02 +9.914422781e+02 +1.084742278e+03 +1.084742278e+03 +1.5574e+00 -4.6429e+00 +3.4913e+00 +4.3399e+00 +1.7874e+00 +2.5774e+00 +2.4313e+00 -1.0777e+00 +1.5548e+00 -3.2881e+00 +2.0605e+00 -4.6817e+00 -2.2308e+00 -4.5383e+00 -4.0287e+00 +3.2346e+00 +1.9483e+00 -1.8290e+00 +4.5022e+00 -4.6555e+00
10 +5.933891277e+02 +5.933891277e+02 +6.866891277e+02 +6.866891277e+02 +4.7009e-01 -2.0368e+00 +2.4469e+00 -3.1104e+00 +1.8678e+00 -3.1649e+00 -1.3152e+00 +1.2562e+00 +2.8023e+00 -4.1887e+00 +4.2939e+00 +2.7571e+00 -1.3208e-01 -6.4141e-01 -5.3216e-01 -1.9365e+00 +8.5087e-02 +1.0772e-01 +3.1763e+00 +2.9483e+00
132 +3.763150174e+02 +3.763150174e+02 +4.696150174e+02 +4.696150174e+02 -1.3325e+00 +2.2338e+00 -4.0859e-01 -1.1518e+00 +2.0488e+00 +2.7975e+00 +4.3923e-01 -2.2858e+00 -4.1935e-01 -7.3490e-01 +2.5160e-01 -7.4280e-01 +2.6606e+00 +1.6165e+00 -7.8253e-01 -2.7623e+00 -1.1330e+00 -3.9529e-01 -2.7583e+00 -1.9214e+00
362 +2.454029597e+02 +2.454029597e+02 +3.387029597e+02 +3.387029597e+02 +3.8896e-01 -1.1167e+00 -7.9120e-01 -6.6007e-01 -7.6176e-01 +2.0973e+00 -1.5266e+00 -1.1673e+00 -6.3108e-01 -6.9878e-02 +5.5968e-01 +3.1833e-01 +1.6928e+00 +4.6171e-01 +6.7558e-01 -1.7654e+00 -2.8160e+00 +2.4940e-01 -4.9778e-01 -1.2434e-01
2575 +1.544517739e+02 +1.544517739e+02 +2.477517739e+02 +2.477517739e+02 +2.6861e-01 -1.1150e+00 -2.1092e+00 -1.6886e+00 -1.7313e+00 +2.6188e+00 -1.2012e+00 -4.1881e-01 -3.3070e-01 -1.9891e-01 +1.1005e+00 +1.6264e+00 +8.8687e-01 +1.3120e+00 -2.9700e-01 -1.5166e+00 -2.4386e+00 +1.3487e+00 +1.6254e-01 -1.4774e+00
% function evaluation | noise-free fitness - Fopt (1.364000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.800399656e+02 +8.800399656e+02 +8.936799656e+02 +8.936799656e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
10 +6.046851658e+02 +6.046851658e+02 +6.183251658e+02 +6.183251658e+02 +4.7009e-01 -2.0368e+00 +2.4469e+00 -3.1104e+00 +1.8678e+00 -3.1649e+00 -1.3152e+00 +1.2562e+00 +2.8023e+00 -4.1887e+00 +4.2939e+00 +2.7571e+00 -1.3208e-01 -6.4141e-01 -5.3216e-01 -1.9365e+00 +8.5087e-02 +1.0772e-01 +3.1763e+00 +2.9483e+00
124 +3.953041650e+02 +3.953041650e+02 +4.089441650e+02 +4.089441650e+02 +1.6200e+00 -8.4831e-01 +2.0596e+00 +1.9908e+00 +1.9090e+00 +2.5929e+00 -1.0517e+00 -2.4098e+00 -1.5071e+00 -6.3846e-01 +2.2855e+00 -4.5718e-01 +1.5587e+00 -1.0675e+00 +2.2926e+00 -1.3069e+00 -1.0340e+00 -4.8916e-01 +1.5082e-01 -4.8909e-01
284 +2.438539211e+02 +2.438539211e+02 +2.574939211e+02 +2.574939211e+02 +2.0306e-01 -8.3180e-01 +3.3877e+00 +1.1979e+00 -9.0967e-02 +5.9291e-01 -2.5879e+00 -7.9558e-01 -1.7599e+00 -6.3846e-01 +2.8552e-01 +1.5428e+00 +3.8221e-01 -1.4857e-01 +9.0791e-01 -1.4054e-01 -1.0340e+00 -7.0622e-01 +1.3069e-01 +1.7444e-01
% function evaluation | noise-free fitness - Fopt (1.948000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.052545759e+03 +1.052545759e+03 +1.247345759e+03 +1.247345759e+03 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
