% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.468611613e+05 +2.468611613e+05 +2.463146613e+05 +2.463146613e+05 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
3 +1.366574470e+05 +1.366574470e+05 +1.361109470e+05 +1.361109470e+05 -6.1256e-01 -1.1844e+00 +2.6552e+00 +2.9520e+00 -3.1313e+00 -1.0236e-01 -5.4414e-01 +1.4631e+00 +2.0936e+00 +2.5469e+00 -2.2397e+00 +1.7970e+00 +1.5510e+00 -3.3739e+00 -3.8100e+00 -1.6359e-02 +4.5974e+00 -1.5961e+00 +8.5268e-01 -2.7619e+00
4 +9.344113616e+04 +9.344113616e+04 +9.289463616e+04 +9.289463616e+04 +2.5127e+00 -2.4490e+00 +5.9571e-02 +1.9908e+00 +3.9090e+00 +4.5929e+00 +4.7216e-01 -3.6138e+00 -3.5071e+00 -2.4249e+00 +3.4072e+00 -2.4572e+00 +3.1428e+00 -2.5648e+00 +4.2926e+00 -1.5002e+00 -3.0340e+00 -2.4892e+00 +1.1604e+00 -2.6711e-01
13 +4.720881247e+04 +4.720881247e+04 +4.666231247e+04 +4.666231247e+04 -4.1448e+00 -2.3752e+00 +3.0101e+00 -4.7078e+00 +4.2885e+00 +2.3033e+00 -1.1391e-01 +7.8525e-01 -2.6272e+00 -4.1151e-01 +4.6309e+00 +4.6806e-01 +2.1136e-01 -2.6841e+00 -1.1102e-01 +1.2406e+00 +1.7914e+00 -1.0448e+00 -1.3256e+00 +4.8798e+00
131 +3.231943928e+04 +3.231943928e+04 +3.177293928e+04 +3.177293928e+04 +1.0337e-01 -1.2139e+00 +2.8124e+00 -6.1847e-01 -1.4927e+00 +4.3900e+00 -4.5074e+00 +2.9346e+00 -1.3957e+00 -7.4384e-01 -2.9226e+00 +5.0317e+00 -7.5198e-01 -2.6951e+00 -6.3120e-02 -3.0524e+00 +8.2040e-01 -2.6984e+00 -2.7234e+00 +1.1823e+00
136 +2.142706495e+04 +2.142706495e+04 +2.088056495e+04 +2.088056495e+04 +3.3400e-01 -3.1239e+00 +5.9601e-01 -4.5111e+00 -2.8048e+00 -4.0327e+00 +4.6655e-01 +9.9291e-01 +1.4946e+00 -1.4874e+00 -5.9431e-02 +1.6216e+00 -4.0763e-01 -3.8042e+00 +9.0917e-01 -6.4015e-01 +4.2588e+00 +6.9231e-02 -3.3182e-01 +4.9723e-01
314 +1.522853443e+04 +1.522853443e+04 +1.468203443e+04 +1.468203443e+04 -1.1280e+00 -2.5614e+00 +9.1480e-01 +3.7393e+00 -2.2971e+00 +3.9974e-01 +5.5165e-01 -1.6218e-01 -3.8492e+00 -1.1365e+00 +3.4028e+00 -1.5050e+00 +2.6338e+00 -3.5796e+00 +1.6097e+00 -9.3732e-01 +1.2929e+00 -3.2948e+00 -7.2938e-01 +7.7439e-01
408 +8.200407470e+03 +8.200407470e+03 +7.653907470e+03 +7.653907470e+03 -2.4743e+00 -3.0970e+00 +3.8355e-01 -1.4215e+00 +4.1373e+00 -3.3291e+00 -3.5516e+00 +3.7915e-01 -2.8713e+00 -2.1441e-01 +1.4977e+00 +2.4128e+00 +1.9757e+00 -1.5647e+00 -3.5733e-01 -3.5563e+00 +1.0561e+00 -2.8355e+00 -4.3789e-01 +6.4631e-01
527 +4.176390650e+03 +4.176390650e+03 +3.629890650e+03 +3.629890650e+03 +9.4831e-02 -4.9629e-01 +7.2886e-01 -6.5163e-01 +8.5733e-01 +1.5215e+00 -2.2022e+00 +1.5338e+00 -1.3562e+00 +3.7551e-01 +4.2708e+00 +6.4006e-01 +1.2756e+00 -1.6671e+00 +7.0385e-01 -1.3680e+00 +2.9965e+00 -1.8250e+00 -1.2622e+00 +1.0997e+00
648 +3.449657229e+03 +3.449657229e+03 +2.903157229e+03 +2.903157229e+03 -1.3924e+00 +5.7261e-01 +1.3379e+00 -2.6633e+00 +1.7870e+00 -6.0774e-01 -4.3337e-01 +1.1674e+00 -2.8713e+00 -2.1441e-01 +1.4287e+00 +9.1852e-01 +1.9757e+00 -1.5647e+00 -3.5733e-01 -3.5563e+00 -4.9571e-01 -2.7944e+00 -4.3789e-01 +6.4631e-01
663 +2.093205884e+03 +2.093205884e+03 +1.546705884e+03 +1.546705884e+03 -3.4320e-01 -5.0992e-01 -2.4008e-01 -2.8951e+00 -3.1263e+00 -3.5692e+00 -5.3926e-01 +1.8734e+00 -3.2645e+00 -5.0342e-02 +1.1760e+00 -7.6314e-02 +2.7834e+00 -1.9701e+00 +2.5417e-01 -1.4982e+00 +1.2984e+00 -1.9238e+00 -1.8380e+00 +1.3052e+00
834 +1.543063043e+03 +1.543063043e+03 +9.965630431e+02 +9.965630431e+02 -3.0478e-01 -2.5614e+00 -7.5342e-02 -3.7267e+00 -1.0222e+00 -8.8065e-01 -9.1532e-01 -1.6218e-01 -3.8492e+00 +1.9842e-01 +1.4966e+00 -9.9235e-02 +2.1067e+00 -5.9615e-01 +6.2232e-01 -9.3732e-01 +1.2929e+00 -9.4752e-01 -2.6036e+00 +7.7439e-01
858 +6.710326987e+02 +6.710326987e+02 +1.245326987e+02 +1.245326987e+02 +2.3074e-01 -2.0875e+00 +8.7639e-01 -2.3965e+00 -1.3246e+00 -1.2117e+00 -1.2875e+00 -6.4851e-01 -1.8020e+00 +5.8163e-01 +1.9841e+00 +1.3766e-01 +1.9220e-01 -2.6870e+00 +1.0446e+00 -2.4255e+00 +1.8750e+00 -2.5000e+00 -2.4762e+00 +7.8638e-01
921 +2.079177874e+02 +2.079177874e+02 -3.385822126e+02 -3.385822126e+02 +3.3017e-01 +1.6366e-01 -1.4897e-01 -2.0708e+00 -4.0487e-01 -1.7185e+00 -1.6259e+00 -2.2527e-01 -3.0811e+00 +1.0945e-01 +9.0606e-01 -3.0321e-01 +2.0325e+00 -1.0836e+00 +6.2639e-01 -7.3676e-01 +8.4984e-01 -1.1485e+00 -2.0218e+00 +1.1381e+00
991 +1.090639188e+02 +1.090639188e+02 -4.374360812e+02 -4.374360812e+02 +5.0156e-01 -2.0113e+00 +5.6946e-01 -1.7082e+00 -1.1462e+00 -3.8024e-01 +2.8105e-01 +7.3917e-03 -2.0384e+00 +3.0058e-01 +2.4042e+00 +8.4890e-01 +1.4405e+00 -8.9869e-01 +1.0205e+00 -4.7468e-01 +2.7346e+00 -1.5397e+00 -1.7042e+00 +7.5779e-01
