% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.003117389e+02 +7.003117389e+02 +2.382217389e+02 +2.382217389e+02 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
6 +5.604902265e+02 +5.604902265e+02 +9.840022652e+01 +9.840022652e+01 +1.6871e+00 +1.1534e+00 +5.4068e-01 +5.9592e-01 +4.9177e-01 +1.5800e-02 +6.0803e-01 +4.6352e-01 +1.1680e+00 +3.4934e-01 +5.1458e-02 +7.2352e-01 +4.8405e-01 +6.3777e-01 +8.8488e-01 +1.5193e-01 +2.1658e-02 +1.2540e+00 +8.9726e-01 +8.6977e-01
105 +3.536244173e+02 +3.536244173e+02 -1.084655827e+02 -1.084655827e+02 +1.3310e+00 +1.0146e+00 +7.0543e-01 +6.7974e-01 +1.5067e+00 +3.2691e-02 +4.0614e-01 -1.5495e-01 +1.7361e+00 +2.7344e-02 +4.0530e-01 +2.7756e-01 +2.7310e-03 -2.0788e-02 +9.5737e-01 -5.6853e-01 +1.5687e-01 +1.6465e+00 +2.5047e+00 +8.9744e-01
282 +2.310994282e+02 +2.310994282e+02 -2.309905718e+02 -2.309905718e+02 +1.6543e+00 +8.7375e-01 +6.1509e-01 -8.7619e-02 +1.7632e+00 +9.0892e-01 +1.8436e+00 -1.7170e-01 +1.7647e+00 -5.4237e-01 +1.6376e+00 -7.9035e-01 -3.1542e-01 -1.0592e+00 +9.1617e-02 -2.8803e+00 -7.9971e-01 +2.6278e+00 +2.4996e+00 +1.4336e+00
1182 +1.530384653e+02 +1.530384653e+02 -3.090515347e+02 -3.090515347e+02 +1.5508e-01 +1.5474e+00 +1.4414e+00 +1.4771e+00 +4.1198e-01 +1.9265e+00 +1.7970e+00 +1.8046e+00 +1.6725e+00 -1.6265e+00 +2.7983e+00 -2.7796e+00 -3.2149e-01 -2.5637e+00 +5.2110e-01 -4.4965e+00 -6.9792e-02 +3.3776e+00 +2.7907e+00 +2.0707e+00
1685 +9.825881929e+01 +9.825881929e+01 -3.638311807e+02 -3.638311807e+02 +2.3899e-01 +1.2652e+00 +1.3979e+00 +1.6891e+00 +1.4646e+00 +2.2686e+00 +1.9703e+00 +1.3906e+00 +1.7842e+00 -1.5070e+00 +2.1238e+00 -2.0798e+00 -4.4332e-01 -2.9806e+00 +8.8139e-01 -3.9336e+00 -3.0236e-02 +3.0044e+00 +2.4803e+00 +2.2982e+00
1805 +5.962025830e+01 +5.962025830e+01 -4.024697417e+02 -4.024697417e+02 +4.1716e-01 +1.3123e+00 +1.2784e+00 +1.5865e+00 +1.5061e+00 +2.2032e+00 +1.8534e+00 +1.3140e+00 +1.7408e+00 -1.4976e+00 +2.1397e+00 -2.1809e+00 -3.9811e-01 -2.9534e+00 +9.2862e-01 -3.9645e+00 -8.5725e-03 +2.9396e+00 +2.4787e+00 +2.1836e+00
2184 +3.967470343e+01 +3.967470343e+01 -4.224152966e+02 -4.224152966e+02 +3.9728e-01 +1.3466e+00 +1.2766e+00 +1.6340e+00 +1.4391e+00 +2.1881e+00 +1.8004e+00 +1.3860e+00 +1.8003e+00 -1.5244e+00 +2.1353e+00 -2.1312e+00 -3.4356e-01 -2.9422e+00 +9.6128e-01 -3.9174e+00 -1.1061e-02 +2.9531e+00 +2.5132e+00 +2.1331e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.662368334e+02 +8.662368334e+02 +9.438968334e+02 +9.438968334e+02 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
43 +6.190292262e+02 +6.190292262e+02 +6.966892262e+02 +6.966892262e+02 +1.3715e+00 +1.1953e+00 -3.0522e-01 +1.1548e+00 +3.7715e-01 -5.5725e-01 -2.7610e-01 +2.8801e-01 +4.1421e-01 +3.2270e-01 +1.2620e-01 +6.5502e-01 +1.2694e-01 +7.9146e-01 +1.0845e+00 +1.5072e-01 +8.7229e-02 +7.3151e-01 +7.5346e-01 +4.0962e-01
193 +3.902692467e+02 +3.902692467e+02 +4.679292467e+02 +4.679292467e+02 +1.1821e+00 +2.0580e+00 -2.5782e-01 +2.2580e+00 +8.2962e-01 -1.1589e+00 -2.2551e-01 -5.1384e-01 -3.0511e-02 -4.3354e-01 +6.5101e-01 +5.6077e-01 -2.5021e-01 +6.3318e-01 +6.7700e-01 +1.6282e+00 -2.8957e-01 -5.8511e-01 +1.6008e+00 -1.3327e+00
494 +2.399856467e+02 +2.399856467e+02 +3.176456467e+02 +3.176456467e+02 +1.4130e+00 +7.5875e-01 -5.2385e-01 +2.6594e+00 +1.4331e+00 -1.4725e+00 +5.4286e-01 -7.3562e-01 -1.6249e+00 -9.6993e-01 +1.4069e+00 +1.9034e+00 -7.8398e-03 -3.4963e-01 +2.7482e+00 +1.9129e+00 -1.0390e+00 -2.7819e+00 +1.7871e+00 -4.0012e+00
1289 +1.507993310e+02 +1.507993310e+02 +2.284593310e+02 +2.284593310e+02 +2.4665e+00 -9.4486e-03 +3.5924e-01 +3.1542e+00 +1.5373e+00 -1.8128e+00 -1.3869e-01 -1.7380e+00 -5.8866e-01 -1.7407e+00 +2.8808e+00 +9.6633e-02 -1.6072e-01 -2.5360e-01 +2.4597e+00 +1.0122e+00 -5.8478e-01 -2.4055e+00 +2.5157e+00 -3.3145e+00
1621 +9.054988413e+01 +9.054988413e+01 +1.682098841e+02 +1.682098841e+02 +2.3401e+00 +9.8689e-02 +3.3226e-01 +3.2011e+00 +1.5929e+00 -1.4166e+00 -1.6946e-01 -1.7795e+00 -4.0485e-01 -1.6142e+00 +2.8431e+00 -3.7051e-01 -2.0055e-01 -1.9450e-01 +2.3767e+00 +9.8776e-01 -4.4212e-01 -2.4069e+00 +2.4386e+00 -3.5237e+00
1829 +6.165622823e+01 +6.165622823e+01 +1.393162282e+02 +1.393162282e+02 +2.3203e+00 +1.0666e-01 +3.6155e-01 +3.2537e+00 +1.6488e+00 -1.3990e+00 -2.1868e-01 -1.7777e+00 -4.8803e-01 -1.6837e+00 +2.9252e+00 -4.2424e-01 -1.5823e-01 -3.6567e-01 +2.3752e+00 +9.5783e-01 -5.3781e-01 -2.3579e+00 +2.4522e+00 -3.7709e+00
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.850713488e+02 +5.850713488e+02 +7.007513488e+02 +7.007513488e+02 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
160 +3.511286205e+02 +3.511286205e+02 +4.668086205e+02 +4.668086205e+02 +8.8386e-01 +1.0032e+00 -1.0035e+00 +7.3865e-01 +5.8336e-01 -1.5841e+00 +7.0798e-01 +5.9012e-01 +8.0035e-01 +1.0287e+00 +2.3486e-01 +7.7904e-02 +1.2875e+00 +6.5317e-01 +1.6378e+00 +8.4916e-01 +3.9661e-01 +2.8571e+00 +2.4472e+00 -1.5091e-01
537 +2.495669344e+02 +2.495669344e+02 +3.652469344e+02 +3.652469344e+02 -1.6704e+00 +1.3411e+00 -1.9331e+00 +2.9884e-01 +1.2862e+00 -3.3355e+00 +2.9951e+00 +6.8242e-01 +1.9754e+00 -4.3096e-01 +1.6513e+00 -1.3044e+00 +2.6869e+00 +7.2129e-01 +1.7620e+00 +9.2599e-02 -3.2797e-01 +3.7544e+00 +3.4057e+00 -9.6304e-01
1257 +1.580441002e+02 +1.580441002e+02 +2.737241002e+02 +2.737241002e+02 -9.5130e-01 +9.3589e-01 -1.3334e+00 -1.6263e-01 +1.2400e+00 -3.1178e+00 +2.8284e+00 +3.5472e-01 +2.8860e+00 -1.7228e+00 +2.5994e+00 -1.2937e+00 +3.3008e+00 +3.0562e-01 +1.1064e+00 -1.2417e+00 +1.1062e-01 +4.5819e+00 +3.1912e+00 -1.1774e+00
1613 +9.461993998e+01 +9.461993998e+01 +2.102999400e+02 +2.102999400e+02 -8.9268e-01 +9.9959e-01 -1.3421e+00 -3.3893e-01 +1.3025e+00 -3.2087e+00 +2.8199e+00 +4.9367e-01 +2.7337e+00 -1.9230e+00 +2.6889e+00 -1.2939e+00 +3.3334e+00 +2.0239e-01 +1.1419e+00 -1.2068e+00 +6.3506e-02 +4.6715e+00 +3.4050e+00 -1.2285e+00
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.134412560e+02 +6.134412560e+02 +6.097312560e+02 +6.097312560e+02 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
136 +3.972359634e+02 +3.972359634e+02 +3.935259634e+02 +3.935259634e+02 +1.6242e+00 +1.0488e-01 +9.9090e-01 +9.3836e-01 +2.2211e-01 +8.5232e-01 -1.1777e+00 -4.2867e-01 +1.9835e+00 +2.6885e-02 +9.4138e-01 +1.0778e+00 +1.1054e+00 +9.2733e-01 +5.0495e-01 -9.4196e-01 +4.1407e-01 +1.9767e+00 +1.9985e+00 -1.3579e+00
297 +1.843943637e+02 +1.843943637e+02 +1.806843637e+02 +1.806843637e+02 +2.3744e+00 +7.6723e-01 +1.1466e+00 +2.1953e+00 +2.3883e+00 +1.4522e+00 -1.1262e+00 -5.6074e-01 +1.5304e+00 +7.4496e-01 +2.7887e+00 +1.0205e+00 +2.2560e+00 -4.9173e-01 +4.4244e-02 -2.1809e+00 +6.4197e-01 +2.2942e+00 +2.6329e+00 -3.1475e+00
832 +1.525633506e+02 +1.525633506e+02 +1.488533506e+02 +1.488533506e+02 +1.4250e+00 -7.3592e-01 +7.0298e-01 +2.9063e+00 +1.7909e+00 +2.3010e+00 +2.9347e-01 -7.7970e-01 +2.4836e+00 +5.9522e-01 +3.1822e+00 +1.4086e+00 +3.1013e+00 -3.8570e-01 +1.5685e-01 -4.0828e+00 +1.0564e+00 +2.2677e+00 +3.2248e+00 -2.9035e+00
1297 +9.311870930e+01 +9.311870930e+01 +8.940870930e+01 +8.940870930e+01 +1.2099e+00 -3.7856e-01 +2.4628e-01 +2.9990e+00 +1.7378e+00 +2.8943e+00 +1.1014e-01 -1.1817e+00 +2.2301e+00 +7.4736e-01 +2.6312e+00 +1.5967e+00 +3.0957e+00 -8.6398e-01 +4.9498e-01 -4.0004e+00 +7.3460e-01 +2.2070e+00 +3.1881e+00 -3.2333e+00
1526 +6.306329439e+01 +6.306329439e+01 +5.935329439e+01 +5.935329439e+01 +1.1677e+00 -2.3259e-01 +1.0724e-01 +2.9883e+00 +1.7042e+00 +2.9038e+00 +1.7041e-01 -1.4173e+00 +2.3329e+00 +7.0407e-01 +2.6740e+00 +1.6318e+00 +3.0901e+00 -7.8817e-01 +4.7469e-01 -4.1258e+00 +1.1114e+00 +2.2328e+00 +3.2128e+00 -3.1860e+00
2021 +3.977594777e+01 +3.977594777e+01 +3.606594777e+01 +3.606594777e+01 +1.1625e+00 -3.5778e-01 +1.2929e-01 +3.0288e+00 +1.7143e+00 +2.8795e+00 +1.3401e-01 -1.4122e+00 +2.3182e+00 +6.7482e-01 +2.6912e+00 +1.5817e+00 +3.1414e+00 -7.8604e-01 +5.0111e-01 -4.1152e+00 +1.1554e+00 +2.2389e+00 +3.2401e+00 -3.2140e+00
% function evaluation | noise-free fitness - Fopt (1.321800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
