% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.201211181e+01 +4.201211181e+01 -1.033788819e+01 -1.033788819e+01 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
10 +3.974364546e+01 +3.974364546e+01 -1.260635454e+01 -1.260635454e+01 +8.6969e-01 +5.9686e-01 +4.1175e-01 +1.0055e+00 +6.7291e-01 +2.5211e-01 +3.5692e-01 +2.6444e-01 +9.0881e-01 +9.2107e-01 -1.9903e-03 +1.4752e+00 +6.9445e-01 +3.4023e-01 +5.8668e-01 -2.1038e-01 +3.6409e-01 +8.3351e-01 +1.2512e+00 +8.8479e-01
90 +2.481513469e+01 +2.481513469e+01 -2.753486531e+01 -2.753486531e+01 +6.9786e-01 +9.1082e-01 +4.6287e-01 +9.6221e-01 +7.9786e-01 +1.3209e+00 +8.3603e-02 +1.7221e-01 +1.0269e+00 +5.2540e-01 +2.2783e-01 +9.6606e-01 +4.2989e-01 +6.8347e-01 +2.8499e-01 +2.6978e-01 -3.7573e-01 +2.5967e+00 +2.2160e+00 -9.0478e-01
157 +1.439270053e+01 +1.439270053e+01 -3.795729947e+01 -3.795729947e+01 +5.3067e-02 -6.0462e-01 +3.5695e-01 +2.5717e-01 +1.2775e-01 +2.5416e+00 -2.8675e-01 -1.0817e+00 +1.2390e+00 -1.2162e+00 +8.9926e-01 +4.5726e-01 +4.8241e-01 -1.6844e-01 +4.7866e-01 -4.2803e-01 -3.8095e-01 +1.4674e+00 +1.5642e+00 -1.0822e+00
229 +9.471129185e+00 +9.471129185e+00 -4.287887082e+01 -4.287887082e+01 -1.2293e+00 -2.0208e+00 +1.6160e+00 +6.2893e-01 -1.2685e+00 +4.7013e+00 -1.9263e+00 -1.1715e+00 +2.4593e+00 -2.2864e+00 +1.5493e+00 -8.9128e-01 +3.2734e+00 -4.9380e-01 +1.4686e+00 -5.9969e-01 +1.1496e+00 +7.0392e-01 +2.5331e+00 -3.4635e+00
296 +4.857897343e+00 +4.857897343e+00 -4.749210266e+01 -4.749210266e+01 -9.4260e-01 -5.0073e-01 +8.9672e-01 -2.4255e+00 -1.0818e+00 +3.5924e+00 -2.2340e+00 -3.0903e-01 +2.6704e+00 -1.9773e+00 +2.5095e+00 +1.8168e-01 +2.1688e+00 -1.0665e+00 +2.9095e-01 +1.2198e-01 -2.1859e+00 +1.4912e+00 +2.7940e+00 -4.4969e+00
354 +3.796347845e+00 +3.796347845e+00 -4.855365216e+01 -4.855365216e+01 -8.6475e-01 -1.5000e+00 +2.0502e+00 -1.6092e+00 -2.1029e+00 +4.2221e+00 -2.4619e+00 -1.6622e-01 +2.7038e+00 -1.5363e+00 +2.0398e+00 -4.7454e-01 +3.3251e+00 -1.5777e+00 -3.2428e-01 +1.4925e+00 +3.8202e-01 +1.4616e+00 +2.7218e+00 -2.7668e+00
376 +2.480230592e+00 +2.480230592e+00 -4.986976941e+01 -4.986976941e+01 -1.0666e+00 -2.7095e+00 +2.5334e+00 -2.6116e+00 -1.6171e+00 +3.9840e+00 -2.7337e+00 -2.5830e-01 +2.8492e+00 -2.2678e+00 +2.1429e+00 -1.5656e+00 +3.5905e+00 -1.0403e+00 -1.4696e+00 +1.2264e+00 +4.2766e-01 +1.2282e+00 +2.8673e+00 -3.7021e+00
433 +1.306876905e+00 +1.306876905e+00 -5.104312310e+01 -5.104312310e+01 -1.4284e+00 -1.1826e+00 +2.1173e+00 -2.1819e+00 -2.0837e+00 +3.2242e+00 -2.7353e+00 +2.8339e-01 +2.9354e+00 -1.7294e+00 +2.8105e+00 -3.7830e-01 +4.0167e+00 -1.4236e+00 -1.4402e+00 +1.0732e+00 -8.5981e-01 +1.6886e+00 +3.0612e+00 -4.5996e+00
547 +9.090364131e-01 +9.090364131e-01 -5.144096359e+01 -5.144096359e+01 -4.7238e-01 -1.0442e+00 +2.4074e+00 -1.7728e+00 -1.8958e+00 +4.2525e+00 -3.8238e+00 +1.2621e-01 +2.6185e+00 -1.8461e+00 +2.3715e+00 -2.7130e-01 +3.2905e+00 -5.4929e-01 -2.3860e+00 +8.9600e-01 -1.0675e+00 +1.3965e+00 +3.1435e+00 -3.7231e+00
