% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.341803011e+03 +2.341803011e+03 +3.341803011e+03 +3.341803011e+03 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
2 +1.327317486e+03 +1.327317486e+03 +2.327317486e+03 +2.327317486e+03 +1.5574e+00 -4.6429e+00 +3.4913e+00 +4.3399e+00 +1.7874e+00 +2.5774e+00 +2.4313e+00 -1.0777e+00 +1.5548e+00 -3.2881e+00 +2.0605e+00 -4.6817e+00 -2.2308e+00 -4.5383e+00 -4.0287e+00 +3.2346e+00 +1.9483e+00 -1.8290e+00 +4.5022e+00 -4.6555e+00
5 +9.367597779e+02 +9.367597779e+02 +1.936759778e+03 +1.936759778e+03 -1.4834e+00 +3.3083e+00 +8.5264e-01 +4.9724e-01 +4.1719e+00 -2.1416e+00 +2.5720e+00 +2.5373e+00 -1.1955e+00 +6.7822e-01 -4.2415e+00 -4.4605e+00 +3.0798e-01 +2.7917e+00 +4.3401e+00 -3.7009e+00 +6.8824e-01 -3.0609e-01 -4.8810e+00 -1.6288e+00
14 +6.104805813e+02 +6.104805813e+02 +1.610480581e+03 +1.610480581e+03 -4.6226e+00 +3.8517e+00 +4.1329e+00 +2.9618e+00 -4.0129e+00 -2.3813e+00 -1.6464e+00 +1.7973e+00 -3.6345e+00 +2.2123e+00 -3.9324e+00 +1.5376e+00 -5.8261e-02 +2.7905e+00 +2.1504e+00 +4.0372e+00 +3.9092e+00 -1.6584e+00 +1.9875e+00 -3.0219e+00
347 +3.790391013e+02 +3.790391013e+02 +1.379039101e+03 +1.379039101e+03 -3.3476e+00 +2.9569e+00 +2.5418e+00 +1.8573e+00 -6.0464e-01 -7.3658e-01 +1.0164e+00 +1.9080e+00 -4.1358e+00 -3.8099e-01 -2.7928e-01 -1.4748e+00 -9.6772e-01 +2.2768e+00 +1.2120e+00 +1.8803e+00 +2.5480e+00 -8.4252e-01 +1.8518e+00 -2.6794e+00
1179 +2.329855406e+02 +2.329855406e+02 +1.232985541e+03 +1.232985541e+03 -3.6712e+00 +3.4102e+00 +4.2886e+00 +2.4660e+00 +6.6266e-02 -1.3192e+00 +2.1806e-01 +8.1008e-01 -2.5903e+00 +2.3680e-02 -1.1759e+00 -8.6448e-01 -7.4348e-01 +6.2894e-01 +2.3389e+00 +2.0358e+00 +3.0998e+00 -2.6532e-01 +5.1405e-01 -7.4735e-01
3727 +1.551931474e+02 +1.551931474e+02 +1.155193147e+03 +1.155193147e+03 -3.6121e+00 +3.7851e+00 +4.4333e+00 +2.7916e+00 +4.3651e-01 -1.5676e+00 -1.1045e+00 +2.3643e-01 -2.2244e+00 +2.1764e-01 -1.6575e+00 -2.1925e+00 -4.8547e-01 -1.3734e+00 +1.7416e+00 +2.5841e+00 +3.1352e+00 -4.2468e-01 -2.1296e-01 -6.0479e-01
% function evaluation | noise-free fitness - Fopt (7.003000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.332542856e+03 +2.332542856e+03 +2.402572856e+03 +2.402572856e+03 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
5 +1.127139485e+03 +1.127139485e+03 +1.197169485e+03 +1.197169485e+03 -1.4834e+00 +3.3083e+00 +8.5264e-01 +4.9724e-01 +4.1719e+00 -2.1416e+00 +2.5720e+00 +2.5373e+00 -1.1955e+00 +6.7822e-01 -4.2415e+00 -4.4605e+00 +3.0798e-01 +2.7917e+00 +4.3401e+00 -3.7009e+00 +6.8824e-01 -3.0609e-01 -4.8810e+00 -1.6288e+00
8 +9.721619513e+02 +9.721619513e+02 +1.042191951e+03 +1.042191951e+03 +3.5303e+00 +1.2206e+00 -1.4905e+00 +1.3250e-01 -9.8192e-01 -4.2403e+00 -2.6008e+00 -3.7668e+00 -3.1609e+00 -2.6005e+00 -8.2733e-01 -4.5035e+00 +4.0272e+00 +4.4479e+00 -9.1359e-02 -1.0747e-01 -1.6228e+00 +4.0005e+00 -1.3075e+00 -3.8880e+00
125 +5.899100868e+02 +5.899100868e+02 +6.599400868e+02 +6.599400868e+02 -1.7028e+00 +1.3083e+00 -1.1474e+00 -5.5530e-01 +2.1719e+00 -3.7528e+00 +1.1247e+00 +2.2946e+00 +5.7651e-01 -1.3136e+00 -2.2415e+00 -3.3669e+00 +6.9028e-01 +9.1358e-01 +2.3401e+00 -1.8330e+00 +2.1209e+00 -1.2549e+00 -3.7069e+00 -1.9582e+00
216 +3.741844040e+02 +3.741844040e+02 +4.442144040e+02 +4.442144040e+02 -1.7712e+00 -4.8188e-01 -3.0879e+00 -1.2855e+00 -7.8350e-01 -1.7354e+00 +1.5991e+00 +1.3461e+00 +7.2307e-02 -9.1270e-01 +7.9434e-01 -2.5871e+00 +1.8919e+00 +4.8991e-01 +3.3058e-03 -3.4620e+00 +1.2430e+00 +2.5314e-01 -1.1653e+00 -7.4302e-01
543 +2.496841698e+02 +2.496841698e+02 +3.197141698e+02 +3.197141698e+02 -1.4064e+00 +4.8812e-01 -3.0078e+00 +1.2266e+00 +2.8569e-01 -2.9767e+00 +1.6425e-01 +1.8873e-01 -1.0746e+00 -7.4605e-01 -1.5997e-01 -2.3078e+00 +2.2533e+00 -2.6740e+00 -7.9109e-01 -2.2174e+00 +1.9898e+00 +2.4367e+00 -1.9483e+00 +3.5079e-01
3967 +1.468051637e+02 +1.468051637e+02 +2.168351637e+02 +2.168351637e+02 -1.2154e+00 -8.1343e-01 -4.1736e+00 +6.7765e-01 -3.7868e-02 -3.2700e+00 -2.5533e-01 +8.5511e-01 -1.5099e+00 -9.5493e-01 -1.2718e-01 -2.2549e+00 +2.8370e+00 -3.2997e+00 -1.3526e+00 -2.1105e+00 +1.6639e+00 +3.5682e+00 -2.1160e+00 +8.1599e-01
% function evaluation | noise-free fitness - Fopt (-4.822000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.313099729e+03 +3.313099729e+03 +3.264879729e+03 +3.264879729e+03 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
3 +2.096959892e+03 +2.096959892e+03 +2.048739892e+03 +2.048739892e+03 -6.1256e-01 -1.1844e+00 +2.6552e+00 +2.9520e+00 -3.1313e+00 -1.0236e-01 -5.4414e-01 +1.4631e+00 +2.0936e+00 +2.5469e+00 -2.2397e+00 +1.7970e+00 +1.5510e+00 -3.3739e+00 -3.8100e+00 -1.6359e-02 +4.5974e+00 -1.5961e+00 +8.5268e-01 -2.7619e+00
6 +1.233993534e+03 +1.233993534e+03 +1.185773534e+03 +1.185773534e+03 -3.3782e+00 +2.9428e+00 -1.8878e+00 +2.8533e-01 -3.3435e+00 +1.0198e+00 -2.3703e+00 +1.5408e+00 +1.8921e+00 +2.4815e+00 -4.9458e-01 -4.1618e+00 -2.7102e+00 +4.1334e+00 -3.4762e+00 +3.2582e+00 +3.8342e-01 +4.9613e+00 -4.2182e+00 -5.7322e-01
19 +8.389469470e+02 +8.389469470e+02 +7.907269470e+02 +7.907269470e+02 -4.6740e+00 +6.1200e-01 +3.8187e+00 +1.6918e+00 -3.0957e+00 -1.3108e+00 -3.9274e-01 +4.8164e+00 -3.4360e+00 +3.5552e+00 +1.4476e+00 -1.2373e+00 -3.0908e+00 -7.1747e-01 -1.7978e-01 -3.7939e+00 +8.9507e-01 -2.7381e+00 -1.1538e+00 +8.2986e-01
