% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.417263542e+02 +9.417263542e+02 +1.044336354e+03 +1.044336354e+03 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
13 +6.270984611e+02 +6.270984611e+02 +7.297084611e+02 +7.297084611e+02 -4.1448e+00 -2.3752e+00 +3.0101e+00 -4.7078e+00 +4.2885e+00 +2.3033e+00 -1.1391e-01 +7.8525e-01 -2.6272e+00 -4.1151e-01 +4.6309e+00 +4.6806e-01 +2.1136e-01 -2.6841e+00 -1.1102e-01 +1.2406e+00 +1.7914e+00 -1.0448e+00 -1.3256e+00 +4.8798e+00
91 +3.866228899e+02 +3.866228899e+02 +4.892328899e+02 +4.892328899e+02 +2.1667e+00 +7.8609e-01 +1.1158e+00 +1.2879e+00 -1.6943e+00 +2.3900e+00 +1.7594e+00 +5.0156e-01 -7.7525e-01 +8.7045e-01 -3.0090e+00 -1.2060e+00 -4.8418e-01 -6.9512e-01 +1.4431e+00 -1.0524e+00 -1.2612e+00 -1.7689e+00 -7.2336e-01 -8.2594e-01
190 +2.391371045e+02 +2.391371045e+02 +3.417471045e+02 +3.417471045e+02 +1.4423e-01 +9.9450e-01 -7.6789e-01 +4.0809e-01 -2.5012e+00 -1.9765e+00 -1.4640e+00 +6.8871e-01 -1.1004e+00 +1.8524e-01 -3.6594e+00 -1.0049e-01 -3.0660e+00 +3.6293e-01 -1.9957e+00 -4.8230e-02 +7.4752e-01 -1.6569e+00 +4.7608e-01 -7.0257e-01
2144 +1.565947504e+02 +1.565947504e+02 +2.592047504e+02 +2.592047504e+02 +4.7731e-01 +1.2184e+00 -1.1567e+00 +2.8896e-01 -1.7706e+00 -1.3338e+00 -1.5799e+00 +1.0943e+00 -1.0946e+00 -7.0699e-02 -2.6127e+00 -3.6031e-01 -1.6375e+00 +6.7336e-01 -1.4666e+00 -7.5912e-01 -2.2982e-02 -1.5135e+00 +1.5138e+00 -4.2014e-01
% function evaluation | noise-free fitness - Fopt (9.330000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.136156822e+03 +1.136156822e+03 +1.229456822e+03 +1.229456822e+03 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
2 +9.914422781e+02 +9.914422781e+02 +1.084742278e+03 +1.084742278e+03 +1.5574e+00 -4.6429e+00 +3.4913e+00 +4.3399e+00 +1.7874e+00 +2.5774e+00 +2.4313e+00 -1.0777e+00 +1.5548e+00 -3.2881e+00 +2.0605e+00 -4.6817e+00 -2.2308e+00 -4.5383e+00 -4.0287e+00 +3.2346e+00 +1.9483e+00 -1.8290e+00 +4.5022e+00 -4.6555e+00
10 +5.933891277e+02 +5.933891277e+02 +6.866891277e+02 +6.866891277e+02 +4.7009e-01 -2.0368e+00 +2.4469e+00 -3.1104e+00 +1.8678e+00 -3.1649e+00 -1.3152e+00 +1.2562e+00 +2.8023e+00 -4.1887e+00 +4.2939e+00 +2.7571e+00 -1.3208e-01 -6.4141e-01 -5.3216e-01 -1.9365e+00 +8.5087e-02 +1.0772e-01 +3.1763e+00 +2.9483e+00
90 +3.929617220e+02 +3.929617220e+02 +4.862617220e+02 +4.862617220e+02 -1.5299e+00 -3.9939e+00 +4.7357e-01 -1.2499e+00 -1.3225e-01 -1.1649e+00 -3.1776e+00 -7.4381e-01 +9.1634e-01 -2.1887e+00 +2.2939e+00 +7.5713e-01 +1.8679e+00 +1.3586e+00 -5.9669e-01 -3.9365e+00 -1.7530e+00 -1.6615e+00 +1.1763e+00 +9.4831e-01
206 +2.225902605e+02 +2.225902605e+02 +3.158902605e+02 +3.158902605e+02 +4.9813e-01 -2.0572e+00 -6.0552e-01 -2.3736e+00 -2.8836e+00 +1.9503e+00 -8.9991e-01 +1.6548e-01 -1.2134e+00 +2.0676e+00 +8.5772e-01 +8.3821e-01 +4.5779e-01 +4.9448e-01 -1.3242e+00 -1.7418e+00 +5.2763e-01 -3.8653e-02 -7.9770e-01 -1.3460e+00
2367 +1.567115390e+02 +1.567115390e+02 +2.500115390e+02 +2.500115390e+02 +2.5088e-01 -1.2988e+00 -5.5065e-01 -1.7966e+00 -2.8454e+00 +1.3768e+00 -1.0434e+00 +2.9931e-01 -9.5440e-01 +1.9217e+00 +5.4634e-01 +8.0389e-01 +3.6850e-02 +8.8117e-01 -1.0638e+00 -1.3312e+00 +5.3088e-01 -3.5715e-01 -1.4253e+00 -1.4461e+00
% function evaluation | noise-free fitness - Fopt (1.364000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.800399656e+02 +8.800399656e+02 +8.936799656e+02 +8.936799656e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
10 +6.046851658e+02 +6.046851658e+02 +6.183251658e+02 +6.183251658e+02 +4.7009e-01 -2.0368e+00 +2.4469e+00 -3.1104e+00 +1.8678e+00 -3.1649e+00 -1.3152e+00 +1.2562e+00 +2.8023e+00 -4.1887e+00 +4.2939e+00 +2.7571e+00 -1.3208e-01 -6.4141e-01 -5.3216e-01 -1.9365e+00 +8.5087e-02 +1.0772e-01 +3.1763e+00 +2.9483e+00
50 +3.958367065e+02 +3.958367065e+02 +4.094767065e+02 +4.094767065e+02 +1.4701e+00 -1.0368e+00 +1.4469e+00 -2.1104e+00 +8.6775e-01 -2.1649e+00 -2.3152e+00 +2.5619e-01 +1.8023e+00 -3.1887e+00 +3.2939e+00 +2.2214e+00 +8.6792e-01 -8.3682e-01 +4.6784e-01 -9.3651e-01 +1.0851e+00 +1.1077e+00 +2.1763e+00 +1.9483e+00
202 +2.412260201e+02 +2.412260201e+02 +2.548660201e+02 +2.548660201e+02 +3.4212e-01 +9.0342e-02 +1.7520e+00 +1.9117e+00 +5.4666e-01 +1.2544e+00 -1.3680e+00 -2.1851e+00 +7.5972e-01 -7.6239e-01 +7.0082e-01 -2.6268e-02 +4.3259e-01 -9.3885e-02 +8.6990e-01 -1.7654e+00 +2.7301e-01 +1.5093e-01 +2.4448e-01 -4.5525e-02
% function evaluation | noise-free fitness - Fopt (1.948000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
