% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.245845230e+07 +2.245845230e+07 +2.245824242e+07 +2.245824242e+07 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
6 +1.341454719e+07 +1.341454719e+07 +1.341433731e+07 +1.341433731e+07 -3.3782e+00 +2.9428e+00 -1.8878e+00 +2.8533e-01 -3.3435e+00 +1.0198e+00 -2.3703e+00 +1.5408e+00 +1.8921e+00 +2.4815e+00 -4.9458e-01 -4.1618e+00 -2.7102e+00 +4.1334e+00 -3.4762e+00 +3.2582e+00 +3.8342e-01 +4.9613e+00 -4.2182e+00 -5.7322e-01
24 +7.041546273e+06 +7.041546273e+06 +7.041336393e+06 +7.041336393e+06 -3.2413e+00 +2.2176e+00 -2.6514e-01 -3.4728e+00 -1.5888e+00 +1.0739e+00 -3.0825e+00 +2.3843e+00 -2.5715e+00 +4.1742e+00 -2.3094e+00 +2.6550e+00 -3.1134e+00 -2.1250e+00 -4.0889e+00 +7.6209e-01 +1.8336e+00 +4.6593e-01 -7.4271e-01 +1.4444e+00
64 +5.822209424e+06 +5.822209424e+06 +5.821999544e+06 +5.821999544e+06 -2.2413e+00 +2.1192e+00 +7.3486e-01 -2.4728e+00 -2.5888e+00 +1.6907e+00 -2.1866e+00 +1.3843e+00 -1.5715e+00 +3.1742e+00 -1.5616e+00 +1.8842e+00 -2.1134e+00 -1.1250e+00 -3.0889e+00 -2.3791e-01 +2.8336e+00 +1.4659e+00 -1.7427e+00 +1.8728e+00
124 +3.471759845e+06 +3.471759845e+06 +3.471549965e+06 +3.471549965e+06 +1.8381e+00 -1.8669e+00 +2.8395e+00 +4.9908e+00 +2.6248e+00 +2.0162e+00 -3.3626e-02 -2.0211e+00 -5.6479e-01 +4.8834e-01 +4.0717e-01 -1.9269e+00 +2.3081e+00 -1.6059e+00 +1.2926e+00 -7.9699e-01 -3.4047e-02 +5.1084e-01 -1.8396e+00 +2.3283e+00
184 +1.618704499e+06 +1.618704499e+06 +1.618494619e+06 +1.618494619e+06 +7.5874e-01 -8.8076e-01 +1.7349e+00 +5.2721e-01 +4.1125e-01 +2.6907e+00 +8.1345e-01 -1.6157e+00 -3.5287e-01 +1.7424e-01 -1.1342e+00 -1.1158e+00 -1.1134e+00 -2.3162e+00 -8.8865e-02 -3.2379e+00 +1.1394e-01 +3.5515e+00 -3.0623e+00 +1.7415e+00
214 +1.523168438e+06 +1.523168438e+06 +1.522958558e+06 +1.522958558e+06 +3.7739e-01 -1.1483e+00 +1.1329e+00 +3.7641e+00 +2.5675e-01 +6.1871e-01 +1.6047e+00 -2.3623e+00 +1.7470e-01 +4.3470e-01 -7.5560e-01 -2.0098e+00 +9.4174e-01 -2.2095e+00 +4.2404e-01 -9.6279e-01 -7.2735e-01 +3.3416e+00 -3.0125e+00 +1.9781e+00
269 +8.580834268e+05 +8.580834268e+05 +8.578735468e+05 +8.578735468e+05 +2.9232e+00 +7.4266e-01 -2.4292e-01 +3.2698e+00 +1.3416e-01 +1.5340e+00 +6.5158e-01 -2.5437e+00 -3.1585e-01 +1.2080e+00 -2.8007e+00 -1.5070e+00 -1.3488e+00 -3.9893e+00 +1.5812e-01 -2.6650e+00 -1.2766e+00 +2.6725e+00 -2.3802e+00 +1.6459e+00
314 +6.010998133e+05 +6.010998133e+05 +6.008899333e+05 +6.008899333e+05 +3.2393e+00 +7.9277e-01 -4.7560e-01 +2.6148e+00 +6.9261e-01 +2.2235e+00 +1.7914e-01 -2.2092e+00 +2.1594e-01 +1.2482e+00 -2.5207e+00 -1.2915e+00 -1.4014e+00 -3.9348e+00 -4.3371e-02 -3.3669e+00 -2.0250e+00 +2.5208e+00 -2.6880e+00 +2.0363e+00
531 +3.969868248e+05 +3.969868248e+05 +3.967769448e+05 +3.967769448e+05 +3.6997e+00 +9.5809e-01 -1.1940e+00 +2.6099e+00 -3.7186e-01 +2.3442e+00 +4.3457e-01 -2.2696e+00 +5.5121e-01 +1.6087e+00 -2.4756e+00 -9.2713e-01 -1.3029e+00 -3.8473e+00 +2.1822e-01 -3.3900e+00 -2.5631e+00 +3.1685e+00 -2.5467e+00 +1.8342e+00
