% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.848629188e+08 +3.848629188e+08 +3.848622977e+08 +3.848622977e+08 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
16 +1.735216402e+08 +1.735216402e+08 +1.735210190e+08 +1.735210190e+08 -4.4038e+00 +1.8197e+00 -4.5757e+00 -4.2855e+00 +2.1650e-01 -4.0327e+00 +3.1815e+00 +3.1755e+00 +2.2244e+00 -3.5013e+00 +1.5961e+00 +1.8595e-01 +4.7297e+00 +1.4899e+00 +3.0033e+00 -4.6202e-01 -6.7608e-01 +3.2531e+00 -4.1653e+00 -3.6683e+00
95 +1.527674791e+08 +1.527674791e+08 +1.527668579e+08 +1.527668579e+08 -4.4309e+00 +3.0779e+00 -3.5329e+00 -1.1204e+00 +3.4618e+00 -8.3789e-01 +2.1767e+00 +2.5944e+00 +2.3213e+00 -2.3278e-01 -2.1708e+00 -1.6007e+00 +4.6509e+00 -3.7133e+00 +8.9901e-01 -2.3207e+00 +5.0000e+00 +2.9833e+00 +1.9454e-01 -6.7108e-01
215 +8.908655217e+07 +8.908655217e+07 +8.908593106e+07 +8.908593106e+07 -2.4309e+00 +4.0368e+00 -2.9998e+00 -3.0814e+00 +1.0472e+00 -1.9013e+00 +3.8650e+00 +9.4702e-01 +1.7429e+00 -2.2328e+00 -1.7078e-01 +3.9932e-01 +4.4466e+00 -1.7133e+00 -7.9576e-02 -7.7114e-01 +1.7868e+00 +4.6302e+00 -4.3153e-01 -2.6472e+00
296 +6.133839173e+07 +6.133839173e+07 +6.133777062e+07 +6.133777062e+07 -1.0110e+00 +4.4623e+00 -3.5402e+00 -2.5136e+00 +1.3428e+00 -3.6669e+00 +2.3911e+00 +4.9229e-01 +2.7524e+00 -2.7294e+00 +1.9196e+00 +1.2398e+00 +4.2108e+00 +2.3330e+00 +1.8151e+00 -1.3113e+00 -3.9328e-01 +4.4561e+00 -8.0124e-01 -2.6734e+00
376 +3.903234986e+07 +3.903234986e+07 +3.903172875e+07 +3.903172875e+07 -2.5402e-01 +4.7902e+00 -3.5407e+00 -3.3233e+00 +5.0667e-01 -2.9218e+00 +1.4865e+00 +3.8451e-01 +2.5631e+00 -1.7294e+00 +1.3968e+00 +2.0620e+00 +3.8163e+00 +1.3330e+00 +1.6589e+00 -9.0586e-01 +3.6284e-01 +5.0000e+00 +1.9876e-01 -1.6734e+00
531 +1.897007269e+07 +1.897007269e+07 +1.896945158e+07 +1.896945158e+07 -1.3708e-01 +3.6439e+00 -1.7545e+00 -3.7353e+00 -4.5808e-01 -2.6100e+00 +2.1087e+00 +1.1145e+00 +2.1454e+00 -1.0703e+00 +3.2265e+00 +2.8482e+00 +4.0000e+00 +6.7570e-01 +2.2472e+00 -1.9071e+00 -2.0051e-01 +2.5904e+00 +1.7349e+00 -5.2640e-01
669 +1.552853131e+07 +1.552853131e+07 +1.552791020e+07 +1.552791020e+07 -7.5567e-01 +2.4640e+00 -1.0565e+00 -4.5222e+00 -3.4528e-01 -2.8355e+00 +1.9809e+00 +9.5949e-01 +1.8405e+00 +2.5083e-01 +2.0795e+00 +3.2918e+00 +2.6366e+00 +1.4314e+00 +1.5826e+00 -1.5155e+00 +2.8420e-01 +3.4435e+00 +7.6085e-01 -5.5133e-01
921 +9.066977741e+06 +9.066977741e+06 +9.066356631e+06 +9.066356631e+06 -8.6386e-01 +2.2650e+00 +5.3785e-01 -2.6343e+00 -5.4203e-01 -2.2865e+00 +1.3378e+00 +6.9352e-01 +8.5132e-01 -5.8828e-01 +1.3433e+00 +3.2926e+00 +4.2755e+00 +1.7096e+00 +1.0866e+00 -2.2091e+00 +7.4935e-01 +3.0288e+00 +8.0442e-01 -3.5014e-01
1013 +5.140121902e+06 +5.140121902e+06 +5.139500792e+06 +5.139500792e+06 -1.2074e-01 +3.3808e+00 +3.5023e-02 -2.7106e+00 -1.3236e-01 -1.3657e+00 +1.4048e+00 -1.6285e-02 +7.2226e-01 -2.3797e-01 +1.4132e+00 +2.4353e+00 +3.2881e+00 +1.1910e+00 +1.8399e+00 -2.5314e+00 +1.6707e-01 +3.0328e+00 +9.9737e-01 -1.0615e-01
1092 +3.560942458e+06 +3.560942458e+06 +3.560321348e+06 +3.560321348e+06 -8.0535e-01 +3.3075e+00 +4.8666e-01 -3.1531e+00 -3.1492e-01 -1.9461e+00 +1.6391e+00 +2.0453e-01 +3.1797e-01 -8.1089e-01 +1.1207e+00 +3.1161e+00 +4.0767e+00 +1.4814e+00 +1.9358e+00 -1.8518e+00 +1.2666e-01 +2.9101e+00 +1.0947e+00 -5.0158e-01
1492 +2.010438356e+06 +2.010438356e+06 +2.009817246e+06 +2.009817246e+06 -9.6832e-01 +3.9281e+00 +2.0261e-01 -3.4451e+00 -3.9961e-01 -2.2719e+00 +2.0692e+00 -2.7387e-02 +6.9016e-01 -7.3239e-01 +1.0522e+00 +2.7710e+00 +3.3442e+00 +1.3242e+00 +2.1651e+00 -1.8898e+00 +4.0422e-01 +3.0624e+00 +9.6364e-01 -2.8828e-01
