% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.198209163e+03 +2.198209163e+03 +1.736119163e+03 +1.736119163e+03 -4.7537e+00 +5.2013e-02 +1.8321e+00 +1.6481e+00 +4.0589e+00 +2.4483e+00 +3.3520e+00 -1.7704e-02 -1.7914e+00 +6.9821e-01 +1.9910e+00 +4.5992e-01 -4.1665e+00 +2.5039e+00 -3.9400e+00 +7.0803e-01 -4.4107e+00 -1.2332e+00 +7.7137e-01 -3.0143e+00
5 +1.230363320e+03 +1.230363320e+03 +7.682733199e+02 +7.682733199e+02 +3.3106e+00 +2.9666e+00 -2.8491e+00 +3.0555e+00 +2.7109e+00 -3.9759e+00 +1.8999e+00 +5.4857e-01 -4.0226e+00 +3.4078e+00 -2.8461e+00 +1.9191e+00 +1.6312e+00 -1.2883e+00 -2.0887e+00 -4.9811e+00 -2.1664e+00 -3.8734e+00 -3.3480e+00 -6.6983e-01
56 +7.411826193e+02 +7.411826193e+02 +2.790926193e+02 +2.790926193e+02 -3.3712e+00 -1.0246e+00 -2.0226e+00 +3.5431e+00 +4.6804e+00 +3.4201e+00 +4.4013e+00 -5.7621e-01 +2.4838e+00 +2.5882e-01 -3.8306e+00 -1.9595e+00 -3.8448e+00 -1.9805e+00 -4.9037e+00 -2.5669e+00 -1.7195e+00 +4.5084e+00 +1.6408e-01 +3.9293e+00
1064 +6.037831389e+02 +6.037831389e+02 +1.416931389e+02 +1.416931389e+02 -4.1744e+00 -1.7376e+00 -1.1556e+00 +2.6489e+00 +8.2223e-01 -3.8084e+00 -3.4180e+00 +2.2088e+00 +3.3856e+00 +2.0958e+00 -1.8025e-01 -2.4566e+00 +2.1024e+00 -2.7742e+00 -2.1416e+00 -2.5795e+00 -2.8270e+00 +2.2781e-01 -2.2392e+00 +1.3284e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.184434287e+03 +1.184434287e+03 +1.262094287e+03 +1.262094287e+03 +1.0441e+00 -2.7393e-01 -3.7273e+00 +1.1863e+00 -2.5965e+00 -4.3144e+00 -4.5049e-01 +6.0572e-01 -8.0065e-01 +2.8376e-01 -2.0388e+00 +2.2851e+00 +3.8616e+00 -6.6035e-01 +1.0426e+00 +3.7587e+00 -3.6518e+00 -2.4816e+00 -3.4435e+00 -3.1870e+00
35 +6.613795749e+02 +6.613795749e+02 +7.390395749e+02 +7.390395749e+02 -3.7464e-01 +4.3154e+00 -1.0957e+00 +2.7523e+00 -1.6497e+00 +5.2837e-02 -1.1733e+00 -2.5748e+00 +1.7768e+00 +7.2338e-01 +2.3138e+00 +4.2652e+00 +2.6158e+00 -1.1236e+00 -4.1423e+00 -2.2548e+00 -2.7482e+00 -1.9373e+00 +2.4823e+00 -4.7073e+00
235 +5.326554498e+02 +5.326554498e+02 +6.103154498e+02 +6.103154498e+02 +1.7143e+00 +3.7352e+00 -2.8246e+00 +4.7217e+00 +4.2382e-01 -5.1551e-01 -3.8662e+00 -2.7661e+00 +1.0398e+00 -8.7947e-01 +3.1457e+00 -3.6436e+00 -4.3232e+00 -1.7971e+00 -2.8193e+00 -1.2912e+00 +1.2750e+00 -1.9811e+00 +2.6854e+00 -4.1656e+00
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.710658336e+03 +1.710658336e+03 +1.826338336e+03 +1.826338336e+03 -1.8593e+00 -3.1354e+00 -3.3765e+00 +2.9509e+00 -1.6001e+00 -1.0277e+00 +1.3703e+00 -2.0184e+00 -1.2420e+00 +2.0980e+00 -1.7920e+00 -4.0640e-01 +1.6725e+00 +4.7729e-01 +7.3362e-01 +3.2427e+00 +2.6772e+00 -4.2724e+00 +4.3929e+00 -2.6004e+00
4 +1.515234287e+03 +1.515234287e+03 +1.630914287e+03 +1.630914287e+03 +1.8699e+00 +3.0768e+00 -3.4034e+00 +1.0006e+00 -4.3875e+00 -3.5167e+00 -3.7724e+00 -1.5520e+00 +2.5065e+00 +2.1348e+00 -2.6374e-01 +2.4472e+00 +6.4110e-01 +2.0311e+00 -2.7522e+00 -4.6531e+00 -2.6043e+00 -1.6559e+00 +4.3283e+00 -4.0620e+00
32 +9.125504981e+02 +9.125504981e+02 +1.028230498e+03 +1.028230498e+03 -4.4510e+00 -3.6522e+00 +9.8653e-01 -2.0193e+00 -4.6729e-01 +1.9819e+00 +4.5886e-01 +1.9625e+00 -3.1642e+00 +9.1290e-01 +1.4815e+00 -3.0187e+00 -1.0904e+00 -4.6113e+00 -2.7448e+00 +2.2278e-01 -3.2106e+00 +3.7087e+00 +1.1149e-01 -4.9036e+00
1408 +6.216456955e+02 +6.216456955e+02 +7.373256955e+02 +7.373256955e+02 -4.1679e+00 -2.3021e-01 -1.5904e+00 +1.7438e+00 -4.2905e+00 -4.9928e+00 -4.1539e+00 +4.9060e+00 -4.4408e-02 +2.2681e+00 -3.0401e+00 -3.0809e+00 -1.3569e+00 +1.2200e+00 -3.9127e-01 -2.8572e+00 -3.5523e-01 +2.6560e+00 +4.2159e+00 -3.1400e+00
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.253904285e+03 +1.253904285e+03 +1.250194285e+03 +1.250194285e+03 -2.1858e+00 +1.4612e+00 +3.5776e+00 -3.9154e+00 +2.2817e+00 -4.1401e+00 +2.6084e+00 -3.8189e+00 +7.2059e-01 +3.4225e+00 -4.0867e+00 -1.1216e+00 -1.6936e+00 -3.0743e+00 -4.8805e+00 -1.4476e+00 +3.5278e+00 -4.1598e+00 +4.5822e+00 -4.6341e+00
16 +8.719328379e+02 +8.719328379e+02 +8.682228379e+02 +8.682228379e+02 -3.2607e+00 -4.7818e+00 +4.6342e+00 +4.3370e+00 +1.7434e+00 -1.0357e+00 +5.3939e-01 +2.1393e+00 +2.1419e+00 -7.4685e-03 +4.1452e+00 +1.0538e+00 +1.3290e+00 +1.0932e+00 -1.4234e+00 -1.7510e+00 -3.1166e+00 -1.9061e+00 +1.5882e+00 -1.9191e+00
122 +4.928913043e+02 +4.928913043e+02 +4.891813043e+02 +4.891813043e+02 +4.6130e+00 -3.1217e-01 -4.7808e+00 -7.8548e-01 +2.2034e+00 +1.4853e+00 +4.5688e+00 -4.7794e-01 +2.5925e-01 -1.1241e+00 +8.6751e-01 -2.5631e-01 +9.2428e-01 +2.0154e-02 -7.1109e-01 -2.6663e+00 +2.2257e+00 +2.4393e+00 +3.6607e+00 -3.7389e+00
% function evaluation | noise-free fitness - Fopt (1.321800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.227602338e+03 +1.227602338e+03 +1.359782338e+03 +1.359782338e+03 +1.6716e+00 -3.3597e+00 -3.9457e-01 +3.7196e+00 +3.3284e+00 -4.2589e+00 +3.9155e+00 -3.2435e+00 -5.8736e-01 -4.9903e+00 +1.5389e+00 +5.3875e-02 +1.0509e+00 +1.8345e+00 -1.4055e+00 -3.7959e+00 -5.8296e-01 +4.1502e+00 -4.7214e+00 -1.7804e+00
10 +9.704753944e+02 +9.704753944e+02 +1.102655394e+03 +1.102655394e+03 -3.8557e+00 +3.8483e+00 -7.1965e-01 -1.8942e+00 -1.9770e+00 -1.0489e+00 +2.5261e+00 +2.6587e+00 +4.2210e+00 -4.6580e+00 -2.8512e-01 +5.3558e-01 -4.5644e+00 +1.2420e+00 +4.5173e-01 -1.0774e-01 +3.1457e+00 +7.5761e-02 -2.4854e+00 -1.5223e+00
129 +6.235223638e+02 +6.235223638e+02 +7.557023638e+02 +7.557023638e+02 -2.8218e+00 +5.4402e-01 +1.0326e-01 +2.6215e+00 -7.5659e-01 -9.6509e-01 +3.8431e+00 -3.3948e+00 +2.3381e+00 -3.8181e+00 +1.0614e-01 -2.9399e+00 +2.1341e-01 -3.7830e-01 -4.5249e+00 +3.6653e+00 +2.0912e+00 +2.1476e+00 +1.9308e-01 +1.7266e+00
% function evaluation | noise-free fitness - Fopt (-5.847300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.442385520e+03 +8.442385520e+03 +7.857655520e+03 +7.857655520e+03 +4.2437e-01 -1.1114e+00 +1.3162e+00 -4.4654e+00 +6.6490e-01 -4.2715e+00 -1.0290e+00 -3.0596e+00 -6.8579e-01 -3.2229e+00 -1.7976e+00 -4.5138e+00 +2.2307e-01 -3.9600e+00 -4.5280e+00 +3.6685e+00 +1.8066e+00 +5.0001e-01 +9.1196e-01 +4.6269e+00
