% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.124507435e+04 +4.124507435e+04 +4.069857435e+04 +4.069857435e+04 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
2 +3.408378250e+04 +3.408378250e+04 +3.353728250e+04 +3.353728250e+04 +7.8405e-01 +8.3336e-01 +2.2275e-01 +1.0072e+00 +3.7290e-01 +8.8525e-02 +2.2903e-01 +7.3519e-01 +1.2855e+00 +1.2977e+00 -1.0148e-01 +9.9380e-01 +5.9293e-01 +1.5133e-01 +7.9823e-01 +6.0168e-01 +1.9086e-01 +1.0271e+00 +7.2453e-01 +1.2947e+00
5 +2.172363854e+04 +2.172363854e+04 +2.117713854e+04 +2.117713854e+04 +1.0668e+00 +6.3938e-01 +1.5701e-01 +7.5002e-01 +7.2342e-01 -8.2558e-02 +4.2549e-01 +7.6869e-01 +1.4711e+00 +9.0665e-01 -4.8389e-01 +7.1872e-01 +1.3635e+00 +1.6373e-01 +1.0886e+00 +1.7910e-01 +8.5277e-01 +3.2747e-01 +7.3290e-01 +5.9714e-01
35 +1.520939879e+04 +1.520939879e+04 +1.466289879e+04 +1.466289879e+04 +7.9104e-01 +9.0839e-01 +2.0843e-01 +9.9303e-01 +7.1899e-01 -3.1286e-01 +4.2463e-01 +5.3465e-01 +1.2338e+00 +1.1226e+00 -1.6638e-01 +5.0326e-02 +8.1306e-01 +6.3043e-01 +4.9849e-01 +4.0453e-01 +2.1181e-01 +5.5685e-02 +5.9138e-02 +1.1317e+00
53 +6.625533586e+03 +6.625533586e+03 +6.079033586e+03 +6.079033586e+03 +1.3010e+00 +8.1095e-01 +3.8224e-01 +7.3812e-01 -2.9630e-01 -3.6508e-01 +2.7789e-01 +7.2238e-01 +1.3959e+00 +6.6245e-01 -5.4066e-01 +1.2635e-01 +8.8020e-01 +2.0037e-01 +7.2969e-01 -6.3953e-02 +5.0165e-01 -4.0624e-01 -1.3780e-01 +8.4866e-01
61 +4.095011961e+03 +4.095011961e+03 +3.548511961e+03 +3.548511961e+03 +7.6160e-01 +6.3262e-01 +3.6057e-01 +1.0887e+00 +5.9157e-01 -4.5758e-01 +2.0920e-01 +3.8453e-01 +1.1493e+00 +9.5666e-01 -2.1085e-01 +7.6535e-02 +1.0758e+00 +1.1734e-01 +9.0305e-01 +2.0331e-01 +8.6922e-01 -3.3319e-01 -4.8764e-01 +1.0168e+00
78 +3.509145666e+03 +3.509145666e+03 +2.962645666e+03 +2.962645666e+03 +9.7248e-01 +7.0472e-01 -2.9102e-01 +1.5634e+00 +4.4938e-01 -5.2998e-01 -3.3405e-01 +8.0710e-01 +1.0621e+00 +9.8369e-01 -6.9989e-01 +8.4859e-02 +7.2859e-01 -1.9422e-01 +7.8866e-01 -2.8125e-01 +5.6330e-01 -4.7279e-01 -3.3013e-01 +1.1288e+00
85 +1.548182275e+03 +1.548182275e+03 +1.001682275e+03 +1.001682275e+03 +1.1287e+00 +4.1016e-01 +6.9708e-01 +1.6569e+00 +1.9583e-01 -7.9833e-01 -5.1199e-01 +7.5457e-01 +1.0625e+00 +9.3440e-01 -4.1887e-01 +4.6651e-01 +1.6523e+00 -1.6839e-01 +1.0201e+00 -6.1382e-01 +6.9832e-01 -7.0618e-01 -4.4946e-01 +8.8686e-01
119 +6.335940636e+02 +6.335940636e+02 +8.709406363e+01 +8.709406363e+01 +5.5723e-01 +9.0659e-01 -1.7419e-01 +1.2456e+00 -1.3865e-02 -9.7640e-02 -5.9947e-01 +5.8975e-01 +5.4851e-01 +1.2159e+00 -6.5394e-01 +6.8705e-01 +1.4581e+00 -1.2067e-01 +8.8375e-01 -4.4203e-01 +1.1353e+00 -5.1844e-01 -7.5052e-01 +1.2772e+00
122 +4.501780245e+02 +4.501780245e+02 -9.632197548e+01 -9.632197548e+01 +1.1984e+00 +8.8373e-01 +5.4209e-01 +1.3250e+00 -1.9384e-01 -6.6535e-01 -1.1747e-01 +2.6728e-02 +2.1647e-01 +1.3116e+00 -7.8156e-01 +1.0525e+00 +1.7277e+00 -1.3302e+00 +5.4144e-01 -1.2045e+00 +8.5585e-01 -7.4579e-01 -8.6833e-01 +1.3234e+00
