% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.819793302e+02 +3.819793302e+02 +3.296293302e+02 +3.296293302e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
2 +4.373500035e+01 +4.373500035e+01 -8.614999654e+00 -8.614999654e+00 +1.5574e+00 -4.6429e+00 +3.4913e+00 +4.3399e+00 +1.7874e+00 +2.5774e+00 +2.4313e+00 -1.0777e+00 +1.5548e+00 -3.2881e+00 +2.0605e+00 -4.6817e+00 -2.2308e+00 -4.5383e+00 -4.0287e+00 +3.2346e+00 +1.9483e+00 -1.8290e+00 +4.5022e+00 -4.6555e+00
23 +3.402609153e+01 +3.402609153e+01 -1.832390847e+01 -1.832390847e+01 -2.4521e+00 -2.7596e+00 +1.6783e+00 +3.4439e+00 -1.5554e+00 +2.8052e+00 +1.7533e+00 -4.9328e+00 +1.0217e+00 -1.1323e+00 +4.1599e+00 -4.9885e+00 -3.7551e-01 -7.5651e-01 -3.9084e-01 +2.7016e+00 -1.7753e+00 +2.8474e+00 -2.8643e-01 -4.6424e+00
122 +2.472426703e+01 +2.472426703e+01 -2.762573297e+01 -2.762573297e+01 +1.0789e+00 -2.7511e+00 +2.2650e+00 +2.4481e+00 -1.0445e-01 +1.8559e+00 +1.3249e+00 -2.9695e+00 +3.2262e-02 -1.3963e+00 +2.9356e+00 -5.0000e+00 -3.3897e-01 -2.6465e+00 -2.1969e+00 +1.8735e+00 +5.6483e-02 +6.2798e-02 +2.6104e+00 -5.0000e+00
408 +1.558019914e+01 +1.558019914e+01 -3.676980086e+01 -3.676980086e+01 -1.3741e+00 -3.2819e+00 +2.7352e+00 +6.7646e-01 -7.8932e-03 +8.8583e-01 +2.5328e+00 -3.4582e+00 +1.8391e+00 +2.6203e-01 +3.5458e-01 -4.0284e+00 -8.9780e-01 -2.4043e+00 -2.3492e+00 +7.5376e-01 -4.3509e-01 +1.9299e+00 +3.3792e+00 -4.7424e+00
606 +9.453084607e+00 +9.453084607e+00 -4.289691539e+01 -4.289691539e+01 -2.0441e+00 -2.2338e+00 +2.4902e+00 -1.1916e+00 -5.5163e-01 +3.4473e+00 +4.8186e-01 -3.2118e+00 +3.2395e+00 +4.6559e-02 +1.2733e+00 -1.6629e+00 +7.5395e-01 -2.4245e+00 -2.4833e+00 +1.0709e+00 -1.2091e+00 +9.8244e-01 +3.2317e+00 -4.6175e+00
770 +5.478613350e+00 +5.478613350e+00 -4.687138665e+01 -4.687138665e+01 -3.4920e+00 -1.4528e+00 +2.1912e+00 -1.3710e+00 -1.8973e+00 +3.9075e+00 -1.0146e+00 -5.5551e-01 +3.1754e+00 -1.3673e+00 +2.8847e+00 -1.5429e+00 +2.8179e+00 -1.4416e+00 -1.9709e+00 +1.4768e+00 -7.5949e-01 +2.2346e-01 +1.2537e+00 -4.5237e+00
927 +3.737229783e+00 +3.737229783e+00 -4.861277022e+01 -4.861277022e+01 -2.9281e+00 -1.5989e+00 +2.5277e+00 -1.7250e+00 -2.0478e+00 +3.6086e+00 -2.6472e+00 +7.5887e-01 +3.2649e+00 -2.3353e+00 +3.3250e+00 -3.8630e-01 +2.2907e+00 -1.6926e+00 -1.3881e+00 +2.3618e+00 -1.2736e+00 +1.4849e-01 +2.0487e+00 -4.6425e+00
1332 +2.505669281e+00 +2.505669281e+00 -4.984433072e+01 -4.984433072e+01 -2.0256e+00 -1.7191e+00 +2.1956e+00 -2.5824e+00 -6.1952e-01 +3.1759e+00 -3.8783e+00 +1.5770e+00 +3.3395e+00 -1.8396e+00 +2.6696e+00 -1.0045e+00 +2.8988e+00 -9.3207e-01 -1.5267e+00 +2.6086e-01 -1.2996e+00 +1.8635e+00 +2.5700e+00 -4.3242e+00
1534 +1.394857657e+00 +1.394857657e+00 -5.095514234e+01 -5.095514234e+01 -1.1016e+00 -1.2030e+00 +1.9389e+00 -2.2809e+00 -1.2311e+00 +3.4582e+00 -3.6965e+00 -1.3294e-01 +2.7113e+00 -2.2263e+00 +2.4791e+00 -4.8265e-01 +3.3093e+00 -1.0866e+00 -1.9336e+00 +1.9481e+00 -1.3799e+00 +6.0047e-01 +3.5055e+00 -4.6412e+00
1937 +9.656784431e-01 +9.656784431e-01 -5.138432156e+01 -5.138432156e+01 -1.2320e+00 -1.2588e+00 +2.1748e+00 -2.7060e+00 -9.9082e-01 +3.4410e+00 -3.8121e+00 -4.7202e-01 +2.7033e+00 -1.7083e+00 +3.0090e+00 -5.9522e-01 +3.3585e+00 -4.7005e-01 -2.2174e+00 +9.1241e-01 -1.1984e+00 +1.0912e+00 +3.7295e+00 -4.5176e+00
2056 +5.663815085e-01 +5.663815085e-01 -5.178361849e+01 -5.178361849e+01 -1.1139e+00 -1.0987e+00 +2.9612e+00 -2.6392e+00 -1.1163e+00 +3.4503e+00 -3.7706e+00 -8.2781e-02 +3.2113e+00 -2.2552e+00 +3.2512e+00 -6.6905e-01 +3.4753e+00 -4.1567e-01 -2.0544e+00 +1.2232e+00 -1.4028e+00 +1.9119e+00 +3.3640e+00 -4.3092e+00
2263 +3.051670521e-01 +3.051670521e-01 -5.204483295e+01 -5.204483295e+01 -9.0843e-01 -1.4035e+00 +2.4451e+00 -2.5358e+00 -1.2986e+00 +3.4204e+00 -3.6497e+00 +5.3260e-03 +2.6103e+00 -1.6915e+00 +2.9340e+00 -4.5603e-01 +3.6019e+00 -5.6416e-01 -1.9024e+00 +1.3258e+00 -1.1806e+00 +1.3726e+00 +3.4546e+00 -3.8579e+00
