% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.396998970e+02 +3.396998970e+02 +3.304898970e+02 +3.304898970e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
35 +2.451791228e+02 +2.451791228e+02 +2.359691228e+02 +2.359691228e+02 +2.3784e+00 -4.3660e+00 +3.6044e+00 +4.3441e+00 +4.8440e+00 +3.5894e+00 +2.8556e+00 +1.3377e-01 -3.2240e+00 -1.0141e+00 -3.6607e+00 -4.6911e+00 +4.3914e+00 -1.9869e+00 -2.0447e+00 -1.6706e+00 -3.2932e-01 +1.4820e+00 -4.7477e+00 +3.4221e+00
611 +1.572070274e+02 +1.572070274e+02 +1.479970274e+02 +1.479970274e+02 +3.8645e+00 -8.2500e-01 -4.9054e-01 +4.0000e+00 +3.6132e+00 +3.1574e+00 +4.0444e+00 +2.1771e+00 -9.8008e-01 -5.0000e+00 -5.0000e+00 -2.2910e+00 +5.0000e+00 -2.6824e+00 -3.0604e+00 -5.0000e+00 +8.0911e-01 +4.2595e+00 -4.2743e+00 +5.0000e+00
914 +9.729234720e+01 +9.729234720e+01 +8.808234720e+01 +8.808234720e+01 +3.2857e+00 -7.9231e-01 +2.7599e+00 +3.0719e+00 +3.8714e+00 +4.9391e+00 +4.0785e+00 +3.6690e+00 -9.7734e-01 -5.0000e+00 -5.0000e+00 -3.5440e+00 +5.0000e+00 +5.3200e-02 -4.6382e+00 -5.0000e+00 +2.5956e+00 +5.0000e+00 -5.0000e+00 +5.0000e+00
1094 +6.307384646e+01 +6.307384646e+01 +5.386384646e+01 +5.386384646e+01 +1.8602e+00 -1.0747e+00 +3.5792e+00 +4.0335e+00 +5.0000e+00 +5.0000e+00 +3.9008e+00 +5.0000e+00 -1.2445e-01 -5.0000e+00 -5.0000e+00 -5.0000e+00 +5.0000e+00 +2.6633e+00 -5.0000e+00 -5.0000e+00 +4.0565e+00 +5.0000e+00 -5.0000e+00 +5.0000e+00
1322 +3.880656576e+01 +3.880656576e+01 +2.959656576e+01 +2.959656576e+01 +8.8164e-01 +9.8903e-01 +1.9219e+00 +5.0000e+00 +1.9240e+00 +5.0000e+00 +2.7467e+00 +5.0000e+00 +1.1166e+00 -5.0000e+00 -5.0000e+00 -4.9753e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 -5.0000e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 +5.0000e+00
1563 +2.322591583e+01 +2.322591583e+01 +1.401591583e+01 +1.401591583e+01 -2.6687e-01 +1.6185e+00 +4.8533e+00 +5.0000e+00 +5.5615e-01 +5.0000e+00 +4.6791e+00 +5.0000e+00 +3.3809e+00 -5.0000e+00 -5.0000e+00 -5.0000e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 -5.0000e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 +5.0000e+00
1721 +1.494341146e+01 +1.494341146e+01 +5.733411461e+00 +5.733411461e+00 +1.3150e+00 +2.9352e+00 +5.0000e+00 +5.0000e+00 -4.9290e-01 +5.0000e+00 +5.0000e+00 +5.0000e+00 +4.3897e+00 -5.0000e+00 -5.0000e+00 -5.0000e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 -5.0000e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 +5.0000e+00
1881 +9.781278381e+00 +9.781278381e+00 +5.712783806e-01 +5.712783806e-01 +3.1253e+00 +4.2946e+00 +5.0000e+00 +5.0000e+00 -6.2112e-01 +5.0000e+00 +5.0000e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 -5.0000e+00 -5.0000e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 -5.0000e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 +5.0000e+00
1962 +5.793563541e+00 +5.793563541e+00 -3.416436459e+00 -3.416436459e+00 +4.3194e+00 +4.9347e+00 +5.0000e+00 +5.0000e+00 -1.8966e+00 +5.0000e+00 +5.0000e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 -5.0000e+00 -5.0000e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 -5.0000e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 +5.0000e+00
2080 +3.962964419e+00 +3.962964419e+00 -5.247035581e+00 -5.247035581e+00 +5.0000e+00 +5.0000e+00 +5.0000e+00 +5.0000e+00 -2.5594e+00 +5.0000e+00 +5.0000e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 -5.0000e+00 -5.0000e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 -5.0000e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 +5.0000e+00
