% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.611754890e+01 +1.611754890e+01 +2.298754890e+01 +2.298754890e+01 -3.5089e+00 -1.7898e+00 -2.9918e+00 +9.4291e-01 -6.7257e-01 -3.4490e+00 +6.0411e-01 -4.9992e+00 +1.0778e+00 -3.4257e+00 -3.8950e+00 +6.7100e-01 -4.1862e+00 +4.9926e+00 -2.5763e+00 +2.4500e+00 +1.0909e+00 -1.3465e+00 +1.4017e+00 -6.0802e-01
2 +1.484586584e+01 +1.484586584e+01 +2.171586584e+01 +2.171586584e+01 -3.7260e+00 -4.4416e+00 +1.0828e+00 +2.2309e+00 -4.4838e+00 +3.1915e+00 -2.4922e+00 +4.3651e-01 -3.1941e+00 +3.0978e-01 -8.7978e-01 -4.1413e+00 +9.9497e-01 +3.6745e+00 +4.3689e+00 +2.0659e+00 -4.9004e+00 -1.4190e+00 -1.8106e+00 -3.7937e+00
7 +7.000705777e+00 +7.000705777e+00 +1.387070578e+01 +1.387070578e+01 -2.2664e+00 +2.3527e-01 +3.0849e+00 -2.0548e+00 +3.5493e+00 -1.9840e+00 -3.3342e+00 -2.9518e+00 +2.9626e+00 +1.1463e+00 -1.7188e+00 +1.4063e+00 +3.4398e+00 +4.5899e+00 -1.7938e+00 -4.3649e+00 -2.6115e+00 -2.6633e+00 -2.6726e+00 -1.8068e+00
43 +6.090666943e+00 +6.090666943e+00 +1.296066694e+01 +1.296066694e+01 -3.8409e+00 +4.2020e-01 +5.6312e-02 +4.6626e-01 +2.5586e-01 -1.5658e+00 +4.4554e+00 +2.5511e+00 +1.0087e+00 +3.6345e+00 +1.4655e+00 -3.7166e-01 -4.9033e+00 +2.8408e+00 +8.5717e-01 -4.7671e+00 -1.5435e+00 +4.7836e+00 +4.5418e+00 -3.8644e+00
1835 +3.186436089e+00 +3.186436089e+00 +1.005643609e+01 +1.005643609e+01 -4.8646e+00 +4.9626e+00 -4.4759e+00 -1.2872e+00 +1.0450e-01 -1.2906e+00 +1.5463e+00 +6.4994e-01 +2.8248e+00 +4.6435e+00 -8.0687e-01 +1.3644e-01 -2.7613e+00 -4.7778e+00 -2.3566e+00 +3.7201e+00 -4.9275e+00 +4.6239e+00 -1.0704e-01 +4.2010e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e-02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.601818484e+01 +1.601818484e+01 +1.602818484e+01 +1.602818484e+01 -4.4733e+00 +3.8387e+00 -3.8214e+00 +4.5045e+00 +4.7672e+00 +1.4007e+00 +4.0081e+00 -3.5791e+00 +8.0283e-01 -3.4850e+00 +3.1521e+00 -4.1279e+00 +3.3367e+00 -2.7817e+00 +2.8304e+00 -3.3018e+00 -5.9583e-01 +1.7432e+00 -1.6850e+00 -4.0089e+00
3 +1.239618352e+01 +1.239618352e+01 +1.240618352e+01 +1.240618352e+01 +2.8490e+00 +6.7879e-01 +4.6719e+00 -8.5974e-01 -1.0423e+00 +2.0044e+00 -1.4340e+00 +3.3469e+00 +3.2388e+00 -6.3474e-01 -4.1356e+00 +4.4255e+00 +3.8414e+00 +1.1049e+00 +1.0067e+00 +2.4755e+00 -5.2063e-01 -1.9154e+00 +3.7609e-01 -5.0474e-01
7 +7.879020371e+00 +7.879020371e+00 +7.889020371e+00 +7.889020371e+00 -1.8505e+00 +6.5470e-01 -4.1207e+00 +4.8451e+00 +3.2740e+00 -2.0770e+00 +4.3216e+00 -4.0221e+00 +2.7383e+00 -1.4551e-01 -3.2023e+00 +4.6122e+00 -4.4804e+00 +3.2026e+00 +2.1738e+00 +3.0845e+00 +4.7337e+00 +3.4051e+00 -3.3977e+00 -3.1249e+00
80 +4.628774012e+00 +4.628774012e+00 +4.638774012e+00 +4.638774012e+00 +3.6970e+00 +4.4825e+00 -2.1915e+00 +1.1338e+00 +9.0425e-01 +3.1354e+00 +3.5308e+00 -1.6774e+00 +7.4607e-01 -4.7427e+00 +3.8757e+00 +4.4083e+00 +1.5232e+00 +8.9558e-01 +3.3215e-01 +1.5697e+00 -4.3225e+00 -1.0558e+00 -4.5794e+00 +6.8364e-01
