% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.901834085e+06 +4.901834085e+06 +4.901779145e+06 +4.901779145e+06 -4.3646e+00 -4.1995e-01 -8.7978e-02 -4.6544e+00 +1.0165e+00 +9.8897e-01 -2.5282e+00 +6.9070e-01 -1.2648e+00 +2.3614e+00 +1.6234e-01 +4.7544e+00 +4.9525e+00 +8.0817e-01 -4.1625e+00 +1.5219e+00 +1.9063e+00 +2.3088e+00 +3.2012e-02 +8.8924e-01
30 +3.587390237e+06 +3.587390237e+06 +3.587335297e+06 +3.587335297e+06 +3.5380e+00 -2.1195e+00 -2.8840e+00 -5.1874e-01 +4.5458e+00 -5.4066e-01 +2.7358e+00 +1.2027e+00 -2.2845e+00 -4.2131e+00 -2.2966e-01 +4.1886e+00 -1.2591e+00 +3.4216e+00 +2.2029e+00 +2.3141e+00 +1.0744e+00 +2.6725e+00 +3.2642e-02 -2.7291e+00
193 +1.334008354e+06 +1.334008354e+06 +1.333953414e+06 +1.333953414e+06 +1.5362e+00 -2.7254e+00 -2.8785e+00 -3.0723e-01 -4.9506e+00 -1.2714e+00 -4.3595e-01 +1.9010e+00 -1.1042e+00 +2.0174e+00 +4.7176e+00 +1.2589e+00 -3.0773e+00 -3.0180e+00 +2.6318e+00 -2.7881e+00 -1.2055e+00 +4.4164e+00 -3.3719e+00 -1.1917e+00
2963 +8.984256572e+05 +8.984256572e+05 +8.983707172e+05 +8.983707172e+05 -2.2780e+00 -2.0571e+00 +2.0536e+00 +7.1046e-01 +2.0045e+00 -8.0375e-01 -2.1985e-01 +1.6882e+00 -1.7804e-01 +3.7220e+00 -4.4887e+00 -2.7606e+00 +8.3384e-01 -2.7867e+00 -2.4897e+00 +4.4803e+00 -3.8733e-02 +9.9237e-01 +3.9252e+00 +4.0798e+00
% function evaluation | noise-free fitness - Fopt (5.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.576437225e+07 +2.576437225e+07 +2.576443138e+07 +2.576443138e+07 -4.7758e+00 +4.3555e+00 -9.4911e-01 +3.6629e+00 +2.6325e+00 +2.4965e+00 +1.8235e+00 -3.3979e-01 +1.4973e+00 +4.1321e+00 -2.3863e+00 -4.2477e+00 -2.4187e+00 -1.4877e-01 -3.9587e+00 +2.1431e+00 +2.2875e-01 +1.8215e+00 -3.8633e+00 +1.6503e+00
2 +7.155170766e+06 +7.155170766e+06 +7.155229896e+06 +7.155229896e+06 +3.3275e-01 +2.4484e+00 +2.1009e+00 -1.4175e+00 -4.3568e+00 -1.7013e+00 -1.0751e-01 +3.5657e+00 -2.2436e+00 +1.3498e+00 -4.6387e+00 -3.5550e+00 -3.3622e+00 -3.6264e+00 -2.3438e+00 -3.4980e+00 +2.2704e+00 +9.7842e-01 +2.3211e+00 +2.9770e+00
4 +3.349248144e+06 +3.349248144e+06 +3.349307274e+06 +3.349307274e+06 -3.7825e+00 -4.5410e+00 -4.7226e+00 +3.6399e+00 -4.6823e+00 -4.5950e+00 -2.1556e+00 -4.2386e-01 -2.5543e+00 -4.7692e+00 +4.7715e+00 -4.6529e+00 -2.8954e+00 +2.5243e+00 -3.7737e+00 +3.3678e+00 -1.6385e+00 -2.2859e+00 +2.3834e+00 +4.9728e+00
8 +2.404633253e+06 +2.404633253e+06 +2.404692383e+06 +2.404692383e+06 -1.0184e+00 +6.3289e-01 -4.8823e+00 +2.8632e+00 -4.4394e+00 -1.5763e+00 -2.3161e+00 -1.7671e+00 +4.4469e+00 +2.7708e+00 +2.5217e+00 +4.8647e+00 +4.0972e+00 +1.8081e+00 -1.5142e+00 -2.9101e+00 -1.0442e+00 -1.8517e+00 +6.0940e-01 -5.5179e-01
200 +1.473001679e+06 +1.473001679e+06 +1.473060809e+06 +1.473060809e+06 -1.3491e+00 +8.7089e-01 +3.0694e+00 -4.8462e+00 -1.1930e+00 -1.1903e+00 -1.9539e+00 +3.1582e+00 -4.2413e+00 +3.5135e+00 +2.0618e+00 -5.3061e-01 -4.8183e+00 -1.5706e+00 -4.7224e+00 +1.5734e+00 -3.6857e+00 +3.4526e+00 -4.5813e+00 +1.5031e+00
3737 +8.899657033e+05 +8.899657033e+05 +8.900248333e+05 +8.900248333e+05 -9.9192e-02 -6.5485e-01 -2.0345e+00 +3.5466e-01 +1.0735e+00 -4.4322e+00 -2.2205e+00 +4.9662e+00 +3.1768e+00 -3.3696e+00 +2.3249e+00 +2.6060e+00 +4.6531e+00 -1.7020e+00 +3.0202e+00 -2.6974e+00 -6.3321e-01 -1.6595e+00 +2.8760e+00 -7.9817e-01
% function evaluation | noise-free fitness - Fopt (-4.915300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.493326905e+07 +1.493326905e+07 +1.493277752e+07 +1.493277752e+07 -3.6981e-01 +2.9033e+00 +4.8982e+00 -3.1446e+00 +2.0938e+00 +3.5177e+00 +4.9690e+00 +3.8694e+00 +1.6699e+00 -8.2148e-01 +2.9632e+00 +2.4693e+00 +2.9944e+00 +4.9203e+00 -4.0640e+00 -4.7694e+00 -3.8930e+00 +4.7926e+00 +4.7708e+00 +1.8645e-01
