% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.617010269e+02 +3.617010269e+02 +3.447610269e+02 +3.447610269e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
2 +1.309875674e+02 +1.309875674e+02 +1.140475674e+02 +1.140475674e+02 +1.5574e+00 -4.6429e+00 +3.4913e+00 +4.3399e+00 +1.7874e+00 +2.5774e+00 +2.4313e+00 -1.0777e+00 +1.5548e+00 -3.2881e+00 +2.0605e+00 -4.6817e+00 -2.2308e+00 -4.5383e+00 -4.0287e+00 +3.2346e+00 +1.9483e+00 -1.8290e+00 +4.5022e+00 -4.6555e+00
13 +9.229941028e+01 +9.229941028e+01 +7.535941028e+01 +7.535941028e+01 -4.1448e+00 -2.3752e+00 +3.0101e+00 -4.7078e+00 +4.2885e+00 +2.3033e+00 -1.1391e-01 +7.8525e-01 -2.6272e+00 -4.1151e-01 +4.6309e+00 +4.6806e-01 +2.1136e-01 -2.6841e+00 -1.1102e-01 +1.2406e+00 +1.7914e+00 -1.0448e+00 -1.3256e+00 +4.8798e+00
61 +5.912979348e+01 +5.912979348e+01 +4.218979348e+01 +4.218979348e+01 +2.2886e-01 -3.0577e+00 +1.9852e+00 -1.2854e+00 +2.5385e+00 +9.9888e-01 +2.1181e+00 -3.6640e+00 -3.3119e+00 -2.4518e+00 +1.3086e+00 +2.5445e+00 -1.9071e+00 +2.1998e+00 +1.1836e+00 +3.6865e+00 +1.3133e+00 -2.3399e+00 -2.9437e+00 +2.1096e+00
101 +3.872430888e+01 +3.872430888e+01 +2.178430888e+01 +2.178430888e+01 +9.7418e-01 -2.0577e+00 +9.8524e-01 -2.8537e-01 +2.8438e+00 +6.9608e-01 +3.1181e+00 -2.6640e+00 -2.3119e+00 -3.2050e+00 +2.3086e+00 +1.5445e+00 -1.8327e+00 +1.1998e+00 +1.4624e+00 +2.6865e+00 +1.0749e+00 -1.3399e+00 -1.9437e+00 +2.2576e+00
193 +2.310897300e+01 +2.310897300e+01 +6.168973000e+00 +6.168973000e+00 +9.9603e-01 -1.9357e+00 -6.8009e-01 +3.0936e-01 +2.6241e+00 -5.0467e-01 +3.8957e+00 -2.1883e+00 -1.0409e+00 -3.4859e+00 +4.6515e-01 -6.2176e-01 -9.2113e-01 -1.4472e-01 +1.8187e+00 +2.5298e+00 +1.4763e-01 -6.6800e-01 +3.5801e-01 +3.2637e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.434997173e+01 +6.434997173e+01 +8.315997173e+01 +8.315997173e+01 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
3 +6.275344837e+01 +6.275344837e+01 +8.156344837e+01 +8.156344837e+01 -6.1256e-01 -1.1844e+00 +2.6552e+00 +2.9520e+00 -3.1313e+00 -1.0236e-01 -5.4414e-01 +1.4631e+00 +2.0936e+00 +2.5469e+00 -2.2397e+00 +1.7970e+00 +1.5510e+00 -3.3739e+00 -3.8100e+00 -1.6359e-02 +4.5974e+00 -1.5961e+00 +8.5268e-01 -2.7619e+00
41 +3.413538815e+01 +3.413538815e+01 +5.294538815e+01 +5.294538815e+01 +2.1472e+00 +3.0579e+00 -2.7301e+00 +3.1338e+00 +3.2359e-01 -3.6319e+00 -1.2150e+00 +1.3801e+00 +3.5751e+00 +3.6489e+00 -2.4239e+00 +3.7059e+00 +3.5717e+00 +8.5376e-01 +2.0028e+00 -2.5811e+00 -1.7824e+00 +3.1574e+00 +1.9221e+00 +3.5949e+00
176 +2.460475676e+01 +2.460475676e+01 +4.341475676e+01 +4.341475676e+01 -5.1194e-01 +2.9188e+00 -6.8382e-01 -3.9368e-01 +2.8365e-01 -1.7942e+00 +1.4910e+00 +9.8454e-01 +2.2472e+00 +3.9052e-01 -8.5173e-01 +2.7207e+00 +1.5097e+00 +2.2363e-01 +7.2437e-01 -1.9099e+00 -3.1383e+00 +2.5639e+00 -6.5946e-01 -3.4855e-01
695 +1.403765409e+01 +1.403765409e+01 +3.284765409e+01 +3.284765409e+01 -1.1110e+00 +3.4012e+00 -1.1839e+00 -7.4711e-01 +9.1366e-01 -1.8601e+00 +1.4852e+00 +1.2852e+00 +1.0580e+00 +1.5788e+00 -1.0441e+00 +2.2459e+00 +2.7593e+00 -6.2861e-01 -8.3997e-01 -2.4771e+00 -4.3203e+00 +3.0315e+00 -9.0926e-01 +1.0173e+00
2555 +9.938715843e+00 +9.938715843e+00 +2.874871584e+01 +2.874871584e+01 -5.8310e-02 +1.8932e+00 -1.7880e+00 -2.3013e+00 -2.8066e-01 -3.2768e+00 +2.0460e+00 +1.9725e+00 -1.3714e-02 +1.1106e+00 -1.7854e+00 +1.3183e+00 +9.0188e-01 -6.4040e-02 -5.3520e-01 -2.9195e+00 -4.5433e+00 +3.5544e+00 -8.5860e-01 +1.7642e+00
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.959605450e+02 +1.959605450e+02 +4.691105450e+02 +4.691105450e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
5 +1.093027885e+02 +1.093027885e+02 +3.824527885e+02 +3.824527885e+02 -1.4834e+00 +3.3083e+00 +8.5264e-01 +4.9724e-01 +4.1719e+00 -2.1416e+00 +2.5720e+00 +2.5373e+00 -1.1955e+00 +6.7822e-01 -4.2415e+00 -4.4605e+00 +3.0798e-01 +2.7917e+00 +4.3401e+00 -3.7009e+00 +6.8824e-01 -3.0609e-01 -4.8810e+00 -1.6288e+00
7 +8.856084588e+01 +8.856084588e+01 +3.617108459e+02 +3.617108459e+02 -3.9335e+00 +4.6190e+00 -4.9537e+00 +2.7491e+00 +3.1730e+00 +3.6869e+00 -4.1556e+00 -1.0022e+00 -2.4013e+00 +3.0007e+00 -6.8586e-01 +4.1065e+00 -3.1815e+00 -2.3620e+00 -3.5446e+00 -3.6393e+00 +3.6929e+00 +7.9705e-01 +4.9860e-01 -3.5505e+00
45 +4.749719318e+01 +4.749719318e+01 +3.206471932e+02 +3.206471932e+02 -2.4834e+00 +3.4308e+00 -1.4736e-01 +1.2681e+00 +3.2589e+00 -1.1416e+00 +1.5720e+00 +1.5373e+00 -1.1938e+00 +1.6782e+00 -3.2415e+00 -3.4605e+00 -6.9202e-01 +1.7917e+00 +3.3401e+00 -3.2928e+00 +1.6882e+00 +3.5255e-03 -3.8810e+00 -2.5327e+00
85 +2.893728346e+01 +2.893728346e+01 +3.020872835e+02 +3.020872835e+02 -3.3793e+00 +3.5406e+00 -1.0433e+00 +1.9587e+00 +2.4410e+00 -2.4567e-01 +6.7607e-01 +6.4136e-01 -1.1922e+00 +2.5742e+00 -2.3455e+00 -2.5646e+00 -1.5880e+00 +8.9574e-01 +2.4442e+00 -2.9271e+00 +2.5842e+00 +2.8092e-01 -2.9850e+00 -3.3425e+00
219 +2.291924840e+01 +2.291924840e+01 +2.960692484e+02 +2.960692484e+02 -3.3628e+00 +3.9169e+00 -6.8419e-01 +1.5255e+00 +1.1661e+00 -6.9131e-02 -1.9541e-01 +1.0745e+00 -4.8626e-01 +2.4392e+00 -2.4866e+00 -1.1883e+00 -1.0967e+00 +1.5624e-01 +4.7233e-01 -2.9102e+00 +2.5404e+00 +6.6913e-01 -2.6965e+00 -3.1028e+00
660 +1.545748566e+01 +1.545748566e+01 +2.886074857e+02 +2.886074857e+02 -4.4185e+00 +5.0000e+00 -8.9708e-01 +1.6787e+00 +1.1440e+00 -1.0905e+00 -1.3944e+00 +1.5400e+00 -1.3439e+00 +3.5887e+00 -4.1488e+00 +4.3756e-01 +7.4793e-02 +1.3036e+00 +1.6277e+00 -1.6513e+00 +2.1761e+00 -9.5186e-01 -8.5685e-01 -2.4302e+00
% function evaluation | noise-free fitness - Fopt (3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.172450998e+02 +5.172450998e+02 +5.544250998e+02 +5.544250998e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
3 +2.099233221e+02 +2.099233221e+02 +2.471033221e+02 +2.471033221e+02 -6.1256e-01 -1.1844e+00 +2.6552e+00 +2.9520e+00 -3.1313e+00 -1.0236e-01 -5.4414e-01 +1.4631e+00 +2.0936e+00 +2.5469e+00 -2.2397e+00 +1.7970e+00 +1.5510e+00 -3.3739e+00 -3.8100e+00 -1.6359e-02 +4.5974e+00 -1.5961e+00 +8.5268e-01 -2.7619e+00
