% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.310076064e+02 +1.310076064e+02 +2.845760641e+01 +2.845760641e+01 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
3 +4.666885033e+01 +4.666885033e+01 -5.588114967e+01 -5.588114967e+01 -6.1256e-01 -1.1844e+00 +2.6552e+00 +2.9520e+00 -3.1313e+00 -1.0236e-01 -5.4414e-01 +1.4631e+00 +2.0936e+00 +2.5469e+00 -2.2397e+00 +1.7970e+00 +1.5510e+00 -3.3739e+00 -3.8100e+00 -1.6359e-02 +4.5974e+00 -1.5961e+00 +8.5268e-01 -2.7619e+00
10 +3.323298520e+01 +3.323298520e+01 -6.931701480e+01 -6.931701480e+01 +4.7009e-01 -2.0368e+00 +2.4469e+00 -3.1104e+00 +1.8678e+00 -3.1649e+00 -1.3152e+00 +1.2562e+00 +2.8023e+00 -4.1887e+00 +4.2939e+00 +2.7571e+00 -1.3208e-01 -6.4141e-01 -5.3216e-01 -1.9365e+00 +8.5087e-02 +1.0772e-01 +3.1763e+00 +2.9483e+00
11 +2.504518748e+01 +2.504518748e+01 -7.750481252e+01 -7.750481252e+01 +1.4432e+00 -1.2139e+00 +3.1158e+00 +3.2826e-01 -1.4927e+00 +4.3900e+00 +3.7594e+00 +5.0156e-01 +1.2248e+00 +8.7045e-01 -2.9226e+00 -1.9875e+00 -2.9077e-01 -2.6951e+00 +3.4431e+00 -3.0524e+00 -2.7408e+00 -3.2929e+00 -2.7234e+00 -6.4301e-01
50 +1.302831847e+01 +1.302831847e+01 -8.952168153e+01 -8.952168153e+01 +1.4701e+00 -2.3529e+00 +2.5394e+00 -2.1406e+00 +8.6775e-01 -2.1649e+00 -3.1515e-01 +3.5974e-01 +1.8023e+00 -3.1887e+00 +3.2939e+00 +1.7571e+00 +3.3108e-01 -1.6414e+00 +4.6784e-01 -1.8326e+00 -9.1491e-01 -1.5255e-01 +2.1763e+00 +1.9483e+00
210 +9.742686673e+00 +9.742686673e+00 -9.280731333e+01 -9.280731333e+01 +1.9061e+00 -2.5749e+00 +1.6218e+00 -2.7564e-01 -1.0240e+00 -1.0375e+00 -2.0217e-01 -8.6461e-01 -8.9529e-02 -1.2969e+00 +1.4021e+00 -2.9650e-02 +9.4609e-01 -2.8493e+00 +3.5964e-01 -1.6470e+00 -8.0672e-01 -1.3847e+00 +2.8447e-01 +5.6511e-02
498 +5.851492980e+00 +5.851492980e+00 -9.669850702e+01 -9.669850702e+01 +5.1630e-01 +2.0332e-01 -1.6840e-01 -2.3349e-01 -1.9063e-01 -1.1685e+00 -6.4533e-02 +7.1496e-01 +3.6248e-01 +9.2184e-01 -7.3611e-01 +4.1106e-02 -1.3176e+00 -1.0151e+00 +1.7443e+00 -1.6197e+00 -8.1621e-01 -6.7347e-01 +2.0233e+00 +9.4104e-01
% function evaluation | noise-free fitness - Fopt (7.169000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.035898959e+02 +1.035898959e+02 +1.752798959e+02 +1.752798959e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
2 +9.175596383e+01 +9.175596383e+01 +1.634459638e+02 +1.634459638e+02 +1.5574e+00 -4.6429e+00 +3.4913e+00 +4.3399e+00 +1.7874e+00 +2.5774e+00 +2.4313e+00 -1.0777e+00 +1.5548e+00 -3.2881e+00 +2.0605e+00 -4.6817e+00 -2.2308e+00 -4.5383e+00 -4.0287e+00 +3.2346e+00 +1.9483e+00 -1.8290e+00 +4.5022e+00 -4.6555e+00
3 +3.088732715e+01 +3.088732715e+01 +1.025773272e+02 +1.025773272e+02 -6.1256e-01 -1.1844e+00 +2.6552e+00 +2.9520e+00 -3.1313e+00 -1.0236e-01 -5.4414e-01 +1.4631e+00 +2.0936e+00 +2.5469e+00 -2.2397e+00 +1.7970e+00 +1.5510e+00 -3.3739e+00 -3.8100e+00 -1.6359e-02 +4.5974e+00 -1.5961e+00 +8.5268e-01 -2.7619e+00
44 +2.493491910e+01 +2.493491910e+01 +9.662491910e+01 +9.662491910e+01 +2.9897e+00 -2.1197e+00 -9.4043e-01 +9.9077e-01 +2.9090e+00 +3.5929e+00 +6.1349e-01 -2.6138e+00 -2.5071e+00 -1.4249e+00 +2.4072e+00 -1.4572e+00 +2.1428e+00 -1.5648e+00 +3.2926e+00 -5.0016e-01 -2.9014e+00 -1.4892e+00 +6.7945e-01 -9.5950e-01
