% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.270507361e+04 +1.270507361e+04 +1.224298361e+04 +1.224298361e+04 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
2 +5.328006655e+03 +5.328006655e+03 +4.865916655e+03 +4.865916655e+03 +1.5574e+00 -4.6429e+00 +3.4913e+00 +4.3399e+00 +1.7874e+00 +2.5774e+00 +2.4313e+00 -1.0777e+00 +1.5548e+00 -3.2881e+00 +2.0605e+00 -4.6817e+00 -2.2308e+00 -4.5383e+00 -4.0287e+00 +3.2346e+00 +1.9483e+00 -1.8290e+00 +4.5022e+00 -4.6555e+00
6 +1.708630539e+03 +1.708630539e+03 +1.246540539e+03 +1.246540539e+03 -3.3782e+00 +2.9428e+00 -1.8878e+00 +2.8533e-01 -3.3435e+00 +1.0198e+00 -2.3703e+00 +1.5408e+00 +1.8921e+00 +2.4815e+00 -4.9458e-01 -4.1618e+00 -2.7102e+00 +4.1334e+00 -3.4762e+00 +3.2582e+00 +3.8342e-01 +4.9613e+00 -4.2182e+00 -5.7322e-01
19 +1.464904304e+03 +1.464904304e+03 +1.002814304e+03 +1.002814304e+03 -4.6740e+00 +6.1200e-01 +3.8187e+00 +1.6918e+00 -3.0957e+00 -1.3108e+00 -3.9274e-01 +4.8164e+00 -3.4360e+00 +3.5552e+00 +1.4476e+00 -1.2373e+00 -3.0908e+00 -7.1747e-01 -1.7978e-01 -3.7939e+00 +8.9507e-01 -2.7381e+00 -1.1538e+00 +8.2986e-01
57 +8.858760288e+02 +8.858760288e+02 +4.237860288e+02 +4.237860288e+02 -2.9623e-01 -2.3015e+00 +2.6981e+00 -3.6971e+00 +2.4415e+00 -1.0074e+00 -2.2573e+00 +2.0714e+00 +1.4910e+00 -2.5902e+00 +2.8551e+00 +3.2082e+00 -1.1686e+00 -2.0654e+00 -9.2563e-01 -1.6131e+00 +5.2213e-01 -3.2701e-01 -1.0312e-01 +4.0368e+00
306 +5.570971068e+02 +5.570971068e+02 +9.500710681e+01 +9.500710681e+01 -1.8339e+00 -2.4194e+00 -1.6213e+00 -4.0592e+00 +2.2415e+00 +3.5244e+00 -6.3258e-01 +5.7479e-01 +1.4582e+00 +2.6144e+00 +2.3992e+00 -2.7597e+00 -1.5560e+00 -2.0701e+00 -1.3330e+00 -5.1619e+00 +5.1647e-01 -1.9129e-01 +4.3792e-01 +2.4745e+00
535 +3.471001323e+02 +3.471001323e+02 -1.149898677e+02 -1.149898677e+02 -1.0290e+00 -1.1593e+00 +4.6242e-01 -1.8935e+00 -1.0254e-01 +3.0617e+00 -1.3173e-01 +2.6823e+00 +1.3144e+00 +9.8895e-01 +1.1926e+00 -8.8951e-02 +1.2817e-01 -6.8970e-01 -3.2056e-01 -3.7353e+00 -1.0833e+00 +2.9538e+00 +2.3689e+00 +2.2716e+00
901 +2.473395712e+02 +2.473395712e+02 -2.147504288e+02 -2.147504288e+02 +2.2989e-01 -1.6975e+00 -1.3776e+00 -1.8690e+00 +1.0461e+00 +2.9697e+00 -2.6716e-01 +7.0748e-01 +1.2270e+00 +1.6797e+00 +2.1177e+00 -5.0705e+00 -3.8108e-01 -3.0150e+00 +5.3000e-01 -3.6922e+00 -5.0215e-01 +2.0281e+00 +2.6889e+00 +2.5366e+00
1459 +1.416700231e+02 +1.416700231e+02 -3.204199769e+02 -3.204199769e+02 +1.3507e+00 +5.1703e+00 +5.4939e-01 -5.6547e-01 +1.6557e+00 +2.9687e+00 +4.7699e-01 +3.3793e+00 +1.2640e+00 +4.6370e-01 +2.2362e+00 -4.2889e+00 +3.9672e-03 -3.4986e+00 -2.5925e-01 -4.4445e+00 -3.2261e-02 +2.8774e+00 +2.8615e+00 +2.1201e+00
2867 +9.522747095e+01 +9.522747095e+01 -3.668625291e+02 -3.668625291e+02 +4.9421e-01 +3.2531e+00 +1.9808e+00 +7.5048e-01 +1.5015e+00 +2.9501e+00 +3.8057e-01 +2.6036e+00 +1.1094e+00 +1.1142e-01 +2.2530e+00 -4.2188e+00 -3.2001e-01 -2.8319e+00 +3.7879e-01 -3.4767e+00 -6.3711e-03 +2.9078e+00 +2.5693e+00 +1.7709e+00
