% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.568973171e+02 +3.568973171e+02 +3.476873171e+02 +3.476873171e+02 -3.2849e+00 +3.9365e+00 -1.5367e+00 +4.3930e+00 +1.7576e+00 -2.6408e+00 -7.3140e-01 +1.0273e+00 +3.4723e+00 -1.0293e+00 -1.2004e+00 -2.1190e+00 -4.1981e+00 +3.0115e-01 -4.7757e+00 -3.4071e+00 -1.2254e+00 +4.8966e+00 +3.7563e-01 -3.7720e+00
106 +2.455278363e+02 +2.455278363e+02 +2.363178363e+02 +2.363178363e+02 +4.0695e-01 +9.6862e-01 +1.6831e+00 -1.2489e-01 +3.8585e+00 +7.3803e-01 +4.5405e+00 +2.7024e+00 +2.4302e+00 -4.6933e+00 -7.0806e-01 -4.8790e+00 +4.8924e+00 -4.1989e+00 +1.3607e+00 -4.0758e+00 +4.5203e+00 +2.6375e+00 -3.4216e+00 -2.5343e-01
% function evaluation | noise-free fitness - Fopt (6.559900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.489209234e+02 +3.489209234e+02 +1.004910923e+03 +1.004910923e+03 -1.7062e+00 -2.0102e+00 +2.5943e+00 -4.5929e+00 +3.7652e+00 -1.9654e+00 -9.1095e-01 +1.2362e+00 +2.9938e+00 -2.2754e+00 -1.3378e+00 -4.4790e+00 +1.2872e+00 -4.3256e+00 -2.1396e+00 +3.9646e-01 -3.2840e+00 -1.8859e+00 +3.1147e-01 +2.2473e+00
77 +2.390458411e+02 +2.390458411e+02 +8.950358411e+02 +8.950358411e+02 +5.9246e-01 +1.5332e+00 -3.8306e-01 +4.7173e+00 -2.1738e+00 +1.5366e+00 -3.0982e+00 -3.6892e+00 -2.8284e+00 -2.3401e+00 +4.7533e+00 +7.1498e-01 +7.2932e-01 +4.6221e+00 +1.6217e+00 +5.7105e-01 -4.4738e+00 -1.9718e+00 +4.3822e+00 +4.3938e+00
% function evaluation | noise-free fitness - Fopt (6.671000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.391830807e+02 +4.391830807e+02 +5.058930807e+02 +5.058930807e+02 +2.9583e+00 -5.5739e-01 +3.3329e+00 +3.7127e+00 +2.7609e+00 -4.0834e+00 +4.7879e+00 +1.5465e+00 +1.0990e+00 -6.4344e-01 +5.0428e-01 +5.9308e-01 +3.8412e+00 -3.8567e+00 -4.3049e+00 +1.9393e+00 -3.7572e+00 +1.6660e+00 +2.1540e-01 +1.1455e+00
5 +3.887003022e+02 +3.887003022e+02 +4.554103022e+02 +4.554103022e+02 +2.7706e+00 -7.1575e-01 -4.1514e-01 -2.7356e+00 -3.0592e-01 -2.8932e+00 -1.7275e+00 +4.1481e+00 +9.3870e-01 -1.3090e+00 +6.8996e-02 +3.9324e+00 +4.7924e+00 +7.2450e-01 +1.3187e+00 +1.1949e+00 -3.0443e+00 +1.1108e+00 +2.5244e+00 -6.9841e-01
48 +1.928951535e+02 +1.928951535e+02 +2.596051535e+02 +2.596051535e+02 -8.4582e-01 +1.7654e+00 +3.7096e+00 -7.4617e-01 +7.1718e-01 -1.6875e-01 +1.0794e+00 -4.6858e+00 -2.3948e+00 +2.5813e+00 -1.9569e+00 -3.6468e+00 +2.1009e+00 +3.5851e+00 +3.6318e+00 +4.8108e+00 -4.9033e+00 -2.1250e+00 -3.5920e+00 -4.1336e+00
% function evaluation | noise-free fitness - Fopt (9.416700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
