% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.270507361e+04 +1.270507361e+04 +1.224298361e+04 +1.224298361e+04 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
2 +5.328006655e+03 +5.328006655e+03 +4.865916655e+03 +4.865916655e+03 +1.5574e+00 -4.6429e+00 +3.4913e+00 +4.3399e+00 +1.7874e+00 +2.5774e+00 +2.4313e+00 -1.0777e+00 +1.5548e+00 -3.2881e+00 +2.0605e+00 -4.6817e+00 -2.2308e+00 -4.5383e+00 -4.0287e+00 +3.2346e+00 +1.9483e+00 -1.8290e+00 +4.5022e+00 -4.6555e+00
6 +1.708630539e+03 +1.708630539e+03 +1.246540539e+03 +1.246540539e+03 -3.3782e+00 +2.9428e+00 -1.8878e+00 +2.8533e-01 -3.3435e+00 +1.0198e+00 -2.3703e+00 +1.5408e+00 +1.8921e+00 +2.4815e+00 -4.9458e-01 -4.1618e+00 -2.7102e+00 +4.1334e+00 -3.4762e+00 +3.2582e+00 +3.8342e-01 +4.9613e+00 -4.2182e+00 -5.7322e-01
19 +1.464904304e+03 +1.464904304e+03 +1.002814304e+03 +1.002814304e+03 -4.6740e+00 +6.1200e-01 +3.8187e+00 +1.6918e+00 -3.0957e+00 -1.3108e+00 -3.9274e-01 +4.8164e+00 -3.4360e+00 +3.5552e+00 +1.4476e+00 -1.2373e+00 -3.0908e+00 -7.1747e-01 -1.7978e-01 -3.7939e+00 +8.9507e-01 -2.7381e+00 -1.1538e+00 +8.2986e-01
82 +9.343265904e+02 +9.343265904e+02 +4.722365904e+02 +4.722365904e+02 -4.4259e-01 -2.6429e+00 +2.0874e+00 +2.3399e+00 -2.1265e-01 +5.7740e-01 +6.0091e-01 +9.2227e-01 +1.2399e+00 -1.2881e+00 +1.0252e+00 -2.9905e+00 -2.8690e+00 -2.7953e+00 -2.0287e+00 +1.2346e+00 +6.0089e-01 -1.8290e+00 +2.5022e+00 -2.6555e+00
107 +5.036053521e+02 +5.036053521e+02 +4.151535205e+01 +4.151535205e+01 -1.7861e+00 +1.4837e+00 +6.5816e-01 +7.4285e-01 -7.2104e-01 +7.1980e-01 +2.3285e+00 +4.6594e+00 -3.0797e+00 -1.6113e+00 +4.3287e-01 -2.2033e+00 -1.7460e+00 -1.4606e+00 +1.6114e+00 -1.9474e+00 -1.0654e+00 -2.8569e-01 +4.1258e-01 +2.0052e-01
518 +3.915546149e+02 +3.915546149e+02 -7.053538511e+01 -7.053538511e+01 -1.8121e+00 +2.1836e+00 -3.0466e-01 +9.0594e-01 -1.0783e+00 -3.7030e-02 +2.8277e+00 +5.0000e+00 -2.0614e+00 -1.5522e+00 +1.1588e+00 -3.2760e+00 -2.3448e+00 -2.0939e+00 +1.0876e+00 -2.1761e+00 -1.1616e+00 +8.0955e-01 +1.4023e+00 +6.3975e-01
2451 +2.509038989e+02 +2.509038989e+02 -2.111861011e+02 -2.111861011e+02 -9.9376e-01 +1.5249e+00 -1.3007e+00 -1.0215e-01 -8.6710e-01 -8.8511e-01 +2.4768e+00 +5.0000e+00 -7.9666e-01 +2.0032e-02 +2.3151e+00 -3.0560e+00 -2.3242e+00 -7.8612e-01 +1.3736e+00 -3.0143e+00 -2.0090e+00 +2.1758e+00 +2.1082e+00 +1.7943e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.500299540e+04 +1.500299540e+04 +1.508065540e+04 +1.508065540e+04 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
