% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.204942134e+06 +1.204942134e+06 +1.204978034e+06 +1.204978034e+06 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
5 +9.429520078e+05 +9.429520078e+05 +9.429879078e+05 +9.429879078e+05 -1.4834e+00 +3.3083e+00 +8.5264e-01 +4.9724e-01 +4.1719e+00 -2.1416e+00 +2.5720e+00 +2.5373e+00 -1.1955e+00 +6.7822e-01 -4.2415e+00 -4.4605e+00 +3.0798e-01 +2.7917e+00 +4.3401e+00 -3.7009e+00 +6.8824e-01 -3.0609e-01 -4.8810e+00 -1.6288e+00
8 +5.802160900e+05 +5.802160900e+05 +5.802519900e+05 +5.802519900e+05 +3.5303e+00 +1.2206e+00 -1.4905e+00 +1.3250e-01 -9.8192e-01 -4.2403e+00 -2.6008e+00 -3.7668e+00 -3.1609e+00 -2.6005e+00 -8.2733e-01 -4.5035e+00 +4.0272e+00 +4.4479e+00 -9.1359e-02 -1.0747e-01 -1.6228e+00 +4.0005e+00 -1.3075e+00 -3.8880e+00
25 +3.810415928e+05 +3.810415928e+05 +3.810774928e+05 +3.810774928e+05 +1.4762e+00 +1.7902e+00 +1.3579e+00 +4.4517e+00 -2.9107e+00 +2.0928e+00 -2.6377e+00 -3.8060e+00 +1.0730e+00 -4.9862e-01 -4.1275e-01 +1.6194e+00 +2.7029e+00 -1.4978e+00 +1.6201e+00 -8.3841e-01 +3.4193e+00 +3.3292e+00 -2.4356e+00 +1.1346e+00
166 +2.498283833e+05 +2.498283833e+05 +2.498642833e+05 +2.498642833e+05 +6.2182e-01 +2.6352e+00 +2.1122e+00 +3.4601e+00 -2.8845e+00 -9.8018e-01 -4.6273e+00 -2.4592e+00 -1.1920e+00 -1.2280e+00 -1.9752e+00 -1.2939e+00 +1.2898e+00 +1.2014e+00 +5.2378e-01 -7.4183e-01 +4.1276e-01 +2.5723e+00 -1.9348e+00 -1.9843e+00
190 +1.380410194e+05 +1.380410194e+05 +1.380769194e+05 +1.380769194e+05 +1.7320e+00 +2.7720e+00 +5.8862e-01 +5.4752e-01 -3.4196e+00 -2.3357e+00 -1.5129e+00 -7.4416e-01 -1.1004e+00 -5.1007e-01 -2.5057e+00 -1.3786e+00 +1.1706e-01 +3.6293e-01 +2.5514e+00 -2.9924e+00 +8.9710e-01 +3.8845e+00 -2.1701e+00 -4.5026e-01
264 +7.545986418e+04 +7.545986418e+04 +7.549576418e+04 +7.549576418e+04 +2.5005e+00 +3.2616e+00 +1.9765e+00 +2.4339e+00 -4.1025e+00 -2.8575e+00 -2.7484e+00 -1.7092e+00 -1.3523e+00 -1.8258e+00 -3.2153e+00 -1.3548e+00 +1.1301e+00 +5.3509e-02 +1.9111e+00 -2.8447e+00 +1.4910e+00 +3.9404e+00 -2.2769e+00 -1.0884e+00
304 +6.304632555e+04 +6.304632555e+04 +6.308222555e+04 +6.308222555e+04 +3.1501e+00 +3.0464e+00 +2.4655e+00 +3.3095e+00 -3.9894e+00 -3.3376e+00 -2.0816e+00 -1.8779e+00 -2.2279e+00 -2.7014e+00 -3.4480e+00 -6.8854e-01 +1.3295e+00 -8.2210e-01 +2.7867e+00 -1.9691e+00 +2.3666e+00 +3.8086e+00 -2.6047e+00 -9.4899e-01
346 +3.464099677e+04 +3.464099677e+04 +3.467689677e+04 +3.467689677e+04 +2.0532e+00 +2.9781e+00 +2.5449e+00 +3.7252e+00 -4.4020e+00 -3.6400e+00 -2.9855e+00 -1.7454e+00 -1.3672e+00 -2.0757e+00 -3.2593e+00 -8.6126e-03 +4.1696e-01 +1.3086e-01 +1.9127e+00 -2.8465e+00 +2.3548e+00 +4.0580e+00 -3.1993e+00 -1.7285e+00
382 +2.360828951e+04 +2.360828951e+04 +2.364418951e+04 +2.364418951e+04 +3.0989e+00 +2.3024e+00 +3.0103e+00 +4.5798e+00 -3.8490e+00 -4.0913e+00 -2.2883e+00 -1.9240e+00 -1.5838e+00 -2.6921e+00 -3.4627e+00 -2.5194e-01 -1.7381e-01 -9.5783e-02 +2.3129e+00 -2.0389e+00 +2.8690e+00 +4.1428e+00 -2.2571e+00 -2.3032e+00
