% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.341803011e+03 +2.341803011e+03 +3.341803011e+03 +3.341803011e+03 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
2 +1.327317486e+03 +1.327317486e+03 +2.327317486e+03 +2.327317486e+03 +1.5574e+00 -4.6429e+00 +3.4913e+00 +4.3399e+00 +1.7874e+00 +2.5774e+00 +2.4313e+00 -1.0777e+00 +1.5548e+00 -3.2881e+00 +2.0605e+00 -4.6817e+00 -2.2308e+00 -4.5383e+00 -4.0287e+00 +3.2346e+00 +1.9483e+00 -1.8290e+00 +4.5022e+00 -4.6555e+00
5 +9.367597779e+02 +9.367597779e+02 +1.936759778e+03 +1.936759778e+03 -1.4834e+00 +3.3083e+00 +8.5264e-01 +4.9724e-01 +4.1719e+00 -2.1416e+00 +2.5720e+00 +2.5373e+00 -1.1955e+00 +6.7822e-01 -4.2415e+00 -4.4605e+00 +3.0798e-01 +2.7917e+00 +4.3401e+00 -3.7009e+00 +6.8824e-01 -3.0609e-01 -4.8810e+00 -1.6288e+00
14 +6.104805813e+02 +6.104805813e+02 +1.610480581e+03 +1.610480581e+03 -4.6226e+00 +3.8517e+00 +4.1329e+00 +2.9618e+00 -4.0129e+00 -2.3813e+00 -1.6464e+00 +1.7973e+00 -3.6345e+00 +2.2123e+00 -3.9324e+00 +1.5376e+00 -5.8261e-02 +2.7905e+00 +2.1504e+00 +4.0372e+00 +3.9092e+00 -1.6584e+00 +1.9875e+00 -3.0219e+00
205 +3.920370029e+02 +3.920370029e+02 +1.392037003e+03 +1.392037003e+03 -2.7188e+00 +2.0229e+00 +5.0000e+00 +2.2923e+00 -8.2806e-01 -2.7056e+00 -1.2484e+00 +6.4324e-01 -5.0000e+00 +1.4881e+00 -1.4216e+00 +5.3950e-01 +1.1848e+00 +3.6475e+00 +1.4997e+00 +9.3505e-01 +5.0000e+00 -8.9220e-01 +1.1902e-01 -1.7941e+00
970 +2.472385342e+02 +2.472385342e+02 +1.247238534e+03 +1.247238534e+03 -4.1241e+00 +4.1551e+00 +5.0000e+00 +1.8238e+00 -1.5608e-01 -1.7299e+00 -6.8310e-01 +1.1634e+00 -4.1960e+00 -1.1870e+00 -3.2733e+00 -7.4089e-01 -1.1006e-01 +1.8265e+00 +4.0185e+00 +2.9516e+00 +3.1074e+00 +1.8240e-01 -1.3426e+00 -2.4485e+00
% function evaluation | noise-free fitness - Fopt (7.003000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.332542856e+03 +2.332542856e+03 +2.402572856e+03 +2.402572856e+03 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
5 +1.127139485e+03 +1.127139485e+03 +1.197169485e+03 +1.197169485e+03 -1.4834e+00 +3.3083e+00 +8.5264e-01 +4.9724e-01 +4.1719e+00 -2.1416e+00 +2.5720e+00 +2.5373e+00 -1.1955e+00 +6.7822e-01 -4.2415e+00 -4.4605e+00 +3.0798e-01 +2.7917e+00 +4.3401e+00 -3.7009e+00 +6.8824e-01 -3.0609e-01 -4.8810e+00 -1.6288e+00
8 +9.721619513e+02 +9.721619513e+02 +1.042191951e+03 +1.042191951e+03 +3.5303e+00 +1.2206e+00 -1.4905e+00 +1.3250e-01 -9.8192e-01 -4.2403e+00 -2.6008e+00 -3.7668e+00 -3.1609e+00 -2.6005e+00 -8.2733e-01 -4.5035e+00 +4.0272e+00 +4.4479e+00 -9.1359e-02 -1.0747e-01 -1.6228e+00 +4.0005e+00 -1.3075e+00 -3.8880e+00
85 +6.096339530e+02 +6.096339530e+02 +6.796639530e+02 +6.796639530e+02 -3.4834e+00 +1.3083e+00 -1.1474e+00 -1.2124e+00 +2.1719e+00 -4.0009e+00 +9.2116e-01 +3.5392e+00 +8.0446e-01 -5.3730e-01 -2.2415e+00 -3.7356e+00 +2.0461e+00 +9.3676e-01 +2.3401e+00 -2.0112e+00 +6.4679e-01 -7.7077e-01 -4.1256e+00 -2.8058e+00
173 +3.449935016e+02 +3.449935016e+02 +4.150235016e+02 +4.150235016e+02 -1.6874e+00 +1.2792e+00 -9.8985e-01 -1.0063e+00 +2.8854e-01 -1.6967e+00 -2.0001e-01 +2.5807e+00 +8.0117e-01 -7.8399e-01 +1.8778e+00 -2.3854e+00 +3.9684e+00 -3.9756e-01 +2.2189e+00 -2.7594e+00 +1.7914e+00 +1.2535e+00 -2.9727e+00 +8.7982e-01
353 +2.498453813e+02 +2.498453813e+02 +3.198753813e+02 +3.198753813e+02 -1.5785e+00 -1.6286e-01 -1.7756e+00 -2.3806e+00 -1.6855e-02 -1.2299e+00 -4.2540e-01 +1.2345e+00 -1.3237e-02 -2.2543e+00 +6.1070e-01 -1.8519e+00 +3.4265e+00 +4.0074e-01 +1.0338e+00 -4.0895e+00 +1.1605e+00 +2.8406e+00 -3.3391e+00 -5.0576e-01
% function evaluation | noise-free fitness - Fopt (-4.822000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.313099729e+03 +3.313099729e+03 +3.264879729e+03 +3.264879729e+03 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
3 +2.096959892e+03 +2.096959892e+03 +2.048739892e+03 +2.048739892e+03 -6.1256e-01 -1.1844e+00 +2.6552e+00 +2.9520e+00 -3.1313e+00 -1.0236e-01 -5.4414e-01 +1.4631e+00 +2.0936e+00 +2.5469e+00 -2.2397e+00 +1.7970e+00 +1.5510e+00 -3.3739e+00 -3.8100e+00 -1.6359e-02 +4.5974e+00 -1.5961e+00 +8.5268e-01 -2.7619e+00
6 +1.233993534e+03 +1.233993534e+03 +1.185773534e+03 +1.185773534e+03 -3.3782e+00 +2.9428e+00 -1.8878e+00 +2.8533e-01 -3.3435e+00 +1.0198e+00 -2.3703e+00 +1.5408e+00 +1.8921e+00 +2.4815e+00 -4.9458e-01 -4.1618e+00 -2.7102e+00 +4.1334e+00 -3.4762e+00 +3.2582e+00 +3.8342e-01 +4.9613e+00 -4.2182e+00 -5.7322e-01
19 +8.389469470e+02 +8.389469470e+02 +7.907269470e+02 +7.907269470e+02 -4.6740e+00 +6.1200e-01 +3.8187e+00 +1.6918e+00 -3.0957e+00 -1.3108e+00 -3.9274e-01 +4.8164e+00 -3.4360e+00 +3.5552e+00 +1.4476e+00 -1.2373e+00 -3.0908e+00 -7.1747e-01 -1.7978e-01 -3.7939e+00 +8.9507e-01 -2.7381e+00 -1.1538e+00 +8.2986e-01
104 +6.124579123e+02 +6.124579123e+02 +5.642379123e+02 +5.642379123e+02 -3.0310e+00 +2.1758e-01 -2.6514e-01 -2.1581e+00 -3.5888e+00 -9.2611e-01 -1.0825e+00 +2.3843e+00 -1.6927e+00 +2.6746e+00 -3.0938e-01 +2.6550e+00 -1.1908e+00 -1.2502e-01 -2.0889e+00 +2.2562e-01 -1.6637e-01 +4.6593e-01 +6.6954e-01 -5.5557e-01
203 +3.566417421e+02 +3.566417421e+02 +3.084217421e+02 +3.084217421e+02 -1.9983e+00 -8.6177e-01 -1.1668e+00 -1.2223e-01 -5.0000e+00 +2.9830e-01 -2.6959e+00 +2.4935e+00 -2.6701e+00 +1.4187e+00 +1.0029e+00 +1.7618e-01 -9.0292e-01 -3.0994e-01 +4.4407e-01 -1.2481e+00 -4.0256e-01 -8.8901e-01 +1.0356e+00 +2.3812e-01
