% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.572859620e+01 +8.572859620e+01 +1.265085962e+02 +1.265085962e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
241 +6.187308613e+01 +6.187308613e+01 +1.026530861e+02 +1.026530861e+02 -2.4323e+00 +1.0039e+00 +1.0753e+00 -1.8662e+00 -3.8026e+00 +1.9754e+00 -2.3968e+00 +2.9881e-01 -1.4249e+00 +2.3938e+00 -1.4727e-01 +5.6252e-03 -1.4283e+00 -6.8687e-01 -2.9972e+00 -8.3664e-02 +6.5036e-01 -1.4004e+00 -1.0779e+00 -8.7359e-01
326 +3.966851371e+01 +3.966851371e+01 +8.044851371e+01 +8.044851371e+01 -2.2564e+00 +2.1588e-01 +8.6817e-01 -2.6594e+00 -3.2989e+00 +1.2295e+00 -2.4481e+00 +5.5732e-01 -1.9031e+00 +2.3515e+00 -8.7921e-01 +4.4547e-01 -1.5907e+00 -1.2403e+00 -2.6963e+00 +2.2088e-01 +2.0224e-01 -9.1411e-01 -2.7968e-01 +2.0751e-01
403 +2.499240078e+01 +2.499240078e+01 +6.577240078e+01 +6.577240078e+01 -1.3555e+00 -3.7115e-01 +1.8546e+00 -2.3493e+00 -3.1286e+00 +1.1683e+00 -2.1935e+00 -5.0192e-01 -1.3230e+00 +2.1668e+00 -8.6360e-01 +9.5684e-01 -1.5142e+00 -1.8166e+00 -2.9012e+00 +5.6723e-01 +9.5801e-01 -1.0160e+00 +2.2138e-01 +1.0519e+00
726 +1.577364994e+01 +1.577364994e+01 +5.655364994e+01 +5.655364994e+01 -1.2773e+00 -6.9312e-01 +1.9258e+00 -1.8515e+00 -3.5595e+00 +1.0294e+00 -1.6207e+00 -5.0056e-01 -1.8697e+00 +2.8691e+00 -7.5236e-01 +3.1246e-02 -1.5921e+00 -2.1321e+00 -2.7116e+00 +1.1908e+00 +5.9106e-01 -1.5588e+00 +6.4766e-01 +2.0291e+00
972 +9.949035351e+00 +9.949035351e+00 +5.072903535e+01 +5.072903535e+01 -1.4166e+00 -2.3820e-01 +1.7210e+00 -2.3175e+00 -3.1031e+00 +8.3414e-01 -2.2251e+00 -2.3124e-01 -1.8411e+00 +3.2192e+00 -7.7474e-01 +5.0740e-01 -1.6734e+00 -2.8607e+00 -2.6641e+00 +1.3004e+00 +5.8366e-01 -1.6989e+00 +5.4719e-01 +2.5384e+00
% function evaluation | noise-free fitness - Fopt (-1.600000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.529804431e+01 +8.529804431e+01 +8.369804431e+01 +8.369804431e+01 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
280 +6.100898423e+01 +6.100898423e+01 +5.940898423e+01 +5.940898423e+01 +1.4557e+00 -9.1044e-01 -2.5931e+00 +1.6159e+00 -2.1456e+00 +4.0419e+00 -5.6237e-01 -1.3767e+00 -6.9641e-01 -4.0957e+00 +8.7881e-01 -2.1057e+00 -9.0130e-01 -2.4641e+00 +2.2417e+00 -5.0941e-02 +1.7289e+00 +1.8853e+00 +1.5306e-01 -8.1212e-01
404 +3.860101970e+01 +3.860101970e+01 +3.700101970e+01 +3.700101970e+01 +1.9392e+00 -8.1701e-01 -2.9474e+00 +2.9564e+00 -2.6157e+00 +3.7717e+00 +1.7462e-01 -2.7470e+00 -2.0078e+00 -5.0000e+00 +2.5615e+00 -3.1122e+00 +5.7655e-02 -3.1242e+00 +9.6567e-01 -1.0892e+00 +3.1402e+00 +2.3714e+00 +1.4384e+00 +1.9382e-01
726 +2.497446918e+01 +2.497446918e+01 +2.337446918e+01 +2.337446918e+01 +1.4552e+00 +4.7530e-01 -2.5319e+00 +2.9619e+00 -2.8034e+00 +2.6274e+00 +8.4954e-01 -2.8251e+00 -2.5174e+00 -5.0000e+00 +2.9112e+00 -1.9185e+00 -6.3167e-01 -4.4122e+00 +4.3962e-01 -6.1093e-01 +2.4570e+00 +3.2532e+00 +8.6678e-01 -5.4370e-01
961 +1.574419293e+01 +1.574419293e+01 +1.414419293e+01 +1.414419293e+01 +1.2109e-01 +1.1037e+00 -2.7369e+00 +2.4922e+00 -3.3169e+00 +3.8741e+00 +1.4811e+00 -2.5705e+00 -1.6593e+00 -5.0000e+00 +3.5130e+00 -1.1037e+00 -3.5252e-02 -4.4697e+00 +1.3594e+00 -5.9389e-01 +3.0579e+00 +2.2180e+00 +1.0488e+00 -1.5655e+00
1256 +9.738841035e+00 +9.738841035e+00 +8.138841035e+00 +8.138841035e+00 -1.5299e-01 +1.4340e+00 -2.8927e+00 +2.6038e+00 -2.9297e+00 +3.3506e+00 +2.1662e+00 -2.5958e+00 -1.1209e+00 -5.0000e+00 +4.5835e+00 -7.5536e-01 -6.6792e-01 -4.1119e+00 +1.0400e+00 -1.6686e+00 +2.6756e+00 +2.4787e+00 +1.6559e+00 -7.8906e-01
% function evaluation | noise-free fitness - Fopt (-3.708400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.456023653e+01 +8.456023653e+01 -2.862797635e+02 -2.862797635e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
162 +5.958985812e+01 +5.958985812e+01 -3.112501419e+02 -3.112501419e+02 -2.4426e+00 -6.4288e-01 +3.0847e+00 +3.3993e-01 -2.1265e-01 -1.4226e+00 +1.3418e+00 +2.1095e+00 +2.2830e+00 +7.1187e-01 -1.9395e+00 -7.7861e-01 -2.0110e+00 -5.3829e-01 -1.1314e+00 +6.0584e-01 -2.0517e+00 -2.4051e+00 +5.0222e-01 -2.1300e+00
249 +3.912386551e+01 +3.912386551e+01 -3.317161345e+02 -3.317161345e+02 -3.1552e+00 -2.2348e-01 +3.4169e+00 +4.8869e-01 -4.8686e-01 -1.2639e+00 +7.6876e-01 +1.5120e+00 +2.2688e+00 +1.2543e+00 -2.1224e+00 -1.0773e+00 -2.7352e+00 +8.4311e-01 +3.2074e-01 +1.1710e+00 -3.3713e+00 -3.6828e+00 -7.0184e-01 -2.0451e+00
367 +2.159518991e+01 +2.159518991e+01 -3.492448101e+02 -3.492448101e+02 -3.3051e+00 +8.7570e-02 +2.7905e+00 +9.8094e-01 -1.5957e+00 -9.2793e-01 +1.1786e+00 +1.6098e+00 +2.9086e+00 +2.7114e-01 -3.6952e+00 -1.9136e+00 -3.2535e+00 +8.7224e-01 +6.8668e-01 +2.5732e+00 -3.9405e+00 -3.9318e+00 -1.6218e-01 -8.3255e-01
561 +1.558128748e+01 +1.558128748e+01 -3.552587125e+02 -3.552587125e+02 -3.1123e+00 -7.3899e-01 +3.8739e+00 +1.2640e+00 -1.4889e+00 -5.7468e-01 +1.5094e+00 +1.3150e+00 +3.8017e+00 -7.0349e-02 -3.4871e+00 -1.1618e+00 -3.5691e+00 +2.7492e-01 +8.9428e-01 +2.5333e+00 -4.4616e+00 -4.1731e+00 -2.0052e-01 -1.0067e+00
993 +9.937702761e+00 +9.937702761e+00 -3.609022972e+02 -3.609022972e+02 -3.1560e+00 -2.0237e-01 +4.5812e+00 +1.1658e+00 -2.0545e+00 -1.2479e+00 +1.1150e+00 +2.1015e+00 +3.5821e+00 -1.4936e+00 -3.3463e+00 -7.3628e-01 -4.0355e+00 +5.4519e-01 +9.7680e-01 +1.7778e+00 -4.4839e+00 -4.0746e+00 +7.5767e-01 -5.0387e-01
