% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.204942134e+06 +1.204942134e+06 +1.204978034e+06 +1.204978034e+06 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
5 +9.429520078e+05 +9.429520078e+05 +9.429879078e+05 +9.429879078e+05 -1.4834e+00 +3.3083e+00 +8.5264e-01 +4.9724e-01 +4.1719e+00 -2.1416e+00 +2.5720e+00 +2.5373e+00 -1.1955e+00 +6.7822e-01 -4.2415e+00 -4.4605e+00 +3.0798e-01 +2.7917e+00 +4.3401e+00 -3.7009e+00 +6.8824e-01 -3.0609e-01 -4.8810e+00 -1.6288e+00
8 +5.802160900e+05 +5.802160900e+05 +5.802519900e+05 +5.802519900e+05 +3.5303e+00 +1.2206e+00 -1.4905e+00 +1.3250e-01 -9.8192e-01 -4.2403e+00 -2.6008e+00 -3.7668e+00 -3.1609e+00 -2.6005e+00 -8.2733e-01 -4.5035e+00 +4.0272e+00 +4.4479e+00 -9.1359e-02 -1.0747e-01 -1.6228e+00 +4.0005e+00 -1.3075e+00 -3.8880e+00
25 +3.810415928e+05 +3.810415928e+05 +3.810774928e+05 +3.810774928e+05 +1.4762e+00 +1.7902e+00 +1.3579e+00 +4.4517e+00 -2.9107e+00 +2.0928e+00 -2.6377e+00 -3.8060e+00 +1.0730e+00 -4.9862e-01 -4.1275e-01 +1.6194e+00 +2.7029e+00 -1.4978e+00 +1.6201e+00 -8.3841e-01 +3.4193e+00 +3.3292e+00 -2.4356e+00 +1.1346e+00
128 +2.082969915e+05 +2.082969915e+05 +2.083328915e+05 +2.083328915e+05 +1.8807e+00 +3.1124e+00 +5.0952e-01 +1.3250e-01 -2.8737e+00 -4.2403e+00 -2.5024e+00 -5.0000e+00 -1.2691e+00 -3.3079e+00 -9.3476e-01 -2.6117e+00 +2.1539e+00 +3.6879e+00 +1.8004e+00 -1.9993e+00 -1.5213e+00 +2.9827e+00 -3.3075e+00 -3.2335e+00
361 +1.525062938e+05 +1.525062938e+05 +1.525421938e+05 +1.525421938e+05 +1.1032e+00 +3.8540e+00 +1.2699e+00 +1.8214e+00 -3.0066e+00 -4.0000e+00 -2.1702e+00 -4.5312e+00 -4.2493e-01 -3.5111e-01 -4.9870e-01 -2.9407e-01 +1.4440e+00 +2.6362e+00 +2.3772e+00 -1.2583e+00 -1.4626e+00 +3.1319e+00 -2.0779e+00 -1.3889e-01
370 +7.405131036e+04 +7.405131036e+04 +7.408721036e+04 +7.408721036e+04 +1.5016e+00 +2.2760e+00 +6.1186e-01 +1.8896e+00 -3.0368e+00 -4.0000e+00 -1.7381e+00 -3.7438e+00 -2.0245e+00 -2.8999e+00 -7.0614e-01 -1.0718e+00 +2.1019e+00 +2.4376e+00 +2.3044e+00 -2.9120e+00 -2.2058e+00 +4.1568e+00 -1.8237e+00 -2.0517e+00
449 +3.746986925e+04 +3.746986925e+04 +3.750576925e+04 +3.750576925e+04 +1.5459e+00 +2.8974e+00 +1.6060e+00 +1.4036e+00 -2.7558e+00 -3.2888e+00 -1.5795e+00 -1.4387e+00 -3.3692e+00 -3.9194e+00 -6.1037e-01 -1.4684e+00 +2.0368e+00 +1.1540e+00 +1.4302e+00 -3.6793e+00 -1.3618e-01 +4.4926e+00 -2.7627e+00 -3.9023e+00
790 +2.231940404e+04 +2.231940404e+04 +2.235530404e+04 +2.235530404e+04 +1.6032e+00 +2.6255e+00 +3.7505e+00 +1.5592e-01 -3.4660e+00 -4.2521e+00 -8.5910e-02 -3.0775e+00 -3.0665e+00 -5.0000e+00 -4.1263e-01 -1.3307e+00 +1.1137e+00 -7.6379e-01 -2.8240e-01 -4.7190e+00 +2.8368e-02 +5.0000e+00 -3.7749e+00 -4.6132e+00
803 +1.280344194e+04 +1.280344194e+04 +1.283934194e+04 +1.283934194e+04 +1.7673e+00 +2.6004e+00 +4.1099e+00 +1.1269e+00 -2.4685e+00 -3.0260e+00 -7.7907e-01 -2.7297e+00 -3.0312e+00 -4.5666e+00 -5.7701e-01 -1.2465e+00 +1.2766e+00 -2.2167e-01 +6.9952e-01 -4.1268e+00 -1.4359e+00 +5.0000e+00 -2.6679e+00 -3.2019e+00
