% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.237001439e+07 +1.237001439e+07 +1.236980451e+07 +1.236980451e+07 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
2 +8.192807971e+06 +8.192807971e+06 +8.192598091e+06 +8.192598091e+06 +7.8405e-01 +8.3336e-01 +2.2275e-01 +1.0072e+00 +3.7290e-01 +8.8525e-02 +2.2903e-01 +7.3519e-01 +1.2855e+00 +1.2977e+00 -1.0148e-01 +9.9380e-01 +5.9293e-01 +1.5133e-01 +7.9823e-01 +6.0168e-01 +1.9086e-01 +1.0271e+00 +7.2453e-01 +1.2947e+00
38 +5.949201508e+06 +5.949201508e+06 +5.948991628e+06 +5.948991628e+06 +5.4090e-01 +5.6061e-01 -2.3540e-01 +1.8678e+00 +1.2957e+00 -8.8163e-02 -1.8444e-01 -2.5354e-02 +7.2129e-01 +1.6396e+00 -4.5254e-01 +9.3997e-01 +3.9988e-01 +5.4535e-01 +6.8802e-01 +4.7004e-01 -2.2069e-01 +1.5348e+00 +1.0436e-02 +1.7973e+00
61 +3.846222615e+06 +3.846222615e+06 +3.846012735e+06 +3.846012735e+06 +1.1199e+00 +5.7589e-01 -3.9181e-01 +1.8223e+00 +1.7384e+00 +4.7431e-01 +9.9552e-02 +6.6062e-02 +9.7218e-02 +1.5887e+00 +6.7081e-02 +1.2682e+00 +4.6052e-01 +4.3792e-02 +1.3013e+00 +2.2746e-01 -3.5981e-01 +1.3205e+00 -1.0730e+00 +2.1784e+00
84 +2.440469331e+06 +2.440469331e+06 +2.440259451e+06 +2.440259451e+06 +8.4659e-01 +4.9552e-01 -1.1254e+00 +1.8464e+00 +2.5352e+00 +2.7098e-01 -6.9029e-02 -1.3426e-01 +1.1375e+00 +1.8526e+00 -8.2757e-01 +2.1700e+00 +4.0193e-01 -4.8280e-02 +1.1235e+00 -2.9748e-01 -6.7001e-01 +2.1638e+00 -1.4651e+00 +2.4192e+00
113 +9.501220071e+05 +9.501220071e+05 +9.499121271e+05 +9.499121271e+05 -7.1020e-02 +1.3745e-01 -2.2087e-01 +1.6010e+00 +3.3260e+00 +1.3610e-01 -2.4960e-01 +1.1783e-01 +1.5648e+00 +4.3540e-01 -3.7574e-01 +1.3308e+00 +4.1893e-01 +5.3854e-02 +8.1173e-01 -1.9157e+00 -1.5870e+00 +2.3405e+00 -1.8262e+00 +1.8690e+00
184 +5.751666778e+05 +5.751666778e+05 +5.749567978e+05 +5.749567978e+05 -1.2126e+00 +1.5011e-01 +1.4479e+00 +1.8030e+00 +4.4568e+00 -8.5983e-01 -9.9381e-01 +6.8695e-01 +2.4995e+00 +3.8069e+00 +3.7959e-01 +1.8324e+00 +5.3264e-01 +4.8576e-01 +1.3424e+00 -2.3077e+00 -3.0997e+00 +2.9149e+00 -2.7940e+00 +1.7562e+00
279 +3.029935957e+05 +3.029935957e+05 +3.027837157e+05 +3.027837157e+05 -7.5761e-01 -6.3528e-02 +3.0462e+00 +3.1189e+00 +1.8327e+00 -7.4328e-01 -1.6780e+00 +7.7684e-01 +3.3276e+00 +4.8603e+00 +2.5798e-01 -3.5347e-01 +2.4572e+00 -2.2999e-02 +1.8145e-01 -3.9544e+00 -3.1685e+00 +3.7598e+00 -2.3310e+00 +2.1449e+00
314 +2.453529099e+05 +2.453529099e+05 +2.451430299e+05 +2.451430299e+05 -2.8524e-01 +2.4323e-01 +1.5864e+00 +7.7821e-01 +3.4130e+00 -5.6107e-02 -5.1754e-01 +4.5225e-01 +2.4250e+00 +3.1733e+00 -3.4715e-01 -1.1472e+00 +2.4449e+00 -6.1441e-01 -2.9580e-02 -4.0612e+00 -2.1297e+00 +3.4552e+00 -2.2253e+00 +1.9690e+00
353 +1.140226112e+05 +1.140226112e+05 +1.138127312e+05 +1.138127312e+05 -4.4907e-01 +3.1182e-01 +1.2273e+00 +2.1453e-01 +2.2075e+00 +9.2294e-02 -1.3083e+00 -3.0443e-01 +3.4294e+00 +3.3478e+00 +2.4531e-01 -8.1451e-01 +2.6024e+00 -9.9990e-01 -2.5323e-01 -3.4220e+00 -3.0147e+00 +3.2662e+00 -2.4021e+00 +1.8359e+00
