% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.365972603e+07 +4.365972603e+07 +4.365967109e+07 +4.365967109e+07 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
2 +3.515916531e+07 +3.515916531e+07 +3.515911037e+07 +3.515911037e+07 +1.5574e+00 -4.6429e+00 +3.4913e+00 +4.3399e+00 +1.7874e+00 +2.5774e+00 +2.4313e+00 -1.0777e+00 +1.5548e+00 -3.2881e+00 +2.0605e+00 -4.6817e+00 -2.2308e+00 -4.5383e+00 -4.0287e+00 +3.2346e+00 +1.9483e+00 -1.8290e+00 +4.5022e+00 -4.6555e+00
3 +1.762089216e+07 +1.762089216e+07 +1.762083722e+07 +1.762083722e+07 -6.1256e-01 -1.1844e+00 +2.6552e+00 +2.9520e+00 -3.1313e+00 -1.0236e-01 -5.4414e-01 +1.4631e+00 +2.0936e+00 +2.5469e+00 -2.2397e+00 +1.7970e+00 +1.5510e+00 -3.3739e+00 -3.8100e+00 -1.6359e-02 +4.5974e+00 -1.5961e+00 +8.5268e-01 -2.7619e+00
4 +7.864035327e+06 +7.864035327e+06 +7.863980387e+06 +7.863980387e+06 +2.5127e+00 -2.4490e+00 +5.9571e-02 +1.9908e+00 +3.9090e+00 +4.5929e+00 +4.7216e-01 -3.6138e+00 -3.5071e+00 -2.4249e+00 +3.4072e+00 -2.4572e+00 +3.1428e+00 -2.5648e+00 +4.2926e+00 -1.5002e+00 -3.0340e+00 -2.4892e+00 +1.1604e+00 -2.6711e-01
13 +2.294550085e+06 +2.294550085e+06 +2.294495145e+06 +2.294495145e+06 -4.1448e+00 -2.3752e+00 +3.0101e+00 -4.7078e+00 +4.2885e+00 +2.3033e+00 -1.1391e-01 +7.8525e-01 -2.6272e+00 -4.1151e-01 +4.6309e+00 +4.6806e-01 +2.1136e-01 -2.6841e+00 -1.1102e-01 +1.2406e+00 +1.7914e+00 -1.0448e+00 -1.3256e+00 +4.8798e+00
159 +1.362804235e+06 +1.362804235e+06 +1.362749295e+06 +1.362749295e+06 -6.8930e-01 -2.1011e+00 -3.1872e+00 +7.7241e-01 +3.5296e+00 +2.3377e+00 -2.9246e+00 +1.2581e+00 -3.5123e+00 -1.4975e-01 +3.6194e+00 -2.8966e+00 -2.5155e+00 -3.2084e-01 +5.9416e-01 +2.1265e+00 +3.1468e+00 +7.2535e-02 +8.1377e-01 -1.2023e-01
215 +7.936245601e+05 +7.936245601e+05 +7.935696201e+05 +7.935696201e+05 -2.5988e+00 -5.5926e-01 -9.9978e-01 -1.2008e+00 +3.8257e+00 +2.7212e+00 -1.8233e+00 +5.9442e-01 +5.4894e-02 -5.2933e-01 -1.7078e-01 -1.6007e+00 +8.6512e-01 -1.7133e+00 -1.2021e-01 -3.2073e-01 +2.2120e+00 -7.9409e-01 -4.7857e-01 +2.4908e+00
271 +5.564709489e+05 +5.564709489e+05 +5.564160089e+05 +5.564160089e+05 +5.0713e-01 -2.3944e+00 +1.2961e+00 -8.3672e-01 +3.0637e+00 +3.3984e+00 +7.9014e-01 +1.8891e+00 -2.6329e+00 +2.1089e+00 +5.0000e+00 +3.2917e+00 -1.0023e+00 -3.4627e+00 +9.7267e-02 +2.2591e-01 +2.9809e+00 -1.6962e-01 -1.9246e+00 +4.6355e+00
508 +3.491830443e+05 +3.491830443e+05 +3.491281043e+05 +3.491281043e+05 -2.2741e+00 -3.7183e+00 +1.7607e+00 +7.4688e-01 +8.0245e-01 +4.5060e+00 +7.6951e-01 +1.4631e+00 -3.0551e+00 +3.4497e+00 +5.0000e+00 +1.9471e+00 -2.5421e+00 -2.8676e+00 -2.2159e-02 +1.0176e+00 +2.8157e+00 +3.9737e-01 -1.6847e+00 +4.7345e+00
612 +1.564163662e+05 +1.564163662e+05 +1.563614262e+05 +1.563614262e+05 -8.5835e-01 -2.4658e+00 +6.3397e-01 -6.9770e-02 +1.0596e+00 +2.6993e+00 +5.5209e-02 +3.9591e-01 -3.3979e+00 +3.3579e+00 +4.8357e+00 +1.9503e+00 -2.0802e+00 -2.5100e+00 -1.1915e+00 +2.3056e+00 +3.4429e+00 +1.0858e+00 -3.5712e-01 +3.7179e+00
1099 +8.989483498e+04 +8.989483498e+04 +8.983989498e+04 +8.983989498e+04 -1.6594e-01 -3.0890e+00 -2.9076e-02 +1.1349e+00 +1.0035e+00 +2.8613e+00 +1.5272e-01 +7.0682e-01 -2.8052e+00 +3.7147e+00 +5.0000e+00 +1.5600e+00 -2.5650e+00 -3.8918e+00 -9.8597e-01 +2.8142e+00 +3.8985e+00 +1.4126e+00 -8.8392e-01 +5.0000e+00
1963 +5.550161428e+04 +5.550161428e+04 +5.544667428e+04 +5.544667428e+04 -3.1541e-01 -2.3778e+00 +4.5510e-01 +1.0303e+00 -2.0806e-02 +1.9519e+00 +1.8710e-01 +1.3551e-01 -3.1222e+00 +4.3685e+00 +4.9237e+00 +1.1825e+00 -1.7159e+00 -3.6212e+00 -6.3873e-01 +3.3693e+00 +3.9521e+00 +1.0045e+00 -8.8030e-01 +4.5164e+00
2607 +3.875250380e+04 +3.875250380e+04 +3.869756380e+04 +3.869756380e+04 -5.7184e-01 -2.7687e+00 +6.2437e-02 +5.6254e-01 +8.4571e-01 +1.1751e+00 -7.6909e-02 -2.5893e-01 -3.0756e+00 +4.2003e+00 +5.0000e+00 +1.5946e+00 -7.3207e-01 -5.0000e+00 -5.3278e-01 +2.3481e+00 +3.0783e+00 +5.5966e-01 +1.4528e+00 +5.0000e+00
3350 +2.010054686e+04 +2.010054686e+04 +2.004560686e+04 +2.004560686e+04 -4.2922e-01 -2.6861e+00 -5.0280e-01 +7.7306e-01 +1.0072e+00 +1.5375e+00 -7.2823e-01 -2.3639e-01 -3.2744e+00 +3.7457e+00 +4.9862e+00 +1.0743e+00 -8.6673e-01 -4.9817e+00 -2.3067e-01 +1.8196e+00 +3.0881e+00 +2.0401e-01 +1.0887e+00 +5.0000e+00
4726 +1.579069379e+04 +1.579069379e+04 +1.573575379e+04 +1.573575379e+04 -7.7730e-01 -2.7488e+00 -4.7037e-01 +9.1084e-01 +9.5065e-01 +1.5791e+00 -7.9443e-01 -1.0142e+00 -3.3692e+00 +3.9239e+00 +4.9801e+00 +9.7650e-01 -8.0140e-01 -4.6480e+00 -6.8530e-01 +1.6136e+00 +3.0839e+00 -2.7303e-01 +8.8887e-01 +5.0000e+00
% function evaluation | noise-free fitness - Fopt (5.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.315125516e+07 +3.315125516e+07 +3.315131429e+07 +3.315131429e+07 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
2 +1.427714921e+07 +1.427714921e+07 +1.427720834e+07 +1.427720834e+07 +1.5574e+00 -4.6429e+00 +3.4913e+00 +4.3399e+00 +1.7874e+00 +2.5774e+00 +2.4313e+00 -1.0777e+00 +1.5548e+00 -3.2881e+00 +2.0605e+00 -4.6817e+00 -2.2308e+00 -4.5383e+00 -4.0287e+00 +3.2346e+00 +1.9483e+00 -1.8290e+00 +4.5022e+00 -4.6555e+00
9 +7.470551881e+06 +7.470551881e+06 +7.470611011e+06 +7.470611011e+06 +2.8025e+00 -1.1026e+00 -2.5831e+00 -9.6088e-01 -4.0355e+00 -3.6803e+00 +4.4205e+00 +4.5613e+00 +7.5209e-01 -4.4022e+00 -2.6522e+00 -1.4684e+00 +3.2119e+00 -4.8460e+00 -4.5698e+00 -3.3101e+00 +1.4912e+00 +2.3172e+00 +1.4775e+00 -4.9076e-01
