% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.329539800e+01 +3.329539800e+01 +1.635539800e+01 +1.635539800e+01 -2.8915e+00 -1.9918e+00 -1.3790e+00 -2.2212e+00 -1.1892e+00 +2.9526e+00 -5.0889e-01 -6.9409e-02 +6.3620e-02 +3.3781e+00 -1.3545e+00 +4.8389e+00 -1.5524e+00 -4.0590e-01 +2.0244e+00 +3.9664e-01 -1.7584e+00 +3.9562e+00 +5.3015e-01 -2.1698e+00
63 +2.064688923e+01 +2.064688923e+01 +3.706889228e+00 +3.706889228e+00 -3.6354e+00 +4.3225e+00 -2.7037e+00 +5.1268e-03 -9.9771e-01 -1.7586e+00 +1.6508e+00 -2.4166e+00 -1.5433e+00 -3.4917e+00 +3.0101e+00 +2.6618e+00 +6.6119e-01 -1.9381e+00 -1.3518e+00 -2.3393e+00 +4.7535e+00 -1.2693e+00 +2.9570e+00 +4.9873e+00
187 +1.428559563e+01 +1.428559563e+01 -2.654404374e+00 -2.654404374e+00 -1.3566e+00 +1.5405e+00 -4.2186e+00 -1.6785e-01 +6.5757e-01 +1.7625e+00 +4.8877e+00 +3.1437e+00 +1.0740e+00 -2.7859e+00 +1.9369e+00 +7.8229e-01 -4.6887e+00 +3.4103e+00 -2.4490e+00 +4.3340e+00 +2.9799e+00 +3.2433e+00 +3.2871e+00 -1.1235e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.397188190e+01 +3.397188190e+01 +5.278188190e+01 +5.278188190e+01 -1.1328e+00 -1.3748e+00 +3.2269e+00 -2.1800e+00 +3.8401e+00 +4.9903e+00 -2.2162e+00 +4.6285e+00 +4.4185e+00 -4.9908e+00 -1.7025e+00 -9.2713e-01 +3.2190e+00 +6.1551e-02 -3.3697e+00 +6.3727e-01 +3.1148e+00 -5.9505e-01 +2.3053e+00 +3.0751e+00
11 +2.478557815e+01 +2.478557815e+01 +4.359557815e+01 +4.359557815e+01 +1.2997e+00 -4.2095e+00 -4.8022e+00 +7.8393e-01 -3.8630e+00 -2.3275e+00 -4.5824e+00 +3.7872e+00 +4.7441e+00 -1.7322e+00 -1.5916e+00 +5.6231e-01 +7.2598e-01 -9.0075e-01 -3.5173e+00 +4.6104e+00 -3.0929e+00 -1.9904e+00 -7.1418e-01 +4.4928e+00
19 +1.572240891e+01 +1.572240891e+01 +3.453240891e+01 +3.453240891e+01 +4.6107e+00 -4.9821e+00 -2.5078e+00 -1.9655e+00 +7.8178e-01 -3.8619e+00 -9.6483e-01 -4.0728e-01 -3.0750e-01 +2.0057e+00 -5.0674e-01 +3.3135e+00 +3.0779e+00 +1.3276e+00 -4.1648e+00 -4.7942e+00 +8.2964e-01 +2.5316e+00 +3.3094e+00 +7.1061e-01
2388 +8.985412041e+00 +8.985412041e+00 +2.779541204e+01 +2.779541204e+01 +2.0276e+00 +3.5316e+00 -3.5376e+00 +2.6280e+00 -4.2751e-02 -1.7652e+00 +4.7224e+00 +3.8838e+00 +2.9526e+00 +1.7456e+00 -3.8159e+00 -3.2037e+00 +4.4930e+00 -7.2988e-01 -1.1546e+00 -4.5209e+00 -1.8179e+00 +1.0067e+00 -1.4918e+00 +6.8390e-01
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.755024169e+01 +6.755024169e+01 +3.407002417e+02 +3.407002417e+02 -1.0271e+00 +3.6846e+00 -4.9428e+00 +3.2471e+00 +2.1127e+00 -1.7242e+00 -1.1129e+00 -1.3270e+00 +3.5048e+00 -3.2647e+00 +6.5196e-02 -4.0589e+00 -6.1732e-01 +2.4419e+00 -1.4106e+00 -2.5302e+00 +1.4343e+00 +4.1560e+00 +2.8657e+00 -3.1873e+00
2 +5.643221726e+01 +5.643221726e+01 +3.295822173e+02 +3.295822173e+02 -3.2990e+00 +3.7080e+00 -4.4170e-01 +4.5084e-02 -8.5427e-01 -2.8137e+00 +4.7509e+00 -4.9922e+00 -1.7339e+00 -2.8840e+00 +4.1986e+00 +4.9544e+00 +1.3847e+00 +2.8014e+00 -4.3763e+00 +3.9356e-01 -2.3997e+00 +1.0451e+00 +3.4143e+00 -1.3968e+00
28 +3.652029564e+01 +3.652029564e+01 +3.096702956e+02 +3.096702956e+02 -4.6647e+00 +2.3429e+00 +3.5333e+00 +1.4029e-01 -3.9985e+00 +4.9021e+00 -2.6091e+00 +2.5057e+00 -3.6681e+00 -9.2362e-01 +2.5920e+00 +2.1100e+00 -5.1536e-01 +1.1232e+00 -4.0698e-01 -1.4958e+00 +2.0960e-01 +2.7687e+00 -3.2489e+00 +3.5961e+00
48 +1.332696090e+01 +1.332696090e+01 +2.864769609e+02 +2.864769609e+02 -4.9439e+00 +4.2942e+00 -3.0836e+00 +2.7189e+00 +1.2070e+00 -2.5010e+00 +3.3106e+00 +7.7099e-01 +1.6649e-01 +4.8325e+00 -2.0737e+00 +4.3172e+00 -7.4098e-01 +2.8613e-01 +1.8120e+00 +6.3675e-01 +4.8716e+00 -2.7482e+00 -7.1758e-01 -4.3968e+00
% function evaluation | noise-free fitness - Fopt (3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.242450064e+01 +2.242450064e+01 +5.960450064e+01 +5.960450064e+01 -1.6285e+00 -2.8583e+00 -2.2496e+00 +3.3668e-01 +8.5191e-01 +2.3658e+00 -1.6612e-01 -1.3824e+00 -6.7411e-01 +2.4417e+00 +1.6694e+00 +2.2031e+00 +2.5909e+00 +9.1702e-01 +4.5829e+00 +2.6307e+00 +1.3245e+00 -4.4152e+00 +4.4039e+00 +2.4613e+00
14 +1.550440245e+01 +1.550440245e+01 +5.268440245e+01 +5.268440245e+01 -4.5691e+00 +1.8657e+00 +4.7032e+00 -3.8335e+00 -4.7917e+00 -1.0686e+00 -1.5262e+00 +3.1096e+00 +2.1037e-01 +6.8091e-01 +4.6366e+00 -2.1024e+00 -3.0120e+00 +3.2803e+00 +4.2528e+00 -4.0274e+00 -6.5589e-01 -4.3383e+00 +2.5847e+00 -1.6610e+00
% function evaluation | noise-free fitness - Fopt (-1.479000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.550609712e+01 +2.550609712e+01 -1.223939029e+02 -1.223939029e+02 +4.7191e+00 +2.0487e+00 -1.6219e+00 +1.4426e+00 -2.2197e+00 -6.1963e-01 +7.2267e-01 -3.5663e+00 +4.7069e+00 +3.8588e+00 -4.3068e+00 -4.0104e+00 +1.0930e+00 -1.0529e+00 +3.2841e+00 +8.7861e-01 -2.2649e+00 +2.7761e+00 +1.1085e+00 -4.0929e+00
4 +2.020477834e+01 +2.020477834e+01 -1.276952217e+02 -1.276952217e+02 +2.2672e+00 +4.1860e+00 -2.8169e+00 +3.7335e+00 +6.7525e-01 -4.1934e-01 -5.4331e-02 +4.1842e+00 +9.8819e-01 +2.7546e+00 +1.7305e+00 +4.9378e+00 +1.5403e-02 -1.9783e-01 +1.5995e+00 -3.2003e+00 +2.6901e+00 -1.0758e-01 -4.0807e+00 +2.6613e-01
6 +1.303295905e+01 +1.303295905e+01 -1.348670409e+02 -1.348670409e+02 +3.0973e+00 -1.7044e+00 +1.1719e+00 -4.9432e+00 -1.4984e+00 -2.6188e+00 +2.0292e+00 -3.0849e+00 -3.6662e+00 +1.9310e+00 -1.2192e+00 +4.5400e+00 -3.4840e+00 +5.5098e-01 +3.4327e-01 -2.1952e-01 -3.1741e+00 -2.8626e+00 +7.0858e-01 +2.9173e+00
1881 +9.278513574e+00 +9.278513574e+00 -1.386214864e+02 -1.386214864e+02 +2.0518e+00 -2.4891e+00 +1.8734e+00 +2.5875e-01 -1.7398e+00 +2.9988e+00 +2.9852e+00 -3.4280e+00 +1.8818e+00 -3.4756e+00 -1.9886e+00 +1.9066e+00 +1.1131e+00 -9.1128e-01 +2.5497e+00 +1.5246e+00 +1.3099e+00 -2.8031e+00 +8.4017e-01 +2.6512e+00
% function evaluation | noise-free fitness - Fopt (-2.218900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.697315274e+01 +6.697315274e+01 -1.549168473e+02 -1.549168473e+02 +3.1946e-01 +5.0811e-01 +4.7287e+00 -3.1562e-01 +2.6950e+00 -9.9639e-01 -1.1082e+00 +1.6572e+00 -2.7781e+00 +2.9124e+00 +3.5359e+00 -1.1646e+00 +2.5753e+00 -4.4788e+00 +1.3659e+00 +4.9884e+00 -2.8782e+00 +1.3354e+00 +1.2080e+00 -2.1107e+00
3 +4.668971003e+01 +4.668971003e+01 -1.752002900e+02 -1.752002900e+02 -3.7709e+00 -1.7221e+00 -1.3124e+00 +2.5506e+00 +4.6921e+00 -1.3470e+00 +4.7676e+00 +4.4884e+00 +1.6935e+00 +4.7114e+00 -2.4979e+00 -1.6694e+00 +2.3180e+00 +3.6749e+00 +3.9838e+00 +2.8130e+00 -1.0147e+00 -2.8552e+00 -1.8765e+00 -4.5095e+00
5 +3.089338678e+01 +3.089338678e+01 -1.909966132e+02 -1.909966132e+02 +2.0550e+00 -1.6702e+00 -3.0648e+00 -3.0002e+00 +4.9746e+00 -4.2752e+00 -3.2079e+00 -4.1940e+00 -2.8740e+00 +1.0113e+00 +1.6387e+00 +1.1665e+00 +1.8848e+00 +3.9371e-01 +2.2385e+00 -4.3615e+00 +1.5369e+00 +4.3018e+00 -7.8073e-01 +3.0229e+00
7 +2.218663231e+01 +2.218663231e+01 -1.997033677e+02 -1.997033677e+02 +1.3334e+00 -4.1236e-01 -8.3222e-02 +1.3736e+00 -3.0372e+00 -1.7983e+00 -3.0467e+00 +2.3414e+00 +4.1199e+00 +3.1781e+00 -1.2658e+00 -1.0974e+00 -5.1660e-01 +1.3895e+00 -4.9793e+00 -2.2022e+00 +3.5007e+00 +1.0534e+00 -2.0271e+00 -1.6877e+00
19 +1.489967698e+01 +1.489967698e+01 -2.069903230e+02 -2.069903230e+02 -3.2895e+00 +1.1052e+00 +2.9909e+00 -2.3817e+00 +3.8961e+00 +4.2792e+00 -1.9508e-01 -4.5904e+00 -4.2961e+00 -4.1122e+00 +4.4027e+00 -7.5008e-01 -4.4804e+00 +2.0417e+00 -4.0268e+00 -2.5010e+00 -9.1997e-01 +7.4607e-01 +1.0298e+00 +7.0818e-01
110 +6.137164939e+00 +6.137164939e+00 -2.157528351e+02 -2.157528351e+02 -4.1319e+00 -7.2753e-01 +3.7580e-01 -1.3631e+00 -2.0163e-02 +2.5010e+00 +4.5963e+00 +4.8123e+00 +1.2877e+00 -4.9183e-01 +3.2569e-01 -2.5296e+00 -1.0276e+00 +1.3347e-01 -2.8714e+00 -3.6546e+00 -1.5889e+00 -3.7944e+00 -4.9867e+00 -4.2377e+00
% function evaluation | noise-free fitness - Fopt (1.195400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.120714080e+01 +3.120714080e+01 +1.507471408e+02 +1.507471408e+02 +8.9337e-02 -4.4985e+00 +3.4021e+00 +4.3576e+00 +1.6133e+00 -3.2377e+00 +1.2251e+00 +4.7589e+00 +1.7688e+00 -3.1115e+00 -1.8002e+00 +1.3582e+00 +2.4530e+00 -3.3088e+00 +4.9692e+00 +1.6933e+00 +1.6076e+00 +2.3436e+00 -1.7780e+00 +4.4560e-01
