% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.605507750e+06 +2.605507750e+06 +2.605543650e+06 +2.605543650e+06 +4.8978e+00 -2.0772e+00 +4.1217e+00 -1.9341e+00 -4.0979e+00 +1.7177e+00 -4.6396e+00 +3.7239e+00 +1.3357e+00 +2.6799e+00 -2.1598e+00 -8.5895e-01 -4.3829e+00 -4.0514e+00 +7.7708e-01 -4.1203e+00 +3.2052e+00 +2.3916e+00 +4.3177e+00 +4.8949e+00
2 +2.104459055e+06 +2.104459055e+06 +2.104494955e+06 +2.104494955e+06 -1.0275e+00 -3.9964e+00 +1.5887e+00 -1.6643e+00 -5.8425e-01 -1.3631e+00 +2.3965e+00 +3.4578e+00 +2.7338e+00 +3.7209e+00 -3.7660e+00 -9.9404e-01 +2.2629e+00 -4.4479e+00 -1.1899e+00 +4.7557e+00 -2.4757e+00 +2.5583e+00 +3.6563e+00 -2.1190e+00
3 +1.130712841e+06 +1.130712841e+06 +1.130748741e+06 +1.130748741e+06 +1.5278e+00 +2.0432e-01 +3.5317e+00 +3.4148e+00 -2.2032e+00 +2.9903e+00 +4.4883e+00 -2.7585e+00 +2.5010e+00 +4.5838e+00 -2.3008e+00 -4.4218e+00 +3.9509e+00 +1.4366e+00 -2.7884e-01 +2.6355e+00 +1.1390e+00 +7.3763e-01 -2.3391e+00 -2.8017e+00
12 +9.396103889e+05 +9.396103889e+05 +9.396462889e+05 +9.396462889e+05 +2.3193e+00 +3.0300e+00 +8.3572e-01 -1.7374e+00 +9.2869e-01 +1.9846e+00 -4.2524e+00 -2.9432e+00 -8.5416e-01 -1.3927e+00 -4.8605e+00 +4.2117e+00 -4.5016e+00 +2.8469e+00 -8.6868e-01 -2.5397e+00 +2.8659e+00 -2.9376e+00 -7.5528e-01 -3.0677e+00
98 +6.052467850e+05 +6.052467850e+05 +6.052826850e+05 +6.052826850e+05 +2.7501e+00 -1.7076e+00 +3.0187e+00 +4.7944e+00 -6.9115e-01 +2.0550e+00 -3.9093e+00 -3.9131e+00 -4.8841e+00 -1.1437e+00 -4.2646e+00 +1.1374e+00 +2.8977e+00 -2.2678e-01 +2.7141e+00 +1.9871e+00 +1.5510e+00 +2.0902e+00 +3.0280e+00 -1.3718e+00
265 +3.912615590e+05 +3.912615590e+05 +3.912974590e+05 +3.912974590e+05 +2.7679e+00 +3.4776e+00 +1.5006e+00 -3.5093e+00 -1.3993e+00 +1.3196e-01 -6.3909e-01 -4.4794e+00 +2.3010e+00 -4.9134e+00 -8.7820e-01 +3.1639e+00 -6.9236e-01 +2.9168e+00 -4.0638e+00 -4.2162e+00 +1.2967e+00 +3.3937e+00 -9.2538e-01 -1.7543e+00
% function evaluation | noise-free fitness - Fopt (3.137000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.824200671e+05 +6.824200671e+05 +6.824514371e+05 +6.824514371e+05 +1.7076e+00 -3.6684e+00 -3.0524e+00 +1.1301e+00 -1.4692e+00 +3.4769e+00 -3.5455e+00 -7.8900e-01 +3.2081e+00 +3.2235e+00 +7.2458e-01 +2.0219e-01 +4.6943e+00 +4.1753e+00 +3.5157e+00 -4.7392e+00 -4.2504e+00 -1.5499e+00 -7.1691e-01 +2.9060e+00
9 +5.822198682e+05 +5.822198682e+05 +5.822512382e+05 +5.822512382e+05 +2.3714e+00 +2.6357e+00 -4.8414e+00 +4.2199e+00 +2.1092e+00 +4.8201e+00 +2.1375e+00 +1.5345e-01 +1.9421e+00 -4.0406e+00 -1.7049e+00 +4.4098e+00 +1.7905e+00 +4.2024e-01 -6.8706e-01 -1.2563e+00 -2.6860e+00 +1.6608e-01 +3.5532e+00 -4.1665e-01
37 +3.252766780e+05 +3.252766780e+05 +3.253080480e+05 +3.253080480e+05 +4.0797e+00 -1.2318e+00 -2.6584e+00 +2.4085e+00 -1.7149e+00 +2.6505e-01 +4.2224e+00 +2.4811e+00 -4.6127e+00 +4.9970e+00 -2.1585e+00 -1.3618e+00 +3.2725e+00 +4.5981e+00 +3.8111e+00 -4.8332e+00 -3.8082e-02 -2.1714e+00 -4.8850e+00 +5.4067e-01
