% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.561534203e+02 +9.561534203e+02 +1.956153420e+03 +1.956153420e+03 +4.7347e+00 +3.6939e+00 -6.9132e-01 -2.2198e+00 +3.1951e+00 -4.9532e+00 +2.7688e+00 -4.2399e+00 +1.7966e+00 -2.7849e+00 +1.1346e+00 -3.3323e+00 -1.9175e+00 -7.7011e-01 +2.2024e+00 +4.9872e+00 +1.2244e+00 -1.4455e+00 +2.5806e+00 -2.3554e+00
8 +6.225138572e+02 +6.225138572e+02 +1.622513857e+03 +1.622513857e+03 -4.2024e+00 +1.5155e+00 +4.0816e+00 +4.7159e+00 -1.1265e+00 -1.1660e+00 -3.5873e+00 +1.0146e+00 -2.2804e-01 +1.4529e+00 -2.9086e+00 +4.4545e-01 +2.4634e-01 -2.9296e+00 +1.9914e+00 +2.2468e+00 +2.7299e-01 +3.1209e+00 +2.6653e+00 -8.6271e-01
% function evaluation | noise-free fitness - Fopt (7.003000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.942238500e+03 +3.942238500e+03 +4.012268500e+03 +4.012268500e+03 -3.7748e+00 +3.5168e+00 -3.9709e+00 +1.8737e-01 +1.7758e+00 -3.1385e+00 -4.1035e+00 -1.2390e+00 -9.9696e-01 -4.8731e-01 +1.1303e+00 +4.8850e+00 -1.6207e-01 +1.1559e+00 -5.3932e-01 -2.0869e+00 +2.0429e+00 -4.5845e+00 +4.5368e+00 -4.3398e-01
2 +2.261478304e+03 +2.261478304e+03 +2.331508304e+03 +2.331508304e+03 -1.1719e-01 -6.9865e-01 +2.2485e+00 -1.4708e+00 +7.2171e-01 +2.6925e+00 -1.6222e+00 +1.2014e+00 -4.8550e+00 +3.1145e-01 +3.9197e+00 -3.4040e+00 -6.2183e-01 +1.3157e+00 +4.9179e+00 -2.3513e+00 -3.4292e+00 +2.0089e+00 -4.2658e+00 -3.8934e-01
10 +1.517980068e+03 +1.517980068e+03 +1.588010068e+03 +1.588010068e+03 -2.3574e+00 -3.3749e+00 -5.8374e-01 +3.2125e+00 -2.0886e+00 -3.5866e+00 -4.6181e+00 -4.1073e+00 -5.3354e-01 +9.9775e-01 +1.6019e+00 -1.3957e+00 -2.0598e+00 -1.3293e+00 +3.8159e+00 -3.6752e-01 -4.0015e+00 -3.7202e+00 +5.9419e-01 -2.2153e+00
35 +7.518277565e+02 +7.518277565e+02 +8.218577565e+02 +8.218577565e+02 +2.4852e+00 -3.3654e-01 -3.8541e+00 +4.6385e+00 +1.6472e+00 -1.2013e+00 -3.9514e+00 -1.1750e+00 -4.1804e+00 -1.6251e+00 +1.8190e+00 -3.0401e+00 +2.7887e+00 -2.6767e+00 -4.6933e+00 -1.5405e+00 +4.2803e+00 +2.1451e+00 -1.3425e+00 +1.6356e-01
619 +5.696102172e+02 +5.696102172e+02 +6.396402172e+02 +6.396402172e+02 +4.2858e+00 +1.8391e-02 -3.6122e+00 +2.4882e+00 -2.0237e+00 -4.3881e+00 -5.3238e-01 -1.2105e+00 -4.2165e+00 +3.6763e-01 -4.6997e+00 -9.3941e-01 +3.3134e-01 -3.1597e+00 -2.7098e+00 -4.4340e+00 +9.3749e-01 +3.1278e+00 -1.2689e+00 +3.8206e+00
% function evaluation | noise-free fitness - Fopt (-4.822000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.176631662e+03 +1.176631662e+03 +1.128411662e+03 +1.128411662e+03 +3.8860e+00 -2.1270e+00 -3.5356e-02 -3.2532e+00 -3.8602e+00 -4.4095e+00 +5.6164e-01 +9.5497e-01 +2.7132e+00 +1.6703e-01 -2.9345e+00 -1.9827e+00 +2.6554e+00 -1.3235e+00 -2.2299e+00 -3.7941e+00 +3.8584e-01 +3.6370e+00 -1.1213e+00 +1.8820e+00
28 +8.334130754e+02 +8.334130754e+02 +7.851930754e+02 +7.851930754e+02 -7.0254e-01 +1.4486e+00 +2.5548e-01 +2.1142e+00 -3.9857e+00 +4.1935e+00 -2.6168e+00 +1.1991e+00 +5.0013e-01 +2.2477e+00 -1.6182e+00 -3.0757e+00 +9.5562e-01 -6.7198e-01 +6.4229e-01 +3.8497e+00 -8.7913e-01 -2.2199e+00 -2.9875e+00 +1.6313e+00
1432 +6.148784154e+02 +6.148784154e+02 +5.666584154e+02 +5.666584154e+02 -3.1122e+00 -4.5293e+00 -4.9289e+00 +2.6276e+00 +1.3362e+00 +2.6965e+00 -3.1595e+00 +1.5022e+00 +1.7801e+00 -1.1060e-01 -4.8494e-02 -2.0673e+00 -3.1161e+00 +3.4747e+00 +5.4731e-01 -4.0399e-01 -1.7121e+00 -3.7859e+00 +6.2291e-01 +3.0703e+00
% function evaluation | noise-free fitness - Fopt (2.547000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
