% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.339289012e+03 +1.339289012e+03 +8.771990121e+02 +8.771990121e+02 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
26 +9.869409430e+02 +9.869409430e+02 +5.248509430e+02 +5.248509430e+02 +8.2094e-01 +8.2714e-01 +7.4704e-01 +5.0201e-01 +3.6244e-01 +2.2016e-02 +1.2932e-01 +7.1234e-01 +1.3660e+00 +1.0290e+00 +2.5227e-01 +9.7493e-01 +4.8756e-01 -2.3335e-01 +1.1808e+00 -2.6396e-01 +9.6742e-02 +5.5240e-01 +1.5476e-01 +1.1631e+00
86 +6.296285333e+02 +6.296285333e+02 +1.675385333e+02 +1.675385333e+02 +7.7875e-01 +1.4722e+00 +1.2167e+00 +6.3460e-02 +9.3090e-01 +4.4564e-01 +3.5637e-01 +1.1249e+00 +2.0925e+00 +1.2974e+00 -1.1367e+00 +3.4367e-01 +9.0891e-01 -1.4090e+00 +2.8020e-01 -1.7815e+00 +1.5604e-01 +2.0270e-01 -2.6813e-01 +1.1792e+00
148 +3.667842169e+02 +3.667842169e+02 -9.530578312e+01 -9.530578312e+01 +2.9348e-01 +2.4907e+00 +3.3693e-03 +5.1893e-01 +5.7385e-01 +9.4551e-01 +4.6069e-01 +1.4736e+00 +1.9548e+00 +8.2042e-01 -2.1221e+00 -1.5739e+00 +2.9801e-01 -1.5122e+00 +4.7634e-01 -3.1796e+00 -6.1152e-02 +2.8373e-01 -1.2094e+00 +1.5381e+00
381 +2.290097128e+02 +2.290097128e+02 -2.330802872e+02 -2.330802872e+02 -2.7866e+00 +2.1338e+00 +9.1725e-01 +1.0295e-01 +9.0305e-01 +8.5710e-01 +2.4912e+00 -4.7100e-01 +3.1947e+00 +7.0762e-01 -3.1433e+00 -3.5872e+00 +1.1918e+00 -2.9957e+00 -1.0108e+00 -4.2761e+00 -2.9084e-01 +2.9577e+00 -2.2021e+00 +2.8594e+00
978 +1.546711997e+02 +1.546711997e+02 -3.074188003e+02 -3.074188003e+02 -2.6539e+00 +5.0280e+00 +2.8854e-01 -4.9316e-02 +2.5765e+00 +1.5851e+00 +3.2925e+00 +7.9339e-01 +2.4871e+00 +6.9437e-01 -2.1975e+00 -3.7254e+00 +1.2191e+00 -3.8243e+00 -2.2816e+00 -3.8813e+00 -2.9406e-01 +3.1575e+00 -3.0935e+00 +2.4927e+00
1662 +8.668347429e+01 +8.668347429e+01 -3.754065257e+02 -3.754065257e+02 -2.2186e+00 +5.0091e+00 +1.3409e+00 -8.9030e-01 +2.3750e+00 +2.1465e+00 +3.9703e+00 +7.8745e-01 +2.9388e+00 -5.3080e-02 -2.7150e+00 -2.2942e+00 +1.1706e+00 -3.4393e+00 -1.7968e+00 -4.3299e+00 -2.9987e-01 +3.6370e+00 -2.8549e+00 +2.4611e+00
2069 +6.296582493e+01 +6.296582493e+01 -3.991241751e+02 -3.991241751e+02 -2.2964e+00 +5.0591e+00 +1.2843e+00 -7.9798e-01 +2.2883e+00 +2.1564e+00 +3.7844e+00 +6.8637e-01 +2.9190e+00 +4.1675e-02 -2.7543e+00 -2.2837e+00 +1.1240e+00 -3.4184e+00 -1.8092e+00 -4.3131e+00 -3.5085e-01 +3.7335e+00 -2.8491e+00 +2.4405e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.143590547e+03 +1.143590547e+03 +1.221250547e+03 +1.221250547e+03 +1.0162e+00 +5.4355e-01 +3.4216e-01 +1.4024e+00 +7.7903e-01 +4.0795e-01 +4.9656e-01 +4.5585e-01 +1.0457e+00 +7.2870e-01 +4.2413e-01 +6.2647e-01 +6.3651e-01 +2.4253e-01 -8.3005e-02 +5.7340e-01 +5.1932e-01 +6.8926e-01 +1.2033e+00 +4.4604e-01
