% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.083611383e+03 +4.083611383e+03 +4.176551383e+03 +4.176551383e+03 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
2 +1.923155348e+03 +1.923155348e+03 +2.016095348e+03 +2.016095348e+03 +1.5574e+00 -4.6429e+00 +3.4913e+00 +4.3399e+00 +1.7874e+00 +2.5774e+00 +2.4313e+00 -1.0777e+00 +1.5548e+00 -3.2881e+00 +2.0605e+00 -4.6817e+00 -2.2308e+00 -4.5383e+00 -4.0287e+00 +3.2346e+00 +1.9483e+00 -1.8290e+00 +4.5022e+00 -4.6555e+00
3 +1.164685047e+03 +1.164685047e+03 +1.257625047e+03 +1.257625047e+03 -6.1256e-01 -1.1844e+00 +2.6552e+00 +2.9520e+00 -3.1313e+00 -1.0236e-01 -5.4414e-01 +1.4631e+00 +2.0936e+00 +2.5469e+00 -2.2397e+00 +1.7970e+00 +1.5510e+00 -3.3739e+00 -3.8100e+00 -1.6359e-02 +4.5974e+00 -1.5961e+00 +8.5268e-01 -2.7619e+00
23 +9.075003203e+02 +9.075003203e+02 +1.000440320e+03 +1.000440320e+03 -2.4521e+00 -2.7596e+00 +1.6783e+00 +3.4439e+00 -1.5554e+00 +2.8052e+00 +1.7533e+00 -4.9328e+00 +1.0217e+00 -1.1323e+00 +4.1599e+00 -4.9885e+00 -3.7551e-01 -7.5651e-01 -3.9084e-01 +2.7016e+00 -1.7753e+00 +2.8474e+00 -2.8643e-01 -4.6424e+00
185 +6.285678886e+02 +6.285678886e+02 +7.215078886e+02 +7.215078886e+02 -2.1576e+00 +6.7551e-01 +6.7036e-01 +2.8483e+00 -9.0731e-01 +1.4646e+00 -3.1251e+00 -3.8060e+00 +1.7951e+00 +7.6495e-01 -7.0365e-01 +3.0683e-01 +3.0085e-01 -7.0251e-01 -1.8711e+00 -5.7644e-01 +5.0000e+00 +1.4420e+00 -4.3559e-01 -4.5804e+00
314 +3.655952179e+02 +3.655952179e+02 +4.585352179e+02 +4.585352179e+02 -1.0264e+00 +7.5919e-01 -4.7002e-01 +2.5972e+00 +8.9597e-01 +1.0846e+00 +9.1269e-01 +3.1860e-01 +2.8348e+00 +3.7221e-01 +1.0999e+00 -2.9819e+00 +5.7094e-02 -5.5959e-01 +5.9213e-02 -1.2214e+00 +2.7371e+00 -4.7922e-01 +5.7209e-01 -8.8330e-01
486 +2.271979914e+02 +2.271979914e+02 +3.201379914e+02 +3.201379914e+02 +5.3580e-01 +3.3819e-01 -3.7278e-01 +2.9318e+00 +2.2976e+00 +2.2814e+00 +1.8997e+00 -1.1184e+00 +3.5468e+00 +1.1547e+00 -6.9005e-01 -1.9820e+00 -2.3995e-01 -4.2454e-01 -4.3975e-01 +3.2945e-01 +3.7640e+00 -1.4057e-01 +3.0379e-01 -2.5634e+00
683 +1.397930624e+02 +1.397930624e+02 +2.327330624e+02 +2.327330624e+02 +3.1430e-01 +6.6242e-01 +1.7598e-01 +2.2399e+00 +2.6588e+00 +4.8402e+00 +2.8504e+00 -2.3720e+00 +5.0000e+00 +1.6455e-02 -8.3511e-01 -9.9653e-01 -1.3407e+00 +9.7916e-01 +1.0003e+00 +3.2628e-01 +2.7627e+00 -2.5961e+00 -1.4652e+00 -1.4556e+00
797 +9.623297361e+01 +9.623297361e+01 +1.891729736e+02 +1.891729736e+02 -3.0815e-01 +1.0038e+00 +8.2489e-02 +2.0556e+00 +2.4571e+00 +3.9918e+00 +1.5497e+00 -1.4769e+00 +4.0527e+00 +1.0445e+00 -5.5100e-01 -2.6553e+00 -1.1035e+00 +8.5459e-01 +1.1560e+00 -1.3109e-01 +2.4819e+00 -2.3779e+00 -1.4138e+00 -9.2502e-01
923 +6.144554100e+01 +6.144554100e+01 +1.543855410e+02 +1.543855410e+02 -4.2687e-02 +1.6177e+00 +2.4792e-02 +2.8138e+00 +2.0896e+00 +4.1734e+00 +2.9149e+00 -1.1907e+00 +3.9696e+00 +1.5045e+00 +1.1356e-02 -1.7536e+00 -6.3862e-01 +4.8262e-01 +3.9949e-01 +8.8463e-01 +3.3277e+00 -2.0368e+00 -1.3146e+00 -1.2843e-01
