% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.109205271e+01 +1.109205271e+01 +1.796205271e+01 +1.796205271e+01 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
3 +5.290747208e+00 +5.290747208e+00 +1.216074721e+01 +1.216074721e+01 -6.1256e-01 -1.1844e+00 +2.6552e+00 +2.9520e+00 -3.1313e+00 -1.0236e-01 -5.4414e-01 +1.4631e+00 +2.0936e+00 +2.5469e+00 -2.2397e+00 +1.7970e+00 +1.5510e+00 -3.3739e+00 -3.8100e+00 -1.6359e-02 +4.5974e+00 -1.5961e+00 +8.5268e-01 -2.7619e+00
1434 +3.926033040e+00 +3.926033040e+00 +1.079603304e+01 +1.079603304e+01 +9.8089e-01 -2.2330e+00 +2.4583e+00 -3.4428e-01 +2.7125e-01 -3.2977e+00 -1.1218e+00 +1.3327e+00 +3.2880e+00 -2.3352e+00 +1.7962e+00 +2.9432e+00 -3.2686e-01 -9.2244e-01 -1.0154e+00 -2.2609e+00 +9.4237e-01 +6.5033e-01 +3.4266e+00 +1.1441e+00
3475 +2.395707087e+00 +2.395707087e+00 +9.265707087e+00 +9.265707087e+00 +9.7601e-01 -2.2231e+00 +2.4604e+00 -3.4785e-01 +2.6181e-01 -3.2980e+00 -1.1255e+00 +1.3310e+00 +3.2874e+00 -2.3353e+00 +1.8005e+00 +2.9551e+00 -3.3557e-01 -9.2081e-01 -1.0123e+00 -2.2584e+00 +9.4040e-01 +6.4986e-01 +3.4376e+00 +1.1352e+00
3725 +1.514225318e+00 +1.514225318e+00 +8.384225318e+00 +8.384225318e+00 +9.7598e-01 -2.2210e+00 +2.4555e+00 -3.4819e-01 +2.6154e-01 -3.2964e+00 -1.1259e+00 +1.3315e+00 +3.2867e+00 -2.3296e+00 +1.8007e+00 +2.9505e+00 -3.3492e-01 -9.2090e-01 -1.0102e+00 -2.2580e+00 +9.4140e-01 +6.4742e-01 +3.4370e+00 +1.1322e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e-02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.400401900e+01 +1.400401900e+01 +1.401401900e+01 +1.401401900e+01 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
11 +9.317445065e+00 +9.317445065e+00 +9.327445065e+00 +9.327445065e+00 +1.4432e+00 -1.2139e+00 +3.1158e+00 +3.2826e-01 -1.4927e+00 +4.3900e+00 +3.7594e+00 +5.0156e-01 +1.2248e+00 +8.7045e-01 -2.9226e+00 -1.9875e+00 -2.9077e-01 -2.6951e+00 +3.4431e+00 -3.0524e+00 -2.7408e+00 -3.2929e+00 -2.7234e+00 -6.4301e-01
90 +3.834767841e+00 +3.834767841e+00 +3.844767841e+00 +3.844767841e+00 -1.4258e+00 -3.9327e+00 +5.5099e-01 -1.2145e+00 -2.8181e-02 -1.2690e+00 +5.8078e-01 -6.3975e-01 +9.0634e-01 -2.2928e+00 +3.4248e+00 +8.6119e-01 +4.0742e-01 +3.4940e-01 -2.5341e-01 -4.0570e-02 -1.7924e+00 +2.0037e+00 +1.2803e+00 +1.0524e+00
2649 +2.382469361e+00 +2.382469361e+00 +2.392469361e+00 +2.392469361e+00 -1.3679e+00 -3.3899e+00 +2.3063e-01 -1.1930e+00 -9.5856e-02 -1.5153e+00 +6.5065e-01 -4.8623e-01 +7.9152e-01 -2.1594e+00 +3.1767e+00 +7.5770e-01 +6.8914e-01 +1.8530e-01 -3.0570e-01 -1.1198e-01 -1.7218e+00 +2.2570e+00 +1.5370e+00 +1.0273e+00
3876 +1.514061712e+00 +1.514061712e+00 +1.524061712e+00 +1.524061712e+00 -1.3673e+00 -3.3830e+00 +2.2423e-01 -1.1988e+00 -8.7328e-02 -1.5161e+00 +6.4645e-01 -4.8215e-01 +7.8146e-01 -2.1535e+00 +3.1678e+00 +7.5983e-01 +6.9617e-01 +1.8170e-01 -3.0649e-01 -1.1946e-01 -1.7181e+00 +2.2646e+00 +1.5415e+00 +1.0396e+00
% function evaluation | noise-free fitness - Fopt (-1.306100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.329440870e+01 +1.329440870e+01 -1.173155913e+02 -1.173155913e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
5 +9.920355268e+00 +9.920355268e+00 -1.206896447e+02 -1.206896447e+02 -1.4834e+00 +3.3083e+00 +8.5264e-01 +4.9724e-01 +4.1719e+00 -2.1416e+00 +2.5720e+00 +2.5373e+00 -1.1955e+00 +6.7822e-01 -4.2415e+00 -4.4605e+00 +3.0798e-01 +2.7917e+00 +4.3401e+00 -3.7009e+00 +6.8824e-01 -3.0609e-01 -4.8810e+00 -1.6288e+00
8 +5.376643257e+00 +5.376643257e+00 -1.252333567e+02 -1.252333567e+02 +3.5303e+00 +1.2206e+00 -1.4905e+00 +1.3250e-01 -9.8192e-01 -4.2403e+00 -2.6008e+00 -3.7668e+00 -3.1609e+00 -2.6005e+00 -8.2733e-01 -4.5035e+00 +4.0272e+00 +4.4479e+00 -9.1359e-02 -1.0747e-01 -1.6228e+00 +4.0005e+00 -1.3075e+00 -3.8880e+00
513 +3.614602877e+00 +3.614602877e+00 -1.269953971e+02 -1.269953971e+02 +5.7062e-02 +9.1833e-01 -3.2326e+00 +9.9875e-01 -1.0956e-01 -3.2949e-01 -3.8963e-01 -2.9911e+00 -3.8808e+00 -1.2531e+00 -2.2097e+00 -2.1874e-01 -1.6979e+00 +1.2025e+00 -1.5718e+00 +2.7126e-01 +1.0967e+00 +8.0521e-01 -4.2921e-01 -1.7355e+00
4312 +2.114240297e+00 +2.114240297e+00 -1.284957597e+02 -1.284957597e+02 +6.9838e-01 +6.6414e-01 -2.9039e+00 +1.5127e+00 -3.8828e-01 -1.1212e+00 -4.4718e-01 -2.7701e+00 -4.2607e+00 -2.1302e-01 -2.4575e+00 +7.3228e-01 -1.9332e+00 +3.7470e-01 -1.1485e+00 +4.5337e-01 +1.4372e+00 +1.7786e+00 -5.1326e-01 -2.2994e+00
% function evaluation | noise-free fitness - Fopt (-2.231200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.511007348e+00 +8.511007348e+00 -2.146089927e+02 -2.146089927e+02 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
2 +6.233053034e+00 +6.233053034e+00 -2.168869470e+02 -2.168869470e+02 +1.5574e+00 -4.6429e+00 +3.4913e+00 +4.3399e+00 +1.7874e+00 +2.5774e+00 +2.4313e+00 -1.0777e+00 +1.5548e+00 -3.2881e+00 +2.0605e+00 -4.6817e+00 -2.2308e+00 -4.5383e+00 -4.0287e+00 +3.2346e+00 +1.9483e+00 -1.8290e+00 +4.5022e+00 -4.6555e+00
182 +3.909564699e+00 +3.909564699e+00 -2.192104353e+02 -2.192104353e+02 +1.0351e+00 -7.6547e-01 -9.1767e-02 +4.1462e-01 -5.7824e-02 -7.2166e-01 +1.2370e+00 +3.4747e-01 -3.2971e-02 +8.0536e-01 +1.4708e-01 +4.3623e-01 -6.2291e-01 +2.5769e+00 -2.1636e+00 +1.6951e+00 +3.0644e-01 -3.2483e-01 +1.9514e+00 -4.1263e+00
3468 +2.490710176e+00 +2.490710176e+00 -2.206292898e+02 -2.206292898e+02 +1.0804e+00 -4.0316e-01 +2.9202e-01 +4.4427e-01 +1.8791e-01 -8.5239e-01 +9.6971e-01 +7.7253e-01 -2.4432e-01 +7.3825e-01 -2.4855e-01 +6.3329e-02 -5.9351e-01 +2.6196e+00 -1.7621e+00 +1.3480e+00 +2.8009e-01 -2.8024e-01 +1.5250e+00 -4.0729e+00
% function evaluation | noise-free fitness - Fopt (-4.443000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.728515303e+01 +1.728515303e+01 -2.714484697e+01 -2.714484697e+01 +3.1472e+00 +4.0579e+00 -3.7301e+00 +4.1338e+00 +1.3236e+00 -4.0246e+00 -2.2150e+00 +4.6882e-01 +4.5751e+00 +4.6489e+00 -3.4239e+00 +4.7059e+00 +4.5717e+00 -1.4624e-01 +3.0028e+00 -3.5811e+00 -7.8239e-01 +4.1574e+00 +2.9221e+00 +4.5949e+00
