% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.878130572e+05 +9.878130572e+05 +9.879622072e+05 +9.879622072e+05 -2.3248e+00 +7.9940e-01 -6.8525e-02 +1.5640e+00 +1.4019e+00 -1.4862e+00 +1.9443e+00 +4.8611e+00 +4.9532e+00 -3.7409e+00 -3.8586e+00 +2.2196e+00 -3.6865e+00 +4.9262e+00 -3.2603e-01 +1.5038e+00 -2.7545e+00 +3.6403e+00 +4.6890e+00 -4.9732e+00
3 +5.481686946e+05 +5.481686946e+05 +5.483178446e+05 +5.483178446e+05 -6.0010e-01 +1.5215e+00 +2.4168e+00 +4.8430e+00 -1.3331e+00 +4.7941e+00 +4.0621e+00 -2.5566e+00 -2.0238e+00 -4.9898e+00 -3.9189e+00 -3.2640e-01 -3.3065e-01 +2.1977e+00 -2.1053e+00 +7.0750e-01 +4.4685e+00 -4.5471e+00 -2.7751e+00 +4.1020e+00
10 +3.031025657e+05 +3.031025657e+05 +3.032517157e+05 +3.032517157e+05 +2.7649e+00 +4.3838e+00 -9.6824e-01 +4.1787e+00 +6.8507e-01 +5.1104e-02 -3.4590e+00 -3.8578e+00 +6.6220e-02 -1.1974e+00 +2.6108e+00 -3.3453e+00 +4.4533e+00 -1.4336e+00 +1.4545e+00 +1.8383e+00 +2.5459e+00 -3.0884e+00 +4.9821e-01 +4.0247e+00
30 +2.048525783e+05 +2.048525783e+05 +2.050017283e+05 +2.050017283e+05 -3.7992e+00 -2.9708e+00 -1.8408e+00 +2.1397e+00 -5.3485e-01 -1.1766e+00 -4.8527e+00 +4.7143e-01 +1.6836e+00 +1.7218e-02 +1.3235e+00 -4.4215e+00 -2.3438e+00 +1.4334e+00 +2.9523e+00 +2.9420e-01 +3.2628e+00 +1.7804e+00 -4.3029e+00 -1.7445e+00
72 +1.224795165e+05 +1.224795165e+05 +1.226286665e+05 +1.226286665e+05 -4.3318e+00 -1.5936e+00 -4.2065e+00 +3.8348e+00 -1.8911e+00 -4.5626e+00 -2.3394e+00 -3.1644e+00 +8.7340e-01 +2.5846e+00 +2.4737e+00 +3.8390e-02 +1.7464e+00 +1.3292e+00 +4.2600e-02 +9.7737e-01 -2.3006e+00 +2.3856e+00 -3.9567e+00 +2.3266e+00
140 +5.396274881e+04 +5.396274881e+04 +5.411189881e+04 +5.411189881e+04 -2.6617e+00 -4.5230e+00 -4.3399e+00 +1.6825e+00 -3.8656e+00 -2.2210e+00 -2.2876e+00 -6.5268e-01 -1.6945e+00 -3.0798e+00 -1.6362e+00 +2.0139e-01 +2.0863e+00 +7.1019e-02 -2.8264e+00 +5.8371e-01 -1.0540e+00 +2.9179e+00 -2.9227e+00 -4.2008e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.558802560e+05 +9.558802560e+05 +9.548802560e+05 +9.548802560e+05 +4.5610e+00 -4.1870e+00 -2.1597e+00 +9.7983e-01 +9.7713e-01 +4.7250e+00 -4.6222e-01 -1.5409e+00 -4.8499e+00 -2.8127e+00 -8.8436e-01 -2.2443e+00 -3.5931e+00 -3.9511e+00 +1.3284e+00 -1.9853e+00 +4.4115e-02 +2.0934e+00 +1.3252e-01 +1.3633e-01
3 +4.286799987e+05 +4.286799987e+05 +4.276799987e+05 +4.276799987e+05 -1.6305e+00 +3.7179e+00 -9.7887e-01 -4.6623e+00 +5.2886e-01 +9.5433e-01 -4.6543e+00 -4.6944e+00 -1.0063e+00 -1.8636e-01 -2.3670e+00 -4.3846e+00 -1.6541e+00 +8.3656e-01 -4.3788e+00 +4.2074e+00 +4.8254e+00 +2.7486e+00 +1.6102e+00 +2.1479e+00
6 +3.037400677e+05 +3.037400677e+05 +3.027400677e+05 +3.027400677e+05 +1.1094e+00 +3.9130e+00 +3.8394e+00 +6.6041e-01 -2.3997e+00 -1.1367e+00 +2.4122e+00 +2.8291e+00 -6.0914e-01 +3.9146e+00 -2.9428e-01 -4.8195e+00 -1.3171e+00 -3.2138e+00 -5.4768e-01 -4.3270e+00 -3.1765e+00 +1.9167e+00 +3.3233e-01 -1.6760e+00
